6.504205e+002;7.036237e+001
6.513523e+002;7.019949e+001
6.522841e+002;7.026806e+001
6.532160e+002;7.044771e+001
6.541478e+002;7.069115e+001
6.550797e+002;7.079126e+001
6.560115e+002;7.105914e+001
6.569433e+002;7.153522e+001
6.578751e+002;7.206546e+001
6.588070e+002;7.260129e+001
6.597388e+002;7.273571e+001
6.606707e+002;7.244109e+001
6.616025e+002;7.248823e+001
6.625343e+002;7.288272e+001
6.634661e+002;7.299215e+001
6.643980e+002;7.274293e+001
6.653298e+002;7.303835e+001
6.662617e+002;7.381923e+001
6.671935e+002;7.444484e+001
6.681253e+002;7.356155e+001
6.690571e+002;7.350328e+001
6.699890e+002;7.454607e+001
6.709208e+002;7.509146e+001
6.718527e+002;7.545551e+001
6.727845e+002;7.578606e+001
6.737163e+002;7.585452e+001
6.746482e+002;7.585622e+001
6.755800e+002;7.612159e+001
6.765118e+002;7.647473e+001
6.774437e+002;7.686149e+001
6.783755e+002;7.699368e+001
6.793073e+002;7.662025e+001
6.802392e+002;7.674185e+001
6.811710e+002;7.725182e+001
6.821028e+002;7.732032e+001
6.830347e+002;7.709602e+001
6.839665e+002;7.735135e+001
6.848983e+002;7.769141e+001
6.858302e+002;7.749599e+001
6.867620e+002;7.748919e+001
6.876938e+002;7.785802e+001
6.886257e+002;7.785046e+001
6.895575e+002;7.775011e+001
6.904894e+002;7.782604e+001
6.914212e+002;7.827331e+001
6.923530e+002;7.861378e+001
6.932849e+002;7.855249e+001
6.942167e+002;7.843865e+001
6.951485e+002;7.879389e+001
6.960804e+002;7.910730e+001
6.970122e+002;7.929481e+001
6.979440e+002;7.943633e+001
6.988759e+002;7.943916e+001
6.998077e+002;7.945671e+001
7.007395e+002;7.948159e+001
7.016714e+002;7.956597e+001
7.026032e+002;7.984149e+001
7.035350e+002;7.976585e+001
7.044669e+002;7.966600e+001
7.053987e+002;7.956810e+001
7.063305e+002;7.953106e+001
7.072624e+002;7.952768e+001
7.081942e+002;7.931065e+001
7.091260e+002;7.913304e+001
7.100579e+002;7.905569e+001
7.109897e+002;7.911633e+001
7.119216e+002;7.913349e+001
7.128534e+002;7.880891e+001
7.137852e+002;7.862838e+001
7.147170e+002;7.847356e+001
7.156489e+002;7.817645e+001
7.165807e+002;7.792299e+001
7.175126e+002;7.783111e+001
7.184444e+002;7.797793e+001
7.193762e+002;7.823597e+001
7.203080e+002;7.835104e+001
7.212399e+002;7.842039e+001
7.221717e+002;7.857612e+001
7.231036e+002;7.900590e+001
7.240354e+002;7.952248e+001
7.249672e+002;7.999212e+001
7.258990e+002;8.053776e+001
7.268309e+002;8.084611e+001
7.277628e+002;8.092620e+001
7.286946e+002;8.122160e+001
7.296264e+002;8.163796e+001
7.305582e+002;8.194772e+001
7.314901e+002;8.219733e+001
7.324219e+002;8.256605e+001
7.333538e+002;8.284943e+001
7.342856e+002;8.309055e+001
7.352174e+002;8.324516e+001
7.361492e+002;8.337355e+001
7.370811e+002;8.360664e+001
7.380129e+002;8.379635e+001
7.389448e+002;8.386474e+001
7.398766e+002;8.394878e+001
7.408084e+002;8.409923e+001
7.417402e+002;8.430648e+001
7.426721e+002;8.439956e+001
7.436039e+002;8.442713e+001
7.445358e+002;8.452834e+001
7.454676e+002;8.468728e+001
7.463994e+002;8.476869e+001
7.473312e+002;8.482899e+001
7.482631e+002;8.495870e+001
7.491949e+002;8.512269e+001
7.501268e+002;8.520309e+001
7.510586e+002;8.521330e+001
7.519904e+002;8.518750e+001
