Chan	Prompt	Decay	Fit	Residuals
1162	1	1	0	0
1163	0	1	0	0
1164	1	1	0	0
1165	1	1	0	0
1166	1	1	0	0
1167	0	1	0	0
1168	1	1	0	0
1169	0	1	0	0
1170	0	1	0	0
1171	0	2	0	0
1172	0	0	0	0
1173	0	1	0	0
1174	0	2	0	0
1175	1	4	0	0
1176	0	1	0	0
1177	0	2	0	0
1178	2	2	0	0
1179	0	2	0	0
1180	0	1	0	0
1181	0	2	0	0
1182	0	1	0	0
1183	0	1	0	0
1184	1	1	0	0
1185	0	1	0	0
1186	0	2	0	0
1187	0	1	0	0
1188	0	1	0	0
1189	1	3	0	0
1190	0	0	0	0
1191	0	1	0	0
1192	0	1	0	0
1193	0	0	0	0
1194	1	1	0	0
1195	1	2	0	0
1196	0	2	0	0
1197	0	0	0	0
1198	1	3	0	0
1199	0	1	0	0
1200	0	0	0	0
1201	0	1	0	0
1202	2	1	0	0
1203	1	3	0	0
1204	0	1	0	0
1205	0	0	0	0
1206	1	0	0	0
1207	1	1	0	0
1208	0	1	0	0
1209	0	0	0	0
1210	1	3	0	0
1211	1	2	0	0
1212	1	0	0	0
1213	1	2	0	0
1214	0	1	0	0
1215	0	1	0	0
1216	0	2	0	0
1217	2	2	0	0
1218	0	3	0	0
1219	0	2	0	0
1220	0	1	0	0
1221	0	0	0	0
1222	0	3	0	0
1223	1	3	0	0
1224	0	3	0	0
1225	1	1	0	0
1226	0	5	0	0
1227	0	0	0	0
1228	0	1	0	0
1229	2	0	0	0
1230	0	3	0	0
1231	0	1	0	0
1232	1	2	0	0
1233	1	1	0	0
1234	0	1	0	0
1235	0	1	0	0
1236	1	1	0	0
1237	1	2	0	0
1238	0	2	0	0
1239	1	0	0	0
1240	1	1	0	0
1241	2	1	0	0
1242	0	1	0	0
1243	0	1	0	0
1244	0	1	0	0
1245	0	0	0	0
1246	0	0	0	0
1247	0	2	0	0
1248	0	3	0	0
1249	0	0	0	0
1250	0	2	0	0
1251	0	3	0	0
1252	0	1	0	0
1253	0	1	0	0
1254	0	2	0	0
1255	0	1	0	0
1256	0	1	0	0
1257	0	2	0	0
1258	1	1	0	0
1259	0	0	0	0
1260	0	3	0	0
1261	1	1	0	0
1262	0	0	0	0
1263	1	2	0	0
1264	0	0	0	0
1265	2	0	0	0
1266	2	1	0	0
1267	0	1	0	0
1268	1	3	0	0
1269	0	1	0	0
1270	1	2	0	0
1271	2	0	0	0
1272	0	1	0	0
1273	1	3	0	0
1274	0	3	0	0
1275	0	1	0	0
1276	0	1	0	0
1277	0	0	0	0
1278	1	0	0	0
1279	0	1	0	0
1280	0	0	0	0
1281	0	0	0	0
1282	0	2	0	0
1283	1	1	0	0
1284	1	2	0	0
1285	0	0	0	0
1286	0	2	0	0
1287	0	1	0	0
1288	1	1	0	0
1289	0	2	0	0
1290	1	0	0	0
1291	1	1	0	0
1292	1	0	0	0
1293	0	3	0	0
1294	1	0	0	0
1295	0	0	0	0
1296	0	3	0	0
1297	1	1	0	0
1298	0	3	0	0
1299	0	0	0	0
1300	0	1	0	0
1301	0	1	0	0
1302	1	3	0	0
1303	0	1	0	0
1304	2	0	0	0
1305	1	1	0	0
1306	0	1	0	0
1307	0	0	0	0
1308	0	2	0	0
1309	0	3	0	0
1310	1	1	0	0
1311	0	1	0	0
1312	3	0	0	0
1313	1	2	0	0
1314	0	0	0	0
1315	0	2	0	0
1316	0	1	0	0
