GENERAL$,
16.23,0.04135
16.24,0.06326
16.25,0.1194
16.26,0.25081
16.27,0.46905
16.28,0.64436
16.29,0.56891
16.3,0.41123
16.31,0.36323
16.32,0.37167
16.33,0.28976
16.34,0.16756
16.35,0.08548
16.36,0.04703
16.37,0.03109
16.38,0.0233
16.39,0.01848
16.4,0.01516
16.41,0.01274
16.42,0.01093
16.43,0.00953
16.44,0.00845
16.45,0.0076
16.46,0.00692
16.47,0.00639
16.48,0.00597
16.49,0.00566
16.5,0.00544
16.51,0.00532
16.52,0.0053
16.53,0.00542
16.54,0.00572
16.55,0.00632
16.56,0.00757
16.57,0.01076
16.58,0.01899
16.59,0.03547
16.6,0.05583
16.61,0.06018
16.62,0.04566
16.63,0.0356
16.64,0.03583
16.65,0.03402
16.66,0.02364
16.67,0.01383
16.68,0.00837
16.69,0.00605
16.7,0.00509
16.71,0.00462
16.72,0.00436
16.73,0.00423
16.74,0.00418
16.75,0.00423
16.76,0.00436
16.77,0.00457
16.78,0.00485
16.79,0.00524
16.8,0.00575
16.81,0.00642
16.82,0.0073
16.83,0.00846
16.84,0.01005
16.85,0.01224
16.86,0.01543
16.87,0.02042
16.88,0.0299
16.89,0.05288
16.9,0.10923
16.91,0.21534
16.92,0.33323
16.93,0.33816
16.94,0.24624
16.95,0.19354
16.96,0.20005
16.97,0.18729
16.98,0.12403
16.99,0.06642
17,0.03474
17.01,0.02116
17.02,0.01519
17.03,0.01191
17.04,0.00977
17.05,0.00828
17.06,0.00721
17.07,0.00643
17.08,0.00587
17.09,0.00547
17.1,0.00521
17.11,0.00508
17.12,0.00508
17.13,0.00517
17.14,0.00545
17.15,0.00592
17.16,0.00667
17.17,0.00783
17.18,0.00967
17.19,0.01304
17.2,0.02085
17.21,0.04061
17.22,0.08152
17.23,0.13679
17.24,0.15832
17.25,0.12223
17.26,0.08925
17.27,0.08629
17.28,0.08934
17.29,0.06721
17.3,0.03842
17.31,0.02001
17.32,0.0115
17.33,0.00787
17.34,0.00605
17.35,0.00488
17.36,0.00406
17.37,0.00346
17.38,0.003
17.39,0.00264
17.4,0.00236
17.41,0.00213
17.42,0.00195
17.43,0.0018
17.44,0.00161
17.45,0.00151
17.46,0.00144
17.47,0.00138
17.48,0.00132
17.49,0.00133
17.5,0.00141
17.51,0.00168
17.52,0.00242
17.53,0.00387
17.54,0.00553
17.55,0.00564
17.56,0.00428
17.57,0.00346
17.58,0.00351
17.59,0.0035
17.6,0.00267
17.61,0.0018
17.62,0.00126
17.63,0.00101
17.64,9E-4
17.65,8.3E-4
17.66,7.9E-4
17.67,7.6E-4
17.68,7.3E-4
17.69,7.1E-4
17.7,7E-4
17.71,6.8E-4
17.72,6.7E-4
17.73,6.7E-4
17.74,6.6E-4
17.75,6.6E-4
17.76,6.5E-4
17.77,6.5E-4
17.78,6.5E-4
17.79,6.5E-4
17.8,6.5E-4
17.81,6.5E-4
17.82,6.5E-4
17.83,6.6E-4
17.84,6.9E-4
17.85,7E-4
17.86,7.1E-4
17.87,7.2E-4
17.88,7.4E-4
17.89,7.6E-4
17.9,7.7E-4
17.91,7.9E-4
17.92,8E-4
17.93,8.3E-4
17.94,8.5E-4
17.95,8.7E-4
17.96,9E-4
17.97,9.3E-4
17.98,9.7E-4
17.99,0.00101
18,0.00106
18.01,0.00111
18.02,0.00117
18.03,0.00125
18.04,0.00135
18.05,0.00146
18.06,0.00161
18.07,0.00181
18.08,0.00208
18.09,0.0025
18.1,0.00322
18.11,0.00495
18.12,0.00905
18.13,0.01663
18.14,0.02511
18.15,0.02568
18.16,0.01889
18.17,0.0145
18.18,0.01492
18.19,0.01568
18.2,0.01219
18.21,0.00774
18.22,0.00495
18.23,0.00372
18.24,0.00328
18.25,0.00314
18.26,0.00314
18.27,0.00322
18.28,0.00338
18.29,0.00361
18.3,0.00391
18.31,0.00429
18.32,0.00479
18.33,0.00543
18.34,0.00626
18.35,0.00737
18.36,0.00887
18.37,0.01104
18.38,0.01426
18.39,0.0199
18.4,0.0325
18.41,0.06323
18.42,0.1255
18.43,0.2095
18.44,0.24343
18.45,0.18759
18.46,0.13208
18.47,0.12336
18.48,0.13755
18.49,0.11819
18.5,0.07381
18.51,0.04009
18.52,0.02291
18.53,0.01563
18.54,0.01232
18.55,0.01049
18.56,0.00937
18.57,0.0087
18.58,0.00835
18.59,0.00826
18.6,0.00841
18.61,0.0088
18.62,0.00946
18.63,0.01045
18.64,0.01187
18.65,0.01392
18.66,0.01693
18.67,0.02164
18.68,0.03032
18.69,0.05035
18.7,0.09842
18.71,0.19084
18.72,0.3037
18.73,0.32812
18.74,0.24215
18.75,0.17339
18.76,0.16933
18.77,0.18886
18.78,0.1577
18.79,0.09708
18.8,0.05294
18.81,0.03088
18.82,0.02154
18.83,0.01724
18.84,0.01487
18.85,0.01345
18.86,0.01266
18.87,0.01233
18.88,0.01242
18.89,0.01288
18.9,0.01375
18.91,0.0151
18.92,0.01709
18.93,0.01996
18.94,0.02412
18.95,0.03042
18.96,0.04114
18.97,0.06386
18.98,0.11919
18.99,0.23838
19,0.4211
19.01,0.54639
19.02,0.45909
19.03,0.31356
19.04,0.26073
19.05,0.29227
19.06,0.29171
19.07,0.20364
19.08,0.11401
19.09,0.06131
19.1,0.03743
19.11,0.02691
19.12,0.02132
19.13,0.0178
19.14,0.01543
19.15,0.01381
19.16,0.01275
19.17,0.01212
19.18,0.01188
19.19,0.01203
19.2,0.01259
19.21,0.01368
19.22,0.0155
19.23,0.01846
19.24,0.02372
19.25,0.03509
19.26,0.06294
19.27,0.12304
19.28,0.21565
19.29,0.28058
19.3,0.23733
19.31,0.16185
19.32,0.13249
19.33,0.14808
19.34,0.15232
19.35,0.10996
19.36,0.06302
19.37,0.03437
19.38,0.0211
19.39,0.01526
19.4,0.0122
19.41,0.01026
19.42,0.00895
19.43,0.00804
19.44,0.00741
19.45,0.00701
19.46,0.0068
19.47,0.00677
19.48,0.00694
19.49,0.00735
19.5,0.00809
19.51,0.00938
19.52,0.01187
19.53,0.01772
19.54,0.0316
19.55,0.05854
19.56,0.09265
19.57,0.10265
19.58,0.07739
19.59,0.05431
19.6,0.05056
19.61,0.05826
19.62,0.05461
19.63,0.03718
19.64,0.02205
19.65,0.0138
19.66,0.01028
19.67,0.00882
19.68,0.00824
19.69,0.00805
19.7,0.00814
19.71,0.00848
19.72,0.00909
19.73,0.01
19.74,0.01128
19.75,0.01306
19.76,0.01556
19.77,0.01915
19.78,0.02458
19.79,0.03393
19.8,0.054
19.81,0.102
19.82,0.20131
19.83,0.34565
19.84,0.43008
19.85,0.34874
19.86,0.23476
19.87,0.19481
19.88,0.22215
19.89,0.23227
19.9,0.16935
19.91,0.09689
19.92,0.05179
19.93,0.03054
19.94,0.02108
19.95,0.0161
19.96,0.01292
19.97,0.01065
19.98,0.009
19.99,0.00776
20,0.0068
20.01,0.00603
20.02,0.00543
20.03,0.00495
20.04,0.00458
20.05,0.00431
20.06,0.00414
20.07,0.00418
20.08,0.00465
20.09,0.00584
20.1,0.00758
20.11,0.00836
20.12,0.00707
20.13,0.00554
20.14,0.00503
20.15,0.00538
20.16,0.00546
20.17,0.00462
20.18,0.00368
20.19,0.00312
20.2,0.00288
20.21,0.00282
20.22,0.00284
20.23,0.00291
20.24,0.00303
20.25,0.00321
20.26,0.0034
20.27,0.00373
20.28,0.00418
20.29,0.0048
20.3,0.00567
20.31,0.00691
20.32,0.00892
20.33,0.01281
20.34,0.02181
20.35,0.04209
20.36,0.07755
20.37,0.1143
20.38,0.11244
20.39,0.07894
20.4,0.05598
20.41,0.05553
20.42,0.06554
20.43,0.0601
20.44,0.0395
20.45,0.02215
20.46,0.01263
20.47,0.00835
20.48,0.00637
20.49,0.00526
20.5,0.00455
20.51,0.00407
20.52,0.00374
20.53,0.00353
20.54,0.00342
20.55,0.00338
20.56,0.00347
20.57,0.00368
20.58,0.00409
20.59,0.00493
20.6,0.00688
20.61,0.01151
20.62,0.02024
20.63,0.03098
20.64,0.03369
20.65,0.02538
20.66,0.01775
20.67,0.01613
20.68,0.01883
20.69,0.01928
20.7,0.01437
20.71,0.00915
20.72,0.00601
20.73,0.0046
20.74,0.00403
20.75,0.00381
20.76,0.00374
20.77,0.00378
20.78,0.00391
20.79,0.00413
20.8,0.00445
20.81,0.00491
20.82,0.00554
20.83,0.00646
20.84,0.00787
20.85,0.01042
20.86,0.01608
20.87,0.02885
20.88,0.05207
20.89,0.0791
20.9,0.0835
20.91,0.06155
20.92,0.04304
20.93,0.03991
20.94,0.04731
20.95,0.0486
20.96,0.03633
20.97,0.02339
20.98,0.01578
20.99,0.01257
21,0.0116
21.01,0.0116
21.02,0.01214
21.03,0.01313
21.04,0.01459
21.05,0.01662
21.06,0.01941
21.07,0.02326
21.08,0.02871
21.09,0.03675
21.1,0.05002
21.11,0.07673
21.12,0.13873
21.13,0.27078
21.14,0.48105
21.15,0.65561
21.16,0.58613
21.17,0.39518
21.18,0.28721
21.19,0.29963
21.2,0.35943
21.21,0.32783
21.22,0.21418
21.23,0.11911
21.24,0.06661
21.25,0.04274
21.26,0.03162
21.27,0.02542
21.28,0.02147
21.29,0.0189
21.3,0.01723
21.31,0.01632
21.32,0.0161
21.33,0.01662
21.34,0.01809
21.35,0.02105
21.36,0.02737
21.37,0.04251
21.38,0.07706
21.39,0.13892
21.4,0.20796
21.41,0.21362
21.42,0.15337
21.43,0.1044
21.44,0.09544
21.45,0.11458
21.46,0.12016
21.47,0.0886
21.48,0.05256
21.49,0.02988
21.5,0.01895
21.51,0.01403
21.52,0.01149
21.53,0.00996
21.54,0.009
21.55,0.00844
21.56,0.00821
21.57,0.00831
21.58,0.00876
21.59,0.00969
21.6,0.01143
21.61,0.01496
21.62,0.02323
21.63,0.04201
21.64,0.07592
21.65,0.11485
21.66,0.12021
21.67,0.08721
21.68,0.05875
21.69,0.05224
21.7,0.06248
21.71,0.0678
21.72,0.05181
21.73,0.03123
21.74,0.01773
21.75,0.011
21.76,0.00794
21.77,0.00636
21.78,0.00538
21.79,0.00474
21.8,0.00428
21.81,0.00397
21.82,0.00379
21.83,0.00373
21.84,0.00381
21.85,0.00411
21.86,0.00488
21.87,0.00686
21.88,0.01127
21.89,0.01867
21.9,0.02574
21.91,0.02444
21.92,0.01725
21.93,0.0123
21.94,0.01183
21.95,0.01416
21.96,0.01462
21.97,0.01092
21.98,0.00691
21.99,0.00442
22,0.0032
22.01,0.00264
22.02,0.00237
22.03,0.00218
22.04,0.00204
22.05,0.00195
22.06,0.00188
22.07,0.00183
22.08,0.0018
22.09,0.00178
22.1,0.00177
22.11,0.00177
22.12,0.00178
22.13,0.0018
22.14,0.00183
22.15,0.00187
22.16,0.00191
22.17,0.00197
22.18,0.00205
22.19,0.00213
22.2,0.00223
22.21,0.00234
22.22,0.00248
22.23,0.00265
22.24,0.00286
22.25,0.0031
22.26,0.0034
22.27,0.00377
22.28,0.00423
22.29,0.00483
22.3,0.00561
22.31,0.00667
22.32,0.00814
22.33,0.01031
22.34,0.01393
22.35,0.02132
22.36,0.03807
22.37,0.0721
22.38,0.12327
22.39,0.16046
22.4,0.13816
22.41,0.09203
22.42,0.06621
22.43,0.06829
22.44,0.0846
22.45,0.08415
22.46,0.05918
22.47,0.03453
22.48,0.01971
22.49,0.01262
22.5,0.00934
22.51,0.00758
22.52,0.00646
22.53,0.00566
22.54,0.00512
22.55,0.0047
22.56,0.00445
22.57,0.00432
22.58,0.0043
22.59,0.00447
22.6,0.00504
22.61,0.00628
22.62,0.00821
22.63,0.00964
22.64,0.00891
22.65,0.00732
22.66,0.00649
22.67,0.00674
22.68,0.00758
22.69,0.00792
22.7,0.00737
22.71,0.00684
22.72,0.00677
22.73,0.00709
22.74,0.00768
22.75,0.00854
22.76,0.00966
22.77,0.01114
22.78,0.01311
22.79,0.01578
22.8,0.01957
22.81,0.0253
22.82,0.03528
22.83,0.05636
22.84,0.10347
22.85,0.19338
22.86,0.3148
22.87,0.37439
22.88,0.297
22.89,0.19423
22.9,0.1468
22.91,0.16075
22.92,0.1995
22.93,0.19141
22.94,0.13136
22.95,0.07633
22.96,0.04413
22.97,0.02893
22.98,0.02194
22.99,0.01827
23,0.01612
23.01,0.0149
23.02,0.01441
23.03,0.01458
23.04,0.01556
23.05,0.01772
23.06,0.02253
23.07,0.03387
23.08,0.05833
23.09,0.09931
23.1,0.14043
23.11,0.13733
23.12,0.09756
23.13,0.06678
23.14,0.05997
23.15,0.07211
23.16,0.08306
23.17,0.07006
23.18,0.04682
23.19,0.03006
23.2,0.02156
23.21,0.01818
23.22,0.01717
23.23,0.01732
23.24,0.01832
23.25,0.02019
23.26,0.02311
23.27,0.02756
23.28,0.03466
23.29,0.04765
23.3,0.07578
23.31,0.1375
23.32,0.24983
23.33,0.38898
23.34,0.43334
23.35,0.32878
23.36,0.21525
23.37,0.16915
23.38,0.19086
23.39,0.23665
23.4,0.22526
23.41,0.1559
23.42,0.09366
23.43,0.05774
23.44,0.04132
23.45,0.0345
23.46,0.03187
23.47,0.03149
23.48,0.03292
23.49,0.03626
23.5,0.0421
23.51,0.05195
23.52,0.07036
23.53,0.11044
23.54,0.19938
23.55,0.36506
23.56,0.58054
23.57,0.67145
23.58,0.52312
23.59,0.34008
23.6,0.25506
23.61,0.27726
23.62,0.34979
23.63,0.35078
23.64,0.24911
23.65,0.1464
23.66,0.08322
23.67,0.05222
23.68,0.03763
23.69,0.02976
23.7,0.02483
23.71,0.02152
23.72,0.01934
23.73,0.01807
23.74,0.0177
23.75,0.01872
23.76,0.02265
23.77,0.0326
23.78,0.05127
23.79,0.07423
23.8,0.08054
23.81,0.06197
23.82,0.04227
23.83,0.03392
23.84,0.03707
23.85,0.04501
23.86,0.04428
23.87,0.0328
23.88,0.02178
23.89,0.0152
23.9,0.01215
23.91,0.01094
23.92,0.01058
23.93,0.01072
23.94,0.01131
23.95,0.01241
23.96,0.01425
23.97,0.01741
23.98,0.02373
23.99,0.03777
24,0.06689
24.01,0.1142
24.02,0.15974
24.03,0.15394
24.04,0.10828
24.05,0.07283
24.06,0.06359
24.07,0.07623
24.08,0.0921
24.09,0.08305
24.1,0.05696
24.11,0.03586
24.12,0.02433
24.13,0.01941
24.14,0.01775
24.15,0.01767
24.16,0.01867
24.17,0.02077
24.18,0.02428
24.19,0.0301
24.2,0.0408
24.21,0.06373
24.22,0.11395
24.23,0.20707
24.24,0.32937
24.25,0.3854
24.26,0.30453
24.27,0.198
24.28,0.14375
24.29,0.15011
24.3,0.19185
24.31,0.20689
24.32,0.15717
24.33,0.09555
24.34,0.05447
24.35,0.03332
24.36,0.02329
24.37,0.01802
24.38,0.01472
24.39,0.01243
24.4,0.01076
24.41,0.0095
24.42,0.00854
24.43,0.0078
24.44,0.00722
24.45,0.00677
24.46,0.00643
24.47,0.00617
24.48,0.00599
24.49,0.00586
24.5,0.00582
24.51,0.00583
24.52,0.00591
24.53,0.00606
24.54,0.00629
24.55,0.0066
24.56,0.00703
24.57,0.0076
24.58,0.00834
24.59,0.00932
24.6,0.01063
24.61,0.01241
24.62,0.01492
24.63,0.01862
24.64,0.02474
24.65,0.03683
24.66,0.06316
24.67,0.11542
24.68,0.1953
24.69,0.26155
24.7,0.23765
24.71,0.16172
24.72,0.10806
24.73,0.09605
24.74,0.11764
24.75,0.14403
24.76,0.13044
24.77,0.08803
24.78,0.05277
24.79,0.03273
24.8,0.02343
24.81,0.0194
24.82,0.01773
24.83,0.01741
24.84,0.01824
24.85,0.02048
24.86,0.02515
24.87,0.03544
24.88,0.05861
24.89,0.10419
24.9,0.17163
24.91,0.22188
24.92,0.19474
24.93,0.13095
24.94,0.08842
24.95,0.08038
24.96,0.09931
24.97,0.12055
24.98,0.1077
24.99,0.07195
25,0.04262
25.01,0.02586
25.02,0.0178
25.03,0.01391
25.04,0.01184
25.05,0.01066
25.06,0.0101
25.07,0.01014
25.08,0.01106
25.09,0.01376
25.1,0.02018
25.11,0.03232
25.12,0.04838
25.13,0.05597
25.14,0.04541
25.15,0.03093
25.16,0.02299
25.17,0.02299
25.18,0.02841
25.19,0.03246
25.2,0.02784
25.21,0.01969
25.22,0.01382
25.23,0.0109
25.24,0.00993
25.25,0.01001
25.26,0.01074
25.27,0.01214
25.28,0.01441
25.29,0.01828
25.3,0.02585
25.31,0.04229
25.32,0.07571
25.33,0.12979
25.34,0.18348
25.35,0.18054
25.36,0.12814
25.37,0.08365
25.38,0.06735
25.39,0.07719
25.4,0.09905
25.41,0.1022
25.42,0.07593
25.43,0.04736
25.44,0.02917
25.45,0.02017
25.46,0.01633
25.47,0.0149
25.48,0.01476
25.49,0.01569
25.5,0.01803
25.51,0.02303
25.52,0.03428
25.53,0.05868
25.54,0.10272
25.55,0.15869
25.56,0.18178
25.57,0.14288
25.58,0.09304
25.59,0.06601
25.6,0.06578
25.61,0.08412
25.62,0.0988
25.63,0.08358
25.64,0.05425
25.65,0.0318
25.66,0.01923
25.67,0.0131
25.68,0.00994
25.69,0.00807
25.7,0.00681
25.71,0.00589
25.72,0.0052
25.73,0.00467
25.74,0.00424
25.75,0.00391
25.76,0.00366
25.77,0.00346
25.78,0.00331
25.79,0.0032
25.8,0.00312
25.81,0.00308
25.82,0.00308
25.83,0.00311
25.84,0.00317
25.85,0.00329
25.86,0.00346
25.87,0.00369
25.88,0.00402
25.89,0.00447
25.9,0.0051
25.91,0.00601
25.92,0.00738
25.93,0.00972
25.94,0.01444
25.95,0.0245
25.96,0.0435
25.97,0.07065
25.98,0.0896
25.99,0.0777
26,0.0522
26.01,0.03498
26.02,0.03087
26.03,0.03756
26.04,0.04752
26.05,0.04626
26.06,0.03295
26.07,0.02018
26.08,0.0123
26.09,0.00835
26.1,0.00648
26.11,0.00552
26.12,0.005
26.13,0.00477
26.14,0.00484
26.15,0.00548
26.16,0.00717
26.17,0.0105
26.18,0.01516
26.19,0.01796
26.2,0.01539
26.21,0.011
26.22,0.00823
26.23,0.00773
26.24,0.00906
26.25,0.01086
26.26,0.01066
26.27,0.00851
26.28,0.00657
26.29,0.00554
26.3,0.00528
26.31,0.0055
26.32,0.00607
26.33,0.00703
26.34,0.00861
26.35,0.01153
26.36,0.01763
26.37,0.03022
26.38,0.0521
26.39,0.07861
26.4,0.08759
26.41,0.06806
26.42,0.04474
26.43,0.0321
26.44,0.03175
26.45,0.04034
26.46,0.04888
26.47,0.0441
26.48,0.03063
26.49,0.01951
26.5,0.01318
26.51,0.01029
26.52,0.00921
26.53,0.00904
26.54,0.00953
26.55,0.01088
26.56,0.01391
26.57,0.02066
26.58,0.03401
26.59,0.05472
26.6,0.0737
26.61,0.07052
26.62,0.05069
26.63,0.03444
26.64,0.02825
26.65,0.03146
26.66,0.04014
26.67,0.04467
26.68,0.03746
26.69,0.02705
26.7,0.02011
26.71,0.01715
26.72,0.01688
26.73,0.01834
26.74,0.02131
26.75,0.02646
26.76,0.0361
26.77,0.0563
26.78,0.09807
26.79,0.17099
26.8,0.26123
26.81,0.29651
26.82,0.23331
26.83,0.15236
26.84,0.10595
26.85,0.10081
26.86,0.12736
26.87,0.15961
26.88,0.15136
26.89,0.10686
26.9,0.06637
26.91,0.042
26.92,0.03025
26.93,0.02536
26.94,0.02387
26.95,0.02468
26.96,0.02835
26.97,0.03769
26.98,0.05873
26.99,0.09869
27,0.1556
27.01,0.19535
27.02,0.17061
27.03,0.11621
27.04,0.07791
27.05,0.06616
27.06,0.07742
27.07,0.10003
27.08,0.10685
27.09,0.08357
27.1,0.05508
27.11,0.03607
27.12,0.02658
27.13,0.02299
27.14,0.02259
27.15,0.02444
27.16,0.02926
27.17,0.04012
27.18,0.06406
27.19,0.11045
27.2,0.18019
27.21,0.23923
27.22,0.22169
27.23,0.15389
27.24,0.10003
27.25,0.07882
27.26,0.08776
27.27,0.11504
27.28,0.131
27.29,0.1075
27.3,0.06963
27.31,0.0415
27.32,0.02569
27.33,0.01783
27.34,0.01378
27.35,0.0114
27.36,0.00989
27.37,0.00905
27.38,0.00898
27.39,0.00991
27.4,0.01186
27.41,0.01359
27.42,0.01267
27.43,0.00992
27.44,0.00767
27.45,0.00663
27.46,0.00673
27.47,0.00756
27.48,0.00813
27.49,0.00732
27.5,0.0059
27.51,0.00482
27.52,0.00424
27.53,0.00401
27.54,0.00398
27.55,0.00412
27.56,0.00448
27.57,0.00528
27.58,0.00702
27.59,0.01031
27.6,0.0151
27.61,0.01886
27.62,0.01735
27.63,0.01286
27.64,0.00946
27.65,0.00826
27.66,0.00905
27.67,0.01109
27.68,0.01248
27.69,0.01129
27.7,0.00917
27.71,0.00776
27.72,0.00734
27.73,0.00769
27.74,0.00867
27.75,0.01041
27.76,0.01357
27.77,0.02004
27.78,0.03327
27.79,0.05679
27.8,0.08788
27.81,0.10532
27.82,0.08811
27.83,0.05931
27.84,0.04021
27.85,0.03482
27.86,0.04113
27.87,0.05355
27.88,0.05839
27.89,0.04686
27.9,0.0315
27.91,0.02089
27.92,0.01542
27.93,0.01327
27.94,0.01295
27.95,0.01397
27.96,0.01689
27.97,0.02366
27.98,0.03743
27.99,0.06007
28,0.08485
28.01,0.08906
28.02,0.06812
28.03,0.04611
28.04,0.03442
28.05,0.03388
28.06,0.04196
28.07,0.05244
28.08,0.05268
28.09,0.04162
28.1,0.03088
28.11,0.025
28.12,0.02355
28.13,0.02528
28.14,0.02984
28.15,0.0388
28.16,0.05733
28.17,0.09583
28.18,0.16608
28.19,0.26416
28.2,0.33261
28.21,0.29179
28.22,0.19847
28.23,0.12986
28.24,0.10428
28.25,0.11729
28.26,0.15493
28.27,0.1811
28.28,0.15454
28.29,0.10359
28.3,0.06391
28.31,0.04123
28.32,0.03036
28.33,0.02568
28.34,0.02447
28.35,0.02652
28.36,0.03391
28.37,0.05016
28.38,0.07677
28.39,0.104
28.4,0.10463
28.41,0.07825
28.42,0.05277
28.43,0.03958
28.44,0.03905
28.45,0.04827
28.46,0.06004
28.47,0.05974
28.48,0.04615
28.49,0.03275
28.5,0.02478
28.51,0.02171
28.52,0.02194
28.53,0.02484
28.54,0.03168
28.55,0.04671
28.56,0.07723
28.57,0.12886
28.58,0.19056
28.59,0.21233
28.6,0.16765
28.61,0.11088
28.62,0.07621
28.63,0.0681
28.64,0.08206
28.65,0.10732
28.66,0.11718
28.67,0.09421
28.68,0.06326
28.69,0.04166
28.7,0.03052
28.71,0.02637
28.72,0.02651
28.73,0.03071
28.74,0.04189
28.75,0.0661
28.76,0.10898
28.77,0.16418
28.78,0.19202
28.79,0.15831
28.8,0.10584
28.81,0.07069
28.82,0.05922
28.83,0.06821
28.84,0.08974
28.85,0.10315
28.86,0.08678
28.87,0.05782
28.88,0.0354
28.89,0.02231
28.9,0.01558
28.91,0.01205
28.92,0.00994
28.93,0.00852
28.94,0.0075
28.95,0.00674
28.96,0.00616
28.97,0.00573
28.98,0.00541
28.99,0.00517
29,0.00502
29.01,0.00493
29.02,0.00491
29.03,0.00497
29.04,0.0051
29.05,0.00534
29.06,0.00569
29.07,0.00621
29.08,0.00696
29.09,0.00807
29.1,0.00985
29.11,0.01301
29.12,0.01936
29.13,0.03195
29.14,0.05337
29.15,0.08005
29.16,0.09229
29.17,0.07534
29.18,0.05048
29.19,0.03407
29.2,0.02879
29.21,0.03312
29.22,0.04351
29.23,0.05061
29.24,0.0436
29.25,0.02986
29.26,0.01897
29.27,0.01257
29.28,0.00934
29.29,0.00775
29.3,0.00698
29.31,0.00672
29.32,0.00699
29.33,0.00781
29.34,0.00887
29.35,0.00912
29.36,0.00821
29.37,0.0072
29.38,0.0067
29.39,0.00678
29.4,0.00737
29.41,0.00829
29.42,0.00909
29.43,0.0094
29.44,0.00972
29.45,0.0105
29.46,0.01196
29.47,0.01435
29.48,0.01836
29.49,0.02594
29.5,0.04111
29.51,0.06908
29.52,0.11077
29.53,0.14874
29.54,0.14431
29.55,0.10523
29.56,0.07007
29.57,0.05228
29.58,0.05176
29.59,0.06494
29.6,0.08356
29.61,0.08815
29.62,0.07133
29.63,0.05181
29.64,0.0398
29.65,0.0357
29.66,0.03794
29.67,0.04693
29.68,0.06766
29.69,0.1103
29.7,0.18446
29.71,0.28057
29.72,0.33388
29.73,0.28114
29.74,0.19005
29.75,0.12562
29.76,0.10066
29.77,0.11073
29.78,0.14586
29.79,0.17964
29.8,0.16773
29.81,0.12052
29.82,0.07821
29.83,0.05258
29.84,0.0407
29.85,0.03771
29.86,0.04204
29.87,0.05661
29.88,0.08695
29.89,0.1346
29.9,0.18087
29.91,0.17914
29.92,0.13211
29.93,0.08686
29.94,0.06184
29.95,0.05757
29.96,0.07016
29.97,0.09141
29.98,0.09999
29.99,0.08077
30,0.05362
30.01,0.03364
30.02,0.02215
30.03,0.01629
30.04,0.01336
30.05,0.01201
30.06,0.0119
30.07,0.01301
30.08,0.01481
30.09,0.01534
30.1,0.01328
30.11,0.01063
30.12,0.00886
30.13,0.00819
30.14,0.0085
30.15,0.00954
30.16,0.01059
30.17,0.01053
30.18,0.00977
30.19,0.00938
30.2,0.00977
30.21,0.01113
30.22,0.01397
30.23,0.0198
30.24,0.03151
30.25,0.05212
30.26,0.08022
30.27,0.09969
30.28,0.08855
30.29,0.0617
30.3,0.04075
30.31,0.03109
30.32,0.03186
30.33,0.04072
30.34,0.05213
30.35,0.05338
30.36,0.04106
30.37,0.02726
30.38,0.01794
30.39,0.01298
30.4,0.01084
30.41,0.01046
30.42,0.01171
30.43,0.01495
30.44,0.02007
30.45,0.02446
30.46,0.02332
30.47,0.01819
30.48,0.0138
30.49,0.01167
30.5,0.01177
30.51,0.01373
30.52,0.01669
30.53,0.01848
30.54,0.01762
30.55,0.01635
30.56,0.01647
30.57,0.01857
30.58,0.02343
30.59,0.03344
30.6,0.05373
30.61,0.09084
30.62,0.14569
30.63,0.19557
30.64,0.19027
30.65,0.13834
30.66,0.08997
30.67,0.06334
30.68,0.05859
30.69,0.07181
30.7,0.09546
30.71,0.10855
30.72,0.091
30.73,0.06122
30.74,0.03803
30.75,0.02425
30.76,0.0171
30.77,0.01345
30.78,0.01157
30.79,0.01073
30.8,0.01064
30.81,0.01076
30.82,0.01019
30.83,0.00904
30.84,0.0081
30.85,0.00765
30.86,0.00769
30.87,0.00816
30.88,0.00898
30.89,0.00985
30.9,0.01049
30.91,0.01129
30.92,0.01277
30.93,0.01539
30.94,0.02006
30.95,0.02914
30.96,0.04708
30.97,0.07898
30.98,0.12424
30.99,0.16121
31,0.15092
31.01,0.10788
31.02,0.07053
31.03,0.05082
31.04,0.04823
31.05,0.05962
31.06,0.07896
31.07,0.08926
31.08,0.07509
31.09,0.05158
31.1,0.03361
31.11,0.02347
31.12,0.01928
31.13,0.01943
31.14,0.02393
31.15,0.03356
31.16,0.04703
31.17,0.05571
31.18,0.04899
31.19,0.03492
31.2,0.02398
31.21,0.01867
31.22,0.01853
31.23,0.02252
31.24,0.02848
31.25,0.03062
31.26,0.02537
31.27,0.01824
31.28,0.01319
31.29,0.01063
31.3,0.01008
31.31,0.01136
31.32,0.01491
31.33,0.02114
31.34,0.02857
31.35,0.03131
31.36,0.02608
31.37,0.01901
31.38,0.01431
31.39,0.01265
31.4,0.01366
31.41,0.01678
31.42,0.0205
31.43,0.02153
31.44,0.01935
31.45,0.01737
31.46,0.01741
31.47,0.02028
31.48,0.0276
31.49,0.04294
31.5,0.07095
31.51,0.11218
31.52,0.15003
31.53,0.14723
31.54,0.10852
31.55,0.07131
31.56,0.04984
31.57,0.04441
31.58,0.05245
31.59,0.06975
31.6,0.08405
31.61,0.0769
31.62,0.05539
31.63,0.03663
31.64,0.02533
31.65,0.02052
31.66,0.02073
31.67,0.02588
31.68,0.03646
31.69,0.05039
31.7,0.05751
31.71,0.04872
31.72,0.03414
31.73,0.02337
31.74,0.0183
31.75,0.01835
