GENERAL$,
32.1,0.03335
32.11,0.02507
32.12,0.01963
32.13,0.01778
32.14,0.01914
32.15,0.02315
32.16,0.02848
32.17,0.03156
32.18,0.03085
32.19,0.03035
32.2,0.03337
32.21,0.04266
32.22,0.06326
32.23,0.10321
32.24,0.16858
32.25,0.24796
32.26,0.28565
32.27,0.23812
32.28,0.16227
32.29,0.10696
32.3,0.08133
32.31,0.08213
32.32,0.10442
32.33,0.13803
32.34,0.15377
32.35,0.12802
32.36,0.08752
32.37,0.05641
32.38,0.03838
32.39,0.03035
32.4,0.02908
32.41,0.03276
32.42,0.03917
32.43,0.04209
32.44,0.03634
32.45,0.02756
32.46,0.02109
32.47,0.01799
32.48,0.01792
32.49,0.02039
32.5,0.02445
32.51,0.02724
32.52,0.02603
32.53,0.02354
32.54,0.02303
32.55,0.02624
32.56,0.03542
32.57,0.05407
32.58,0.08484
32.59,0.12223
32.6,0.14018
32.61,0.11822
32.62,0.08274
32.63,0.05682
32.64,0.04483
32.65,0.04533
32.66,0.05615
32.67,0.07317
32.68,0.08379
32.69,0.07556
32.7,0.05977
32.71,0.04972
32.72,0.04996
32.73,0.0637
32.74,0.09574
32.75,0.14893
32.76,0.21047
32.77,0.23244
32.78,0.18862
32.79,0.12825
32.8,0.08581
32.81,0.06664
32.82,0.06789
32.83,0.08583
32.84,0.11276
32.85,0.12603
32.86,0.1064
32.87,0.0744
32.88,0.04982
32.89,0.03631
32.9,0.03217
32.91,0.03555
32.92,0.04487
32.93,0.05541
32.94,0.05603
32.95,0.0445
32.96,0.03179
32.97,0.02346
32.98,0.02003
32.99,0.02082
33,0.02504
33.01,0.03079
33.02,0.03296
33.03,0.02873
33.04,0.02318
33.05,0.02023
33.06,0.02123
33.07,0.02733
33.08,0.03979
33.09,0.05791
33.1,0.07319
33.11,0.06995
33.12,0.0525
33.13,0.03637
33.14,0.02699
33.15,0.02433
33.16,0.02738
33.17,0.03495
33.18,0.04351
33.19,0.04509
33.2,0.03855
33.21,0.03218
33.22,0.03091
33.23,0.03725
33.24,0.05414
33.25,0.08376
33.26,0.12116
33.27,0.14159
33.28,0.12154
33.29,0.08477
33.3,0.05627
33.31,0.04151
33.32,0.03918
33.33,0.04723
33.34,0.06254
33.35,0.07505
33.36,0.06919
33.37,0.05019
33.38,0.03274
33.39,0.0213
33.4,0.01495
33.41,0.01169
33.42,0.01003
33.43,0.0091
33.44,0.00829
33.45,0.00741
33.46,0.00669
33.47,0.00622
33.48,0.00599
33.49,0.00599
33.5,0.0062
33.51,0.00659
33.52,0.00707
33.53,0.00762
33.54,0.00854
33.55,0.01035
33.56,0.01399
33.57,0.02089
33.58,0.03227
33.59,0.04685
33.6,0.05611
33.61,0.05009
33.62,0.03643
33.63,0.02535
33.64,0.01949
33.65,0.01845
33.66,0.02152
33.67,0.02774
33.68,0.0341
33.69,0.03459
33.7,0.02963
33.71,0.02563
33.72,0.02625
33.73,0.03371
33.74,0.0501
33.75,0.0753
33.76,0.09984
33.77,0.10105
33.78,0.07765
33.79,0.05249
33.8,0.03618
33.81,0.02948
33.82,0.03099
33.83,0.03927
33.84,0.05109
33.85,0.05674
33.86,0.0482
33.87,0.0342
33.88,0.02319
33.89,0.01669
33.9,0.01372
33.91,0.01296
33.92,0.01333
33.93,0.01344
33.94,0.01243
33.95,0.01118
33.96,0.01047
33.97,0.01047
33.98,0.01113
33.99,0.01249
34,0.01453
34.01,0.0171
34.02,0.01996
34.03,0.02391
34.04,0.03115
34.05,0.04541
34.06,0.07241
34.07,0.11743
34.08,0.17691
34.09,0.21967
34.1,0.20118
34.11,0.14503
34.12,0.09612
34.13,0.06783
34.14,0.05923
34.15,0.06723
34.16,0.08863
34.17,0.11405
34.18,0.11972
34.19,0.09691
34.2,0.06898
34.21,0.05085
34.22,0.0453
34.23,0.05148
34.24,0.06648
34.25,0.08098
34.26,0.07814
34.27,0.05943
34.28,0.04086
34.29,0.02894
34.3,0.02387
34.31,0.0246
34.32,0.03014
34.33,0.03831
34.34,0.04228
34.35,0.03612
34.36,0.02571
34.37,0.01725
34.38,0.01189
34.39,0.00886
34.4,0.00718
34.41,0.00617
34.42,0.00551
34.43,0.00505
34.44,0.00474
34.45,0.00453
34.46,0.00443
34.47,0.00441
34.48,0.0045
34.49,0.00471
34.5,0.00508
34.51,0.00567
34.52,0.00675
34.53,0.00877
34.54,0.01263
34.55,0.01948
34.56,0.02977
34.57,0.04064
34.58,0.04333
34.59,0.03483
34.6,0.02406
34.61,0.01649
34.62,0.01286
34.63,0.0126
34.64,0.01521
34.65,0.01987
34.66,0.02378
34.67,0.02238
34.68,0.01683
34.69,0.01153
34.7,0.008
34.71,0.00607
34.72,0.00517
34.73,0.00477
34.74,0.00446
34.75,0.00404
34.76,0.00365
34.77,0.00339
34.78,0.00326
34.79,0.00325
34.8,0.00335
34.81,0.00355
34.82,0.00379
34.83,0.00401
34.84,0.00428
34.85,0.00483
34.86,0.00594
34.87,0.00794
34.88,0.01093
34.89,0.01412
34.9,0.01508
34.91,0.01301
34.92,0.01035
34.93,0.00862
34.94,0.00807
34.95,0.00858
34.96,0.01004
34.97,0.01234
34.98,0.01491
34.99,0.01671
35,0.01847
35.01,0.02275
35.02,0.03237
35.03,0.05007
35.04,0.07633
35.05,0.10259
35.06,0.10657
35.07,0.08428
35.08,0.05827
35.09,0.04058
35.1,0.03253
35.11,0.03279
35.12,0.04015
35.13,0.05286
35.14,0.06443
35.15,0.06388
35.16,0.0542
35.17,0.04794
35.18,0.05191
35.19,0.06873
35.2,0.09675
35.21,0.12263
35.22,0.12036
35.23,0.0919
35.24,0.06271
35.25,0.04363
35.26,0.03524
35.27,0.03588
35.28,0.04424
35.29,0.05793
35.3,0.06853
35.31,0.06401
35.32,0.04945
35.33,0.03725
35.34,0.03201
35.35,0.03388
35.36,0.04069
35.37,0.04618
35.38,0.04241
35.39,0.03256
35.4,0.02389
35.41,0.0187
35.42,0.01689
35.43,0.01798
35.44,0.02159
35.45,0.02689
35.46,0.03102
35.47,0.03119
35.48,0.0309
35.49,0.0355
35.5,0.04861
35.51,0.07173
35.52,0.09997
35.53,0.11379
35.54,0.09744
35.55,0.0691
35.56,0.04672
35.57,0.03424
35.58,0.03066
35.59,0.03459
35.6,0.0448
35.61,0.05756
35.62,0.06225
35.63,0.05269
35.64,0.03911
35.65,0.02996
35.66,0.02702
35.67,0.02926
35.68,0.0333
35.69,0.03299
35.7,0.02693
35.71,0.02023
35.72,0.01568
35.73,0.01357
35.74,0.01359
35.75,0.01549
35.76,0.01899
35.77,0.02296
35.78,0.02505
35.79,0.02585
35.8,0.0296
35.81,0.04008
35.82,0.05947
35.83,0.08557
35.84,0.10415
35.85,0.09574
35.86,0.07017
35.87,0.04716
35.88,0.03298
35.89,0.02726
35.9,0.02869
35.91,0.03622
35.92,0.04769
35.93,0.0555
35.94,0.05004
35.95,0.0364
35.96,0.0241
35.97,0.01587
35.98,0.01107
35.99,0.00841
36,0.00686
36.01,0.00588
36.02,0.0052
36.03,0.00472
36.04,0.00439
36.05,0.00418
36.06,0.00405
36.07,0.00404
36.08,0.00415
36.09,0.00444
36.1,0.00505
36.11,0.00627
36.12,0.00855
36.13,0.01229
36.14,0.01716
36.15,0.0207
36.16,0.01937
36.17,0.01481
36.18,0.01065
36.19,0.00808
36.2,0.00707
36.21,0.00738
36.22,0.00883
36.23,0.01112
36.24,0.01305
36.25,0.01284
36.26,0.01128
36.27,0.0105
36.28,0.01146
36.29,0.01419
36.3,0.01739
36.31,0.018
36.32,0.01514
36.33,0.01168
36.34,0.00932
36.35,0.00831
36.36,0.00851
36.37,0.00979
36.38,0.01208
36.39,0.01499
36.4,0.01742
36.41,0.01948
36.42,0.02394
36.43,0.03368
36.44,0.05015
36.45,0.07054
36.46,0.08198
36.47,0.07211
36.48,0.05209
36.49,0.03545
36.5,0.02565
36.51,0.02214
36.52,0.02391
36.53,0.03027
36.54,0.03961
36.55,0.04613
36.56,0.0428
36.57,0.03394
36.58,0.02729
36.59,0.02546
36.6,0.02774
36.61,0.03057
36.62,0.02872
36.63,0.02294
36.64,0.01754
36.65,0.01421
36.66,0.01297
36.67,0.01357
36.68,0.01584
36.69,0.01965
36.7,0.02418
36.71,0.02781
36.72,0.03193
36.73,0.0413
36.74,0.05986
36.75,0.08794
36.76,0.11577
36.77,0.11946
36.78,0.0947
36.79,0.06519
36.8,0.04415
36.81,0.03318
36.82,0.0308
36.83,0.03572
36.84,0.04683
36.85,0.06011
36.86,0.06438
36.87,0.05336
36.88,0.03738
36.89,0.02466
36.9,0.01656
36.91,0.01195
36.92,0.00938
36.93,0.00788
36.94,0.00693
36.95,0.00632
36.96,0.00596
36.97,0.00579
36.98,0.00581
36.99,0.00604
37,0.00657
37.01,0.00757
37.02,0.00948
37.03,0.01312
37.04,0.01953
37.05,0.02934
37.06,0.04076
37.07,0.04642
37.08,0.04028
37.09,0.02912
37.1,0.01998
37.11,0.01457
37.12,0.01253
37.13,0.01332
37.14,0.01658
37.15,0.02152
37.16,0.02522
37.17,0.02348
37.18,0.01789
37.19,0.01259
37.2,0.00904
37.21,0.00704
37.22,0.00594
37.23,0.00517
37.24,0.00458
37.25,0.00418
37.26,0.00395
37.27,0.00387
37.28,0.00393
37.29,0.00411
37.3,0.00444
37.31,0.00491
37.32,0.00558
37.33,0.0067
37.34,0.0087
37.35,0.01184
37.36,0.01574
37.37,0.01828
37.38,0.01711
37.39,0.01396
37.4,0.01134
37.41,0.01002
37.42,0.00999
37.43,0.01114
37.44,0.01345
37.45,0.01699
37.46,0.0215
37.47,0.02665
37.48,0.03447
37.49,0.04912
37.5,0.07319
37.51,0.10329
37.52,0.12187
37.53,0.1096
37.54,0.08028
37.55,0.05461
37.56,0.03865
37.57,0.03187
37.58,0.03272
37.59,0.04029
37.6,0.05324
37.61,0.06584
37.62,0.06662
37.63,0.05524
37.64,0.04367
37.65,0.03803
37.66,0.03778
37.67,0.0377
37.68,0.03264
37.69,0.0251
37.7,0.01898
37.71,0.01528
37.72,0.0138
37.73,0.01422
37.74,0.01637
37.75,0.02007
37.76,0.02436
37.77,0.0274
37.78,0.03031
37.79,0.0371
37.8,0.0498
37.81,0.06558
37.82,0.07304
37.83,0.06332
37.84,0.04644
37.85,0.03271
37.86,0.0246
37.87,0.02162
37.88,0.02296
37.89,0.02821
37.9,0.03667
37.91,0.04509
37.92,0.04773
37.93,0.04629
37.94,0.04872
37.95,0.05842
37.96,0.07144
37.97,0.07488
37.98,0.0621
37.99,0.04448
38,0.03088
38.01,0.02295
38.02,0.01996
38.03,0.02108
38.04,0.02586
38.05,0.03323
38.06,0.03909
38.07,0.03709
38.08,0.02882
38.09,0.0206
38.1,0.01487
38.11,0.01151
38.12,0.00967
38.13,0.00865
38.14,0.00814
38.15,0.00801
38.16,0.00822
38.17,0.00877
38.18,0.00973
38.19,0.01124
38.2,0.01369
38.21,0.01785
38.22,0.02527
38.23,0.03832
38.24,0.05905
38.25,0.08593
38.26,0.10685
38.27,0.10241
38.28,0.07803
38.29,0.05359
38.3,0.03705
38.31,0.02873
38.32,0.02724
38.33,0.03164
38.34,0.04121
38.35,0.05308
38.36,0.05849
38.37,0.0506
38.38,0.03687
38.39,0.02531
38.4,0.01772
38.41,0.0133
38.42,0.01074
38.43,0.00921
38.44,0.00831
38.45,0.00784
38.46,0.00772
38.47,0.00791
38.48,0.00846
38.49,0.0095
38.5,0.01132
38.51,0.01456
38.52,0.02032
38.53,0.02988
38.54,0.04341
38.55,0.05692
38.56,0.06007
38.57,0.04977
38.58,0.03623
38.59,0.02615
38.6,0.02067
38.61,0.0192
38.62,0.0212
38.63,0.02646
38.64,0.03449
38.65,0.04274
38.66,0.0471
38.67,0.05008
38.68,0.0582
38.69,0.07233
38.7,0.0835
38.71,0.0779
38.72,0.05969
38.73,0.04224
38.74,0.03064
38.75,0.02498
38.76,0.02428
38.77,0.02797
38.78,0.03576
38.79,0.04623
38.8,0.05435
38.81,0.05613
38.82,0.05775
38.83,0.06566
38.84,0.07758
38.85,0.08087
38.86,0.06764
38.87,0.04874
38.88,0.03371
38.89,0.02456
38.9,0.02057
38.91,0.02083
38.92,0.02487
38.93,0.03201
38.94,0.03921
38.95,0.03983
38.96,0.0324
38.97,0.02331
38.98,0.01641
38.99,0.01201
39,0.0092
39.01,0.00727
39.02,0.00593
39.03,0.00501
39.04,0.00438
39.05,0.00396
39.06,0.0037
39.07,0.00357
39.08,0.00354
39.09,0.0035
39.1,0.00334
39.11,0.00313
39.12,0.00298
39.13,0.00292
39.14,0.00282
39.15,0.00265
39.16,0.00245
39.17,0.0023
39.18,0.0022
39.19,0.00215
39.2,0.00214
39.21,0.00216
39.22,0.00222
39.23,0.00229
39.24,0.00232
39.25,0.0023
39.26,0.00228
39.27,0.00228
39.28,0.00231
39.29,0.00238
39.3,0.00248
39.31,0.0026
39.32,0.00276
39.33,0.00296
39.34,0.00322
39.35,0.00357
39.36,0.00406
39.37,0.00482
39.38,0.0061
39.39,0.00827
39.4,0.01171
39.41,0.0164
39.42,0.02089
39.43,0.02182
39.44,0.01851
39.45,0.0143
39.46,0.01128
39.47,0.00979
39.48,0.00967
39.49,0.01077
39.5,0.01313
39.51,0.01683
39.52,0.02158
39.53,0.02659
39.54,0.03277
39.55,0.04225
39.56,0.05375
39.57,0.05925
39.58,0.05231
39.59,0.03984
39.6,0.02955
39.61,0.02348
39.62,0.02137
39.63,0.02266
39.64,0.02724
39.65,0.03531
39.66,0.04655
39.67,0.05868
39.68,0.07122
39.69,0.08957
39.7,0.11487
39.71,0.13304
39.72,0.12348
39.73,0.09414
39.74,0.06601
39.75,0.047
39.76,0.03722
39.77,0.03509
39.78,0.03962
39.79,0.05042
39.8,0.0659
39.81,0.07922
39.82,0.08111
39.83,0.07622
39.84,0.07469
39.85,0.07565
39.86,0.06937
39.87,0.05461
39.88,0.03984
39.89,0.02939
39.9,0.0235
39.91,0.02141
39.92,0.02254
39.93,0.02673
39.94,0.03373
39.95,0.04166
39.96,0.04658
39.97,0.04887
39.98,0.05324
39.99,0.05912
40,0.05862
40.01,0.04852
40.02,0.03624
40.03,0.02702
40.04,0.02175
40.05,0.01992
40.06,0.02106
40.07,0.0251
40.08,0.03218
40.09,0.04165
40.1,0.05099
40.11,0.05987
40.12,0.0724
40.13,0.08732
40.14,0.092
40.15,0.07807
40.16,0.05713
40.17,0.04005
40.18,0.02938
40.19,0.02442
40.2,0.02414
40.21,0.02804
40.22,0.03581
40.23,0.0456
40.24,0.05156
40.25,0.04876
40.26,0.04227
40.27,0.03746
40.28,0.03339
40.29,0.02751
40.3,0.02119
40.31,0.01639
40.32,0.01344
40.33,0.01208
40.34,0.01205
40.35,0.01327
40.36,0.01586
40.37,0.01994
40.38,0.02507
40.39,0.03085
40.4,0.0385
40.41,0.04786
40.42,0.05299
40.43,0.04756
40.44,0.03638
40.45,0.02651
40.46,0.02016
40.47,0.0172
40.48,0.01708
40.49,0.01957
40.5,0.02475
40.51,0.03245
40.52,0.04086
40.53,0.04733
40.54,0.05372
40.55,0.06212
40.56,0.06652
40.57,0.05899
40.58,0.04457
40.59,0.03177
40.6,0.02331
40.61,0.01898
40.62,0.01803
40.63,0.02006
40.64,0.02499
40.65,0.03235
40.66,0.03954
40.67,0.04241
40.68,0.04218
40.69,0.04266
40.7,0.04203
40.71,0.03622
40.72,0.02756
40.73,0.02023
40.74,0.01544
40.75,0.013
40.76,0.01247
40.77,0.01365
40.78,0.01657
40.79,0.02117
40.8,0.02644
40.81,0.03051
40.82,0.03401
40.83,0.0383
40.84,0.04011
40.85,0.03518
40.86,0.02662
40.87,0.01915
40.88,0.0142
40.89,0.01162
40.9,0.01096
40.91,0.01197
40.92,0.01459
40.93,0.01851
40.94,0.02224
40.95,0.02326
40.96,0.02199
40.97,0.02068
40.98,0.01909
40.99,0.01601
41,0.01244
41.01,0.00966
41.02,0.00794
41.03,0.00714
41.04,0.00711
41.05,0.0078
41.06,0.0093
41.07,0.01173
41.08,0.01491
41.09,0.01842
41.1,0.02252
41.11,0.0269
41.12,0.02829
41.13,0.02441
41.14,0.01844
41.15,0.0135
41.16,0.01036
41.17,0.00884
41.18,0.00864
41.19,0.00959
41.2,0.01164
41.21,0.01444
41.22,0.01664
41.23,0.0164
41.24,0.01432
41.25,0.01222
41.26,0.01065
41.27,0.00952
41.28,0.00892
41.29,0.00891
41.3,0.00943
41.31,0.01051
41.32,0.01229
41.33,0.01515
41.34,0.01995
41.35,0.02817
41.36,0.04189
41.37,0.06286
41.38,0.09021
41.39,0.11421
41.4,0.1157
41.41,0.09344
41.42,0.0666
41.43,0.04623
41.44,0.03405
41.45,0.02885
41.46,0.02937
41.47,0.03509
41.48,0.04557
41.49,0.0581
41.5,0.06442
41.51,0.05748
41.52,0.04358
41.53,0.03105
41.54,0.0224
41.55,0.01727
41.56,0.01459
41.57,0.01344
41.58,0.01327
41.59,0.01392
41.6,0.01552
41.61,0.01857
41.62,0.02418
41.63,0.03417
41.64,0.05064
41.65,0.07447
41.66,0.10134
41.67,0.11574
41.68,0.10393
41.69,0.07797
41.7,0.0544
41.71,0.03852
41.72,0.03006
41.73,0.02765
41.74,0.03044
41.75,0.03821
41.76,0.05005
41.77,0.06145
41.78,0.06325
41.79,0.05385
41.8,0.04162
41.81,0.03105
41.82,0.02258
41.83,0.01648
41.84,0.01251
41.85,0.01006
41.86,0.00863
41.87,0.00789
41.88,0.00774
41.89,0.00814
41.9,0.00907
41.91,0.01024
41.92,0.01118
41.93,0.0119
41.94,0.01226
41.95,0.01139
41.96,0.00951
41.97,0.00768
41.98,0.00641
41.99,0.00572
42,0.00554
42.01,0.00581
42.02,0.00657
42.03,0.00795
42.04,0.01002
42.05,0.01254
42.06,0.01519
42.07,0.01777
42.08,0.01882
42.09,0.01689
42.1,0.01348
42.11,0.01058
42.12,0.00877
42.13,0.00801
42.14,0.00817
42.15,0.00924
42.16,0.01139
42.17,0.01492
42.18,0.01982
42.19,0.02547
42.2,0.03131
42.21,0.03607
42.22,0.03573
42.23,0.02965
42.24,0.02245
42.25,0.01705
42.26,0.01395
42.27,0.01286
42.28,0.01351
42.29,0.01593
42.3,0.02045
42.31,0.02725
42.32,0.03542
42.33,0.04305
42.34,0.04956
42.35,0.05233
42.36,0.04702
42.37,0.03694
42.38,0.02797
42.39,0.02218
42.4,0.01954
42.41,0.01962
42.42,0.02236
42.43,0.02831
42.44,0.03848
42.45,0.05347
42.46,0.07189
42.47,0.09141
42.48,0.10759
42.49,0.10771
42.5,0.08833
42.51,0.06397
42.52,0.04479
42.53,0.03268
42.54,0.02666
42.55,0.02552
42.56,0.0287
42.57,0.03605
42.58,0.04656
42.59,0.05569
42.6,0.05581
42.61,0.04708
42.62,0.03632
42.63,0.0268
42.64,0.01949
42.65,0.01461
42.66,0.01162
42.67,0.00991
42.68,0.00906
42.69,0.00888
42.7,0.00939
42.71,0.01073
42.72,0.01299
42.73,0.016
42.74,0.01927
42.75,0.02188
42.76,0.02164
42.77,0.01826
42.78,0.01426
42.79,0.01122
42.8,0.00943
42.81,0.00874
42.82,0.009
42.83,0.01022
42.84,0.01259
42.85,0.01624
42.86,0.02075
42.87,0.02494
42.88,0.02806
42.89,0.02867
42.9,0.02527
42.91,0.02006
42.92,0.01571
42.93,0.01301
42.94,0.01187
42.95,0.01209
42.96,0.01366
42.97,0.0169
42.98,0.02234
42.99,0.03024
43,0.03972
43.01,0.04908
43.02,0.05511
43.03,0.05241
43.04,0.04244
43.05,0.0321
43.06,0.02478
43.07,0.02084
43.08,0.01984
43.09,0.02152
43.1,0.02618
43.11,0.03461
43.12,0.04742
43.13,0.06339
43.14,0.07903
43.15,0.09043
43.16,0.08988
43.17,0.07482
43.18,0.05571
43.19,0.04058
43.2,0.03107
43.21,0.02648
43.22,0.02593
43.23,0.02911
43.24,0.03631
43.25,0.04769
43.26,0.06141
43.27,0.07209
43.28,0.07615
43.29,0.07314
43.3,0.06215
43.31,0.04823
43.32,0.03707
43.33,0.03022
43.34,0.02727
43.35,0.02768
43.36,0.0315
43.37,0.03967
43.38,0.05386
43.39,0.07536
43.4,0.10274
43.41,0.13077
43.42,0.14808
43.43,0.13906
43.44,0.10963
43.45,0.07941
43.46,0.05748
43.47,0.04463
43.48,0.0394
43.49,0.04059
43.5,0.04816
43.51,0.06271
43.52,0.08368
43.53,0.10546
43.54,0.1179
43.55,0.11743
43.56,0.10379
43.57,0.0806
43.58,0.05805
43.59,0.04153
43.6,0.03117
43.61,0.02564
43.62,0.02371
43.63,0.02478
43.64,0.02866
43.65,0.03481
43.66,0.04077
43.67,0.0416
43.68,0.03595
43.69,0.02841
43.7,0.02234
43.71,0.0185
43.72,0.0166
43.73,0.01617
43.74,0.01693
43.75,0.01895
43.76,0.0228
43.77,0.02974
43.78,0.04166
43.79,0.06059
43.8,0.0869
43.81,0.11509
43.82,0.12859
43.83,0.11495
43.84,0.08727
43.85,0.06196
43.86,0.04441
43.87,0.03445
43.88,0.03067
43.89,0.03206
43.9,0.03836
43.91,0.04931
43.92,0.06256
43.93,0.07059
43.94,0.06561
43.95,0.05197
43.96,0.03807
43.97,0.02747
43.98,0.02054
43.99,0.01644
44,0.01423
44.01,0.01323
44.02,0.01318
44.03,0.0141
44.04,0.0163
44.05,0.02016
44.06,0.02578
44.07,0.03227
44.08,0.03665
44.09,0.03544
44.1,0.03023
44.11,0.0251
44.12,0.02194
44.13,0.02107
44.14,0.02253
44.15,0.02667
44.16,0.03465
44.17,0.0484
44.18,0.06999
44.19,0.09958
44.2,0.13212
44.21,0.15344
44.22,0.14581
44.23,0.11516
44.24,0.08252
44.25,0.05809
44.26,0.043
44.27,0.03567
44.28,0.03455
44.29,0.03899
44.3,0.04885
44.31,0.06297
44.32,0.07586
44.33,0.0771
44.34,0.06459
44.35,0.048
44.36,0.03419
44.37,0.0247
44.38,0.01889
44.39,0.01563
44.4,0.01401
44.41,0.01358
44.42,0.01431
44.43,0.01655
44.44,0.0208
44.45,0.02739
44.46,0.03558
44.47,0.04198
44.48,0.04137
44.49,0.03432
44.5,0.02623
44.51,0.02012
44.52,0.0165
44.53,0.01513
44.54,0.01579
44.55,0.01864
44.56,0.02419
44.57,0.03288
44.58,0.04396
44.59,0.05412
44.6,0.05851
44.61,0.05373
44.62,0.04237
44.63,0.03083
44.64,0.02228
44.65,0.01697
44.66,0.0143
44.67,0.01371
44.68,0.01501
44.69,0.01827
44.7,0.02344
44.71,0.02938
44.72,0.03305
44.73,0.03199
44.74,0.02699
44.75,0.02059
44.76,0.01509
44.77,0.01125
44.78,0.00892
44.79,0.00769
44.8,0.00731
44.81,0.00767
44.82,0.00883
44.83,0.01084
44.84,0.01341
44.85,0.01554
44.86,0.016
44.87,0.01431
44.88,0.01141
44.89,0.00868
44.9,0.0067
44.91,0.00547
44.92,0.00482
44.93,0.0046
44.94,0.00476
44.95,0.00526
44.96,0.00606
44.97,0.0069
44.98,0.00717
44.99,0.00662
45,0.00576
45.01,0.00506
45.02,0.00467
45.03,0.00458
45.04,0.00476
45.05,0.00522
45.06,0.00607
45.07,0.00755
45.08,0.01003
45.09,0.01391
45.1,0.01931
45.11,0.02534
45.12,0.02894
45.13,0.02713
45.14,0.02184
45.15,0.01663
45.16,0.01296
45.17,0.01098
45.18,0.01048
45.19,0.01136
45.2,0.01378
45.21,0.01808
45.22,0.0244
45.23,0.03183
45.24,0.03751
45.25,0.03804
45.26,0.03298
45.27,0.02589
45.28,0.02001
45.29,0.01633
45.3,0.01474
45.31,0.01504
45.32,0.01735
45.33,0.02219
45.34,0.03049
45.35,0.04282
45.36,0.05801
45.37,0.07091
45.38,0.07318
45.39,0.06252
45.4,0.04719
45.41,0.03422
45.42,0.02556
45.43,0.02087
45.44,0.01947
45.45,0.02101
45.46,0.02569
45.47,0.0339
45.48,0.04521
45.49,0.05646
45.5,0.06133
45.51,0.05616
45.52,0.04445
45.53,0.0325
45.54,0.02349
45.55,0.01776
45.56,0.01469
45.57,0.01369
45.58,0.01449
45.59,0.01723
45.6,0.02207
45.61,0.02872
45.62,0.03509
45.63,0.03739
45.64,0.0336
45.65,0.02625
45.66,0.01912
45.67,0.01383
45.68,0.01043
45.69,0.00853
45.7,0.00773
45.71,0.00782
45.72,0.00872
45.73,0.01036
45.74,0.01225
45.75,0.01314
45.76,0.01198
45.77,0.00962
45.78,0.00735
45.79,0.00565
45.8,0.00454
45.81,0.00388
45.82,0.00352
45.83,0.00337
45.84,0.00343
45.85,0.0037
45.86,0.00422
45.87,0.00497
45.88,0.00572
45.89,0.00596
45.9,0.00543
45.91,0.00458
45.92,0.00383
45.93,0.00332
45.94,0.00304
45.95,0.00296
45.96,0.00303
45.97,0.00326
45.98,0.00365
45.99,0.00417
46,0.00467
46.01,0.00489
46.02,0.00477
46.03,0.00461
46.04,0.0046
46.05,0.00483
46.06,0.00535
46.07,0.00624
46.08,0.00773
46.09,0.01022
46.1,0.01429
46.11,0.02058
46.12,0.02926
46.13,0.03891
46.14,0.04474
46.15,0.04195
46.16,0.03324
46.17,0.0243
46.18,0.01763
46.19,0.01348
46.2,0.01146
46.21,0.01115
46.22,0.01241
46.23,0.01524
46.24,0.01953
46.25,0.02422
46.26,0.02658
46.27,0.02441
46.28,0.01954
46.29,0.01476
46.3,0.01125
46.31,0.00906
46.32,0.00796
46.33,0.00769
46.34,0.00819
46.35,0.00957
46.36,0.01203
46.37,0.01567
46.38,0.02003
46.39,0.02325
46.4,0.02287
46.41,0.01934
46.42,0.0153
46.43,0.01222
46.44,0.01043
46.45,0.00982
46.46,0.01033
46.47,0.01205
46.48,0.01525
46.49,0.0202
46.5,0.0266
46.51,0.03258
46.52,0.03451
46.53,0.03095
46.54,0.02505
46.55,0.01994
46.56,0.0167
46.57,0.01538
46.58,0.01588
46.59,0.01837
46.6,0.02338
46.61,0.03171
46.62,0.04376
46.63,0.05814
46.64,0.06922
46.65,0.06896
46.66,0.05796
46.67,0.04458
46.68,0.03405
46.69,0.02758
46.7,0.02487
46.71,0.02559
46.72,0.02993
46.73,0.03863
46.74,0.05248
46.75,0.07097
46.76,0.08927
46.77,0.09656
46.78,0.08675
46.79,0.06827
46.8,0.05125
46.81,0.03937
46.82,0.03283
46.83,0.03096
46.84,0.03351
46.85,0.04101
46.86,0.0545
46.87,0.0745
46.88,0.09847
46.89,0.11649
46.9,0.11491
46.91,0.09505
46.92,0.07109
46.93,0.05181
46.94,0.0391
46.95,0.03224
46.96,0.03017
46.97,0.03245
46.98,0.03931
46.99,0.05117
47,0.06726
47.01,0.08275
47.02,0.0875
47.03,0.07683
47.04,0.05906
47.05,0.04287
47.06,0.03116
47.07,0.0238
47.08,0.01985
47.09,0.0185
47.1,0.01935
47.11,0.02234
47.12,0.02735
47.13,0.03331
47.14,0.03704
47.15,0.03514
47.16,0.02901
47.17,0.0225
47.18,0.01753
47.19,0.01442
47.2,0.01296
47.21,0.01296
47.22,0.01443
47.23,0.01765
47.24,0.02289
47.25,0.02994
47.26,0.03689
47.27,0.03944
47.28,0.03531
47.29,0.02797
47.3,0.02128
47.31,0.01658
47.32,0.0139
47.33,0.01298
47.34,0.01367
47.35,0.01607
47.36,0.02043
47.37,0.02673
47.38,0.03383
47.39,0.03822
47.4,0.03629
47.41,0.02979
47.42,0.02295
47.43,0.01782
47.44,0.01472
47.45,0.01344
47.46,0.01383
47.47,0.01594
47.48,0.02008
47.49,0.02648
47.5,0.03461
47.51,0.04174
47.52,0.04303
47.53,0.03745
47.54,0.02955
47.55,0.02297
47.56,0.01874
47.57,0.01688
47.58,0.01725
47.59,0.01999
47.6,0.02562
47.61,0.03467
47.62,0.04698
47.63,0.05977
47.64,0.06585
47.65,0.05993
47.66,0.04708
47.67,0.03454
47.68,0.02519
