GENERAL$,
16.58,0.03858
16.59,0.02899
16.6,0.01725
16.61,0.00995
16.62,0.00668
16.63,0.00536
16.64,0.00474
16.65,0.00441
16.66,0.00424
16.67,0.00419
16.68,0.00421
16.69,0.00433
16.7,0.00453
16.71,0.00482
16.72,0.00521
16.73,0.00572
16.74,0.00639
16.75,0.00728
16.76,0.00844
16.77,0.01002
16.78,0.01221
16.79,0.01535
16.8,0.02019
16.81,0.02901
16.82,0.04973
16.83,0.1017
16.84,0.2056
16.85,0.33603
16.86,0.3684
16.87,0.2766
16.88,0.20903
16.89,0.20931
16.9,0.20432
16.91,0.14157
16.92,0.0771
16.93,0.03967
16.94,0.02326
16.95,0.0162
16.96,0.01243
16.97,0.00999
16.98,0.00829
16.99,0.00703
17,0.00609
17.01,0.00538
17.02,0.00483
17.03,0.00441
17.04,0.0041
17.05,0.00388
17.06,0.00375
17.07,0.0036
17.08,0.00366
17.09,0.00384
17.1,0.00418
17.11,0.00481
17.12,0.00602
17.13,0.00892
17.14,0.0164
17.15,0.03215
17.16,0.05399
17.17,0.06343
17.18,0.04963
17.19,0.03622
17.2,0.03465
17.21,0.03587
17.22,0.02729
17.23,0.01587
17.24,0.0085
17.25,0.00507
17.26,0.00362
17.27,0.00287
17.28,0.00239
17.29,0.00205
17.3,0.0018
17.31,0.00161
17.32,0.00146
17.33,0.00133
17.34,0.00124
17.35,0.00116
17.36,0.00109
17.37,9.8E-4
17.38,9.4E-4
17.39,9.1E-4
17.4,8.9E-4
17.41,8.5E-4
17.42,8.6E-4
17.43,9.1E-4
17.44,0.00107
17.45,0.0015
17.46,0.00231
17.47,0.00317
17.48,0.00313
17.49,0.00244
17.5,0.00204
17.51,0.0021
17.52,0.00205
17.53,0.00158
17.54,0.00114
17.55,8.7E-4
17.56,7.5E-4
17.57,7E-4
17.58,6.7E-4
17.59,6.5E-4
17.6,6.4E-4
17.61,6.3E-4
17.62,6.2E-4
17.63,6.2E-4
17.64,6.2E-4
17.65,6.2E-4
17.66,6.2E-4
17.67,6.2E-4
17.68,6.2E-4
17.69,6.3E-4
17.7,6.3E-4
17.71,6.4E-4
17.72,6.4E-4
17.73,6.5E-4
17.74,6.6E-4
17.75,6.8E-4
17.76,7E-4
17.77,7.1E-4
17.78,7.3E-4
17.79,7.5E-4
17.8,7.7E-4
17.81,8E-4
17.82,8.2E-4
17.83,8.5E-4
17.84,8.8E-4
17.85,9.2E-4
17.86,9.5E-4
17.87,1E-3
17.88,0.00104
17.89,0.0011
17.9,0.00116
17.91,0.00123
17.92,0.00132
17.93,0.00141
17.94,0.00153
17.95,0.00167
17.96,0.00184
17.97,0.00206
17.98,0.00234
17.99,0.0027
18,0.0032
18.01,0.00392
18.02,0.00509
18.03,0.0074
18.04,0.01312
18.05,0.02596
18.06,0.04694
18.07,0.06398
18.08,0.05667
18.09,0.03982
18.1,0.03327
18.11,0.03636
18.12,0.03463
18.13,0.02364
18.14,0.01363
18.15,0.00812
18.16,0.00579
18.17,0.00485
18.18,0.00443
18.19,0.00425
18.2,0.00422
18.21,0.00431
18.22,0.00451
18.23,0.00482
18.24,0.00526
18.25,0.00584
18.26,0.00663
18.27,0.00768
18.28,0.0091
18.29,0.01113
18.3,0.01403
18.31,0.01867
18.32,0.02777
18.33,0.04973
18.34,0.10059
18.35,0.18911
18.36,0.27473
18.37,0.25992
18.38,0.18236
18.39,0.14186
18.4,0.15124
18.41,0.15506
18.42,0.11212
18.43,0.06371
18.44,0.03424
18.45,0.02085
18.46,0.01512
18.47,0.01223
18.48,0.01048
18.49,0.00936
18.5,0.00867
18.51,0.00829
18.52,0.00817
18.53,0.00829
18.54,0.00865
18.55,0.0093
18.56,0.01029
18.57,0.01176
18.58,0.01393
18.59,0.01724
18.6,0.02288
18.61,0.03484
18.62,0.06417
18.63,0.12794
18.64,0.22645
18.65,0.2949
18.66,0.24885
18.67,0.17149
18.68,0.14454
18.69,0.1611
18.7,0.15581
18.71,0.10628
18.72,0.05953
18.73,0.03306
18.74,0.0214
18.75,0.01636
18.76,0.01377
18.77,0.01224
18.78,0.01135
18.79,0.01092
18.8,0.01088
18.81,0.01116
18.82,0.0118
18.83,0.01285
18.84,0.01441
18.85,0.01667
18.86,0.01995
18.87,0.02483
18.88,0.03276
18.89,0.04838
18.9,0.08584
18.91,0.1721
18.92,0.32259
18.93,0.47117
18.94,0.45028
18.95,0.31457
18.96,0.23738
18.97,0.25007
18.98,0.27013
18.99,0.20773
19,0.12126
19.01,0.06423
19.02,0.03693
19.03,0.02508
19.04,0.01913
19.05,0.01545
19.06,0.01293
19.07,0.01113
19.08,0.00983
19.09,0.00888
19.1,0.00823
19.11,0.00782
19.12,0.00763
19.13,0.00769
19.14,0.00804
19.15,0.0088
19.16,0.01029
19.17,0.01361
19.18,0.02193
19.19,0.0409
19.2,0.07276
19.21,0.10123
19.22,0.09272
19.23,0.06446
19.24,0.04995
19.25,0.05351
19.26,0.05748
19.27,0.0443
19.28,0.02662
19.29,0.01505
19.3,0.00953
19.31,0.00713
19.32,0.00593
19.33,0.0052
19.34,0.00474
19.35,0.00444
19.36,0.00428
19.37,0.00421
19.38,0.00425
19.39,0.0044
19.4,0.00467
19.41,0.00511
19.42,0.00579
19.43,0.00688
19.44,0.00886
19.45,0.01333
19.46,0.02402
19.47,0.04526
19.48,0.07345
19.49,0.08438
19.5,0.065
19.51,0.04518
19.52,0.04097
19.53,0.0471
19.54,0.04505
19.55,0.0311
19.56,0.01843
19.57,0.01139
19.58,0.00837
19.59,0.00713
19.6,0.00665
19.61,0.00649
19.62,0.00657
19.63,0.00686
19.64,0.00735
19.65,0.0081
19.66,0.00916
19.67,0.01063
19.68,0.01268
19.69,0.01563
19.7,0.0201
19.71,0.02785
19.72,0.04457
19.73,0.0846
19.74,0.16686
19.75,0.28466
19.76,0.34954
19.77,0.28027
19.78,0.18906
19.79,0.15935
19.8,0.18254
19.81,0.18763
19.82,0.1344
19.83,0.07629
19.84,0.04088
19.85,0.02436
19.86,0.01701
19.87,0.01309
19.88,0.01059
19.89,0.0088
19.9,0.00751
19.91,0.00655
19.92,0.00581
19.93,0.00524
19.94,0.00481
19.95,0.0045
19.96,0.0043
19.97,0.00423
19.98,0.00435
19.99,0.00492
20,0.00654
20.01,0.00985
20.02,0.01412
20.03,0.01546
20.04,0.01221
20.05,0.0091
20.06,0.00846
20.07,0.0095
20.08,0.00942
20.09,0.00731
20.1,0.00529
20.11,0.00416
20.12,0.00371
20.13,0.0036
20.14,0.00365
20.15,0.00379
20.16,0.00402
20.17,0.00434
20.18,0.00472
20.19,0.00531
20.2,0.0061
20.21,0.00718
20.22,0.0087
20.23,0.01092
20.24,0.01463
20.25,0.02216
20.26,0.03996
20.27,0.07828
20.28,0.13926
20.29,0.18835
20.3,0.16627
20.31,0.11263
20.32,0.08548
20.33,0.09232
20.34,0.10536
20.35,0.08706
20.36,0.05361
20.37,0.02948
20.38,0.01721
20.39,0.01183
20.4,0.00925
20.41,0.00776
20.42,0.00682
20.43,0.00621
20.44,0.00586
20.45,0.00573
20.46,0.00579
20.47,0.00605
20.48,0.00661
20.49,0.00756
20.5,0.00925
20.51,0.01274
20.52,0.02106
20.53,0.03947
20.54,0.07023
20.55,0.09869
20.56,0.09202
20.57,0.06358
20.58,0.04647
20.59,0.04785
20.6,0.0562
20.61,0.05022
20.62,0.03282
20.63,0.01885
20.64,0.01135
20.65,0.00803
20.66,0.00652
20.67,0.00571
20.68,0.00524
20.69,0.00497
20.7,0.00487
20.71,0.00492
20.72,0.00511
20.73,0.00547
20.74,0.00607
20.75,0.007
20.76,0.00861
20.77,0.01195
20.78,0.01979
20.79,0.03628
20.8,0.06172
20.81,0.08076
20.82,0.07016
20.83,0.04809
20.84,0.03721
20.85,0.04024
20.86,0.04658
20.87,0.04046
20.88,0.02705
20.89,0.01706
20.9,0.01206
20.91,0.01014
20.92,0.00958
20.93,0.00964
20.94,0.01009
20.95,0.01091
20.96,0.01214
20.97,0.01387
20.98,0.01626
20.99,0.01963
21,0.02452
21.01,0.03215
21.02,0.04617
21.03,0.07754
21.04,0.1491
21.05,0.28113
21.06,0.43909
21.07,0.47227
21.08,0.3459
21.09,0.23249
21.1,0.20733
21.11,0.24757
21.12,0.26064
21.13,0.19135
21.14,0.11149
21.15,0.06128
21.16,0.03722
21.17,0.02649
21.18,0.02098
21.19,0.01766
21.2,0.01555
21.21,0.01422
21.22,0.01353
21.23,0.0134
21.24,0.01387
21.25,0.01508
21.26,0.0174
21.27,0.02199
21.28,0.03248
21.29,0.05726
21.3,0.10604
21.31,0.17231
21.32,0.20308
21.33,0.15946
21.34,0.10624
21.35,0.08653
21.36,0.099
21.37,0.11262
21.38,0.09191
21.39,0.05728
21.4,0.03273
21.41,0.02025
21.42,0.01475
21.43,0.01216
21.44,0.01077
21.45,0.01002
21.46,0.00973
21.47,0.00984
21.48,0.01037
21.49,0.01139
21.5,0.0131
21.51,0.01596
21.52,0.02129
21.53,0.03319
21.54,0.06066
21.55,0.11341
21.56,0.18255
21.57,0.20995
21.58,0.16143
21.59,0.10687
21.6,0.08779
21.61,0.10165
21.62,0.1162
21.63,0.09474
21.64,0.05851
21.65,0.03273
21.66,0.01945
21.67,0.01347
21.68,0.01053
21.69,0.0088
21.7,0.00771
21.71,0.00698
21.72,0.00655
21.73,0.00638
21.74,0.00648
21.75,0.00689
21.76,0.00782
21.77,0.00991
21.78,0.01497
21.79,0.02635
21.8,0.04614
21.81,0.06695
21.82,0.0666
21.83,0.04729
21.84,0.03249
21.85,0.03006
21.86,0.03624
21.87,0.03848
21.88,0.02891
21.89,0.01756
21.9,0.01029
21.91,0.00671
21.92,0.00509
21.93,0.00422
21.94,0.00367
21.95,0.00328
21.96,0.003
21.97,0.00279
21.98,0.00264
21.99,0.00252
22,0.00243
22.01,0.00237
22.02,0.00232
22.03,0.0023
22.04,0.00229
22.05,0.0023
22.06,0.00232
22.07,0.00236
22.08,0.00241
22.09,0.00248
22.1,0.00257
22.11,0.00268
22.12,0.0028
22.13,0.00296
22.14,0.00316
22.15,0.0034
22.16,0.00369
22.17,0.00405
22.18,0.00449
22.19,0.00506
22.2,0.00579
22.21,0.00675
22.22,0.00805
22.23,0.00987
22.24,0.01258
22.25,0.01719
22.26,0.02672
22.27,0.04838
22.28,0.09158
22.29,0.15419
22.3,0.19406
22.31,0.16143
22.32,0.10672
22.33,0.079
22.34,0.0844
22.35,0.10384
22.36,0.09911
22.37,0.06759
22.38,0.03905
22.39,0.02247
22.4,0.01475
22.41,0.0112
22.42,0.00932
22.43,0.00818
22.44,0.00748
22.45,0.00714
22.46,0.0071
22.47,0.00737
22.48,0.00808
22.49,0.00958
22.5,0.01306
22.51,0.02117
22.52,0.03709
22.53,0.05915
22.54,0.07102
22.55,0.05769
22.56,0.03889
22.57,0.03014
22.58,0.03278
22.59,0.03978
22.6,0.03786
22.61,0.02688
22.62,0.01719
22.63,0.01177
22.64,0.00945
22.65,0.00864
22.66,0.00855
22.67,0.00887
22.68,0.00957
22.69,0.0107
22.7,0.0124
22.71,0.01498
22.72,0.01911
22.73,0.02685
22.74,0.04397
22.75,0.08145
22.76,0.14778
22.77,0.22375
22.78,0.23564
22.79,0.17163
22.8,0.11317
22.81,0.09527
22.82,0.11279
22.83,0.13327
22.84,0.11393
22.85,0.07312
22.86,0.0421
22.87,0.02547
22.88,0.01788
22.89,0.0143
22.9,0.01234
22.91,0.01123
22.92,0.01067
22.93,0.01057
22.94,0.01094
22.95,0.01194
22.96,0.014
22.97,0.01867
22.98,0.02946
22.99,0.05094
23,0.08204
23.01,0.10213
23.02,0.08628
23.03,0.0587
23.04,0.04384
23.05,0.04541
23.06,0.05588
23.07,0.0575
23.08,0.04367
23.09,0.02905
23.1,0.02028
23.11,0.0165
23.12,0.0154
23.13,0.01559
23.14,0.01657
23.15,0.0183
23.16,0.02095
23.17,0.02485
23.18,0.03074
23.19,0.04054
23.2,0.06006
23.21,0.10372
23.22,0.19321
23.23,0.33332
23.24,0.45228
23.25,0.41165
23.26,0.2797
23.27,0.19179
23.28,0.18153
23.29,0.22571
23.3,0.2527
23.31,0.20071
23.32,0.12597
23.33,0.07476
23.34,0.04898
23.35,0.03793
23.36,0.03341
23.37,0.03191
23.38,0.03242
23.39,0.0348
23.4,0.03939
23.41,0.0472
23.42,0.06105
23.43,0.08957
23.44,0.15412
23.45,0.28646
23.46,0.49314
23.47,0.66757
23.48,0.6061
23.49,0.40994
23.5,0.27782
23.51,0.2595
23.52,0.32311
23.53,0.36756
23.54,0.29526
23.55,0.18281
23.56,0.1031
23.57,0.06123
23.58,0.04168
23.59,0.03179
23.6,0.02585
23.61,0.0219
23.62,0.01918
23.63,0.01741
23.64,0.01643
23.65,0.01646
23.66,0.0183
23.67,0.02406
23.68,0.03633
23.69,0.05432
23.7,0.06567
23.71,0.05561
23.72,0.03842
23.73,0.02856
23.74,0.02842
23.75,0.03433
23.76,0.03672
23.77,0.02917
23.78,0.01965
23.79,0.0133
23.8,0.01011
23.81,0.00871
23.82,0.00813
23.83,0.00796
23.84,0.0081
23.85,0.00855
23.86,0.0094
23.87,0.01091
23.88,0.0139
23.89,0.02055
23.9,0.03489
23.91,0.05994
23.92,0.08862
23.93,0.09363
23.94,0.0696
23.95,0.04649
23.96,0.03782
23.97,0.04295
23.98,0.05304
23.99,0.05138
24,0.03714
24.01,0.02408
24.02,0.01656
24.03,0.01331
24.04,0.01229
24.05,0.01236
24.06,0.01315
24.07,0.01468
24.08,0.01717
24.09,0.02119
24.1,0.02837
24.11,0.04343
24.12,0.07672
24.13,0.14051
24.14,0.22977
24.15,0.28324
24.16,0.23426
24.17,0.15386
24.18,0.10825
24.19,0.10803
24.2,0.13722
24.21,0.15297
24.22,0.12034
24.23,0.07436
24.24,0.04249
24.25,0.02578
24.26,0.01788
24.27,0.01381
24.28,0.01131
24.29,0.0096
24.3,0.00835
24.31,0.00743
24.32,0.00673
24.33,0.00619
24.34,0.00578
24.35,0.00547
24.36,0.00525
24.37,0.00509
24.38,0.00499
24.39,0.00494
24.4,0.00494
24.41,0.005
24.42,0.00512
24.43,0.0053
24.44,0.00555
24.45,0.00588
24.46,0.00631
24.47,0.00687
24.48,0.0076
24.49,0.00856
24.5,0.00982
24.51,0.01154
24.52,0.01395
24.53,0.01751
24.54,0.02344
24.55,0.03524
24.56,0.06096
24.57,0.11162
24.58,0.18767
24.59,0.24717
24.6,0.22001
24.61,0.14845
24.62,0.10013
24.63,0.09125
24.64,0.11299
24.65,0.13621
24.66,0.11995
24.67,0.07971
24.68,0.0477
24.69,0.02996
24.7,0.02183
24.71,0.01838
24.72,0.01704
24.73,0.01698
24.74,0.01807
24.75,0.02063
24.76,0.02592
24.77,0.03763
24.78,0.06377
24.79,0.11363
24.8,0.18325
24.81,0.22535
24.82,0.18755
24.83,0.12383
24.84,0.08596
24.85,0.08295
24.86,0.10473
24.87,0.12252
24.88,0.10296
24.89,0.06648
24.9,0.03903
24.91,0.02399
24.92,0.01687
24.93,0.01337
24.94,0.01148
24.95,0.01042
24.96,0.00996
24.97,0.01015
24.98,0.01132
24.99,0.01466
25,0.02228
25.01,0.03576
25.02,0.05141
25.03,0.0546
25.04,0.04147
25.05,0.02806
25.06,0.0221
25.07,0.02379
25.08,0.02969
25.09,0.03173
25.1,0.02526
25.11,0.01736
25.12,0.01225
25.13,0.00987
25.14,0.00914
25.15,0.00925
25.16,0.00994
25.17,0.01126
25.18,0.01343
25.19,0.01732
25.2,0.02533
25.21,0.04274
25.22,0.0762
25.23,0.12463
25.24,0.1589
25.25,0.13788
25.26,0.09273
25.27,0.06313
25.28,0.05769
25.29,0.07126
25.3,0.08735
25.31,0.07994
25.32,0.05522
25.33,0.03448
25.34,0.02275
25.35,0.01755
25.36,0.01572
25.37,0.01557
25.38,0.01661
25.39,0.01898
25.4,0.02355
25.41,0.03298
25.42,0.0539
25.43,0.09645
25.44,0.16471
25.45,0.23078
25.46,0.22419
25.47,0.15763
25.48,0.10228
25.49,0.08228
25.5,0.09475
25.51,0.12198
25.52,0.12555
25.53,0.09213
25.54,0.05576
25.55,0.03226
25.56,0.02015
25.57,0.01427
25.58,0.01105
25.59,0.00901
25.6,0.00757
25.61,0.00651
25.62,0.0057
25.63,0.00506
25.64,0.00455
25.65,0.00414
25.66,0.00382
25.67,0.00355
25.68,0.00334
25.69,0.00317
25.7,0.00303
25.71,0.00293
25.72,0.00286
25.73,0.00282
25.74,0.00282
25.75,0.00285
25.76,0.00292
25.77,0.00304
25.78,0.00323
25.79,0.00351
25.8,0.00393
25.81,0.00456
25.82,0.0056
25.83,0.00758
25.84,0.01184
25.85,0.02049
25.86,0.03467
25.87,0.04949
25.88,0.05012
25.89,0.03641
25.9,0.02382
25.91,0.01845
25.92,0.02018
25.93,0.02599
25.94,0.02859
25.95,0.02266
25.96,0.01459
25.97,0.00896
25.98,0.00597
25.99,0.00455
26,0.00385
26.01,0.00348
26.02,0.00329
26.03,0.00325
26.04,0.00348
26.05,0.00419
26.06,0.00572
26.07,0.00814
26.08,0.01032
26.09,0.00983
26.1,0.00746
26.11,0.00561
26.12,0.00501
26.13,0.00553
26.14,0.00661
26.15,0.00699
26.16,0.00608
26.17,0.00502
26.18,0.00445
26.19,0.00438
26.2,0.00466
26.21,0.00521
26.22,0.00609
26.23,0.00745
26.24,0.00985
26.25,0.01472
26.26,0.02495
26.27,0.04369
26.28,0.06909
26.29,0.08383
26.3,0.06993
26.31,0.04671
26.32,0.03208
26.33,0.02938
26.34,0.03622
26.35,0.04545
26.36,0.04388
26.37,0.03168
26.38,0.0203
26.39,0.01349
26.4,0.01031
26.41,0.00914
26.42,0.00897
26.43,0.00952
26.44,0.01093
26.45,0.01406
26.46,0.021
26.47,0.03509
26.48,0.05794
26.49,0.08147
26.5,0.08211
26.51,0.06021
26.52,0.04008
26.53,0.03123
26.54,0.03358
26.55,0.04305
26.56,0.04934
26.57,0.04204
26.58,0.02958
26.59,0.02065
26.6,0.01629
26.61,0.01505
26.62,0.01564
26.63,0.01759
26.64,0.02128
26.65,0.02835
26.66,0.0433
26.67,0.07457
26.68,0.13005
26.69,0.20075
26.7,0.2326
26.71,0.18617
26.72,0.12221
26.73,0.08441
26.74,0.07913
26.75,0.09918
26.76,0.12471
26.77,0.1194
26.78,0.08498
26.79,0.05315
26.8,0.03394
26.81,0.02476
26.82,0.02108
26.83,0.02018
26.84,0.02125
26.85,0.02491
26.86,0.03383
26.87,0.05371
26.88,0.09116
26.89,0.14389
26.9,0.17922
26.91,0.15469
26.92,0.10459
26.93,0.07007
26.94,0.06019
26.95,0.07132
26.96,0.092
26.97,0.09643
26.98,0.07374
26.99,0.04758
27,0.03037
27.01,0.02169
27.02,0.0181
27.03,0.01712
27.04,0.01786
27.05,0.0207
27.06,0.02767
27.07,0.04334
27.08,0.07331
27.09,0.11674
27.1,0.1491
27.11,0.13248
27.12,0.0906
27.13,0.05995
27.14,0.04956
27.15,0.05709
27.16,0.07421
27.17,0.08096
27.18,0.06401
27.19,0.04146
27.2,0.02573
27.21,0.01734
27.22,0.0135
27.23,0.01188
27.24,0.01149
27.25,0.01229
27.26,0.0151
27.27,0.02191
27.28,0.03506
27.29,0.05382
27.3,0.0668
27.31,0.0584
27.32,0.04018
27.33,0.02723
27.34,0.02301
27.35,0.02642
27.36,0.03389
27.37,0.0368
27.38,0.02943
27.39,0.01965
27.4,0.01285
27.41,0.00925
27.42,0.00767
27.43,0.00711
27.44,0.00719
27.45,0.008
27.46,0.01022
27.47,0.01517
27.48,0.02415
27.49,0.03589
27.5,0.04186
27.51,0.03463
27.52,0.02363
27.53,0.01663
27.54,0.01495
27.55,0.01768
27.56,0.02235
27.57,0.02334
27.58,0.01836
27.59,0.01261
27.6,0.00883
27.61,0.00695
27.62,0.00625
27.63,0.00618
27.64,0.00661
27.65,0.00778
27.66,0.01046
27.67,0.01593
27.68,0.02493
27.69,0.03479
27.7,0.03641
27.71,0.02807
27.72,0.01942
27.73,0.01494
27.74,0.01492
27.75,0.01829
27.76,0.02234
27.77,0.02194
27.78,0.01743
27.79,0.01334
27.8,0.01122
27.81,0.01078
27.82,0.01152
27.83,0.01332
27.84,0.01671
27.85,0.02359
27.86,0.03786
27.87,0.06412
27.88,0.10138
27.89,0.12875
27.9,0.11494
27.91,0.07993
27.92,0.054
27.93,0.04468
27.94,0.05031
27.95,0.06533
27.96,0.0754
27.97,0.06548
27.98,0.04741
27.99,0.03437
28,0.0283
28.01,0.02743
28.02,0.03015
28.03,0.0367
28.04,0.05033
28.05,0.07942
28.06,0.13706
28.07,0.23043
28.08,0.33065
28.09,0.34409
28.1,0.25641
28.11,0.16604
28.12,0.11777
28.13,0.11434
28.14,0.14548
28.15,0.18548
28.16,0.18271
28.17,0.133
28.18,0.08348
28.19,0.05199
28.2,0.03593
28.21,0.02878
28.22,0.0262
28.23,0.02702
28.24,0.03263
28.25,0.04663
28.26,0.07237
28.27,0.10552
28.28,0.12099
28.29,0.09913
28.3,0.06729
28.31,0.04676
28.32,0.04103
28.33,0.04782
28.34,0.06136
28.35,0.06724
28.36,0.05514
28.37,0.03827
28.38,0.02649
28.39,0.02056
28.4,0.01861
28.41,0.0192
28.42,0.02235
28.43,0.03006
28.44,0.0468
28.45,0.07738
28.46,0.11939
28.47,0.14685
28.48,0.12729
28.49,0.08719
28.5,0.05832
28.51,0.04776
28.52,0.0535
28.53,0.0698
28.54,0.08164
28.55,0.07117
28.56,0.04985
28.57,0.03329
28.58,0.02428
28.59,0.02079
28.6,0.02076
28.61,0.02376
28.62,0.03172
28.63,0.04933
28.64,0.082
28.65,0.12798
28.66,0.16077
28.67,0.14227
28.68,0.09776
28.69,0.06414
28.7,0.05049
28.71,0.05501
28.72,0.07197
28.73,0.08651
28.74,0.07724
28.75,0.05312
28.76,0.03281
28.77,0.02052
28.78,0.01415
28.79,0.01087
28.8,0.00898
28.81,0.00774
28.82,0.00686
28.83,0.00623
28.84,0.00576
28.85,0.00542
28.86,0.00519
28.87,0.00504
28.88,0.00496
28.89,0.00496
28.9,0.00504
28.91,0.00519
28.92,0.00543
28.93,0.00579
28.94,0.0063
28.95,0.00701
28.96,0.00802
28.97,0.00948
28.98,0.01174
28.99,0.01573
29,0.0237
29.01,0.03958
29.02,0.06694
29.03,0.1019
29.04,0.1199
29.05,0.09937
29.06,0.06668
29.07,0.04455
29.08,0.03708
29.09,0.04237
29.1,0.05586
29.11,0.06549
29.12,0.05675
29.13,0.03882
29.14,0.0245
29.15,0.01609
29.16,0.01189
29.17,0.00995
29.18,0.00921
29.19,0.00944
29.2,0.01091
29.21,0.01379
29.22,0.01716
29.23,0.01787
29.24,0.01496
29.25,0.01176
29.26,0.00998
29.27,0.00981
29.28,0.011
29.29,0.01296
29.3,0.01424
29.31,0.01373
29.32,0.0129
29.33,0.01295
29.34,0.01416
29.35,0.0167
29.36,0.02135
29.37,0.03044
29.38,0.04877
29.39,0.0822
29.4,0.13057
29.41,0.17062
29.42,0.1594
29.43,0.11369
29.44,0.07554
29.45,0.0576
29.46,0.05906
29.47,0.07541
29.48,0.09578
29.49,0.09696
29.5,0.07576
29.51,0.0541
29.52,0.04132
29.53,0.03714
29.54,0.03967
29.55,0.04964
29.56,0.07277
29.57,0.1196
29.58,0.19806
29.59,0.29153
29.6,0.32585
29.61,0.25944
29.62,0.17203
29.63,0.11604
29.64,0.09883
29.65,0.11475
29.66,0.15202
29.67,0.17865
29.68,0.15581
29.69,0.10795
29.7,0.06977
29.71,0.048
29.72,0.03862
29.73,0.03726
29.74,0.04342
29.75,0.06082
29.76,0.09467
29.77,0.14336
29.78,0.18016
29.79,0.16297
29.8,0.11441
29.81,0.07538
29.82,0.05697
29.83,0.05788
29.84,0.07359
29.85,0.09324
29.86,0.09337
29.87,0.06999
29.88,0.0452
29.89,0.02861
29.9,0.01956
29.91,0.01508
29.92,0.01295
29.93,0.01231
29.94,0.0131
29.95,0.01524
29.96,0.0176
29.97,0.01726
29.98,0.01416
29.99,0.01117
30,0.00951
30.01,0.00922
30.02,0.01007
30.03,0.01162
30.04,0.01262
30.05,0.01207
30.06,0.01121
30.07,0.01113
30.08,0.01214
30.09,0.01458
30.1,0.01956
30.11,0.0298
30.12,0.04956
30.13,0.08147
30.14,0.11751
30.15,0.12746
30.16,0.09954
30.17,0.0658
30.18,0.04463
30.19,0.03818
30.2,0.04425
30.21,0.05862
30.22,0.06964
30.23,0.06165
30.24,0.0427
30.25,0.0268
30.26,0.01708
30.27,0.01197
30.28,0.00934
30.29,0.00789
30.3,0.00703
30.31,0.00657
30.32,0.00633
30.33,0.00611
30.34,0.0058
30.35,0.00554
30.36,0.00544
30.37,0.00551
30.38,0.00576
30.39,0.00619
30.4,0.00674
30.41,0.0074
30.42,0.00823
30.43,0.00946
30.44,0.01132
30.45,0.01431
30.46,0.01971
30.47,0.03041
30.48,0.05094
30.49,0.08465
30.5,0.12481
30.51,0.14076
30.52,0.11359
30.53,0.07591
30.54,0.05069
30.55,0.04144
30.56,0.04609
30.57,0.06083
30.58,0.07542
30.59,0.07153
30.6,0.05193
30.61,0.03357
30.62,0.02194
30.63,0.01606
30.64,0.01381
30.65,0.01414
30.66,0.01713
30.67,0.02299
30.68,0.03001
30.69,0.03195
30.7,0.02608
30.71,0.01891
30.72,0.01434
30.73,0.01288
30.74,0.01413
30.75,0.01735
30.76,0.02056
30.77,0.02032
30.78,0.01749
30.79,0.01538
30.8,0.01524
30.81,0.01745
30.82,0.02319
30.83,0.03542
30.84,0.05848
30.85,0.09401
30.86,0.13016
30.87,0.13356
30.88,0.10091
30.89,0.06654
30.9,0.04604
30.91,0.04045
30.92,0.04743
30.93,0.06288
30.94,0.07514
30.95,0.06781
30.96,0.04845
30.97,0.03208
30.98,0.02246
30.99,0.01846
31,0.01874
31.01,0.02344
31.02,0.0337
31.03,0.04899
31.04,0.06146
31.05,0.05723
31.06,0.04158
31.07,0.02808
31.08,0.0209
31.09,0.01982
31.1,0.02375
31.11,0.03052
31.12,0.0342
31.13,0.02922
31.14,0.02093
31.15,0.01464
31.16,0.01122
31.17,0.01011
31.18,0.01093
31.19,0.01395
31.2,0.0196
31.21,0.02678
31.22,0.03024
31.23,0.0258
31.24,0.01883
31.25,0.01394
31.26,0.012
31.27,0.01271
31.28,0.01552
31.29,0.01912
31.3,0.02032
31.31,0.01823
31.32,0.01606
31.33,0.01572
31.34,0.01795
31.35,0.02408
31.36,0.03719
31.37,0.06138
31.38,0.09748
31.39,0.13165
31.4,0.13082
31.41,0.09704
31.42,0.06373
31.43,0.04425
31.44,0.0391
31.45,0.04597
31.46,0.06112
31.47,0.07371
31.48,0.06732
31.49,0.04815
31.5,0.03134
31.51,0.02103
31.52,0.01619
31.53,0.01525
31.54,0.01763
31.55,0.02335
31.56,0.03099
31.57,0.03453
31.58,0.02905
31.59,0.02062
31.6,0.0145
31.61,0.01168
31.62,0.01179
31.63,0.01422
31.64,0.0176
31.65,0.01844
31.66,0.01503
31.67,0.0107
31.68,0.00756
31.69,0.00574
31.7,0.00479
31.71,0.0043
31.72,0.00403
31.73,0.00387
31.74,0.0038
31.75,0.00381
31.76,0.00386
31.77,0.00397
31.78,0.00414
31.79,0.00437
31.8,0.00469
31.81,0.00512
31.82,0.0057
31.83,0.00648
31.84,0.00755
31.85,0.00912
31.86,0.01163
31.87,0.01621
31.88,0.02508
31.89,0.04119
31.9,0.0656
31.91,0.09055
31.92,0.09381
31.93,0.07211
31.94,0.04831
31.95,0.03344
31.96,0.02841
31.97,0.03179
31.98,0.04155
31.99,0.0521
32,0.05177
32.01,0.03992
32.02,0.02772
32.03,0.01992
32.04,0.01655
32.05,0.01681
32.06,0.02057
32.07,0.02778
32.08,0.03646
32.09,0.03956
