EM wavelength,EX wavelength,A1c/R1c
675,540,6928.43718759001
680,540,5713.65312052229
685,540,5332.05718748925
690,540,4910.68461020547
695,540,5290.26920042596
700,540,5771.24432617811
705,540,6770.91663833008
710,540,7144.84775145866
715,540,7312.08029889467
720,540,6321.04827368493
725,540,4862.34379246516
730,540,3488.72336749452
735,540,2492.31709539085
740,540,1752.59111822404
745,540,1387.75330866924
750,540,1157.31714286747
630,545,4259.11472703038
635,545,7341.49682166744
640,545,17270.6774090378
645,545,30040.2463615595
650,545,33925.1827412472
655,545,30540.8036421602
660,545,23294.6900656436
665,545,16287.9642429848
670,545,11032.6697772683
675,545,8124.10606446467
680,545,6977.50659101616
685,545,6060.07525338887
690,545,6039.52535971281
695,545,6058.74814642056
700,545,7116.77118249107
705,545,7895.00821653478
710,545,9080.07356553685
715,545,8712.33630130196
720,545,7939.83208476303
725,545,5859.92296490648
730,545,4270.51025825363
735,545,3026.92499202718
740,545,2218.2776184543
745,545,1635.74647614016
750,545,1245.5313761887
630,550,4005.29482524711
635,550,7183.16360225686
640,550,16417.6841750832
645,550,29144.8405806419
650,550,34325.745634124
655,550,31416.0513157112
660,550,23668.0943600152
665,550,16880.9313478523
670,550,11420.0724171231
675,550,8601.85492687019
680,550,6903.95426067279
685,550,6150.45492572847
690,550,5926.14443001615
695,550,6266.23147842312
700,550,7014.83873879862
705,550,7850.9006179801
710,550,8938.75328823889
715,550,8977.14084059163
720,550,7852.0181373185
725,550,5911.71106906109
730,550,4423.40186921198
735,550,3091.2941310407
740,550,2158.93746429059
745,550,1733.37735173295
750,550,1278.28293538341
630,555,3463.92006111788
635,555,5834.86520964466
640,555,13450.8684974601
645,555,23269.7165899863
650,555,27145.9135606626
655,555,24930.2093028268
660,555,19882.1153647717
665,555,13695.6565104271
670,555,9658.99879596059
675,555,7051.12191208127
680,555,5826.38676875384
685,555,5311.5805549415
690,555,4932.33036266587
695,555,5149.6226288528
700,555,5829.12136241042
705,555,6613.37005967049
710,555,7151.00138701095
715,555,7112.73648665391
720,555,6265.27087295556
725,555,4951.90182414747
730,555,3581.34759201676
735,555,2566.28847634706
740,555,1898.98532785931
745,555,1378.04360752875
750,555,1229.23176547144
630,560,2916.54924444716
635,560,4542.03532453976
640,560,8969.53267147676
645,560,15643.6877966917
650,560,18603.3362641563
655,560,17874.5319021051
660,560,14161.0690482121
665,560,10001.6727935605
670,560,7372.42009238771
675,560,5482.84745851649
680,560,4445.28728739696
685,560,3812.31310082701
690,560,3797.31131503517
695,560,3722.98584957835
700,560,3985.35923542147
705,560,4436.59924754834
710,560,5011.66943642738
715,560,4883.65931466274
720,560,4599.24502277588
725,560,3528.87639378478
730,560,2825.77163558552
735,560,1984.14396502017
740,560,1441.85665463698
745,560,1031.22756023411
750,560,984.437604621095
630,565,2585.76511421315
635,565,3381.06576835441
640,565,6588.37848865609
645,565,10629.3259472226
650,565,12485.9739912913
655,565,12166.3067030222
660,565,9316.1548781236
665,565,7211.81226565299
670,565,5220.16497200133
675,565,4086.94813872147
680,565,3433.95598802819
685,565,2893.61569031185
690,565,2678.23945179095
695,565,2743.56236524926
700,565,2887.06316199135
705,565,3152.06701044021
710,565,3388.86152459278
715,565,3524.9831030817
720,565,3109.4816283852
725,565,2492.87007181425
730,565,1960.5874783407
735,565,1465.89372469501
740,565,1090.22023824755
745,565,855.186571009478
750,565,790.69315416224
630,570,2519.59364168915
635,570,3280.81358703274
640,570,5980.2906805445
645,570,9324.36750827284
650,570,10883.8121797541
655,570,10024.291073467
660,570,8192.50079519245
665,570,5839.90855312914
670,570,4359.64868897198
675,570,3367.98562788826
680,570,2888.77092386539
685,570,2779.62007884744
690,570,2387.68775301195
695,570,2420.61390020604
700,570,2747.40469128935
705,570,2936.68309382077
710,570,3095.9371154618
715,570,3021.65887203234
720,570,2723.82044487255
725,570,2135.93137054764
730,570,1712.35446577845
735,570,1386.32493558569
740,570,936.77293861959
745,570,791.003200237972
750,570,676.418254294909
630,575,2768.48615883471
635,575,3623.36961607598
640,575,6924.32875475446
645,575,11443.547577807
650,575,12336.4289052783
655,575,12071.5551172308
660,575,8775.42433339125
665,575,6721.61163738108
670,575,4820.23750338068
675,575,3736.57852188333
680,575,3348.57752420953
685,575,2940.3251300835
690,575,2914.17898345722
695,575,2882.50815474118
700,575,3196.05122566559
705,575,3541.02916957261
710,575,3710.57945587697
715,575,3658.89284760613
720,575,3313.95619308735
725,575,2433.92559543633
730,575,1852.46158526695
735,575,1434.47921842451
740,575,1148.49038549247
745,575,880.503768884702
750,575,801.968464146667
630,580,2835.96544958882
635,580,4736.02998329121
640,580,9917.59328727033
645,580,16239.5911774744
650,580,18574.5102873503
655,580,16510.4452509903
660,580,12936.4270992749
665,580,9245.38146611785
670,580,6213.63906942131
675,580,4807.37760811047
680,580,4327.00736700797
685,580,3681.33377431103
690,580,3565.67573276884
695,580,3665.6418867012
700,580,4253.85849545394
705,580,4824.89365888388
710,580,4997.58999412208
715,580,5180.43774498092
720,580,4385.60169414529
725,580,3296.8558188247
730,580,2464.76217688426
735,580,1898.12334288096
740,580,1432.79242334965
745,580,1123.56030579813
750,580,934.667683001061
630,585,3226.51781527556
635,585,5788.12724685229
640,585,13645.358686914
645,585,22880.479053546
650,585,25984.8001768665
655,585,23094.2263985631
660,585,17906.4395586135
665,585,12339.6327476027
670,585,8331.41772846649
675,585,6253.19232276272
680,585,5463.36866011055
685,585,4848.36399933359
690,585,4665.90601306708
695,585,4922.52532523407
700,585,5488.99091020512
705,585,6379.87430258752
710,585,6957.71274077424
715,585,7088.76544157544
720,585,5980.11549751509
725,585,4605.16768526416
730,585,3201.58907063071
735,585,2330.63770768076
740,585,1782.71595173649
745,585,1466.18027228958
750,585,1059.27711069771
630,590,3385.3504063548
635,590,5796.5263051357
640,590,13585.4740499728
645,590,24091.0487552644
650,590,27589.8681216193
655,590,24736.6595134512
660,590,19404.4881729758
665,590,13239.0595231997
670,590,9125.11806239069
675,590,6717.00772618811
680,590,5630.05510113217
685,590,5028.18048511186
690,590,4835.75914517452
695,590,5209.24126702482
700,590,6084.64761846879
705,590,6843.80412938655
710,590,7219.55718979654
715,590,7454.11526547634
720,590,6535.5635024567
725,590,4819.59851049913
730,590,3724.49407356715
735,590,2644.60138370431
740,590,1758.23278247507
745,590,1468.86256219452
750,590,1119.28675182285
630,595,3143.69769118137
635,595,5259.15774703128
640,595,11685.9503480678
645,595,20704.7768351567
650,595,23602.0514614843
655,595,21810.4411013131
660,595,16799.9912863713
665,595,11588.5575294578
670,595,8064.55254954397
675,595,5985.20970182053
680,595,5032.88643767655
685,595,4559.97035125068
690,595,4515.47917946117
695,595,4626.07283625532
700,595,5344.71903700411
705,595,5958.88647764481
710,595,6480.22393762017
715,595,6570.01627445698
720,595,5723.68141532672
725,595,4300.28302333761
730,595,3176.20896506761
735,595,2264.88600417204
740,595,1766.37080767987
745,595,1272.58959674266
750,595,1117.70969615024
630,600,2884.88595668994
635,600,4165.43449105189
640,600,8814.71804202742
645,600,15168.5402844678
650,600,17807.4895947113
655,600,16491.6882505305
660,600,12579.5777832078
665,600,8724.07957632609
670,600,6155.74079592797
675,600,4777.55399471346
680,600,4066.88371124106
685,600,3643.7003914519
690,600,3498.13210186909
695,600,3554.76226653246
700,600,4033.26048384289
705,600,4313.17255063261
710,600,4872.84299761396
715,600,4740.93728481383
720,600,4205.61044465861
725,600,3435.9202797337
730,600,2608.27434477823
735,600,1811.96654158735
740,600,1387.06775608118
745,600,1113.07991818267
750,600,898.460888547119
630,605,2657.45346445242
635,605,3689.83213901325
640,605,6704.95906762106
645,605,10726.4575428549
650,605,12692.5153647844
655,605,11178.5430025913
660,605,8859.88879942286
665,605,6691.26024261371
670,605,4794.01895514417
675,605,3687.39211921976
680,605,2963.89667875522
685,605,2641.12417362442
690,605,2597.3952539314
695,605,2710.10693153156
700,605,3171.85224285272
705,605,3080.96294946798
710,605,3452.00615142323
715,605,3459.66639984023
720,605,3225.49167268134
725,605,2377.10701636535
730,605,1859.61974345524
735,605,1487.53652732905
740,605,1192.57201934585
745,605,925.855361439309
750,605,761.699487956421
630,610,2838.84738150546
635,610,3016.82312417888
640,610,4945.36139264068
645,610,7494.18643372525
650,610,8594.44053957216
655,610,7972.12340142888
660,610,6469.06401885781
665,610,4588.52978459287
670,610,3799.53840210158
675,610,2802.16847646283
680,610,2381.476948945
685,610,2071.52902252274
690,610,1963.16515316062
695,610,1911.87964612502
700,610,2064.15628954632
705,610,2358.51292354191
710,610,2602.57673755855
715,610,2462.87579935958
720,610,2165.44637105564
725,610,1970.55303503996
730,610,1338.52239327218
735,610,1120.19456000283
740,610,871.70509972069
745,610,796.088163807044
750,610,620.282024048471
630,615,3307.28952888674
635,615,2780.63669290154
640,615,3805.14722721627
645,615,5407.97961231227
650,615,6140.57287741608
655,615,5549.520966424
660,615,4407.80933289538
665,615,3259.82398741497
670,615,2594.76763185026
675,615,2283.94646650504
680,615,1907.36604745502
685,615,1684.07666188708
690,615,1561.02742917631
695,615,1499.49899116395
700,615,1596.65184803528
705,615,1798.19605042207
710,615,1767.55070940807
715,615,1779.52397256567
720,615,1640.18308475955
725,615,1371.09019957183
730,615,1089.23867513768
735,615,860.234376882737
740,615,730.414337270099
745,615,644.636141078237
750,615,565.881725031927
630,620,8552.06908747829
635,620,3250.42616714164
640,620,3448.36573066157
645,620,4660.3350507735
650,620,4785.09422306762
655,620,4590.73702687655
660,620,3493.31987581614
665,620,2827.62912664801
670,620,2085.08463302599
675,620,1786.74054166401
680,620,1741.90415640477
685,620,1425.33077967798
690,620,1486.0356332841
695,620,1398.5627987393
700,620,1437.03703055609
705,620,1554.89774199592
710,620,1579.99963259842
715,620,1461.86078730151
720,620,1349.12537337192
725,620,1160.25720971379
730,620,936.989339144927
735,620,800.587008282688
740,620,618.53116798459
745,620,567.303376730117
750,620,582.21997930269
