Chan	Prompt	Decay	Fit	Residuals
1445	1	20	0	0
1446	2	33	0	0
1447	0	17	0	0
1448	0	22	0	0
1449	2	23	0	0
1450	0	20	0	0
1451	1	21	0	0
1452	0	16	0	0
1453	1	24	0	0
1454	0	19	0	0
1455	0	18	0	0
1456	2	24	0	0
1457	0	18	0	0
1458	0	14	0	0
1459	1	22	0	0
1460	0	22	0	0
1461	1	27	0	0
1462	0	24	0	0
1463	0	11	0	0
1464	1	28	0	0
1465	0	24	0	0
1466	1	22	0	0
1467	0	22	0	0
1468	0	15	0	0
1469	0	14	0	0
1470	1	29	0	0
1471	1	32	0	0
1472	1	23	0	0
1473	0	21	0	0
1474	1	11	0	0
1475	0	13	0	0
1476	0	18	0	0
1477	0	18	0	0
1478	1	25	0	0
1479	0	20	0	0
1480	1	22	0	0
1481	1	21	0	0
1482	1	15	0	0
1483	1	27	0	0
1484	1	11	0	0
1485	3	15	0	0
1486	1	16	0	0
1487	0	15	0	0
1488	1	16	0	0
1489	0	21	0	0
1490	2	16	0	0
1491	0	12	0	0
1492	0	9	0	0
1493	0	24	0	0
1494	1	26	0	0
1495	0	16	0	0
1496	3	13	0	0
1497	0	26	0	0
1498	2	20	0	0
1499	1	15	0	0
1500	0	18	0	0
1501	1	16	0	0
1502	0	15	0	0
1503	0	17	0	0
1504	2	18	0	0
1505	0	20	0	0
1506	1	15	0	0
1507	2	10	0	0
1508	0	16	0	0
1509	0	19	0	0
1510	1	25	0	0
1511	0	20	0	0
1512	2	14	0	0
1513	1	8	0	0
1514	0	25	0	0
1515	1	17	0	0
1516	0	12	0	0
1517	1	16	0	0
1518	0	12	0	0
1519	1	19	0	0
1520	0	18	0	0
1521	0	13	0	0
1522	0	11	0	0
1523	0	15	0	0
1524	1	14	0	0
1525	2	13	0	0
1526	0	9	0	0
1527	0	23	0	0
1528	2	11	0	0
1529	0	19	0	0
1530	0	15	0	0
1531	1	21	0	0
1532	0	16	0	0
1533	1	16	0	0
1534	0	9	0	0
1535	0	21	0	0
1536	3	18	0	0
1537	0	7	0	0
1538	2	16	0	0
1539	1	19	0	0
1540	1	15	0	0
1541	1	22	0	0
1542	1	12	0	0
1543	1	10	0	0
1544	0	9	0	0
1545	2	9	0	0
1546	2	11	0	0
1547	1	15	0	0
1548	2	25	0	0
1549	0	14	0	0
1550	2	14	0	0
1551	1	17	0	0
1552	0	15	0	0
1553	0	12	0	0
1554	1	10	0	0
1555	0	8	0	0
1556	1	20	0	0
1557	1	12	0	0
1558	1	11	0	0
1559	1	9	0	0
1560	1	16	0	0
1561	1	15	0	0
1562	2	11	0	0
1563	2	12	0	0
1564	3	18	0	0
1565	1	17	0	0
1566	1	15	0	0
1567	0	6	0	0
1568	1	18	0	0
1569	2	13	0	0
1570	0	15	0	0
1571	1	15	0	0
1572	1	10	0	0
1573	1	10	0	0
1574	1	7	0	0
1575	1	10	0	0
1576	0	9	0	0
1577	0	16	0	0
1578	0	16	0	0
1579	2	12	0	0
1580	2	9	0	0
1581	0	8	0	0
1582	0	13	0	0
1583	2	8	0	0
1584	0	10	0	0
1585	0	8	0	0
1586	0	10	0	0
1587	1	13	0	0
1588	2	11	0	0
1589	0	13	0	0
1590	1	17	0	0
1591	0	9	0	0
1592	1	8	0	0
1593	3	10	0	0
1594	0	9	0	0
1595	1	14	0	0
1596	1	8	0	0
1597	1	8	0	0
1598	3	9	0	0
1599	1	13	0	0
1600	0	12	0	0
1601	1	9	0	0
1602	0	14	0	0
1603	2	20	0	0
1604	2	8	0	0
1605	0	12	0	0
1606	1	8	0	0
1607	3	7	0	0
1608	1	10	0	0
1609	1	7	0	0
