Chan	Prompt	Decay	Fit	Residuals
2	0	0	0	0
3	0	0	0	0
4	0	1	0	0
5	0	0	0	0
6	0	0	0	0
7	0	1	0	0
8	0	0	0	0
9	0	0	0	0
10	0	1	0	0
11	0	1	0	0
12	0	0	0	0
13	0	0	0	0
14	0	0	0	0
15	0	0	0	0
16	0	0	0	0
17	0	1	0	0
18	0	0	0	0
19	0	0	0	0
20	0	0	0	0
21	0	0	0	0
22	0	0	0	0
23	0	0	0	0
24	0	0	0	0
25	0	0	0	0
26	0	0	0	0
27	0	0	0	0
28	0	0	0	0
29	0	0	0	0
30	0	0	0	0
31	0	0	0	0
32	0	0	0	0
33	0	0	0	0
34	0	0	0	0
35	0	2	0	0
36	1	0	0	0
37	0	0	0	0
38	0	0	0	0
39	0	0	0	0
40	0	0	0	0
41	0	0	0	0
42	0	0	0	0
43	0	0	0	0
44	0	0	0	0
45	0	0	0	0
46	0	0	0	0
47	0	0	0	0
48	0	0	0	0
49	0	0	0	0
50	0	2	0	0
51	0	1	0	0
52	0	0	0	0
53	0	0	0	0
54	0	0	0	0
55	0	0	0	0
56	0	0	0	0
57	0	0	0	0
58	0	0	0	0
59	0	0	0	0
60	0	0	0	0
61	0	0	0	0
62	0	0	0	0
63	0	0	0	0
64	0	0	0	0
65	0	0	0	0
66	1	0	0	0
67	0	0	0	0
68	0	0	0	0
69	0	0	0	0
70	0	0	0	0
71	0	1	0	0
72	0	0	0	0
73	0	0	0	0
74	0	0	0	0
75	0	1	0	0
76	0	0	0	0
77	0	1	0	0
78	0	0	0	0
79	0	0	0	0
80	0	0	0	0
81	0	0	0	0
82	0	0	0	0
83	0	0	0	0
84	0	0	0	0
85	0	0	0	0
86	0	0	0	0
87	0	0	0	0
88	0	0	0	0
89	0	0	0	0
90	0	0	0	0
91	0	0	0	0
92	0	0	0	0
93	0	0	0	0
94	0	0	0	0
95	0	0	0	0
96	0	0	0	0
97	0	0	0	0
98	0	0	0	0
99	0	0	0	0
100	0	0	0	0
101	1	0	0	0
102	0	0	0	0
103	0	0	0	0
104	0	0	0	0
105	0	0	0	0
106	0	0	0	0
107	0	0	0	0
108	0	0	0	0
109	0	0	0	0
110	0	1	0	0
111	0	0	0	0
112	0	0	0	0
113	0	0	0	0
114	0	0	0	0
115	0	0	0	0
116	0	0	0	0
117	0	0	0	0
118	0	0	0	0
119	0	0	0	0
120	0	1	0	0
121	0	0	0	0
122	0	0	0	0
123	0	0	0	0
124	0	0	0	0
125	0	1	0	0
126	0	0	0	0
127	0	1	0	0
128	0	0	0	0
129	1	0	0	0
130	0	0	0	0
131	0	0	0	0
132	0	0	0	0
133	0	0	0	0
134	0	0	0	0
135	0	0	0	0
136	0	0	0	0
137	0	0	0	0
138	0	1	0	0
139	0	0	0	0
140	0	0	0	0
141	0	0	0	0
142	0	0	0	0
143	0	0	0	0
144	0	1	0	0
145	0	0	0	0
146	0	0	0	0
147	0	0	0	0
148	0	1	0	0
149	0	0	0	0
150	0	0	0	0
151	0	0	0	0
152	0	0	0	0
153	0	0	0	0
154	0	1	0	0
155	0	0	0	0
156	0	0	0	0
157	0	0	0	0
158	0	1	0	0
159	0	0	0	0
160	0	0	0	0
161	0	0	0	0
162	0	0	0	0
163	0	0	0	0
164	0	0	0	0
165	0	0	0	0
166	0	0	0	0
167	0	0	0	0
168	0	0	0	0
169	0	1	0	0
170	0	0	0	0
171	0	0	0	0
172	0	0	0	0
173	0	0	0	0
174	0	0	0	0
175	0	0	0	0
176	0	1	0	0
177	0	0	0	0
178	0	0	0	0
179	0	0	0	0
180	0	0	0	0
181	0	0	0	0
182	0	0	0	0
183	0	1	0	0
184	0	0	0	0
185	1	0	0	0
186	0	0	0	0
187	0	0	0	0
188	1	0	0	0
189	0	0	0	0
190	0	0	0	0
191	0	1	0	0
192	0	0	0	0
193	2	0	0	0
194	0	0	0	0
195	3	1	0	0
196	4	0	0	0
197	6	0	0	0
198	7	0	0	0
199	12	1	0	0
200	15	1	0	0
201	19	3	0	0
202	29	0	0	0
203	42	2	0	0
204	50	1	0	0
205	62	3	0	0
206	99	0	0	0
207	95	2	0	0
208	138	4	0	0
209	179	9	0	0
210	255	14	0	0
211	296	13	0	0
212	453	11	0	0
213	616	26	0	0
214	843	29	0	0
215	1217	27	0	0
216	1658	55	0	0
217	2168	94	0	0
218	2940	123	0	0
219	3704	176	0	0
220	4689	216	0	0
221	5758	268	0	0
222	6559	401	0	0
223	7274	509	0	0
224	7843	611	0	0
225	7876	766	0	0
226	8028	970	0	0
227	7576	1147	0	0
228	6986	1340	0	0
229	6074	1620	0	0
230	5115	1787	0	0
231	4285	1951	0	0
232	3419	2273	0	0
233	2826	2553	0	0
234	2093	2746	0	0
235	1627	3063	0	0
236	1168	3279	0	0
237	928	3569	0	0
238	659	3734	0	0
239	487	3959	0	0
240	347	4026	0	0
241	250	4207	0	0
242	157	4374	0	0
243	131	4521	0	0
244	86	4631	0	0
245	67	4773	0	0
246	53	4785	0	0
247	30	4836	0	0
248	27	4918	0	0
249	23	4862	0	0
250	13	5006	4944.452	0.7620661
251	9	4915	4935.707	-0.2590356
252	10	4918	4920.637	-3.297974E-02
253	0	4889	4900.854	-0.1487339
254	2	4855	4877.593	-0.2845935
255	2	4883	4852.922	0.3776549
256	1	4716	4826.596	-1.415991
257	2	4798	4799.616	-2.048756E-02
258	1	4577	4772.016	-2.539023
259	2	4588	4743.804	-2.025772
260	0	4690	4715.665	-0.3296155
261	1	4722	4687.469	0.4417975
262	0	4554	4659.099	-1.372206
263	3	4496	4630.846	-1.773254
264	1	4581	4602.754	-0.2830878
265	1	4457	4574.654	-1.55473
266	0	4508	4546.789	-0.509326
267	2	4583	4519.157	0.8305955
268	0	4445	4491.755	-0.6187779
269	1	4432	4464.582	-0.4319025
270	0	4516	4437.633	1.027993
271	1	4321	4410.906	-1.208802
272	2	4492	4384.4	1.415672
273	1	4485	4358.112	1.670897
274	0	4388	4332.039	0.7459735
275	0	4410	4306.178	1.380098
276	0	4385	4280.528	1.393154
277	0	4343	4255.087	1.178658
278	0	4465	4229.852	3.104243
279	0	4313	4204.82	1.456003
280	0	4158	4179.99	-0.302063
281	0	4238	4155.359	1.123209
282	0	4401	4130.925	3.594189
283	0	4134	4106.687	0.3764043
284	0	4116	4082.641	0.4608375
285	1	4182	4058.786	1.687116
286	0	3947	4035.12	-1.246054
287	0	3994	4011.64	-0.2478065
288	0	3994	3988.346	7.942636E-02
289	1	3945	3965.234	-0.2861967
290	0	3995	3942.303	0.7401682
291	0	4002	3919.551	1.156936
292	0	3857	3896.975	-0.5725588
293	0	3858	3874.575	-0.2373725
294	0	3790	3852.348	-0.9017278
295	0	3759	3830.293	-1.035803
296	0	3774	3808.407	-0.4987936
297	0	3751	3786.689	-0.5191354
298	0	3694	3765.137	-1.043583
299	0	3736	3743.75	-0.1129787
300	0	3570	3722.525	-2.280252
301	0	3504	3701.46	-2.982669
302	0	3737	3680.556	0.8227401
303	0	3792	3659.809	1.911296
304	0	3657	3639.217	0.2623317
305	0	3663	3618.781	0.6517364
306	0	3606	3598.496	0.1115588
307	0	3658	3578.364	1.174624
308	0	3637	3558.38	1.163337
309	0	3511	3538.545	-0.4156112
310	0	3534	3518.856	0.2276734
311	0	3419	3499.313	-1.229712
312	0	3443	3479.913	-0.5630126
313	0	3509	3460.655	0.7296861
314	0	3383	3441.538	-0.9015592
315	0	3397	3422.56	-0.3927654
316	0	3481	3403.72	1.17158
317	0	3426	3385.017	0.6267992
318	0	3453	3366.449	1.318004
319	0	3393	3348.014	0.6917087
320	0	3369	3329.713	0.6064633
