No.,Pos. [°2Th.],Iobs [cts],Icalc [cts],Iback [cts],CT [s],ESD
789,24.4979,2186.0560, , ,195.2635,136.1970
790,24.5239,2325.5300, , ,195.2635,136.8647
791,24.5499,2814.2050, , ,195.2635,138.7929
792,24.5759,3031.4860, , ,195.2635,139.7269
793,24.6019,3402.8040, , ,195.2635,141.2012
794,24.6279,3494.4810, , ,195.2635,141.6244
795,24.6539,3852.4250, , ,195.2635,142.9806
796,24.6799,4229.0750, , ,195.2635,144.3888
797,24.7059,4858.6480, , ,195.2635,146.6483
798,24.7319,4836.2710, , ,195.2635,146.6676
799,24.7579,4991.0570, , ,195.2635,147.2895
800,24.7839,4992.1570, , ,195.2635,147.3883
801,24.8099,4657.1050, , ,195.2635,146.3430
802,24.8359,4517.5380, , ,195.2635,145.9615
803,24.8619,4259.8690, , ,195.2635,145.1727
804,24.8879,4459.7560, , ,195.2635,145.9555
805,24.9139,4489.3280, , ,195.2635,146.1527
806,24.9399,4690.9320, , ,195.2635,146.9362
807,24.9659,4951.4600, , ,195.2635,147.9149
808,24.9919,5323.5770, , ,195.2635,149.2614
809,25.0179,6097.6390, , ,195.2635,151.9245
810,25.0439,6669.4210, , ,195.2635,153.8858
811,25.0699,8170.6600, , ,195.2635,158.7769
812,25.0959,9950.5530, , ,195.2635,164.3266
813,25.1219,12031.3900, , ,195.2635,170.5792
814,25.1479,14488.8300, , ,195.2635,177.6736
815,25.1739,16594.4200, , ,195.2635,183.5394
816,25.1999,18251.8900, , ,195.2635,188.0356
817,25.2259,19089.8100, , ,195.2635,190.2854
818,25.2519,18516.5100, , ,195.2635,188.8079
819,25.2779,17744.7000, , ,195.2635,186.7882
820,25.3039,16865.1200, , ,195.2635,184.4545
821,25.3299,16225.1000, , ,195.2635,182.7069
822,25.3559,16045.3100, , ,195.2635,182.2097
823,25.3819,15799.0800, , ,195.2635,181.5283
824,25.4079,15084.2700, , ,195.2635,179.5441
825,25.4339,14037.2200, , ,195.2635,176.5995
826,25.4599,12243.9500, , ,195.2635,171.4423
827,25.4859,10338.8300, , ,195.2635,165.7882
828,25.5119,7975.5840, , ,195.2635,158.4955
829,25.5379,5821.7190, , ,195.2635,151.5431
830,25.5639,4093.9850, , ,195.2635,145.6766
831,25.5899,2657.6970, , ,195.2635,140.6039
832,25.6159,1706.8500, , ,195.2635,137.1229
833,25.6419,1001.5170, , ,195.2635,134.4672
834,25.6679,523.5423, , ,195.2635,132.6180
835,25.6939,201.5824, , ,195.2635,131.3379
836,25.7199,6.1688, , ,195.2635,130.5309
837,25.7459,-48.8567, , ,195.2635,130.2589
838,25.7719,18.9415, , ,195.2635,130.4578
839,25.7979,269.3877, , ,195.2635,131.3037
840,25.8239,300.2752, , ,195.2635,131.3107
841,25.8499,348.3096, , ,195.2635,131.3831
842,25.8759,393.0812, , ,195.2635,131.4430
843,25.9019,326.3992, , ,195.2635,131.0783
844,25.9279,285.9372, , ,195.2635,130.8130
845,25.9539,207.1961, , ,195.2635,130.4004
846,25.9799,136.7976, , ,195.2635,130.0186
847,26.0059,84.5225, , ,195.2635,129.7055
848,26.0319,-51.0382, , ,195.2635,129.0214
849,26.0579,-132.9974, , ,195.2635,128.5423
850,26.0839,-205.0596, , ,195.2635,128.1000
851,26.1099,-309.0815, , ,195.2635,127.5309
852,26.1359,-336.1637, , ,195.2635,127.2620
853,26.1619,-290.0768, , ,195.2635,127.2802
854,26.1879,-298.7260, , ,195.2635,127.0833
855,26.2139,-191.1776, , ,195.2635,127.3431
856,26.2399,28.1753, , ,195.2635,128.0397
857,26.2659,214.5136, , ,195.2635,128.9223
858,26.2919,557.0145, , ,195.2635,130.3990
859,26.3179,1031.7200, , ,195.2635,132.3595
860,26.3439,1693.5990, , ,195.2635,134.9865
861,26.3699,2339.2350, , ,195.2635,137.5044
862,26.3959,2868.0440, , ,195.2635,139.5589
863,26.4219,3611.3710, , ,195.2635,142.3393
864,26.4479,4170.0510, , ,195.2635,144.4285
865,26.4739,4144.4680, , ,195.2635,144.4799
866,26.4999,3844.9880, , ,195.2635,143.5304
867,26.5259,3320.9680, , ,195.2635,141.7849
868,26.5519,2681.3440, , ,195.2635,139.6043
869,26.5779,2078.7400, , ,195.2635,137.5237
870,26.6039,1346.1000, , ,195.2635,134.9301
871,26.6299,859.5463, , ,195.2635,133.2126
872,26.6559,500.4689, , ,195.2635,131.9565
873,26.6819,391.9484, , ,195.2635,131.6435
874,26.7079,308.3383, , ,195.2635,131.4245
875,26.7339,284.3501, , ,195.2635,131.3737
876,26.7599,510.7300, , ,195.2635,132.2727
877,26.7859,566.0672, , ,195.2635,132.5218
878,26.8119,411.0827, , ,195.2635,131.9760
879,26.8379,483.4758, , ,195.2635,132.2902
880,26.8639,611.9609, , ,195.2635,132.8149
881,26.8899,606.5195, , ,195.2635,132.8345
882,26.9159,471.8178, , ,195.2635,132.3666
883,26.9419,492.0937, , ,195.2635,132.4833
884,26.9679,293.4921, , ,195.2635,131.7117
885,26.9939,298.2457, , ,195.2635,131.7098
886,27.0199,295.9805, , ,195.2635,131.6813
887,27.0459,311.5531, , ,195.2635,131.7205
888,27.0719,340.8237, , ,195.2635,131.8116
889,27.0979,616.2439, , ,195.2635,132.8325
890,27.1239,794.2082, , ,195.2635,133.4810
891,27.1499,879.2714, , ,195.2635,133.7796
892,27.1759,1418.3450, , ,195.2635,135.7601
893,27.2019,1565.5940, , ,195.2635,136.2241
894,27.2279,2120.4530, , ,195.2635,138.1694
895,27.2539,2712.2620, , ,195.2635,140.2196
896,27.2799,3353.9490, , ,195.2635,142.4154
897,27.3059,4326.0800, , ,195.2635,145.7162
898,27.3319,5856.7200, , ,195.2635,150.8071
899,27.3579,7620.2550, , ,195.2635,156.4777
900,27.3839,10343.6000, , ,195.2635,164.8864
901,27.4099,13793.8500, , ,195.2635,174.9764
902,27.4359,18597.4800, , ,195.2635,188.1470
903,27.4619,24425.4900, , ,195.2635,202.9932
904,27.4879,31643.0600, , ,195.2635,220.0062
905,27.5139,39792.5800, , ,195.2635,237.7629
906,27.5399,48386.2900, , ,195.2635,255.1545
907,27.5659,55015.9100, , ,195.2635,267.7917
908,27.5919,58604.2300, , ,195.2635,274.3713
909,27.6179,59489.9900, , ,195.2635,275.9426
910,27.6439,58290.9200, , ,195.2635,273.7228
911,27.6699,53490.2400, , ,195.2635,264.7388
912,27.6959,46171.3500, , ,195.2635,250.4613
913,27.7219,38333.9100, , ,195.2635,234.2147
914,27.7479,30736.9100, , ,195.2635,217.3078
915,27.7739,23958.7600, , ,195.2635,201.0165
916,27.7999,18393.2300, , ,195.2635,186.5615
917,27.8259,14347.9900, , ,195.2635,175.2800
918,27.8519,11393.9300, , ,195.2635,166.5297
919,27.8779,9689.4790, , ,195.2635,161.2167
920,27.9039,8628.1450, , ,195.2635,157.7240
921,27.9299,7359.2210, , ,195.2635,153.4773
922,27.9559,6553.3030, , ,195.2635,150.6544
923,27.9819,5312.9220, , ,195.2635,146.3002
924,28.0079,4330.6370, , ,195.2635,142.7194
925,28.0339,3998.1930, , ,195.2635,141.3639
926,28.0599,3491.9580, , ,195.2635,139.3732
927,28.0859,3059.5400, , ,195.2635,137.6221
928,28.1119,3110.9220, , ,195.2635,137.6175
929,28.1379,2976.2570, , ,195.2635,136.8801
930,28.1639,2805.6910, , ,195.2635,136.0068
931,28.1899,2551.5240, , ,195.2635,134.8182
932,28.2159,2204.7610, , ,195.2635,133.2720
933,28.2419,1761.8920, , ,195.2635,131.3423
934,28.2679,1449.9600, , ,195.2635,129.8889
935,28.2939,1263.7670, , ,195.2635,128.9077
936,28.3199,926.5303, , ,195.2635,127.3272
937,28.3459,689.1312, , ,195.2635,126.1232
938,28.3719,496.2682, , ,195.2635,125.0306
939,28.3979,352.0803, , ,195.2635,124.1246
940,28.4239,388.4911, , ,195.2635,123.9426
941,28.4499,445.5756, , ,195.2635,123.8439
942,28.4759,246.9080, , ,195.2635,122.7074
943,28.5019,190.2470, , ,195.2635,122.1429
944,28.5279,110.9928, , ,195.2635,121.4829
945,28.5539,-24.3247, , ,195.2635,120.5870
946,28.5799,3.8096, , ,195.2635,120.3653
947,28.6059,8.6439, , ,195.2635,120.2842
948,28.6319,67.8193, , ,195.2635,120.4289
949,28.6579,278.7544, , ,195.2635,121.2011
950,28.6839,442.4616, , ,195.2635,121.7746
951,28.7099,665.2545, , ,195.2635,122.5867
952,28.7359,909.3568, , ,195.2635,123.4797
953,28.7619,1193.2860, , ,195.2635,124.5264
954,28.7879,1644.2870, , ,195.2635,126.2278
955,28.8139,2308.2050, , ,195.2635,128.7363
956,28.8399,3088.0470, , ,195.2635,131.5702
957,28.8659,4010.3880, , ,195.2635,134.8736
958,28.8919,4738.1170, , ,195.2635,137.3916
959,28.9179,5340.1540, , ,195.2635,139.4142
960,28.9439,5701.9170, , ,195.2635,140.5557
961,28.9699,5558.2750, , ,195.2635,139.8932
962,28.9959,5260.4170, , ,195.2635,138.6726
963,29.0219,4604.6070, , ,195.2635,136.1327
964,29.0479,3744.3360, , ,195.2635,132.7767
965,29.0739,2989.0480, , ,195.2635,129.7390
966,29.0999,2354.1490, , ,195.2635,127.1029
967,29.1259,1790.4920, , ,195.2635,124.6969
968,29.1519,1188.1040, , ,195.2635,122.0851
969,29.1779,813.8491, , ,195.2635,120.3675
970,29.2039,544.0863, , ,195.2635,119.0647
971,29.2299,331.1364, , ,195.2635,117.9885
972,29.2559,315.3836, , ,195.2635,117.7428
973,29.2819,42.2527, , ,195.2635,116.3962
974,29.3079,-59.5604, , ,195.2635,115.6991
975,29.3339,-97.6489, , ,195.2635,115.2745
976,29.3599,-115.0934, , ,195.2635,114.9382
977,29.3859,-159.7545, , ,195.2635,114.4821
978,29.4119,-130.8559, , ,195.2635,114.3463
979,29.4379,-27.4748, , ,195.2635,114.5359
980,29.4639,-154.0136, , ,195.2635,113.7187
981,29.4899,-62.9168, , ,195.2635,113.8555
982,29.5159,-72.0048, , ,195.2635,113.5517
983,29.5419,185.9758, , ,195.2635,114.4896
984,29.5679,56.7372, , ,195.2635,113.7300
985,29.5939,117.0510, , ,195.2635,113.8012
986,29.6199,152.8000, , ,195.2635,113.7645
987,29.6459,204.1892, , ,195.2635,113.7965
988,29.6719,238.9653, , ,195.2635,113.7554
989,29.6979,158.9600, , ,195.2635,113.2086
990,29.7239,350.8659, , ,195.2635,113.8595
991,29.7499,391.9307, , ,195.2635,113.8461
992,29.7759,482.4086, , ,195.2635,114.0495
993,29.8019,414.8369, , ,195.2635,113.5589
994,29.8279,338.1394, , ,195.2635,113.0257
995,29.8539,199.7901, , ,195.2635,112.2156
996,29.8799,108.0589, , ,195.2635,111.6087
997,29.9059,113.3724, , ,195.2635,111.4348
998,29.9319,36.7866, , ,195.2635,110.8919
999,29.9579,-36.9381, , ,195.2635,110.3593
1000,29.9839,27.7484, , ,195.2635,110.4525
1001,30.0099,1.9000, , ,195.2635,110.1406
1002,30.0359,-11.6341, , ,195.2635,109.8839
1003,30.0619,-127.4578, , ,195.2635,109.1591
1004,30.0879,-180.9890, , ,195.2635,108.7163
1005,30.1139,-53.2365, , ,195.2635,109.1056
1006,30.1399,102.2470, , ,195.2635,109.6202
1007,30.1659,68.6396, , ,195.2635,109.2704
1008,30.1919,159.5484, , ,195.2635,109.4897
1009,30.2179,148.3481, , ,195.2635,109.2422
1010,30.2439,197.4416, , ,195.2635,109.2703
1011,30.2699,255.4430, , ,195.2635,109.3392
1012,30.2959,-10.3860, , ,195.2635,107.9179
1013,30.3219,136.3864, , ,195.2635,108.3979
1014,30.3479,141.8337, , ,195.2635,108.2248
1015,30.3739,122.6969, , ,195.2635,107.9376
1016,30.3999,120.2337, , ,195.2635,107.7271
1017,30.4259,169.4763, , ,195.2635,107.7563
1018,30.4519,148.9994, , ,195.2635,107.4616
1019,30.4779,173.4761, , ,195.2635,107.2978
1020,30.5039,93.8360, , ,195.2635,106.6466
1021,30.5299,157.5228, , ,195.2635,106.6655
1022,30.5559,118.6951, , ,195.2635,106.2028
1023,30.5819,14.8147, , ,195.2635,105.4300
1024,30.6079,101.8419, , ,195.2635,105.5597
1025,30.6339,-78.7887, , ,195.2635,104.4153
1026,30.6599,-62.7573, , ,195.2635,104.2061
1027,30.6859,69.7668, , ,195.2635,104.5551
1028,30.7119,11.0691, , ,195.2635,104.1322
1029,30.7379,-26.0020, , ,195.2635,103.8118
1030,30.7639,7.4413, , ,195.2635,103.8305
1031,30.7899,11.2082, , ,195.2635,103.7062
1032,30.8159,-12.5767, , ,195.2635,103.4488
1033,30.8419,-115.9989, , ,195.2635,102.8040
1034,30.8679,-9.4762, , ,195.2635,103.1777
1035,30.8939,-59.3477, , ,195.2635,102.7921
1036,30.9199,-64.4325, , ,195.2635,102.6234
1037,30.9459,87.9825, , ,195.2635,103.3595
1038,30.9719,108.6044, , ,195.2635,103.4553
1039,30.9979,144.6956, , ,195.2635,103.6257
1040,31.0239,144.5459, , ,195.2635,103.6211
1041,31.0499,153.4356, , ,195.2635,103.6601
1042,31.0759,28.5587, , ,195.2635,103.0521
1043,31.1019,33.9170, , ,195.2635,103.0741
1044,31.1279,57.2401, , ,195.2635,103.1833
1045,31.1539,66.6911, , ,195.2635,103.2252
1046,31.1799,69.7543, , ,195.2635,103.2361
1047,31.2059,70.8179, , ,195.2635,103.2374
1048,31.2319,124.6152, , ,195.2635,103.4937
1049,31.2579,95.9271, , ,195.2635,103.3511
1050,31.2839,127.8447, , ,195.2635,103.5015
1051,31.3099,199.6009, , ,195.2635,103.8437
1052,31.3359,272.6546, , ,195.2635,104.1910
1053,31.3619,299.1903, , ,195.2635,104.3144
1054,31.3879,364.5425, , ,195.2635,104.6233
1055,31.4139,402.5559, , ,195.2635,104.7410
1056,31.4399,415.6618, , ,195.2635,104.7396
1057,31.4659,519.7640, , ,195.2635,105.1718
1058,31.4919,574.7297, , ,195.2635,105.3692
1059,31.5179,553.1993, , ,195.2635,105.2034
1060,31.5439,536.5966, , ,195.2635,105.0608
1061,31.5699,534.6349, , ,195.2635,104.9877
1062,31.5959,514.4429, , ,195.2635,104.8276
1063,31.6219,450.8134, , ,195.2635,104.4596
1064,31.6479,417.9374, , ,195.2635,104.1876
1065,31.6739,415.3787, , ,195.2635,104.0606
1066,31.6999,275.9520, , ,195.2635,103.2729
1067,31.7259,96.9795, , ,195.2635,102.2860
1068,31.7519,62.9622, , ,195.2635,102.0025
1069,31.7779,39.5769, , ,195.2635,101.7705
1070,31.8039,-26.1802, , ,195.2635,101.3292
1071,31.8299,-58.0867, , ,195.2635,101.0535
1072,31.8559,23.8449, , ,195.2635,101.3402
1073,31.8819,35.6498, , ,195.2635,101.1988
1074,31.9079,77.6234, , ,195.2635,101.2064
1075,31.9339,-23.2262, , ,195.2635,100.5059
1076,31.9599,28.9161, , ,195.2635,100.5641
1077,31.9859,23.6194, , ,195.2635,100.3364
1078,32.0119,28.8232, , ,195.2635,100.1607
1079,32.0379,3.6029, , ,195.2635,99.8323
1080,32.0639,41.9493, , ,195.2635,99.8218
1081,32.0899,2.6651, , ,195.2635,99.4217
1082,32.1159,-13.4363, , ,195.2635,99.0797
1083,32.1419,-46.4882, , ,195.2635,98.6507
1084,32.1679,-62.5175, , ,195.2635,98.3064
1085,32.1939,-58.3100, , ,195.2635,98.0642
1086,32.2199,-3.8960, , ,195.2635,98.0776
1087,32.2459,-36.0846, , ,195.2635,97.6486
1088,32.2719,25.1784, , ,195.2635,97.6972
1089,32.2979,-57.5694, , ,195.2635,97.0062
1090,32.3239,57.7358, , ,195.2635,97.3331
1091,32.3499,-47.7532, , ,195.2635,96.6622
1092,32.3759,19.1486, , ,195.2635,96.8804
1093,32.4019,-32.4070, , ,195.2635,96.4862
1094,32.4279,31.0004, , ,195.2635,96.6868
1095,32.4539,61.1802, , ,195.2635,96.7153
1096,32.4799,75.5280, , ,195.2635,96.6619
1097,32.5059,-38.6443, , ,195.2635,95.9411
1098,32.5319,-63.1695, , ,195.2635,95.6844
1099,32.5579,81.6029, , ,195.2635,96.3099
1100,32.5839,-39.4114, , ,195.2635,95.7092
1101,32.6099,9.6268, , ,195.2635,95.9946
1102,32.6359,118.0456, , ,195.2635,96.5870
1103,32.6619,125.1631, , ,195.2635,96.6531
1104,32.6879,2.2603, , ,195.2635,96.0447
1105,32.7139,27.0674, , ,195.2635,96.2033
1106,32.7399,104.7155, , ,195.2635,96.6353
1107,32.7659,11.9563, , ,195.2635,96.1836
1108,32.7919,142.0442, , ,195.2635,96.8868
1109,32.8179,95.6364, , ,195.2635,96.6248
1110,32.8439,91.8349, , ,195.2635,96.5830
1111,32.8699,200.4601, , ,195.2635,97.1217
1112,32.8959,89.8647, , ,195.2635,96.5285
1113,32.9219,97.9255, , ,195.2635,96.5481
1114,32.9479,201.7513, , ,195.2635,97.0623
1115,32.9739,176.3244, , ,195.2635,96.9091
1116,32.9999,213.1737, , ,195.2635,97.0770
1117,33.0259,104.7259, , ,195.2635,96.4947
1118,33.0519,126.3432, , ,195.2635,96.5845
1119,33.0779,155.5474, , ,195.2635,96.7135
1120,33.1039,135.0857, , ,195.2635,96.5855
1121,33.1299,70.4719, , ,195.2635,96.2282
1122,33.1559,92.5461, , ,195.2635,96.3206
1123,33.1819,10.1606, , ,195.2635,95.8697
1124,33.2079,90.4866, , ,195.2635,96.2655
1125,33.2339,31.6297, , ,195.2635,95.9370
1126,33.2599,-18.4908, , ,195.2635,95.6531
1127,33.2859,-76.0942, , ,195.2635,95.3998
1128,33.3119,57.8036, , ,195.2635,96.1470
1129,33.3379,54.8316, , ,195.2635,96.1795
1130,33.3639,54.7562, , ,195.2635,96.2270
1131,33.3899,41.1615, , ,195.2635,96.2043
1132,33.4159,97.9272, , ,195.2635,96.5467
1133,33.4419,24.2129, , ,195.2635,96.2121
1134,33.4679,-13.6779, , ,195.2635,96.0630
1135,33.4939,96.2355, , ,195.2635,96.6811
1136,33.5199,139.7811, , ,195.2635,96.9536
1137,33.5459,155.7903, , ,195.2635,97.0836
1138,33.5719,229.5358, , ,195.2635,97.5100
1139,33.5979,293.4713, , ,195.2635,97.8844
1140,33.6239,315.9577, , ,195.2635,98.0463
1141,33.6499,273.1756, , ,195.2635,97.8750
1142,33.6759,270.9754, , ,195.2635,97.9108
1143,33.7019,286.6781, , ,195.2635,98.0380
1144,33.7279,190.8424, , ,195.2635,97.5953
1145,33.7539,180.3929, , ,195.2635,97.5042
1146,33.7799,196.3389, , ,195.2635,97.5483
1147,33.8059,60.7757, , ,195.2635,96.8131
1148,33.8319,14.4213, , ,195.2635,96.5354
1149,33.8579,51.5239, , ,195.2635,96.6895
1150,33.8839,12.7031, , ,195.2635,96.4505
1151,33.9099,24.3084, , ,195.2635,96.4727
1152,33.9359,7.9600, , ,195.2635,96.3498
1153,33.9619,-13.5775, , ,195.2635,96.1999
1154,33.9879,8.8050, , ,195.2635,96.2603
1155,34.0139,53.7690, , ,195.2635,96.4378
1156,34.0399,118.0132, , ,195.2635,96.7147
1157,34.0659,164.8530, , ,195.2635,96.9011
1158,34.0919,299.9043, , ,195.2635,97.5403
1159,34.1179,475.0150, , ,195.2635,98.3792
1160,34.1439,581.6920, , ,195.2635,98.8655
1161,34.1699,727.5864, , ,195.2635,99.5466
1162,34.1959,983.3590, , ,195.2635,100.7698
1163,34.2219,1249.6780, , ,195.2635,101.9772
1164,34.2479,1570.5400, , ,195.2635,103.4346
1165,34.2739,1819.6190, , ,195.2635,104.5288
1166,34.2999,1936.3310, , ,195.2635,104.9832
1167,34.3259,2063.0030, , ,195.2635,105.4829
1168,34.3519,1869.6420, , ,195.2635,104.4594
1169,34.3779,1556.3760, , ,195.2635,102.8445
1170,34.4039,1342.1980, , ,195.2635,101.6922
1171,34.4299,1028.9360, , ,195.2635,100.0326
1172,34.4559,687.3798, , ,195.2635,98.2011
1173,34.4819,479.6323, , ,195.2635,97.0268
1174,34.5079,401.8369, , ,195.2635,96.5137
1175,34.5339,312.1030, , ,195.2635,95.9357
1176,34.5599,191.6518, , ,195.2635,95.1929
1177,34.5859,53.4891, , ,195.2635,94.3505
1178,34.6119,105.4825, , ,195.2635,94.5119
1179,34.6379,6.1456, , ,195.2635,93.8704
1180,34.6639,0.8229, , ,195.2635,93.7274
1181,34.6899,-17.6848, , ,195.2635,93.5352
1182,34.7159,14.5584, , ,195.2635,93.6141
1183,34.7419,-10.2906, , ,195.2635,93.3878
1184,34.7679,56.2723, , ,195.2635,93.6502
1185,34.7939,47.6983, , ,195.2635,93.5110
1186,34.8199,152.6924, , ,195.2635,93.9777
1187,34.8459,247.5067, , ,195.2635,94.3883
1188,34.8719,373.8395, , ,195.2635,94.9632
1189,34.8979,441.5478, , ,195.2635,95.2273
1190,34.9239,651.6524, , ,195.2635,96.2334
1191,34.9499,671.1870, , ,195.2635,96.2440
1192,34.9759,804.8165, , ,195.2635,96.8456
1193,35.0019,824.1834, , ,195.2635,96.8553
1194,35.0279,887.3833, , ,195.2635,97.0911
1195,35.0539,773.1195, , ,195.2635,96.4102
1196,35.0799,634.3025, , ,195.2635,95.5962
1197,35.1059,416.6944, , ,195.2635,94.3586
1198,35.1319,388.0950, , ,195.2635,94.1141
1199,35.1579,435.1553, , ,195.2635,94.2216
1200,35.1839,277.2037, , ,195.2635,93.2359
1201,35.2099,258.8385, , ,195.2635,92.9933
1202,35.2359,121.8979, , ,195.2635,92.1086
1203,35.2619,50.1217, , ,195.2635,91.5718
1204,35.2879,-25.4684, , ,195.2635,91.0109
1205,35.3139,34.3209, , ,195.2635,91.1919
1206,35.3399,145.3112, , ,195.2635,91.6522
1207,35.3659,-66.2281, , ,195.2635,90.3425
1208,35.3919,-26.9182, , ,195.2635,90.3436
1209,35.4179,-68.8463, , ,195.2635,89.8940
1210,35.4439,-48.8246, , ,195.2635,89.7878
1211,35.4699,-13.4278, , ,195.2635,89.7671
1212,35.4959,-95.5338, , ,195.2635,89.0893
1213,35.5219,-86.4057, , ,195.2635,88.9209
1214,35.5479,-10.1946, , ,195.2635,89.1293
1215,35.5739,19.1073, , ,195.2635,89.0742
1216,35.5999,-32.7445, , ,195.2635,88.5622
1217,35.6259,-4.6560, , ,195.2635,88.6091
1218,35.6519,55.8071, , ,195.2635,88.8383
1219,35.6779,-29.0856, , ,195.2635,88.2473
1220,35.7039,60.2460, , ,195.2635,88.6405
1221,35.7299,86.6313, , ,195.2635,88.6777
1222,35.7559,100.0165, , ,195.2635,88.6417
1223,35.7819,8.7535, , ,195.2635,88.0131
1224,35.8079,-48.6300, , ,195.2635,87.5737
1225,35.8339,-19.6081, , ,195.2635,87.6264
1226,35.8599,32.5073, , ,195.2635,87.8158
1227,35.8859,54.7639, , ,195.2635,87.8350
1228,35.9119,81.0438, , ,195.2635,87.8771
1229,35.9379,16.3346, , ,195.2635,87.4001
1230,35.9639,-87.6134, , ,195.2635,86.6945
1231,35.9899,5.5508, , ,195.2635,87.1219
1232,36.0159,13.2859, , ,195.2635,87.0578
1233,36.0419,6.8259, , ,195.2635,86.9121
1234,36.0679,-31.1531, , ,195.2635,86.5843
1235,36.0939,-14.8753, , ,195.2635,86.6013
1236,36.1199,67.9862, , ,195.2635,87.0018
1237,36.1459,20.7454, , ,195.2635,86.6530
1238,36.1719,86.0999, , ,195.2635,86.9527
1239,36.1979,-1.4046, , ,195.2635,86.3709
1240,36.2239,38.3667, , ,195.2635,86.5238
1241,36.2499,62.2849, , ,195.2635,86.5849
1242,36.2759,-23.0723, , ,195.2635,86.0131
1243,36.3019,-10.9995, , ,195.2635,86.0058
1244,36.3279,12.5822, , ,195.2635,86.1131
1245,36.3539,-7.8467, , ,195.2635,85.9647
1246,36.3799,75.8299, , ,195.2635,86.4205
1247,36.4059,81.4844, , ,195.2635,86.4236
1248,36.4319,32.9804, , ,195.2635,86.1129
1249,36.4579,117.6179, , ,195.2635,86.5734
1250,36.4839,127.7040, , ,195.2635,86.6021
1251,36.5099,5.1688, , ,195.2635,85.8620
1252,36.5359,34.5111, , ,195.2635,86.0030
1253,36.5619,134.3711, , ,195.2635,86.5521
1254,36.5879,76.3390, , ,195.2635,86.1865
1255,36.6139,129.7477, , ,195.2635,86.4663
1256,36.6399,110.8252, , ,195.2635,86.3272
1257,36.6659,62.3476, , ,195.2635,86.0162
1258,36.6919,66.4796, , ,195.2635,86.0105
1259,36.7179,86.1009, , ,195.2635,86.0948
1260,36.7439,52.7114, , ,195.2635,85.8710
1261,36.7699,-47.8738, , ,195.2635,85.2533
1262,36.7959,-41.0474, , ,195.2635,85.2568
1263,36.8219,2.7223, , ,195.2635,85.4768
1264,36.8479,-56.5471, , ,195.2635,85.0928
1265,36.8739,-104.1615, , ,195.2635,84.7759
1266,36.8999,-74.7656, , ,195.2635,84.9124
1267,36.9259,-102.0221, , ,195.2635,84.7151
1268,36.9519,-113.0545, , ,195.2635,84.6132
1269,36.9779,-105.8301, , ,195.2635,84.6191
1270,37.0039,-27.4130, , ,195.2635,85.0446
1271,37.0299,128.7551, , ,195.2635,86.0037
1272,37.0559,132.1194, , ,195.2635,86.0691
1273,37.0819,-1.1707, , ,195.2635,85.3375
1274,37.1079,38.5873, , ,195.2635,85.6163
1275,37.1339,138.0743, , ,195.2635,86.2411
1276,37.1599,84.3813, , ,195.2635,85.9751
1277,37.1859,2.1455, , ,195.2635,85.5416
1278,37.2119,74.9341, , ,195.2635,86.0119
1279,37.2379,201.9910, , ,195.2635,86.7928
1280,37.2639,178.0581, , ,195.2635,86.7003
1281,37.2899,129.3286, , ,195.2635,86.4645
1282,37.3159,39.8331, , ,195.2635,85.9913
1283,37.3419,73.6431, , ,195.2635,86.2334
1284,37.3679,15.0507, , ,195.2635,85.9389
1285,37.3939,123.3608, , ,195.2635,86.6123
1286,37.4199,40.1673, , ,195.2635,86.1765
1287,37.4459,19.9316, , ,195.2635,86.1048
1288,37.4719,0.0265, , ,195.2635,86.0350
1289,37.4979,-7.4501, , ,195.2635,85.9812
1290,37.5239,-49.4404, , ,195.2635,85.7263
1291,37.5499,-83.6846, , ,195.2635,85.5160
1292,37.5759,-18.4831, , ,195.2635,85.8860
1293,37.6019,-2.3330, , ,195.2635,85.9696
1294,37.6279,-51.9716, , ,195.2635,85.6701
1295,37.6539,-8.4546, , ,195.2635,85.9133
1296,37.6799,24.2037, , ,195.2635,86.0929
1297,37.7059,46.0573, , ,195.2635,86.2094
1298,37.7319,49.1688, , ,195.2635,86.2171
1299,37.7579,144.4427, , ,195.2635,86.7576
1300,37.7839,159.1122, , ,195.2635,86.8319
1301,37.8099,276.8355, , ,195.2635,87.4970
1302,37.8359,151.1182, , ,195.2635,86.7654
1303,37.8619,200.3909, , ,195.2635,87.0386
1304,37.8879,213.7732, , ,195.2635,87.1053
1305,37.9139,80.3469, , ,195.2635,86.3257
1306,37.9399,112.5065, , ,195.2635,86.5015
1307,37.9659,73.1605, , ,195.2635,86.2093
1308,37.9919,114.1583, , ,195.2635,86.3825
1309,38.0179,89.8889, , ,195.2635,86.1775
1310,38.0439,104.5791, , ,195.2635,86.1982
1311,38.0699,137.6948, , ,195.2635,86.3258
1312,38.0959,84.8358, , ,195.2635,85.9545
1313,38.1219,25.5505, , ,195.2635,85.5440
1314,38.1479,-59.9224, , ,195.2635,84.9776
1315,38.1739,36.3449, , ,195.2635,85.4772
1316,38.1999,24.0006, , ,195.2635,85.3138
1317,38.2259,-13.7028, , ,195.2635,85.0011
1318,38.2519,-85.0902, , ,195.2635,84.4881
1319,38.2779,-69.0278, , ,195.2635,84.4911
1320,38.3039,-59.1733, , ,195.2635,84.4574
1321,38.3299,-35.9644, , ,195.2635,84.5027
1322,38.3559,-13.1404, , ,195.2635,84.5457
1323,38.3819,-67.3090, , ,195.2635,84.1323
1324,38.4079,40.2545, , ,195.2635,84.6774
