No.,Pos. [°2Th.],Iobs [cts],Icalc [cts],Iback [cts],CT [s],ESD
54,5.3879,-6.2511, , ,195.2635,200.2997
55,5.4139,6.6259, , ,195.2635,199.5360
56,5.4399,-61.1552, , ,195.2635,198.7823
57,5.4659,-134.7407, , ,195.2635,198.0110
58,5.4919,-221.2111, , ,195.2635,197.2041
59,5.5179,-228.6303, , ,195.2635,196.5950
60,5.5439,-120.5270, , ,195.2635,196.2785
61,5.5699,78.3676, , ,195.2635,196.1930
62,5.5959,-80.4442, , ,195.2635,195.1934
63,5.6219,-143.3734, , ,195.2635,194.4353
64,5.6479,61.6572, , ,195.2635,194.3648
65,5.6739,15.8366, , ,195.2635,193.8735
66,5.6999,-2.4334, , ,195.2635,193.4523
67,5.7259,-154.3042, , ,195.2635,192.6838
68,5.7519,-70.5584, , ,195.2635,192.5250
69,5.7779,16.1044, , ,195.2635,192.3738
70,5.8039,-82.8846, , ,195.2635,191.7388
71,5.8299,-100.8503, , ,195.2635,191.3137
72,5.8559,-35.4184, , ,195.2635,191.1059
73,5.8819,-51.0789, , ,195.2635,190.6854
74,5.9079,69.9223, , ,195.2635,190.7515
75,5.9339,19.3715, , ,195.2635,190.3676
76,5.9599,130.2104, , ,195.2635,190.4071
77,5.9859,-144.9076, , ,195.2635,189.4307
78,6.0119,-151.9849, , ,195.2635,189.1590
79,6.0379,-26.8178, , ,195.2635,189.2367
80,6.0639,21.8215, , ,195.2635,189.1121
81,6.0899,-66.9708, , ,195.2635,188.6235
82,6.1159,-64.6799, , ,195.2635,188.3755
83,6.1419,84.6873, , ,195.2635,188.6768
84,6.1679,116.1288, , ,195.2635,188.6653
85,6.1939,194.7873, , ,195.2635,188.7789
86,6.2199,274.1835, , ,195.2635,188.8945
87,6.2459,669.0333, , ,195.2635,189.8426
88,6.2719,957.2458, , ,195.2635,190.5063
89,6.2979,1714.7190, , ,195.2635,192.3911
90,6.3239,2646.5900, , ,195.2635,194.7061
91,6.3499,3823.9310, , ,195.2635,197.6159
92,6.3759,5305.5440, , ,195.2635,201.2104
93,6.4019,7542.6370, , ,195.2635,206.5785
94,6.4279,9985.9840, , ,195.2635,212.2970
95,6.4539,12778.3400, , ,195.2635,218.6649
96,6.4799,14848.8800, , ,195.2635,223.2417
97,6.5059,15976.1100, , ,195.2635,225.6458
98,6.5319,15436.1300, , ,195.2635,224.3391
99,6.5579,13369.2300, , ,195.2635,219.5748
100,6.5839,10620.6600, , ,195.2635,213.1115
101,6.6099,7349.4320, , ,195.2635,205.1456
102,6.6359,4945.1180, , ,195.2635,199.0473
103,6.6619,3307.4040, , ,195.2635,194.7345
104,6.6879,2465.1580, , ,195.2635,192.4025
105,6.7139,2031.3310, , ,195.2635,191.1134
106,6.7399,1895.1960, , ,195.2635,190.5980
107,6.7659,1549.4070, , ,195.2635,189.5290
108,6.7919,1636.4460, , ,195.2635,189.5988
109,6.8179,1426.3550, , ,195.2635,188.8837
110,6.8439,1284.6910, , ,195.2635,188.3476
111,6.8699,1200.1810, , ,195.2635,187.9620
112,6.8959,1437.2170, , ,195.2635,188.4308
113,6.9219,1249.3200, , ,195.2635,187.7704
114,6.9479,1440.4650, , ,195.2635,188.1177
115,6.9739,1527.0520, , ,195.2635,188.1869
116,6.9999,1385.7150, , ,195.2635,187.6496
117,7.0259,1239.8730, , ,195.2635,187.0988
118,7.0519,1499.4550, , ,195.2635,187.6299
119,7.0779,1491.7320, , ,195.2635,187.4143
120,7.1039,1068.7360, , ,195.2635,186.0860
121,7.1299,1069.5570, , ,195.2635,185.8917
122,7.1559,1037.9460, , ,195.2635,185.6098
123,7.1819,1102.3260, , ,195.2635,185.5862
124,7.2079,1103.0730, , ,195.2635,185.3911
125,7.2339,1021.6170, , ,195.2635,184.9738
126,7.2599,974.4263, , ,195.2635,184.6483
127,7.2859,923.6085, , ,195.2635,184.3124
128,7.3119,682.2071, , ,195.2635,183.4222
129,7.3379,538.8840, , ,195.2635,182.7961
130,7.3639,746.7786, , ,195.2635,183.1293
131,7.3899,711.0858, , ,195.2635,182.7969
132,7.4159,682.9743, , ,195.2635,182.4847
133,7.4419,672.1817, , ,195.2635,182.2194
134,7.4679,623.2165, , ,195.2635,181.8488
135,7.4939,480.0174, , ,195.2635,181.2176
136,7.5199,483.5146, , ,195.2635,180.9900
137,7.5459,657.0851, , ,195.2635,181.1942
138,7.5719,650.4100, , ,195.2635,180.9006
139,7.5979,406.0985, , ,195.2635,179.9475
140,7.6239,418.2625, , ,195.2635,179.7044
141,7.6499,397.1079, , ,195.2635,179.3680
142,7.6759,486.3336, , ,195.2635,179.3391
143,7.7019,789.8351, , ,195.2635,179.9066
144,7.7279,1173.3590, , ,195.2635,180.6939
145,7.7539,1742.3120, , ,195.2635,181.9880
146,7.7799,2561.1360, , ,195.2635,183.9123
147,7.8059,3489.4460, , ,195.2635,186.1111
148,7.8319,4960.7320, , ,195.2635,189.7206
149,7.8579,6689.1320, , ,195.2635,193.9267
150,7.8839,8735.9930, , ,195.2635,198.8460
151,7.9099,10799.2700, , ,195.2635,203.6867
152,7.9359,11907.9300, , ,195.2635,206.1122
153,7.9619,12004.4400, , ,195.2635,206.0680
154,7.9879,11190.7700, , ,195.2635,203.8029
155,8.0139,9446.4860, , ,195.2635,199.1547
156,8.0399,6860.3180, , ,195.2635,192.2177
157,8.0659,4380.3920, , ,195.2635,185.3078
158,8.0919,2647.4850, , ,195.2635,180.2146
159,8.1179,1468.9680, , ,195.2635,176.5504
160,8.1439,969.0900, , ,195.2635,174.7609
161,8.1699,781.0858, , ,195.2635,173.8523
162,8.1959,555.5864, , ,195.2635,172.8304
163,8.2219,357.6165, , ,195.2635,171.8826
164,8.2479,254.0054, , ,195.2635,171.1692
165,8.2739,135.4772, , ,195.2635,170.4091
166,8.2999,39.9314, , ,195.2635,169.7133
167,8.3259,161.5591, , ,195.2635,169.6559
168,8.3519,179.1840, , ,195.2635,169.2916
169,8.3779,150.1964, , ,195.2635,168.7884
170,8.4039,-27.2163, , ,195.2635,167.8422
171,8.4299,-50.8006, , ,195.2635,167.3509
172,8.4559,-45.4233, , ,195.2635,166.9448
173,8.4819,67.5435, , ,195.2635,166.9171
174,8.5079,100.7173, , ,195.2635,166.6502
175,8.5339,76.8319, , ,195.2635,166.2112
176,8.5599,11.4508, , ,195.2635,165.6459
177,8.5859,50.2585, , ,195.2635,165.3939
178,8.6119,-59.2145, , ,195.2635,164.6920
179,8.6379,-84.3513, , ,195.2635,164.2440
180,8.6639,62.6390, , ,195.2635,164.3194
181,8.6899,15.0962, , ,195.2635,163.8020
182,8.7159,18.0475, , ,195.2635,163.5224
183,8.7419,-96.0711, , ,195.2635,162.8833
184,8.7679,12.7771, , ,195.2635,162.9275
185,8.7939,106.0681, , ,195.2635,162.9238
186,8.8199,112.0568, , ,195.2635,162.6521
187,8.8459,84.7649, , ,195.2635,162.2773
188,8.8719,-14.1999, , ,195.2635,161.6802
189,8.8979,254.8657, , ,195.2635,162.2193
190,8.9239,418.2997, , ,195.2635,162.4317
191,8.9499,300.6891, , ,195.2635,161.7505
192,8.9759,741.1571, , ,195.2635,162.7896
193,9.0019,1038.3760, , ,195.2635,163.3844
194,9.0279,1914.0070, , ,195.2635,165.7313
195,9.0539,2946.8430, , ,195.2635,168.5126
196,9.0799,4394.0420, , ,195.2635,172.4542
197,9.1059,5855.0040, , ,195.2635,176.3468
198,9.1319,6727.5950, , ,195.2635,178.5149
199,9.1579,8065.8010, , ,195.2635,181.9411
200,9.1839,8016.0400, , ,195.2635,181.5202
201,9.2099,7267.9250, , ,195.2635,179.1598
202,9.2359,5975.4780, , ,195.2635,175.2215
203,9.2619,4248.9100, , ,195.2635,169.9199
204,9.2879,2772.7070, , ,195.2635,165.2070
205,9.3139,1816.2540, , ,195.2635,161.9681
206,9.3399,1141.7750, , ,195.2635,159.5493
207,9.3659,524.2576, , ,195.2635,157.2744
208,9.3919,154.5316, , ,195.2635,155.7635
209,9.4179,279.0079, , ,195.2635,155.8037
210,9.4439,237.0015, , ,195.2635,155.3087
211,9.4699,-26.3763, , ,195.2635,154.0956
212,9.4959,32.8782, , ,195.2635,153.9245
213,9.5219,98.4160, , ,195.2635,153.7736
214,9.5479,130.3028, , ,195.2635,153.5129
215,9.5739,-134.6531, , ,195.2635,152.2803
216,9.5999,48.7032, , ,195.2635,152.5145
217,9.6259,-0.0048, , ,195.2635,151.9868
218,9.6519,9.0163, , ,195.2635,151.7627
219,9.6779,-11.5564, , ,195.2635,151.4405
220,9.7039,-35.1145, , ,195.2635,151.1078
221,9.7299,-23.0380, , ,195.2635,150.8924
222,9.7559,115.9849, , ,195.2635,151.0974
223,9.7819,33.5170, , ,195.2635,150.5684
224,9.8079,55.4409, , ,195.2635,150.3850
225,9.8339,42.3641, , ,195.2635,150.0849
226,9.8599,-95.3224, , ,195.2635,149.3676
227,9.8859,68.0965, , ,195.2635,149.7171
228,9.9119,-71.3154, , ,195.2635,149.0534
229,9.9379,19.3683, , ,195.2635,149.1600
230,9.9639,35.5903, , ,195.2635,149.0169
231,9.9899,-87.6322, , ,195.2635,148.4046
232,10.0159,-23.5929, , ,195.2635,148.4219
233,10.0419,52.3588, , ,195.2635,148.4794
234,10.0679,-100.5344, , ,195.2635,147.7645
235,10.0939,-112.2332, , ,195.2635,147.5255
236,10.1199,166.5464, , ,195.2635,148.2183
237,10.1459,344.5693, , ,195.2635,148.5691
238,10.1719,626.1594, , ,195.2635,149.2665
239,10.1979,832.8334, , ,195.2635,149.7106
240,10.2239,1136.7490, , ,195.2635,150.4769
241,10.2499,1117.5500, , ,195.2635,150.1673
242,10.2759,921.5152, , ,195.2635,149.2658
243,10.3019,740.3301, , ,195.2635,148.4090
244,10.3279,612.0353, , ,195.2635,147.7262
245,10.3539,501.9610, , ,195.2635,147.1023
246,10.3799,365.7491, , ,195.2635,146.3864
247,10.4059,166.5035, , ,195.2635,145.4505
248,10.4319,-19.3062, , ,195.2635,144.5550
249,10.4579,-23.4142, , ,195.2635,144.2849
250,10.4839,-29.8323, , ,195.2635,144.0064
251,10.5099,-16.7033, , ,195.2635,143.7953
252,10.5359,39.7497, , ,195.2635,143.7346
253,10.5619,-4.8751, , ,195.2635,143.3218
254,10.5879,-60.3162, , ,195.2635,142.9348
255,10.6139,8.3605, , ,195.2635,142.9814
256,10.6399,104.6039, , ,195.2635,143.1244
257,10.6659,-14.5056, , ,195.2635,142.5137
258,10.6919,-129.3466, , ,195.2635,141.9154
259,10.7179,-68.1284, , ,195.2635,141.9362
260,10.7439,-10.0772, , ,195.2635,141.9457
261,10.7699,48.9595, , ,195.2635,141.9588
262,10.7959,33.8656, , ,195.2635,141.7105
263,10.8219,-5.9708, , ,195.2635,141.3621
264,10.8479,-150.7527, , ,195.2635,140.6403
265,10.8739,-236.2529, , ,195.2635,140.1264
266,10.8999,-69.1448, , ,195.2635,140.5124
267,10.9259,-85.7088, , ,195.2635,140.2441
268,10.9519,-169.6868, , ,195.2635,139.7342
269,10.9779,-74.2882, , ,195.2635,139.8652
270,11.0039,105.5231, , ,195.2635,140.2972
271,11.0299,260.2609, , ,195.2635,140.6388
272,11.0559,367.2079, , ,195.2635,140.8099
273,11.0819,572.5246, , ,195.2635,141.3293
274,11.1079,1286.0100, , ,195.2635,143.6269
275,11.1339,1993.5180, , ,195.2635,145.8678
276,11.1599,2621.3020, , ,195.2635,147.8053
277,11.1859,3189.8350, , ,195.2635,149.5198
278,11.2119,3421.2050, , ,195.2635,150.0958
279,11.2379,3355.8710, , ,195.2635,149.6818
280,11.2639,3093.7680, , ,195.2635,148.6061
281,11.2899,2442.9500, , ,195.2635,146.1713
282,11.3159,1804.5870, , ,195.2635,143.7387
283,11.3419,1131.3060, , ,195.2635,141.1405
284,11.3679,678.2562, , ,195.2635,139.2864
285,11.3939,270.7023, , ,195.2635,137.5727
286,11.4199,344.2992, , ,195.2635,137.5971
287,11.4459,25.4177, , ,195.2635,136.1881
288,11.4719,20.3233, , ,195.2635,135.9236
289,11.4979,75.5458, , ,195.2635,135.8806
290,11.5239,-6.5969, , ,195.2635,135.3902
291,11.5499,-79.8680, , ,195.2635,134.9309
292,11.5759,-89.4496, , ,195.2635,134.7067
293,11.6019,152.8120, , ,195.2635,135.4151
294,11.6279,119.3505, , ,195.2635,135.1033
295,11.6539,-6.5666, , ,195.2635,134.4474
296,11.6799,-30.4289, , ,195.2635,134.1691
297,11.7059,57.9505, , ,195.2635,134.3087
298,11.7319,-5.3948, , ,195.2635,133.8828
299,11.7579,-66.7363, , ,195.2635,133.5454
300,11.7839,37.9353, , ,195.2635,133.8288
301,11.8099,258.8280, , ,195.2635,134.5443
302,11.8359,-0.9134, , ,195.2635,133.4673
303,11.8619,104.4222, , ,195.2635,133.7534
304,11.8879,-127.6627, , ,195.2635,132.7743
305,11.9139,-125.6462, , ,195.2635,132.6730
306,11.9399,-43.5414, , ,195.2635,132.8734
307,11.9659,-60.6688, , ,195.2635,132.7002
308,11.9919,92.5749, , ,195.2635,133.1403
309,12.0179,226.7829, , ,195.2635,133.5078
310,12.0439,44.9790, , ,195.2635,132.6888
311,12.0699,72.2134, , ,195.2635,132.6549
312,12.0959,-60.9594, , ,195.2635,132.0149
313,12.1219,34.9614, , ,195.2635,132.2408
314,12.1479,11.8640, , ,195.2635,132.0163
315,12.1739,-43.2639, , ,195.2635,131.6699
316,12.1999,29.0256, , ,195.2635,131.8068
317,12.2259,84.5850, , ,195.2635,131.8852
318,12.2519,-148.5826, , ,195.2635,130.8650
319,12.2779,-80.8429, , ,195.2635,130.9904
320,12.3039,20.6230, , ,195.2635,131.2443
321,12.3299,20.7634, , ,195.2635,131.1119
322,12.3559,42.0101, , ,195.2635,131.0598
323,12.3819,23.5320, , ,195.2635,130.8561
324,12.4079,9.3540, , ,195.2635,130.6684
325,12.4339,35.9797, , ,195.2635,130.6368
326,12.4599,-60.1034, , ,195.2635,130.1090
327,12.4859,-24.1781, , ,195.2635,130.0873
328,12.5119,83.4021, , ,195.2635,130.3408
329,12.5379,-14.4708, , ,195.2635,129.8049
330,12.5639,-33.2242, , ,195.2635,129.5724
331,12.5899,-57.1669, , ,195.2635,129.3194
332,12.6159,-39.7681, , ,195.2635,129.2259
333,12.6419,-57.8889, , ,195.2635,128.9948
334,12.6679,61.6628, , ,195.2635,129.2968
335,12.6939,-23.4966, , ,195.2635,128.8770
336,12.7199,21.6885, , ,195.2635,128.9622
337,12.7459,76.2604, , ,195.2635,129.0837
338,12.7719,65.1627, , ,195.2635,128.9507
339,12.7979,-64.4307, , ,195.2635,128.3568
340,12.8239,-10.3681, , ,195.2635,128.4768
341,12.8499,0.5615, , ,195.2635,128.4290
342,12.8759,129.2369, , ,195.2635,128.8389
343,12.9019,118.4597, , ,195.2635,128.7069
344,12.9279,76.0365, , ,195.2635,128.4516
345,12.9539,83.2458, , ,195.2635,128.3893
346,12.9799,95.3900, , ,195.2635,128.3461
347,13.0059,116.5689, , ,195.2635,128.3381
348,13.0319,69.6913, , ,195.2635,128.0647
349,13.0579,58.2012, , ,195.2635,127.9292
350,13.0839,179.6114, , ,195.2635,128.3123
351,13.1099,84.3972, , ,195.2635,127.8500
352,13.1359,-35.0608, , ,195.2635,127.2908
353,13.1619,-65.0898, , ,195.2635,127.1666
354,13.1879,-124.8949, , ,195.2635,126.9252
355,13.2139,-146.0102, , ,195.2635,126.8358
356,13.2399,-58.5508, , ,195.2635,127.1740
357,13.2659,57.1034, , ,195.2635,127.6218
358,13.2919,21.4301, , ,195.2635,127.4759
359,13.3179,-73.4010, , ,195.2635,127.0972
360,13.3439,-43.9373, , ,195.2635,127.2070
361,13.3699,17.3005, , ,195.2635,127.4414
362,13.3959,-14.0937, , ,195.2635,127.3010
363,13.4219,117.0077, , ,195.2635,127.7978
364,13.4479,161.0709, , ,195.2635,127.9531
365,13.4739,48.9207, , ,195.2635,127.4970
366,13.4999,-59.4993, , ,195.2635,127.0539
367,13.5259,22.7425, , ,195.2635,127.3600
368,13.5519,89.9650, , ,195.2635,127.6066
369,13.5779,168.3807, , ,195.2635,127.8964
370,13.6039,434.9274, , ,195.2635,128.9173
371,13.6299,1039.8660, , ,195.2635,131.1781
372,13.6559,1721.9270, , ,195.2635,133.6893
373,13.6819,2306.4440, , ,195.2635,135.7954
374,13.7079,2858.3970, , ,195.2635,137.7513
375,13.7339,3356.8940, , ,195.2635,139.4883
376,13.7599,3520.2870, , ,195.2635,140.0123
377,13.7859,3081.6900, , ,195.2635,138.3760
378,13.8119,2361.0740, , ,195.2635,135.6849
379,13.8379,1796.1040, , ,195.2635,133.5233
380,13.8639,1056.0460, , ,195.2635,130.6579
381,13.8899,445.2586, , ,195.2635,128.2333
382,13.9159,333.5160, , ,195.2635,127.7306
383,13.9419,218.7327, , ,195.2635,127.2139
384,13.9679,85.4493, , ,195.2635,126.6222
385,13.9939,-42.2311, , ,195.2635,126.0498
386,14.0199,105.0582, , ,195.2635,126.5659
387,14.0459,-27.1051, , ,195.2635,125.9755
388,14.0719,-57.1749, , ,195.2635,125.7888
389,14.0979,69.2930, , ,195.2635,126.1686
390,14.1239,31.0752, , ,195.2635,125.8949
391,14.1499,-170.5626, , ,195.2635,124.9684
392,14.1759,-129.3555, , ,195.2635,125.0101
393,14.2019,-27.3545, , ,195.2635,125.2947
394,14.2279,18.1940, , ,195.2635,125.3536
395,14.2539,41.7755, , ,195.2635,125.3249
396,14.2799,65.2306, , ,195.2635,125.2957
397,14.3059,49.2849, , ,195.2635,125.1091
398,14.3319,-43.4429, , ,195.2635,124.6145
399,14.3579,112.9501, , ,195.2635,125.1175
400,14.3839,-14.1581, , ,195.2635,124.4850
401,14.4099,-108.2566, , ,195.2635,123.9824
402,14.4359,48.8285, , ,195.2635,124.4907
403,14.4619,-46.1679, , ,195.2635,123.9845
404,14.4879,-35.6020, , ,195.2635,123.9030
405,14.5139,70.8740, , ,195.2635,124.2081
406,14.5399,75.2778, , ,195.2635,124.1019
407,14.5659,-127.8561, , ,195.2635,123.2086
408,14.5919,-74.4761, , ,195.2635,123.3530
409,14.6179,128.0116, , ,195.2635,124.0995
410,14.6439,-37.0358, , ,195.2635,123.3607
411,14.6699,-0.3629, , ,195.2635,123.4372
412,14.6959,43.6562, , ,195.2635,123.5435
413,14.7219,-71.7687, , ,195.2635,123.0032
414,14.7479,50.5545, , ,195.2635,123.4274
415,14.7739,-56.3095, , ,195.2635,122.9215
416,14.7999,32.9640, , ,195.2635,123.2489
417,14.8259,-10.3424, , ,195.2635,123.0379
418,14.8519,-19.5322, , ,195.2635,122.9653
419,14.8779,-204.0087, , ,195.2635,122.1774
420,14.9039,-25.8546, , ,195.2635,122.8691
421,14.9299,70.3433, , ,195.2635,123.2248
422,14.9559,-15.8073, , ,195.2635,122.8394
423,14.9819,-22.9863, , ,195.2635,122.7749
424,15.0079,12.9569, , ,195.2635,122.8860
425,15.0339,25.3572, , ,195.2635,122.8803
426,15.0599,-67.6128, , ,195.2635,122.4452
427,15.0859,-105.2886, , ,195.2635,122.2349
428,15.1119,-123.2345, , ,195.2635,122.1051
429,15.1379,-34.6409, , ,195.2635,122.4111
430,15.1639,-87.8128, , ,195.2635,122.1373
431,15.1899,185.3092, , ,195.2635,123.1944
432,15.2159,193.0885, , ,195.2635,123.1701
433,15.2419,52.0166, , ,195.2635,122.5399
434,15.2679,116.2905, , ,195.2635,122.7457
435,15.2939,-67.9515, , ,195.2635,121.9364
436,15.3199,-23.4171, , ,195.2635,122.0625
437,15.3459,-51.1265, , ,195.2635,121.8924
438,15.3719,-27.4333, , ,195.2635,121.9331
439,15.3979,-8.1587, , ,195.2635,121.9556
440,15.4239,67.5008, , ,195.2635,122.2091
441,15.4499,73.1374, , ,195.2635,122.1758
442,15.4759,-29.5998, , ,195.2635,121.6980
443,15.5019,-23.8964, , ,195.2635,121.6849
444,15.5279,-83.4291, , ,195.2635,121.4034
445,15.5539,-88.7044, , ,195.2635,121.3451
446,15.5799,10.8733, , ,195.2635,121.7182
447,15.6059,45.2076, , ,195.2635,121.8227
448,15.6319,101.1484, , ,195.2635,122.0156
449,15.6579,37.0476, , ,195.2635,121.7162
450,15.6839,-72.1873, , ,195.2635,121.2300
451,15.7099,-16.9366, , ,195.2635,121.4210
452,15.7359,26.9900, , ,195.2635,121.5698
453,15.7619,130.2827, , ,195.2635,121.9620
454,15.7879,266.6730, , ,195.2635,122.4881
455,15.8139,277.7522, , ,195.2635,122.5016
456,15.8399,238.3483, , ,195.2635,122.3089
457,15.8659,275.6215, , ,195.2635,122.4294
458,15.8919,383.2610, , ,195.2635,122.8365
459,15.9179,388.0716, , ,195.2635,122.8245
460,15.9439,236.5309, , ,195.2635,122.1742
461,15.9699,153.0531, , ,195.2635,121.8001
462,15.9959,124.9019, , ,195.2635,121.6526
463,16.0219,38.6437, , ,195.2635,121.2655
464,16.0479,70.1912, , ,195.2635,121.3634
465,16.0739,46.3589, , ,195.2635,121.2331
466,16.0999,82.9703, , ,195.2635,121.3520
467,16.1259,20.2497, , ,195.2635,121.0612
468,16.1519,-51.6351, , ,195.2635,120.7317
469,16.1779,34.7597, , ,195.2635,121.0568
470,16.2039,-2.3493, , ,195.2635,120.9127
471,16.2299,-6.7260, , ,195.2635,120.9038
472,16.2559,-50.2775, , ,195.2635,120.7327
473,16.2819,-8.8245, , ,195.2635,120.9135
474,16.3079,-51.3013, , ,195.2635,120.7469
475,16.3339,-60.1098, , ,195.2635,120.7196
476,16.3599,-96.3053, , ,195.2635,120.5788
477,16.3859,0.0602, , ,195.2635,120.9869
478,16.4119,35.8416, , ,195.2635,121.1439
479,16.4379,7.1100, , ,195.2635,120.9844
480,16.4639,27.8198, , ,195.2635,121.0291
481,16.4899,189.0551, , ,195.2635,121.6527
482,16.5159,145.0107, , ,195.2635,121.4309
483,16.5419,128.0800, , ,195.2635,121.3204
484,16.5679,165.9423, , ,195.2635,121.4356
485,16.5939,276.0965, , ,195.2635,121.8478
486,16.6199,232.3213, , ,195.2635,121.6273
487,16.6459,63.1973, , ,195.2635,120.8892
488,16.6719,40.4075, , ,195.2635,120.7540
489,16.6979,78.7512, , ,195.2635,120.8717
490,16.7239,-21.1378, , ,195.2635,120.4168
491,16.7499,21.4068, , ,195.2635,120.5523
492,16.7759,43.1153, , ,195.2635,120.6013
493,16.8019,-88.2358, , ,195.2635,120.0143
494,16.8279,-51.9642, , ,195.2635,120.1242
495,16.8539,-0.1045, , ,195.2635,120.2987
496,16.8799,55.4635, , ,195.2635,120.4884
497,16.9059,-55.0590, , ,195.2635,120.0497
498,16.9319,66.1004, , ,195.2635,120.5740
499,16.9579,-62.2885, , ,195.2635,120.0613
500,16.9839,79.3194, , ,195.2635,120.6703
501,17.0099,30.7465, , ,195.2635,120.4896
502,17.0359,199.2984, , ,195.2635,121.2077
503,17.0619,-6.9864, , ,195.2635,120.3745
504,17.0879,220.4186, , ,195.2635,121.3360
505,17.1139,148.6131, , ,195.2635,121.0604
506,17.1399,-149.7278, , ,195.2635,119.8427
507,17.1659,-37.9309, , ,195.2635,120.3290
508,17.1919,102.6152, , ,195.2635,120.9323
509,17.2179,34.5101, , ,195.2635,120.6711
510,17.2439,97.4215, , ,195.2635,120.9521
511,17.2699,70.3630, , ,195.2635,120.8609
512,17.2959,-84.5658, , ,195.2635,120.2391
513,17.3219,-21.7103, , ,195.2635,120.5209
514,17.3479,113.1591, , ,195.2635,121.0998
515,17.3739,-50.9541, , ,195.2635,120.3806
516,17.3999,-13.8823, , ,195.2635,120.4948
517,17.4259,14.9872, , ,195.2635,120.5750
518,17.4519,32.6054, , ,195.2635,120.6084
519,17.4779,-38.4827, , ,195.2635,120.2736
520,17.5039,-46.2817, , ,195.2635,120.2014
521,17.5299,-0.3227, , ,195.2635,120.3528
522,17.5559,138.5131, , ,195.2635,120.8887
523,17.5819,-40.7202, , ,195.2635,120.1053
524,17.6079,-78.6987, , ,195.2635,119.9610
525,17.6339,-33.4428, , ,195.2635,120.1633
526,17.6599,-13.6681, , ,195.2635,120.2594
527,17.6859,16.2773, , ,195.2635,120.3977
528,17.7119,-29.7063, , ,195.2635,120.2205
529,17.7379,-46.1874, , ,195.2635,120.1658
530,17.7639,-41.6061, , ,195.2635,120.1987
531,17.7899,-36.8345, , ,195.2635,120.2324
532,17.8159,1.0790, , ,195.2635,120.4038
533,17.8419,74.8940, , ,195.2635,120.6998
534,17.8679,11.2843, , ,195.2635,120.4259
535,17.8939,-107.4590, , ,195.2635,119.9217
536,17.9199,-6.5139, , ,195.2635,120.3317
537,17.9459,139.6877, , ,195.2635,120.9275
538,17.9719,46.0400, , ,195.2635,120.5296
539,17.9979,-34.2763, , ,195.2635,120.1857
540,18.0239,-30.0883, , ,195.2635,120.1930
541,18.0499,17.4969, , ,195.2635,120.3806
542,18.0759,41.8089, , ,195.2635,120.4617
543,18.1019,-3.3549, , ,195.2635,120.2543
