No.,Pos. [°2Th.],Iobs [cts],Icalc [cts],Iback [cts],CT [s],ESD
53,5.3619,-155.3703, , ,195.2635,188.3282
54,5.3879,-115.3685, , ,195.2635,187.2300
55,5.4139,-68.4319, , ,195.2635,186.1439
56,5.4399,46.3918, , ,195.2635,185.8899
57,5.4659,26.0759, , ,195.2635,185.2712
58,5.4919,-77.6901, , ,195.2635,184.4243
59,5.5179,-93.1958, , ,195.2635,183.8137
60,5.5439,-106.4734, , ,195.2635,183.2072
61,5.5699,145.6696, , ,195.2635,183.3239
62,5.5959,94.9671, , ,195.2635,182.6133
63,5.6219,-54.6306, , ,195.2635,181.6279
64,5.6479,-38.4947, , ,195.2635,181.0953
65,5.6739,-108.2200, , ,195.2635,180.7245
66,5.6999,19.4155, , ,195.2635,180.8992
67,5.7259,208.1563, , ,195.2635,181.2424
68,5.7519,4.9809, , ,195.2635,180.5026
69,5.7779,-43.8959, , ,195.2635,180.1885
70,5.8039,83.3485, , ,195.2635,180.3626
71,5.8299,-35.7928, , ,195.2635,179.8530
72,5.8559,-167.6418, , ,195.2635,179.3064
73,5.8819,21.2338, , ,195.2635,179.6531
74,5.9079,51.9181, , ,195.2635,179.9937
75,5.9339,-51.1084, , ,195.2635,179.9625
76,5.9599,-118.2807, , ,195.2635,180.0310
77,5.9859,-275.1957, , ,195.2635,179.8501
78,6.0119,-26.2523, , ,195.2635,180.7949
79,6.0379,188.1149, , ,195.2635,181.6397
80,6.0639,211.9222, , ,195.2635,181.9577
81,6.0899,324.6419, , ,195.2635,182.5189
82,6.1159,632.7584, , ,195.2635,183.6112
83,6.1419,1234.8540, , ,195.2635,185.4245
84,6.1679,1904.5640, , ,195.2635,187.4008
85,6.1939,3046.1500, , ,195.2635,190.5984
86,6.2199,4314.0070, , ,195.2635,194.0688
87,6.2459,6421.6240, , ,195.2635,199.5931
88,6.2719,8831.2770, , ,195.2635,205.7041
89,6.2979,13461.4400, , ,195.2635,216.8212
90,6.3239,19714.5000, , ,195.2635,230.9363
91,6.3499,27672.1900, , ,195.2635,247.7022
92,6.3759,37668.4300, , ,195.2635,267.1925
93,6.4019,43524.1500, , ,195.2635,278.0050
94,6.4279,39876.2600, , ,195.2635,271.4372
95,6.4539,28244.7200, , ,195.2635,249.1703
96,6.4799,17176.2700, , ,195.2635,225.9571
97,6.5059,11081.1800, , ,195.2635,212.1338
98,6.5319,8032.4670, , ,195.2635,204.9177
99,6.5579,6619.5900, , ,195.2635,201.5381
100,6.5839,6141.8720, , ,195.2635,200.4473
101,6.6099,5288.1720, , ,195.2635,198.3340
102,6.6359,5041.1300, , ,195.2635,197.7378
103,6.6619,4476.9590, , ,195.2635,196.3339
104,6.6879,4348.8790, , ,195.2635,196.0353
105,6.7139,3996.5720, , ,195.2635,195.1626
106,6.7399,3549.1530, , ,195.2635,194.0411
107,6.7659,3508.2100, , ,195.2635,193.9638
108,6.7919,3400.4770, , ,195.2635,193.7141
109,6.8179,3109.4640, , ,195.2635,192.9898
110,6.8439,2893.7670, , ,195.2635,192.3865
111,6.8699,2594.8700, , ,195.2635,191.5642
112,6.8959,2740.7900, , ,195.2635,191.9010
113,6.9219,2533.3270, , ,195.2635,191.3158
114,6.9479,2435.5350, , ,195.2635,191.0160
115,6.9739,2129.6420, , ,195.2635,190.1695
116,6.9999,2050.0520, , ,195.2635,189.9159
117,7.0259,2209.9590, , ,195.2635,190.2923
118,7.0519,1733.4130, , ,195.2635,188.9916
119,7.0779,1984.8630, , ,195.2635,189.5400
120,7.1039,1454.6010, , ,195.2635,188.0195
121,7.1299,1818.8080, , ,195.2635,188.8695
122,7.1559,1595.9290, , ,195.2635,188.1621
123,7.1819,1511.1480, , ,195.2635,187.8201
124,7.2079,1379.2050, , ,195.2635,187.3515
125,7.2339,1111.5250, , ,195.2635,186.5183
126,7.2599,1051.6650, , ,195.2635,186.2402
127,7.2859,968.8831, , ,195.2635,185.8999
128,7.3119,1000.0070, , ,195.2635,185.8657
129,7.3379,1005.3010, , ,195.2635,185.7620
130,7.3639,944.6454, , ,195.2635,185.4806
131,7.3899,799.6623, , ,195.2635,184.9709
132,7.4159,658.7156, , ,195.2635,184.4707
133,7.4419,715.0548, , ,195.2635,184.5046
134,7.4679,786.5629, , ,195.2635,184.5796
135,7.4939,633.1566, , ,195.2635,184.0445
136,7.5199,784.0487, , ,195.2635,184.3351
137,7.5459,933.4934, , ,195.2635,184.5482
138,7.5719,1086.2500, , ,195.2635,184.7699
139,7.5979,1579.9730, , ,195.2635,185.9107
140,7.6239,1998.8820, , ,195.2635,186.8444
141,7.6499,2564.3840, , ,195.2635,188.1634
142,7.6759,3742.4600, , ,195.2635,191.0829
143,7.7019,5500.8690, , ,195.2635,195.4487
144,7.7279,8184.2430, , ,195.2635,202.0216
145,7.7539,12245.5500, , ,195.2635,211.6675
146,7.7799,17933.2500, , ,195.2635,224.4853
147,7.8059,26216.3500, , ,195.2635,242.0321
148,7.8319,34243.7200, , ,195.2635,257.8947
149,7.8579,37270.9400, , ,195.2635,263.5142
150,7.8839,32020.2300, , ,195.2635,253.1636
151,7.9099,21379.3400, , ,195.2635,230.9842
152,7.9359,11952.7300, , ,195.2635,209.3558
153,7.9619,6164.3580, , ,195.2635,194.7929
154,7.9879,3416.6590, , ,195.2635,187.3483
155,8.0139,2242.9120, , ,195.2635,183.8556
156,8.0399,1463.4350, , ,195.2635,181.3854
157,8.0659,876.8216, , ,195.2635,179.4194
158,8.0919,612.8016, , ,195.2635,178.3383
159,8.1179,401.0092, , ,195.2635,177.3978
160,8.1439,162.0845, , ,195.2635,176.3755
161,8.1699,174.9624, , ,195.2635,176.0638
162,8.1959,106.3154, , ,195.2635,175.5194
163,8.2219,33.2884, , ,195.2635,174.9608
164,8.2479,-88.7576, , ,195.2635,174.2142
165,8.2739,-110.5705, , ,195.2635,173.7530
166,8.2999,-62.7853, , ,195.2635,173.4913
167,8.3259,-35.2102, , ,195.2635,173.1708
168,8.3519,10.0543, , ,195.2635,172.9009
169,8.3779,-137.8736, , ,195.2635,172.0701
170,8.4039,-113.3301, , ,195.2635,171.7382
171,8.4299,-4.9668, , ,195.2635,171.6499
172,8.4559,87.1845, , ,195.2635,171.5144
173,8.4819,-15.6607, , ,195.2635,170.8739
174,8.5079,-87.2384, , ,195.2635,170.3228
175,8.5339,-60.5295, , ,195.2635,170.0592
176,8.5599,-50.4687, , ,195.2635,169.7461
177,8.5859,-73.0077, , ,195.2635,169.3363
178,8.6119,-100.5427, , ,195.2635,168.9106
179,8.6379,-191.1934, , ,195.2635,168.2965
180,8.6639,-153.3539, , ,195.2635,168.0628
181,8.6899,98.2543, , ,195.2635,168.4644
182,8.7159,90.2787, , ,195.2635,168.2854
183,8.7419,59.5456, , ,195.2635,168.0384
184,8.7679,31.6484, , ,195.2635,167.7996
185,8.7939,198.9665, , ,195.2635,168.1420
186,8.8199,231.1559, , ,195.2635,168.0821
187,8.8459,594.0955, , ,195.2635,169.0036
188,8.8719,1015.4500, , ,195.2635,170.0919
189,8.8979,1187.2100, , ,195.2635,170.4427
190,8.9239,2011.9540, , ,195.2635,172.6938
191,8.9499,3147.0450, , ,195.2635,175.7246
192,8.9759,5172.0050, , ,195.2635,181.1766
193,9.0019,7947.5950, , ,195.2635,188.4713
194,9.0279,12240.4100, , ,195.2635,199.3368
195,9.0539,16907.4300, , ,195.2635,210.5304
196,9.0799,19745.1200, , ,195.2635,216.9830
197,9.1059,17349.2200, , ,195.2635,211.2028
198,9.1319,11516.6300, , ,195.2635,196.7103
199,9.1579,6049.9050, , ,195.2635,182.0689
200,9.1839,3306.9940, , ,195.2635,174.1467
201,9.2099,1880.0310, , ,195.2635,169.7675
202,9.2359,1372.2800, , ,195.2635,168.0302
203,9.2619,901.9451, , ,195.2635,166.3872
204,9.2879,571.5858, , ,195.2635,165.1521
205,9.3139,295.9922, , ,195.2635,164.0747
206,9.3399,227.9363, , ,195.2635,163.6256
207,9.3659,203.7187, , ,195.2635,163.3096
208,9.3919,258.4783, , ,195.2635,163.2350
209,9.4179,121.4766, , ,195.2635,162.4892
210,9.4439,-40.9883, , ,195.2635,161.6613
211,9.4699,17.4394, , ,195.2635,161.5144
212,9.4959,81.3832, , ,195.2635,161.3844
213,9.5219,58.1765, , ,195.2635,160.9839
214,9.5479,-62.6734, , ,195.2635,160.2781
215,9.5739,-210.9892, , ,195.2635,159.4830
216,9.5999,-81.4605, , ,195.2635,159.5570
217,9.6259,115.6091, , ,195.2635,159.8425
218,9.6519,33.1387, , ,195.2635,159.3174
219,9.6779,34.9737, , ,195.2635,159.0558
220,9.7039,45.3523, , ,195.2635,158.8207
221,9.7299,33.2873, , ,195.2635,158.5145
222,9.7559,54.3745, , ,195.2635,158.3124
223,9.7819,5.9274, , ,195.2635,157.8900
224,9.8079,56.6845, , ,195.2635,157.7812
225,9.8339,-53.8400, , ,195.2635,157.1600
226,9.8599,-91.4486, , ,195.2635,156.7691
227,9.8859,87.2618, , ,195.2635,157.1660
228,9.9119,95.9213, , ,195.2635,157.0213
229,9.9379,-155.2629, , ,195.2635,156.0462
230,9.9639,-98.3160, , ,195.2635,156.0552
231,9.9899,94.2488, , ,195.2635,156.4982
232,10.0159,195.3239, , ,195.2635,156.6482
233,10.0419,250.9285, , ,195.2635,156.6530
234,10.0679,542.8909, , ,195.2635,157.4103
235,10.0939,1095.7420, , ,195.2635,158.9866
236,10.1199,1720.8850, , ,195.2635,160.6917
237,10.1459,2127.1410, , ,195.2635,161.7035
238,10.1719,2144.5080, , ,195.2635,161.5096
239,10.1979,1886.1860, , ,195.2635,160.4586
240,10.2239,1116.7970, , ,195.2635,157.7895
241,10.2499,610.2825, , ,195.2635,155.9197
242,10.2759,546.6085, , ,195.2635,155.4581
243,10.3019,321.9198, , ,195.2635,154.4748
244,10.3279,52.6221, , ,195.2635,153.3399
245,10.3539,24.2265, , ,195.2635,152.9859
246,10.3799,20.5890, , ,195.2635,152.7121
247,10.4059,8.5619, , ,195.2635,152.4103
248,10.4319,87.1344, , ,195.2635,152.4054
249,10.4579,44.4868, , ,195.2635,152.0023
250,10.4839,-155.6916, , ,195.2635,151.0777
251,10.5099,-152.1933, , ,195.2635,150.8241
252,10.5359,-10.0566, , ,195.2635,151.0298
253,10.5619,7.1171, , ,195.2635,150.8215
254,10.5879,49.9611, , ,195.2635,150.8162
255,10.6139,22.9767, , ,195.2635,150.5792
256,10.6399,-136.5695, , ,195.2635,149.9003
257,10.6659,-147.7588, , ,195.2635,149.7146
258,10.6919,-102.3082, , ,195.2635,149.7180
259,10.7179,-125.6310, , ,195.2635,149.4915
260,10.7439,-126.1435, , ,195.2635,149.3410
261,10.7699,-53.4683, , ,195.2635,149.4355
262,10.7959,58.2624, , ,195.2635,149.6605
263,10.8219,77.7021, , ,195.2635,149.5136
264,10.8479,4.6960, , ,195.2635,149.0568
265,10.8739,113.0287, , ,195.2635,149.2074
266,10.8999,236.3056, , ,195.2635,149.4080
267,10.9259,227.9447, , ,195.2635,149.1677
268,10.9519,241.8899, , ,195.2635,149.0019
269,10.9779,664.1604, , ,195.2635,150.2013
270,11.0039,1356.1380, , ,195.2635,152.2794
271,11.0299,2152.4540, , ,195.2635,154.6672
272,11.0559,3818.9810, , ,195.2635,159.7657
273,11.0819,6199.4380, , ,195.2635,166.8597
274,11.1079,9027.4770, , ,195.2635,174.9480
275,11.1339,10579.6000, , ,195.2635,179.1523
276,11.1599,10113.8600, , ,195.2635,177.6694
277,11.1859,7552.7350, , ,195.2635,170.1232
278,11.2119,4332.2190, , ,195.2635,160.1811
279,11.2379,1980.9120, , ,195.2635,152.4575
280,11.2639,974.5176, , ,195.2635,148.9077
281,11.2899,604.7982, , ,195.2635,147.3549
282,11.3159,210.6544, , ,195.2635,145.7017
283,11.3419,242.2031, , ,195.2635,145.4998
284,11.3679,33.7928, , ,195.2635,144.4696
285,11.3939,-119.8232, , ,195.2635,143.6228
286,11.4199,84.7052, , ,195.2635,144.0198
287,11.4459,26.3540, , ,195.2635,143.5027
288,11.4719,-43.7890, , ,195.2635,142.9425
289,11.4979,9.4807, , ,195.2635,142.8127
290,11.5239,58.1503, , ,195.2635,142.6976
291,11.5499,-88.7130, , ,195.2635,141.8949
292,11.5759,38.9911, , ,195.2635,142.0575
293,11.6019,144.1855, , ,195.2635,142.1406
294,11.6279,14.5999, , ,195.2635,141.3960
295,11.6539,13.4531, , ,195.2635,141.1032
296,11.6799,47.9229, , ,195.2635,140.9363
297,11.7059,-135.4234, , ,195.2635,139.9933
298,11.7319,85.8946, , ,195.2635,140.4916
299,11.7579,59.1851, , ,195.2635,140.2397
300,11.7839,-132.1360, , ,195.2635,139.3982
301,11.8099,65.2023, , ,195.2635,139.9471
302,11.8359,-72.1864, , ,195.2635,139.2976
303,11.8619,151.7825, , ,195.2635,139.9421
304,11.8879,91.6061, , ,195.2635,139.5694
305,11.9139,18.6412, , ,195.2635,139.1497
306,11.9399,-95.6507, , ,195.2635,138.5798
307,11.9659,-44.1635, , ,195.2635,138.6068
308,11.9919,77.6112, , ,195.2635,138.8574
309,12.0179,105.4598, , ,195.2635,138.7696
310,12.0439,-10.5688, , ,195.2635,138.1621
311,12.0699,-61.3665, , ,195.2635,137.7888
312,12.0959,-165.6161, , ,195.2635,137.2198
313,12.1219,1.5502, , ,195.2635,137.6380
314,12.1479,71.5699, , ,195.2635,137.7026
315,12.1739,63.8118, , ,195.2635,137.4847
316,12.1999,-123.9366, , ,195.2635,136.6092
317,12.2259,17.3455, , ,195.2635,136.9518
318,12.2519,42.4026, , ,195.2635,136.8696
319,12.2779,152.7850, , ,195.2635,137.0989
320,12.3039,146.4303, , ,195.2635,136.9022
321,12.3299,85.0671, , ,195.2635,136.5038
322,12.3559,127.4364, , ,195.2635,136.4848
323,12.3819,43.5892, , ,195.2635,136.0026
324,12.4079,-118.1419, , ,195.2635,135.2310
325,12.4339,-13.2312, , ,195.2635,135.4429
326,12.4599,20.8712, , ,195.2635,135.4998
327,12.4859,146.0236, , ,195.2635,135.8922
328,12.5119,107.4615, , ,195.2635,135.6815
329,12.5379,-9.0053, , ,195.2635,135.1826
330,12.5639,21.1644, , ,195.2635,135.2251
331,12.5899,136.4193, , ,195.2635,135.5818
332,12.6159,24.9007, , ,195.2635,135.1008
333,12.6419,-84.1434, , ,195.2635,134.6273
334,12.6679,-19.6054, , ,195.2635,134.7976
335,12.6939,71.8798, , ,195.2635,135.0765
336,12.7199,0.2046, , ,195.2635,134.7507
337,12.7459,23.0154, , ,195.2635,134.7752
338,12.7719,41.1996, , ,195.2635,134.7825
339,12.7979,-174.3549, , ,195.2635,133.9199
340,12.8239,-78.6379, , ,195.2635,134.2164
341,12.8499,-3.6457, , ,195.2635,134.4351
342,12.8759,-21.0582, , ,195.2635,134.3100
343,12.9019,7.0485, , ,195.2635,134.3542
344,12.9279,2.4466, , ,195.2635,134.1823
345,12.9539,3.9005, , ,195.2635,134.0328
346,12.9799,-55.2419, , ,195.2635,133.6566
347,13.0059,-135.8278, , ,195.2635,133.1989
348,13.0319,-187.9341, , ,195.2635,132.8469
349,13.0579,-94.5975, , ,195.2635,133.0416
350,13.0839,3.2284, , ,195.2635,133.2529
351,13.1099,-62.6874, , ,195.2635,132.8490
352,13.1359,-49.7002, , ,195.2635,132.7415
353,13.1619,46.8550, , ,195.2635,133.0762
354,13.1879,60.2591, , ,195.2635,133.0982
355,13.2139,42.3428, , ,195.2635,133.0024
356,13.2399,4.7855, , ,195.2635,132.8326
357,13.2659,35.4271, , ,195.2635,132.9194
358,13.2919,-6.5131, , ,195.2635,132.7331
359,13.3179,-78.3896, , ,195.2635,132.4335
360,13.3439,67.3799, , ,195.2635,132.9542
361,13.3699,121.2745, , ,195.2635,133.1283
362,13.3959,130.0382, , ,195.2635,133.1328
363,13.4219,228.2800, , ,195.2635,133.4729
364,13.4479,329.1645, , ,195.2635,133.8220
365,13.4739,386.4198, , ,195.2635,134.0075
366,13.4999,576.3229, , ,195.2635,134.6861
367,13.5259,974.6576, , ,195.2635,136.1290
368,13.5519,1876.3120, , ,195.2635,139.3743
369,13.5779,3036.5860, , ,195.2635,143.4500
370,13.6039,4852.6860, , ,195.2635,149.6210
371,13.6299,7408.1440, , ,195.2635,157.8448
372,13.6559,9153.1290, , ,195.2635,163.1963
373,13.6819,9373.8740, , ,195.2635,163.7891
374,13.7079,7483.9770, , ,195.2635,157.8292
375,13.7339,4409.5380, , ,195.2635,147.6777
376,13.7599,2325.8010, , ,195.2635,140.3497
377,13.7859,1084.5970, , ,195.2635,135.7569
378,13.8119,653.6254, , ,195.2635,134.0598
379,13.8379,295.2509, , ,195.2635,132.6150
380,13.8639,66.3869, , ,195.2635,131.5706
381,13.8899,14.5010, , ,195.2635,131.1941
382,13.9159,81.0132, , ,195.2635,131.2682
383,13.9419,52.9065, , ,195.2635,130.9816
384,13.9679,117.1494, , ,195.2635,131.0472
385,13.9939,132.3793, , ,195.2635,130.9257
386,14.0199,57.3623, , ,195.2635,130.4587
387,14.0459,-101.1925, , ,195.2635,129.6683
388,14.0719,-6.6560, , ,195.2635,129.8512
389,14.0979,61.1328, , ,195.2635,129.9214
390,14.1239,36.2270, , ,195.2635,129.6345
391,14.1499,-49.3864, , ,195.2635,129.1121
392,14.1759,-52.1767, , ,195.2635,128.9093
393,14.2019,-52.2135, , ,195.2635,128.7168
394,14.2279,-130.3876, , ,195.2635,128.2197
395,14.2539,-281.6301, , ,195.2635,127.4342
396,14.2799,-114.8872, , ,195.2635,127.8932
397,14.3059,61.7025, , ,195.2635,128.3889
398,14.3319,145.7983, , ,195.2635,128.6430
399,14.3579,89.8233, , ,195.2635,128.3521
400,14.3839,-57.9894, , ,195.2635,127.7015
401,14.4099,200.5682, , ,195.2635,128.6369
402,14.4359,114.0265, , ,195.2635,128.2269
403,14.4619,93.2234, , ,195.2635,128.0725
404,14.4879,175.5007, , ,195.2635,128.3201
405,14.5139,-26.9871, , ,195.2635,127.4551
406,14.5399,122.8722, , ,195.2635,127.9682
407,14.5659,61.1093, , ,195.2635,127.6532
408,14.5919,57.4617, , ,195.2635,127.5653
409,14.6179,10.5752, , ,195.2635,127.3077
410,14.6439,-47.8692, , ,195.2635,127.0040
411,14.6699,-247.5082, , ,195.2635,126.1412
412,14.6959,-9.7160, , ,195.2635,127.0064
413,14.7219,-44.7652, , ,195.2635,126.7943
414,14.7479,79.5476, , ,195.2635,127.2098
415,14.7739,21.7632, , ,195.2635,126.9085
416,14.7999,-0.1097, , ,195.2635,126.7443
417,14.8259,-180.7173, , ,195.2635,125.9513
418,14.8519,-256.3410, , ,195.2635,125.5720
419,14.8779,-75.5175, , ,195.2635,126.2116
420,14.9039,19.4251, , ,195.2635,126.5090
421,14.9299,-3.0739, , ,195.2635,126.3418
422,14.9559,-25.5797, , ,195.2635,126.1744
423,14.9819,-49.5675, , ,195.2635,126.0008
424,15.0079,-43.5348, , ,195.2635,125.9463
425,15.0339,65.5331, , ,195.2635,126.2228
426,15.0599,138.9289, , ,195.2635,126.3577
427,15.0859,-3.8005, , ,195.2635,125.6352
428,15.1119,9.2252, , ,195.2635,125.5304
429,15.1379,152.8305, , ,195.2635,125.9451
430,15.1639,79.7177, , ,195.2635,125.4979
431,15.1899,77.4590, , ,195.2635,125.3321
432,15.2159,59.0858, , ,195.2635,125.1016
433,15.2419,6.1099, , ,195.2635,124.7322
434,15.2679,-134.1783, , ,195.2635,124.2061
435,15.2939,-7.9926, , ,195.2635,124.7504
436,15.3199,-102.8437, , ,195.2635,124.4072
437,15.3459,-133.0487, , ,195.2635,124.3233
438,15.3719,-31.2732, , ,195.2635,124.7694
439,15.3979,-14.8484, , ,195.2635,124.8725
440,15.4239,-98.5306, , ,195.2635,124.5745
441,15.4499,-6.8292, , ,195.2635,124.9793
442,15.4759,72.9235, , ,195.2635,125.3352
443,15.5019,-15.9444, , ,195.2635,124.9673
444,15.5279,-44.3872, , ,195.2635,124.8406
445,15.5539,4.8305, , ,195.2635,125.0247
446,15.5799,-41.1418, , ,195.2635,124.8278
447,15.6059,-4.1371, , ,195.2635,124.9630
448,15.6319,64.3705, , ,195.2635,125.2239
449,15.6579,33.9861, , ,195.2635,125.0897
450,15.6839,6.9449, , ,195.2635,124.9687
451,15.7099,121.4347, , ,195.2635,125.4131
452,15.7359,296.7766, , ,195.2635,126.0974
453,15.7619,464.1422, , ,195.2635,126.7466
454,15.7879,626.8058, , ,195.2635,127.3740
455,15.8139,645.0016, , ,195.2635,127.4328
456,15.8399,515.9583, , ,195.2635,126.9128
457,15.8659,373.8934, , ,195.2635,126.3391
458,15.8919,190.9882, , ,195.2635,125.6003
459,15.9179,-13.8211, , ,195.2635,124.7694
460,15.9439,-47.5851, , ,195.2635,124.6211
461,15.9699,23.8356, , ,195.2635,124.7916
462,15.9959,61.3190, , ,195.2635,124.8260
463,16.0219,95.7639, , ,195.2635,124.8483
464,16.0479,2.2944, , ,195.2635,124.3573
465,16.0739,-28.6026, , ,195.2635,124.1167
466,16.0999,48.7922, , ,195.2635,124.3119
467,16.1259,-17.2588, , ,195.2635,123.9295
468,16.1519,-62.4560, , ,195.2635,123.6302
469,16.1779,-53.8438, , ,195.2635,123.5482
470,16.2039,59.8305, , ,195.2635,124.0289
471,16.2299,105.9262, , ,195.2635,124.2360
472,16.2559,72.1512, , ,195.2635,124.1215
473,16.2819,22.7694, , ,195.2635,123.9439
474,16.3079,120.3677, , ,195.2635,124.3585
475,16.3339,56.0839, , ,195.2635,124.1212
476,16.3599,77.9042, , ,195.2635,124.2306
477,16.3859,84.3794, , ,195.2635,124.2781
478,16.4119,178.0999, , ,195.2635,124.6760
479,16.4379,143.3902, , ,195.2635,124.5581
480,16.4639,134.8275, , ,195.2635,124.5451
481,16.4899,63.4403, , ,195.2635,124.2797
482,16.5159,147.3418, , ,195.2635,124.6382
483,16.5419,94.8481, , ,195.2635,124.4488
484,16.5679,-1.5674, , ,195.2635,124.0824
485,16.5939,34.6875, , ,195.2635,124.2498
486,16.6199,141.9154, , ,195.2635,124.7020
487,16.6459,-91.5683, , ,195.2635,123.7838
488,16.6719,-2.2500, , ,195.2635,124.1154
489,16.6979,-21.7824, , ,195.2635,124.0080
490,16.7239,-23.1435, , ,195.2635,123.9739
491,16.7499,58.2236, , ,195.2635,124.2730
492,16.7759,-22.2173, , ,195.2635,123.9202
493,16.8019,24.6638, , ,195.2635,124.0806
494,16.8279,-168.8386, , ,195.2635,123.2696
495,16.8539,-21.4347, , ,195.2635,123.8373
496,16.8799,9.3706, , ,195.2635,123.9329
497,16.9059,86.1089, , ,195.2635,124.2667
498,16.9319,13.2577, , ,195.2635,123.9979
499,16.9579,4.8226, , ,195.2635,123.9885
500,16.9839,61.8563, , ,195.2635,124.2429
501,17.0099,3.0718, , ,195.2635,124.0308
502,17.0359,60.2921, , ,195.2635,124.2858
503,17.0619,194.4653, , ,195.2635,124.8489
504,17.0879,78.5728, , ,195.2635,124.4084
505,17.1139,180.4655, , ,195.2635,124.8418
506,17.1399,21.2020, , ,195.2635,124.2269
507,17.1659,30.1547, , ,195.2635,124.2875
508,17.1919,134.9925, , ,195.2635,124.7330
509,17.2179,-60.4016, , ,195.2635,123.9719
510,17.2439,-182.8231, , ,195.2635,123.5020
511,17.2699,-93.1153, , ,195.2635,123.8893
512,17.2959,-37.7686, , ,195.2635,124.1371
513,17.3219,-1.5774, , ,195.2635,124.3073
514,17.3479,-12.7726, , ,195.2635,124.2869
515,17.3739,-18.4885, , ,195.2635,124.2353
516,17.3999,113.2178, , ,195.2635,124.7357
517,17.4259,64.9556, , ,195.2635,124.5135
518,17.4519,32.3023, , ,195.2635,124.3538
519,17.4779,66.2438, , ,195.2635,124.4616
520,17.5039,45.6269, , ,195.2635,124.3502
521,17.5299,0.2418, , ,195.2635,124.1389
522,17.5559,-94.1965, , ,195.2635,123.7292
523,17.5819,84.1486, , ,195.2635,124.4192
524,17.6079,27.9107, , ,195.2635,124.1232
525,17.6339,-56.6712, , ,195.2635,123.7120
526,17.6599,-49.9206, , ,195.2635,123.6692
527,17.6859,-95.8441, , ,195.2635,123.4132
528,17.7119,-31.9136, , ,195.2635,123.6019
529,17.7379,-30.1038, , ,195.2635,123.5390
530,17.7639,-75.3464, , ,195.2635,123.2855
531,17.7899,-135.7210, , ,195.2635,122.9700
532,17.8159,35.4149, , ,195.2635,123.5937
533,17.8419,34.3417, , ,195.2635,123.6892
534,17.8679,100.9831, , ,195.2635,124.0577
535,17.8939,71.5346, , ,195.2635,124.0384
536,17.9199,24.3484, , ,195.2635,123.9476
537,17.9459,-32.8288, , ,195.2635,123.8164
538,17.9719,-33.0456, , ,195.2635,123.9151
539,17.9979,-20.3511, , ,195.2635,124.0658
540,18.0239,-28.9154, , ,195.2635,124.1306
541,18.0499,20.3279, , ,195.2635,124.4280
542,18.0759,-2.7123, , ,195.2635,124.3577
543,18.1019,67.6948, , ,195.2635,124.6628
544,18.1279,134.6204, , ,195.2635,124.9531
