A,Perileno,Pyn,PynMOF,Peaks
3,403.06,93.4518,73.5392,80.2655,
3,402.13,93.4963,73.6248,80.2917,
3,401.2,93.5598,73.6734,80.2823,
3,400.26,93.5629,73.6427,80.2621,
3,399.33,93.4872,73.599,80.2606,
3,398.4,93.4367,73.5807,80.2732,
3,397.47,93.4131,73.5418,80.2389,
3,396.54,93.457,73.4963,80.1753,
3,395.6,93.4858,73.4738,80.141,
3,394.67,93.4732,73.558,80.1884,
3,393.74,93.464,73.6893,80.2472,
3,392.81,93.45,73.7387,80.2543,
3,391.88,93.4412,73.7121,80.253,
3,390.95,93.4398,73.709,80.2703,
3,390.01,93.5043,73.7056,80.2721,
3,389.08,93.5252,73.6449,80.2897,
3,388.15,93.4658,73.6015,80.2664,
3,387.22,93.4289,73.595,80.2065,
3,386.29,93.4646,73.5767,80.1874,
3,385.35,93.4797,73.5483,80.2181,
3,384.42,93.4431,73.5595,80.2503,
3,383.49,93.4296,73.6242,80.2456,
3,382.56,93.4455,73.6301,80.2019,
3,381.63,93.4364,73.5526,80.1654,
3,380.7,93.428,73.5175,80.1406,
3,379.76,93.4054,73.5525,80.1635,
3,378.83,93.376,73.5552,80.1548,
3,377.9,93.3934,73.5455,80.081,
3,376.97,93.4155,73.5689,80.0521,
3,376.04,93.4136,73.5531,80.1,
3,375.1,93.4081,73.4959,80.0944,
3,374.17,93.4022,73.4504,80.085,
3,373.24,93.4313,73.4539,80.0887,
3,372.31,93.4946,73.5096,80.1006,
3,371.38,93.5163,73.5861,80.1296,
3,370.45,93.4912,73.6754,80.1699,
3,369.51,93.4753,73.7649,80.1479,
3,368.58,93.4885,73.81,80.0931,
3,367.65,93.4474,73.8078,80.107,
3,366.72,93.4249,73.7951,80.1545,
3,365.79,93.4548,73.7562,80.1717,
3,364.85,93.4289,73.7205,80.1622,
3,363.92,93.4259,73.726,80.167,
3,362.99,93.4376,73.7127,80.1715,
3,362.06,93.4111,73.6925,80.1503,
3,361.13,93.4227,73.7206,80.1294,
3,360.2,93.4378,73.7205,80.1116,
3,359.26,93.3908,73.6743,80.1123,
3,358.33,93.3614,73.6474,80.1021,
3,357.4,93.3921,73.6519,80.1028,
3,356.47,93.3786,73.6381,80.1082,
3,355.54,93.3483,73.5945,80.1281,
3,354.6,93.3826,73.558,80.1209,
3,353.67,93.4319,73.6229,80.1032,
3,352.74,93.4175,73.7274,80.1152,
3,351.81,93.3678,73.7833,80.1558,
3,350.88,93.3441,73.8008,80.159,
3,349.94,93.3401,73.7661,80.1236,
3,349.01,93.3702,73.7158,80.0993,
3,348.08,93.3774,73.6739,80.1374,
3,347.15,93.3698,73.6392,80.1649,
3,346.22,93.4046,73.6581,80.1686,
3,345.29,93.3996,73.7041,80.1382,
3,344.35,93.3564,73.7241,80.0977,
3,343.42,93.3391,73.6713,80.1097,
3,342.49,93.3539,73.648,80.1479,
3,341.56,93.3776,73.7288,80.1416,
3,340.63,93.406,73.8001,80.1329,
3,339.69,93.4214,73.8354,80.1509,
3,338.76,93.4258,73.8409,80.2052,
3,337.83,93.4502,73.7651,80.198,
3,336.9,93.4483,73.7199,80.1718,
3,335.97,93.433,73.7577,80.1685,
3,335.04,93.4289,73.7736,80.1471,
3,334.1,93.4621,73.767,80.1358,
3,333.17,93.4925,73.7733,80.1499,
3,332.24,93.5017,73.7538,80.1391,
3,331.31,93.4838,73.7145,80.1427,
3,330.38,93.4942,73.6814,80.143,
3,329.44,93.5361,73.6572,80.1116,
3,328.51,93.5585,73.7102,80.0985,
3,327.58,93.5211,73.8044,80.1393,
3,326.65,93.5228,73.832,80.1629,
3,325.72,93.5314,73.8411,80.173,
3,324.79,93.5052,73.8482,80.1995,
3,323.85,93.5373,73.8146,80.1981,
3,322.92,93.5552,73.7837,80.1601,
3,321.99,93.5445,73.7786,80.167,
3,321.06,93.5801,73.7474,80.1623,
3,320.13,93.5816,73.7126,80.1609,
3,319.19,93.5863,73.695,80.1616,
3,318.26,93.6073,73.6897,80.1642,
3,317.33,93.6029,73.6905,80.1826,
3,316.4,93.5891,73.6624,80.1874,
3,315.47,93.5733,73.639,80.1874,
3,314.54,93.5869,73.6257,80.1646,
3,313.6,93.6013,73.5476,80.1055,
3,312.67,93.6257,73.5106,80.0761,
3,311.74,93.6401,73.5724,80.0565,
3,310.81,93.6316,73.6091,80.0682,
3,309.88,93.66,73.6372,80.135,
3,308.94,93.6921,73.7169,80.1865,
3,308.01,93.7202,73.7944,80.1907,
3,307.08,93.7421,73.8536,80.2454,
3,306.15,93.7425,73.8767,80.3245,
3,305.22,93.703,73.837,80.3599,
3,304.28,93.6798,73.7848,80.3348,
3,303.35,93.6521,73.7715,80.3113,
3,302.42,93.6246,73.7471,80.2789,
3,301.49,93.6538,73.6994,80.2216,
3,300.56,93.6741,73.687,80.1864,
3,299.63,93.6489,73.6854,80.1886,
3,298.69,93.6653,73.6673,80.1894,
3,297.76,93.6555,73.6892,80.233,
3,296.83,93.6092,73.7068,80.2513,
3,295.9,93.6034,73.7082,80.2119,
3,294.97,93.6452,73.7292,80.211,
3,294.03,93.6887,73.7487,80.2507,
3,293.1,93.7094,73.7789,80.2945,
3,292.17,93.7218,73.7875,80.3202,
3,291.24,93.7441,73.7306,80.2902,
3,290.31,93.6999,73.6979,80.2586,
3,289.38,93.6835,73.6759,80.243,
3,288.44,93.68,73.6472,80.2284,
3,287.51,93.6915,73.6344,80.224,
3,286.58,93.7237,73.6072,80.2467,
3,285.65,93.7357,73.5647,80.2501,
3,284.72,93.7131,73.5585,80.2493,
3,283.78,93.7073,73.5875,80.2538,
3,282.85,93.6934,73.5925,80.2612,
3,281.92,93.6531,73.5723,80.2463,
3,280.99,93.6092,73.5493,80.2535,
3,280.06,93.6265,73.5244,80.2765,
3,279.13,93.6485,73.4726,80.2672,
3,278.19,93.6574,73.4586,80.2736,
3,277.26,93.6752,73.4978,80.2903,
3,276.33,93.6367,73.4769,80.2802,
3,275.4,93.6159,73.4318,80.2576,
3,274.47,93.6479,73.4411,80.2235,
3,273.53,93.692,73.5056,80.248,
3,272.6,93.7294,73.5684,80.323,
3,271.67,93.7282,73.5836,80.3604,
3,270.74,93.6824,73.5802,80.3797,
3,269.81,93.6247,73.5455,80.4014,
3,268.88,93.6445,73.5126,80.39,
3,267.94,93.6673,73.4992,80.365,
3,267.01,93.6483,73.4528,80.3679,
3,266.08,93.6498,73.4444,80.3865,
3,265.15,93.6881,73.4438,80.3694,
3,264.22,93.7172,73.4147,80.3632,
3,263.28,93.6627,73.3977,80.3771,
3,262.35,93.6313,73.3638,80.386,
3,261.42,93.6584,73.3451,80.3919,
3,260.49,93.6888,73.3278,80.3892,
3,259.56,93.7167,73.2891,80.389,
3,258.63,93.7022,73.3149,80.4237,
3,257.69,93.6583,73.3753,80.4374,
3,256.76,93.6349,73.3753,80.4319,
3,255.83,93.6408,73.3371,80.4602,
3,254.9,93.627,73.3025,80.4681,
3,253.97,93.5914,73.2919,80.4472,
3,253.03,93.5968,73.2706,80.4504,
3,252.1,93.5894,73.2044,80.4235,
3,251.17,93.6325,73.1619,80.4067,
3,250.24,93.6523,73.1779,80.4353,
3,249.31,93.5865,73.2357,80.4604,
3,248.37,93.588,73.2582,80.4564,
3,247.44,93.5304,73.2013,80.4566,
3,246.51,93.4801,73.1715,80.4502,
3,245.58,93.4988,73.1852,80.4676,
3,244.65,93.5166,73.178,80.5168,
3,243.72,93.5582,73.1494,80.5314,
3,242.78,93.6047,73.1312,80.5226,
3,241.85,93.6064,73.13,80.528,
3,240.92,93.5937,73.1276,80.4974,
3,239.99,93.5779,73.1092,80.495,
3,239.06,93.5637,73.0549,80.5183,
3,238.12,93.5612,72.9762,80.5121,
3,237.19,93.5449,72.9688,80.4942,
3,236.26,93.521,73.0542,80.512,
3,235.33,93.5293,73.0973,80.5393,
3,234.4,93.556,73.0688,80.5615,
3,233.47,93.5797,73.0596,80.5489,
3,232.53,93.575,73.0523,80.5428,
3,231.6,93.5755,73.0122,80.5582,
3,230.67,93.5322,72.9834,80.6054,
3,229.74,93.48,72.9856,80.607,
3,228.81,93.503,72.9801,80.5782,
3,227.87,93.5542,72.9346,80.5539,
3,226.94,93.5833,72.8686,80.558,
3,226.01,93.5584,72.853,80.5607,
3,225.08,93.5145,72.9138,80.5624,
3,224.15,93.5092,72.9427,80.5723,
3,223.22,93.5044,72.8904,80.5807,
3,222.28,93.4817,72.8344,80.5886,
3,221.35,93.4576,72.8177,80.5996,
3,220.42,93.4723,72.8199,80.5889,
3,219.49,93.4585,72.8198,80.5839,
3,218.56,93.4223,72.8046,80.6004,
3,217.62,93.4589,72.7718,80.6213,
3,216.69,93.4693,72.7328,80.5717,
3,215.76,93.4254,72.7389,80.5625,
3,214.83,93.4337,72.7496,80.6083,
3,213.9,93.4902,72.71,80.627,
3,212.97,93.5233,72.6847,80.6114,
3,212.03,93.5144,72.6984,80.5979,
3,211.1,93.5495,72.718,80.6192,
3,210.17,93.5591,72.6948,80.6547,
3,209.24,93.5533,72.6762,80.6744,
3,208.31,93.5603,72.6863,80.6553,
3,207.37,93.5689,72.6825,80.6286,
3,206.44,93.5441,72.6705,80.65,
3,205.51,93.5326,72.6596,80.6859,
3,204.58,93.5286,72.6556,80.7148,
3,203.65,93.536,72.6507,80.7162,
3,202.72,93.5476,72.6492,80.7441,
3,201.78,93.5345,72.6566,80.774,
3,200.85,93.4764,72.6324,80.7614,
3,199.92,93.4006,72.5803,80.7467,
3,198.99,93.3768,72.5802,80.7437,
3,198.06,93.3623,72.6125,80.7285,
3,197.12,93.3449,72.5953,80.7154,
3,196.19,93.3474,72.5393,80.7282,
3,195.26,93.3513,72.5242,80.7309,
3,194.33,93.3339,72.5258,80.7476,
3,193.4,93.2729,72.507,80.78,
3,192.46,93.2395,72.4802,80.7541,
3,191.53,93.2426,72.4606,80.7273,
3,190.6,93.251,72.4415,80.7354,
3,189.67,93.2085,72.4335,80.7482,
3,188.74,93.1392,72.4183,80.7214,
3,187.81,93.0994,72.3715,80.6805,
3,186.87,93.0548,72.3377,80.6664,
3,185.94,93.013,72.3317,80.6627,
3,185.01,92.9345,72.3184,80.6608,
3,184.08,92.8236,72.2955,80.6308,
3,183.15,92.7284,72.2676,80.5759,
3,182.21,92.68,72.2447,80.5456,
3,181.28,92.6109,72.2241,80.5275,
3,180.35,92.5191,72.19,80.4998,
3,179.42,92.4899,72.1407,80.4645,
3,178.49,92.5305,72.1204,80.4247,
3,177.56,92.5844,72.1269,80.4019,
3,176.62,92.6215,72.0967,80.3921,
3,175.69,92.6978,72.0969,80.405,
3,174.76,92.7804,72.0905,80.4143,
3,173.83,92.8468,72.0492,80.4072,
3,172.9,92.9222,72.0518,80.4048,
3,171.96,92.9782,72.0405,80.4398,
3,171.03,93.0231,72.0167,80.4681,
3,170.1,93.0711,72.0295,80.4606,
3,169.17,93.1103,72.0162,80.4837,
3,168.24,93.1265,71.9831,80.5312,
3,167.31,93.1373,71.9672,80.5643,
3,166.37,93.1825,71.9556,80.575,
3,165.44,93.1993,71.945,80.6039,
3,164.51,93.1902,71.9185,80.6302,
3,163.58,93.176,71.8792,80.6502,
3,162.65,93.1682,71.851,80.6298,
3,161.71,93.1871,71.8376,80.6336,
3,160.78,93.1828,71.8048,80.6379,
3,159.85,93.1188,71.758,80.5943,
3,158.92,93.0724,71.7077,80.5797,
3,157.99,93.0575,71.6585,80.6142,
3,157.06,93.0405,71.6256,80.5884,
3,156.12,93.0261,71.6268,80.5546,
3,155.19,93.0939,71.6795,80.5966,
3,154.26,93.1929,71.74,80.667,
3,153.33,93.2158,71.7594,80.7158,
3,152.4,93.1631,71.7515,80.756,
3,151.46,93.1416,71.7343,80.7935,
3,150.53,93.1515,71.6972,80.7798,
3,149.6,93.1515,71.6687,80.7377,
3,148.67,93.1299,71.6439,80.7308,
3,147.74,93.1073,71.6013,80.7289,
3,146.8,93.1399,71.5849,80.7222,
3,145.87,93.1512,71.56,80.7235,
3,144.94,93.1026,71.51,80.6992,
3,144.01,93.0342,71.453,80.6638,
3,143.08,92.9654,71.4252,80.6699,
3,142.15,92.9442,71.4516,80.6993,
3,141.21,92.9208,71.4933,80.7725,
3,140.28,92.8806,71.5076,80.8274,
3,139.35,92.8021,71.4738,80.8565,
3,138.42,92.7027,71.4238,80.875,
3,137.49,92.5636,71.3524,80.8507,
3,136.55,92.3816,71.2842,80.7726,
3,135.62,92.1576,71.2331,80.6981,
3,134.69,91.9078,71.1754,80.6444,
3,133.76,91.6373,71.1224,80.5682,
3,132.83,91.3602,71.0844,80.4315,
3,131.9,91.0552,71.0291,80.2983,
3,130.96,90.7546,70.9665,80.1521,
3,130.03,90.5247,70.8908,79.9637,
3,129.1,90.2972,70.7836,79.7594,
3,128.17,90.1107,70.6694,79.5844,
3,127.24,89.9921,70.5589,79.4309,
3,126.3,89.9079,70.457,79.2884,
3,125.37,89.7922,70.3331,79.0968,
3,124.44,89.6529,70.2082,78.8956,
3,123.51,89.6015,70.1423,78.7442,
3,122.58,89.5855,70.1154,78.6568,
3,121.65,89.5871,70.0801,78.5992,
3,120.71,89.6213,70.0402,78.5761,
3,119.78,89.7546,70.0501,78.615,
3,118.85,89.9044,70.044,78.6829,
3,117.92,90.0301,70.0023,78.7877,
3,116.99,90.1811,69.9826,78.9306,
3,116.05,90.348,69.9836,79.039,
3,115.12,90.496,69.9586,79.0751,
3,114.19,90.6342,69.9112,79.1095,
3,113.26,90.7379,69.8658,79.1675,
3,112.33,90.806,69.8,79.2314,
3,111.4,90.8881,69.7776,79.3117,
3,110.46,90.9482,69.7885,79.3905,
3,109.53,90.9257,69.781,79.4347,
3,108.6,90.8783,69.7609,79.4189,
3,107.67,90.8356,69.7,79.3796,
3,106.74,90.8003,69.6143,79.3552,
3,105.8,90.7633,69.5374,79.3031,
3,104.87,90.7599,69.4706,79.2183,
3,103.94,90.7773,69.395,79.143,
3,103.01,90.8156,69.3312,79.1006,
3,102.08,90.8624,69.3009,79.1423,
3,101.15,90.9131,69.2987,79.2231,
3,100.21,91.0023,69.2839,79.2714,
3,099.28,91.0804,69.2246,79.2885,
3,098.35,91.1231,69.1319,79.295,
3,097.42,91.205,69.0556,79.3255,
3,096.49,91.3253,69.0043,79.3476,
3,095.55,91.4181,68.966,79.3678,
3,094.62,91.4659,68.9533,79.3935,
3,093.69,91.5333,68.9241,79.4232,
3,092.76,91.6513,68.8933,79.4824,
3,091.83,91.725,68.8693,79.5355,
3,090.89,91.811,68.8458,79.5922,
3,089.96,91.8992,68.8322,79.6555,
3,089.03,91.9252,68.785,79.7044,
3,088.1,91.9299,68.7323,79.7429,
3,087.17,91.9667,68.7413,79.8028,
3,086.24,91.9845,68.7272,79.845,
3,085.3,91.9314,68.6543,79.8446,
3,084.37,91.8512,68.6076,79.8396,
3,083.44,91.813,68.5866,79.8133,
3,082.51,91.7824,68.5419,79.7982,
3,081.58,91.7462,68.4986,79.8183,
3,080.64,91.7938,68.4747,79.8268,
3,079.71,91.8662,68.4428,79.8555,
3,078.78,91.9598,68.4068,79.898,
3,077.85,92.0357,68.3589,79.9352,
3,076.92,92.0859,68.2861,79.9667,
3,075.99,92.105,68.2156,79.9597,
3,075.05,92.1002,68.169,79.9096,
3,074.12,92.0805,68.1308,79.8578,
3,073.19,92.0357,68.0983,79.8408,
3,072.26,91.9805,68.0587,79.8002,
3,071.33,91.9962,68.0219,79.7402,
3,070.39,92.0394,68.0061,79.7233,
3,069.46,92.0023,67.9891,79.7295,
3,068.53,91.9425,67.9694,79.7307,
3,067.6,91.8934,67.9188,79.6991,
3,066.67,91.8023,67.8489,79.6391,
3,065.74,91.7645,67.8078,79.6161,
3,064.8,91.7606,67.7877,79.6061,
3,063.87,91.7234,67.7788,79.6014,
3,062.94,91.6543,67.738,79.5906,
3,062.01,91.5445,67.6824,79.5172,
3,061.08,91.384,67.6528,79.4271,
3,060.14,91.223,67.6465,79.3613,
3,059.21,91.0907,67.6069,79.2882,
3,058.28,91.0097,67.5553,79.2128,
3,057.35,91.069,67.5495,79.1852,
3,056.42,91.1742,67.5395,79.2048,
3,055.49,91.2943,67.5307,79.2347,
3,054.55,91.4733,67.5321,79.263,
3,053.62,91.6496,67.5246,79.3494,
3,052.69,91.7873,67.5373,79.4652,
3,051.76,91.8851,67.5441,79.5424,
3,050.83,91.9625,67.5228,79.6109,
3,049.89,92.072,67.4872,79.6803,
3,048.96,92.1485,67.4635,79.76,
3,048.03,92.1653,67.4807,79.859,
3,047.1,92.1769,67.4689,79.8927,
3,046.17,92.1906,67.4585,79.9106,
3,045.24,92.1713,67.4934,79.9765,
3,044.3,92.1275,67.5065,80.0451,
3,043.37,92.0619,67.4893,80.0727,
3,042.44,91.9799,67.4551,80.0771,
3,041.51,91.8643,67.41,80.0574,
3,040.58,91.7152,67.3642,80.0137,
3,039.64,91.5923,67.3054,79.9357,
3,038.71,91.5524,67.2432,79.8595,
3,037.78,91.5935,67.2046,79.8216,
3,036.85,91.6484,67.1898,79.8223,
3,035.92,91.7346,67.1899,79.8717,
3,034.98,91.8376,67.1838,79.9146,
3,034.05,91.9055,67.146,79.9189,
3,033.12,91.9843,67.1278,79.9318,
3,032.19,92.1211,67.1478,79.997,
3,031.26,92.2722,67.1401,80.0633,
3,030.33,92.3571,67.1094,80.0939,
3,029.39,92.3953,67.0732,80.1286,
3,028.46,92.4697,67.0238,80.1318,
3,027.53,92.5659,67.0206,80.1657,
3,026.6,92.6396,67.0513,80.2214,
3,025.67,92.6983,67.0545,80.2649,
3,024.73,92.752,67.0242,80.2904,
3,023.8,92.8127,66.9994,80.3187,
3,022.87,92.8992,66.9709,80.3593,
3,021.94,92.9698,66.9504,80.3964,
3,021.01,93.0153,66.9248,80.4223,
3,020.08,93.0647,66.8841,80.453,
3,019.14,93.1117,66.881,80.4871,
3,018.21,93.118,66.8844,80.5102,
3,017.28,93.1647,66.8799,80.543,
3,016.35,93.2539,66.8803,80.5905,
3,015.42,93.2895,66.8449,80.6437,
3,014.48,93.3179,66.8108,80.7015,
3,013.55,93.4094,66.8319,80.766,
3,012.62,93.4804,66.8289,80.8477,
3,011.69,93.4905,66.7808,80.9154,
3,010.76,93.4903,66.7306,80.9307,
3,009.83,93.5004,66.701,80.912,
3,008.89,93.5314,66.6877,80.908,
3,007.96,93.5313,66.64,80.8988,
3,007.03,93.5197,66.5858,80.8868,
3,006.1,93.5266,66.5586,80.8837,
3,005.17,93.5362,66.5415,80.9057,
3,004.23,93.5524,66.5172,80.9405,
3,003.3,93.5666,66.4757,80.9622,
3,002.37,93.5888,66.4239,80.9567,
3,001.44,93.5916,66.3899,80.9311,
3,000.51,93.6145,66.4076,80.9537,
2,999.58,93.6278,66.3973,81.0205,
2,998.64,93.6095,66.3401,81.043,
2,997.71,93.6102,66.3075,81.0258,
2,996.78,93.6238,66.2891,81.0294,
2,995.85,93.6447,66.2666,81.0685,
2,994.92,93.6872,66.2468,81.1195,
2,993.98,93.6916,66.2247,81.1609,
2,993.05,93.6641,66.2083,81.2006,
2,992.12,93.6734,66.1785,81.2488,
2,991.19,93.664,66.1359,81.2635,
2,990.26,93.6412,66.1191,81.2464,
2,989.32,93.6263,66.099,81.2348,
2,988.39,93.5996,66.0673,81.2447,
2,987.46,93.5767,66.0572,81.2534,
2,986.53,93.5614,66.0482,81.2452,
2,985.6,93.5637,66.0211,81.2352,
2,984.67,93.571,65.9993,81.2306,
2,983.73,93.5569,65.9818,81.2268,
2,982.8,93.5313,65.9744,81.2315,
2,981.87,93.5426,65.9744,81.2554,
2,980.94,93.5481,65.9578,81.3017,
2,980.01,93.5556,65.9427,81.3341,
2,979.07,93.5511,65.9238,81.331,
2,978.14,93.569,65.9056,81.3091,
2,977.21,93.6043,65.911,81.3017,
2,976.28,93.6121,65.9243,81.3038,
2,975.35,93.5748,65.9242,81.3121,
2,974.42,93.5803,65.8944,81.3261,
2,973.48,93.6118,65.8758,81.3336,
2,972.55,93.5934,65.8908,81.3199,
2,971.62,93.5507,65.8805,81.2965,
2,970.69,93.5291,65.8417,81.2864,
2,969.76,93.5167,65.8119,81.289,
2,968.82,93.5041,65.8027,81.2601,
2,967.89,93.4822,65.7954,81.2201,
2,966.96,93.4385,65.7977,81.209,
2,966.03,93.4201,65.7925,81.215,
2,965.1,93.4656,65.7841,81.2253,
2,964.17,93.4918,65.7939,81.2129,
2,963.23,93.5002,65.803,81.1791,
2,962.3,93.4898,65.7955,81.1865,
2,961.37,93.4709,65.7867,81.2054,
2,960.44,93.4733,65.7818,81.1648,
2,959.51,93.4683,65.7877,81.1325,
2,958.57,93.4325,65.7698,81.1331,
2,957.64,93.4167,65.746,81.1209,
2,956.71,93.4335,65.7557,81.13,
2,955.78,93.4909,65.7775,81.1496,
2,954.85,93.5577,65.806,81.1881,
2,953.92,93.5627,65.8189,81.2262,
2,952.98,93.577,65.8069,81.2409,
2,952.05,93.5722,65.7732,81.2314,
2,951.12,93.5764,65.7597,81.2224,
2,950.19,93.6027,65.7839,81.2354,
2,949.26,93.5889,65.786,81.2508,
2,948.32,93.5721,65.7678,81.2846,
2,947.39,93.6037,65.7601,81.3283,
2,946.46,93.641,65.7714,81.3434,
2,945.53,93.6376,65.7979,81.3432,
2,944.6,93.6314,65.8045,81.3664,
2,943.67,93.6405,65.7686,81.3722,
2,942.73,93.6352,65.7678,81.3663,
2,941.8,93.6451,65.7969,81.381,
2,940.87,93.6481,65.7913,81.3824,
2,939.94,93.6292,65.769,81.3763,
2,939.01,93.6422,65.7547,81.3776,
2,938.07,93.6482,65.78,81.3588,
2,937.14,93.6271,65.8147,81.3333,
2,936.21,93.6309,65.794,81.3222,
2,935.28,93.6416,65.753,81.3188,
2,934.35,93.6371,65.7311,81.3346,
2,933.41,93.6356,65.7319,81.3362,
2,932.48,93.6284,65.7519,81.3374,
2,931.55,93.6417,65.7716,81.3629,
2,930.62,93.6369,65.776,81.3832,
2,929.69,93.6532,65.7717,81.4133,
2,928.76,93.6692,65.7633,81.4371,
2,927.82,93.697,65.763,81.4487,
2,926.89,93.7224,65.7566,81.478,
2,925.96,93.7146,65.7348,81.5001,
2,925.03,93.7055,65.719,81.5051,
2,924.1,93.7154,65.7353,81.5024,
2,923.16,93.7182,65.7619,81.5082,
2,922.23,93.7177,65.7508,81.531,
2,921.3,93.7432,65.7427,81.537,
2,920.37,93.8012,65.7539,81.5315,
2,919.44,93.8303,65.7645,81.5792,
2,918.51,93.7958,65.7551,81.6169,
2,917.57,93.7818,65.733,81.6173,
2,916.64,93.8258,65.737,81.6499,
2,915.71,93.8347,65.7587,81.7222,
2,914.78,93.8104,65.7635,81.7814,
2,913.85,93.7841,65.7454,81.8105,
2,912.91,93.7867,65.7323,81.8369,
2,911.98,93.8165,65.728,81.8399,
2,911.05,93.8469,65.7221,81.8349,
2,910.12,93.8511,65.7106,81.8585,
2,909.19,93.8524,65.7111,81.898,
2,908.26,93.8575,65.7072,81.913,
2,907.32,93.863,65.698,81.9315,
2,906.39,93.8641,65.674,81.9602,
2,905.46,93.8682,65.6418,81.9704,
2,904.53,93.8501,65.6277,81.965,
2,903.6,93.8115,65.6221,81.9568,
2,902.66,93.8015,65.6198,81.952,
2,901.73,93.816,65.5944,81.9376,
2,900.8,93.8089,65.5418,81.9291,
2,899.87,93.7844,65.5095,81.9115,
2,898.94,93.7781,65.4989,81.9316,
2,898.01,93.7656,65.4746,81.9732,
2,897.07,93.7251,65.4374,81.9788,
2,896.14,93.6986,65.4224,81.9549,
2,895.21,93.6606,65.4256,81.9338,
2,894.28,93.6204,65.4253,81.9396,
2,893.35,93.5583,65.3862,81.9406,
2,892.41,93.5012,65.3297,81.9179,
2,891.48,93.4467,65.2988,81.8972,
2,890.55,93.3987,65.2861,81.8688,
2,889.62,93.385,65.2757,81.8431,
2,888.69,93.3527,65.257,81.8292,
2,887.75,93.3046,65.2192,81.8139,
2,886.82,93.2781,65.1899,81.7941,
2,885.89,93.2873,65.1751,81.7733,
2,884.96,93.2863,65.1517,81.7649,
2,884.03,93.2639,65.1263,81.7595,
2,883.1,93.2688,65.0982,81.7484,
2,882.16,93.2803,65.085,81.7546,
2,881.23,93.2857,65.088,81.7512,
2,880.3,93.293,65.0698,81.7437,
2,879.37,93.3162,65.0636,81.7335,
2,878.44,93.3135,65.0439,81.7137,
2,877.5,93.3016,65.0102,81.7018,
2,876.57,93.3034,65.0088,81.6907,
2,875.64,93.3287,65.0314,81.7147,
2,874.71,93.3365,65.0378,81.7477,
2,873.78,93.3502,65.0412,81.772,
2,872.85,93.3831,65.0474,81.7754,
2,871.91,93.4147,65.0349,81.7657,
2,870.98,93.4623,65.0022,81.7649,
2,870.05,93.4978,64.987,81.7601,
2,869.12,93.5378,65.0073,81.7632,
2,868.19,93.5797,65.014,81.7904,
2,867.25,93.6242,64.9947,81.8103,
2,866.32,93.6716,64.9908,81.7954,
2,865.39,93.7374,64.9965,81.7941,
2,864.46,93.7908,64.9956,81.8074,
2,863.53,93.8271,64.991,81.814,
2,862.6,93.8918,65.0185,81.8197,
2,861.66,93.9372,65.0473,81.8444,
2,860.73,93.9543,65.0402,81.8904,
2,859.8,93.9761,65.0165,81.9036,
2,858.87,94.0211,65.0232,81.9059,
2,857.94,94.0383,65.042,81.9285,
2,857,94.0629,65.0614,81.9417,
2,856.07,94.1003,65.0602,81.9506,
2,855.14,94.1147,65.0446,81.9765,
2,854.21,94.1273,65.0594,81.9907,
2,853.28,94.1421,65.0699,81.9752,
2,852.35,94.1495,65.0517,81.956,
2,851.41,94.1426,65.044,81.9527,
2,850.48,94.1507,65.07,81.9741,
2,849.55,94.1472,65.0769,82.025,
2,848.62,94.153,65.065,82.0765,
2,847.69,94.1654,65.079,82.0913,
2,846.75,94.1849,65.0887,82.1054,
2,845.82,94.206,65.078,82.1053,
2,844.89,94.2036,65.0789,82.0761,
2,843.96,94.2012,65.0705,82.0625,
2,843.03,94.2165,65.0388,82.0554,
2,842.1,94.2375,65.0452,82.0589,
2,841.16,94.2347,65.0812,82.1215,
2,840.23,94.2368,65.1142,82.2063,
2,839.3,94.2518,65.116,82.2246,
2,838.37,94.2713,65.1047,82.2152,
2,837.44,94.2931,65.1157,82.2355,
2,836.5,94.3095,65.1305,82.2732,
2,835.57,94.3118,65.1252,82.2951,
2,834.64,94.3061,65.1113,82.2949,
2,833.71,94.3337,65.1004,82.2971,
2,832.78,94.3573,65.0934,82.2928,
2,831.84,94.3341,65.1033,82.2973,
2,830.91,94.3258,65.1222,82.3086,
2,829.98,94.3339,65.1192,82.2999,
2,829.05,94.3534,65.1147,82.301,
2,828.12,94.3713,65.1189,82.309,
2,827.19,94.3602,65.1272,82.313,
2,826.25,94.3402,65.1198,82.3208,
2,825.32,94.3406,65.1185,82.3445,
2,824.39,94.3459,65.1113,82.3699,
2,823.46,94.3671,65.0932,82.3691,
2,822.53,94.4088,65.105,82.3891,
2,821.59,94.4256,65.1205,82.4424,
2,820.66,94.3998,65.1057,82.4727,
2,819.73,94.3748,65.1131,82.4709,
2,818.8,94.3579,65.1259,82.4581,
2,817.87,94.331,65.1161,82.4622,
2,816.94,94.3231,65.1137,82.4811,
2,816,94.313,65.1146,82.4846,
2,815.07,94.2871,65.1032,82.4667,
2,814.14,94.2628,65.0781,82.4504,
2,813.21,94.2798,65.0594,82.464,
2,812.28,94.3122,65.0773,82.4917,
2,811.34,94.2949,65.0925,82.5217,
2,810.41,94.2806,65.0842,82.5492,
2,809.48,94.279,65.0782,82.5469,
2,808.55,94.2814,65.0919,82.5334,
2,807.62,94.2845,65.0925,82.5227,
2,806.69,94.2971,65.0916,82.5296,
2,805.75,94.2991,65.106,82.5279,
2,804.82,94.2912,65.1283,82.5313,
2,803.89,94.2689,65.1363,82.536,
