A,Perileno,Pyn,PynMOF,Peaks
2,802.96,94.2502,65.1238,82.524,
2,802.03,94.2346,65.1224,82.5086,
2,801.09,94.2404,65.1435,82.5174,
2,800.16,94.2312,65.1675,82.5584,
2,799.23,94.2111,65.1766,82.5883,
2,798.3,94.2186,65.1773,82.6037,
2,797.37,94.2227,65.1695,82.6055,
2,796.44,94.2134,65.1584,82.5766,
2,795.5,94.1827,65.1457,82.5519,
2,794.57,94.19,65.1482,82.5656,
2,793.64,94.2395,65.1671,82.5855,
2,792.71,94.2417,65.1596,82.5766,
2,791.78,94.2486,65.1718,82.5956,
2,790.84,94.2786,65.2054,82.6502,
2,789.91,94.3105,65.2162,82.6828,
2,788.98,94.3197,65.2035,82.6983,
2,788.05,94.312,65.1963,82.7176,
2,787.12,94.3203,65.1969,82.717,
2,786.19,94.3544,65.1966,82.7068,
2,785.25,94.3927,65.1904,82.7247,
2,784.32,94.4104,65.1941,82.7412,
2,783.39,94.3907,65.2086,82.7235,
2,782.46,94.3533,65.2074,82.7272,
2,781.53,94.3437,65.214,82.7284,
2,780.59,94.3277,65.2286,82.7114,
2,779.66,94.305,65.2383,82.7145,
2,778.73,94.3123,65.2461,82.6981,
2,777.8,94.3212,65.2657,82.7175,
2,776.87,94.2928,65.2834,82.797,
2,775.93,94.2569,65.3033,82.8282,
2,775,94.2613,65.3439,82.817,
2,774.07,94.2418,65.3554,82.8279,
2,773.14,94.2492,65.3562,82.8465,
2,772.21,94.2527,65.3676,82.843,
2,771.28,94.228,65.3958,82.8376,
2,770.34,94.2494,65.4202,82.825,
2,769.41,94.2771,65.4366,82.8241,
2,768.48,94.2558,65.46,82.8468,
2,767.55,94.225,65.4879,82.8627,
2,766.62,94.2038,65.5063,82.8594,
2,765.68,94.2157,65.526,82.8525,
2,764.75,94.2501,65.553,82.858,
2,763.82,94.2683,65.572,82.8609,
2,762.89,94.2555,65.5759,82.8645,
2,761.96,94.2529,65.5949,82.8702,
2,761.03,94.2665,65.6305,82.8804,
2,760.09,94.2964,65.6475,82.8924,
2,759.16,94.3354,65.6531,82.8879,
2,758.23,94.3756,65.6852,82.9041,
2,757.3,94.3824,65.7017,82.9248,
2,756.37,94.3879,65.7153,82.9327,
2,755.43,94.3924,65.7599,82.9381,
2,754.5,94.4157,65.8115,82.9197,
2,753.57,94.4367,65.8311,82.9083,
2,752.64,94.4513,65.8439,82.9414,
2,751.71,94.4531,65.8604,82.9661,
2,750.78,94.438,65.88,82.9678,
2,749.84,94.4467,65.9111,82.9906,
2,748.91,94.454,65.9339,83.0143,
2,747.98,94.4687,65.9509,83.0332,
2,747.05,94.4729,65.9703,83.0442,
2,746.12,94.4509,65.9875,83.0459,
2,745.18,94.4315,66.0086,83.0423,
2,744.25,94.4091,66.0306,83.0431,
2,743.32,94.3837,66.0484,83.0539,
2,742.39,94.3662,66.0576,83.0545,
2,741.46,94.3441,66.0703,83.0558,
2,740.53,94.3185,66.0803,83.05,
2,739.59,94.3212,66.1011,83.0584,
2,738.66,94.3081,66.1248,83.0711,
2,737.73,94.2983,66.1403,83.068,
2,736.8,94.2763,66.1623,83.0646,
2,735.87,94.26,66.1854,83.0661,
2,734.93,94.2845,66.1931,83.0635,
2,734,94.3327,66.2097,83.0716,
2,733.07,94.3816,66.2309,83.0836,
2,732.14,94.4201,66.2507,83.0908,
2,731.21,94.4199,66.2692,83.113,
2,730.27,94.4002,66.2835,83.1366,
2,729.34,94.4298,66.2961,83.1602,
2,728.41,94.4671,66.3117,83.1927,
2,727.48,94.4913,66.3293,83.2308,
2,726.55,94.5045,66.3516,83.2522,
2,725.62,94.4884,66.3766,83.2524,
2,724.68,94.5023,66.3953,83.2736,
2,723.75,94.5235,66.3958,83.3081,
2,722.82,94.5349,66.4103,83.3315,
2,721.89,94.5468,66.4354,83.3405,
2,720.96,94.5499,66.4508,83.3515,
2,720.02,94.5379,66.4572,83.3552,
2,719.09,94.5522,66.4723,83.3617,
2,718.16,94.5752,66.4836,83.3796,
2,717.23,94.5691,66.4911,83.3966,
2,716.3,94.561,66.509,83.3946,
2,715.37,94.5581,66.535,83.4002,
2,714.43,94.5507,66.5453,83.4073,
2,713.5,94.5663,66.564,83.3971,
2,712.57,94.5909,66.5965,83.4058,
2,711.64,94.5842,66.6134,83.4292,
2,710.71,94.558,66.6079,83.4343,
2,709.77,94.5621,66.6046,83.4328,
2,708.84,94.5437,66.6262,83.4316,
2,707.91,94.5195,66.6617,83.4392,
2,706.98,94.4989,66.6823,83.4648,
2,706.05,94.48,66.6913,83.4906,
2,705.12,94.4694,66.6961,83.4927,
2,704.18,94.4583,66.6941,83.4796,
2,703.25,94.4242,66.6831,83.4746,
2,702.32,94.4033,66.6988,83.4676,
2,701.39,94.3854,66.7236,83.4586,
2,700.46,94.3818,66.7235,83.4619,
2,699.52,94.3977,66.7261,83.447,
2,698.59,94.3862,66.7277,83.4489,
2,697.66,94.3931,66.6946,83.4685,
2,696.73,94.4143,66.6845,83.4773,
2,695.8,94.4346,66.7006,83.4844,
2,694.87,94.4443,66.704,83.4771,
2,693.93,94.4419,66.7103,83.4747,
2,693,94.4635,66.7047,83.5027,
2,692.07,94.4766,66.688,83.5222,
2,691.14,94.4857,66.6768,83.528,
2,690.21,94.4871,66.6678,83.5402,
2,689.27,94.5025,66.674,83.5599,
2,688.34,94.5238,66.6596,83.5724,
2,687.41,94.5494,66.6242,83.5792,
2,686.48,94.5476,66.5964,83.5858,
2,685.55,94.5235,66.581,83.6018,
2,684.62,94.5157,66.5624,83.6016,
2,683.68,94.5466,66.5546,83.5937,
2,682.75,94.5817,66.543,83.6047,
2,681.82,94.5835,66.5267,83.6341,
2,680.89,94.566,66.4974,83.6569,
2,679.96,94.5601,66.4559,83.6655,
2,679.02,94.5436,66.4209,83.686,
2,678.09,94.5282,66.3992,83.7169,
2,677.16,94.5223,66.3721,83.7223,
2,676.23,94.4888,66.3432,83.707,
2,675.3,94.4432,66.3395,83.7089,
2,674.36,94.4123,66.3264,83.7333,
2,673.43,94.3621,66.2749,83.7379,
2,672.5,94.2977,66.2313,83.725,
2,671.57,94.2363,66.2048,83.7137,
2,670.64,94.1803,66.1895,83.7,
2,669.71,94.1124,66.1693,83.6756,
2,668.77,94.0763,66.1448,83.6449,
2,667.84,94.0715,66.1143,83.6129,
2,666.91,94.0511,66.1004,83.6103,
2,665.98,94.0586,66.0917,83.6197,
2,665.05,94.0941,66.0621,83.615,
2,664.11,94.1279,66.0364,83.5958,
2,663.18,94.1769,66.0275,83.5913,
2,662.25,94.2296,66.0211,83.6144,
2,661.32,94.2681,66.0041,83.6315,
2,660.39,94.3165,65.9847,83.6511,
2,659.46,94.3543,65.982,83.6836,
2,658.52,94.4084,65.9888,83.7103,
2,657.59,94.4469,65.9948,83.7265,
2,656.66,94.4556,65.9951,83.7435,
2,655.73,94.4815,66.0039,83.7684,
2,654.8,94.5017,66.0164,83.7799,
2,653.86,94.5141,66.0301,83.8055,
2,652.93,94.5326,66.0305,83.8327,
2,652,94.542,66.0327,83.8449,
2,651.07,94.5503,66.0435,83.8517,
2,650.14,94.547,66.0577,83.8758,
2,649.21,94.5457,66.0636,83.9049,
2,648.27,94.5261,66.0889,83.9205,
2,647.34,94.5196,66.1236,83.9299,
2,646.41,94.5372,66.1313,83.9417,
2,645.48,94.5559,66.1256,83.94,
2,644.55,94.5893,66.1493,83.9343,
2,643.61,94.6058,66.1796,83.9391,
2,642.68,94.5978,66.1882,83.9626,
2,641.75,94.618,66.2132,83.9944,
2,640.82,94.6386,66.242,84.0094,
2,639.89,94.65,66.2579,84.0045,
2,638.96,94.672,66.2727,84.0325,
2,638.02,94.691,66.2884,84.0683,
2,637.09,94.7299,66.3255,84.0766,
2,636.16,94.7724,66.3522,84.0951,
2,635.23,94.8039,66.3716,84.1472,
2,634.3,94.8075,66.3846,84.1796,
2,633.36,94.816,66.4055,84.1832,
2,632.43,94.8084,66.4439,84.1865,
2,631.5,94.8202,66.4906,84.2199,
2,630.57,94.8247,66.508,84.2515,
2,629.64,94.807,66.5091,84.2736,
2,628.71,94.8042,66.5271,84.2713,
2,627.77,94.8169,66.5608,84.2886,
2,626.84,94.8455,66.5779,84.3391,
2,625.91,94.8407,66.6084,84.3872,
2,624.98,94.8001,66.6582,84.4355,
2,624.05,94.796,66.6678,84.458,
2,623.11,94.7961,66.6755,84.4628,
2,622.18,94.7744,66.7036,84.4782,
2,621.25,94.7558,66.7039,84.4931,
2,620.32,94.7385,66.7143,84.4933,
2,619.39,94.7089,66.7508,84.4906,
2,618.45,94.6718,66.7945,84.5372,
2,617.52,94.6699,66.8357,84.5872,
2,616.59,94.7002,66.8662,84.6063,
2,615.66,94.7016,66.8887,84.6147,
2,614.73,94.7313,66.9344,84.6422,
2,613.8,94.7865,66.9688,84.6767,
2,612.86,94.8051,66.9956,84.6892,
2,611.93,94.8057,67.015,84.6952,
2,611,94.8385,67.0518,84.7281,
2,610.07,94.8776,67.1124,84.7578,
2,609.14,94.8743,67.1517,84.7628,
2,608.2,94.8676,67.1562,84.7609,
2,607.27,94.8696,67.179,84.7698,
2,606.34,94.9002,67.199,84.7687,
2,605.41,94.9348,67.2229,84.7585,
2,604.48,94.9142,67.2713,84.7628,
2,603.55,94.9171,67.3098,84.7753,
2,602.61,94.9319,67.2966,84.7725,
2,601.68,94.9258,67.2928,84.7676,
2,600.75,94.9081,67.3201,84.7692,
2,599.82,94.8849,67.3527,84.7925,
2,598.89,94.8705,67.3641,84.8104,
2,597.95,94.9102,67.3608,84.832,
2,597.02,94.9288,67.3626,84.8704,
2,596.09,94.9354,67.3732,84.9098,
2,595.16,94.9524,67.3823,84.919,
2,594.23,94.8838,67.3892,84.9401,
2,593.3,94.8285,67.3975,84.982,
2,592.36,94.822,67.4177,84.9769,
2,591.43,94.7884,67.437,84.9715,
2,590.5,94.7932,67.4694,85.0083,
2,589.57,94.7964,67.488,85.0089,
2,588.64,94.7696,67.4955,85.0114,
2,587.7,94.7425,67.4999,85.0461,
2,586.77,94.7474,67.4964,85.0764,
2,585.84,94.7403,67.4945,85.0582,
2,584.91,94.6936,67.5278,85.0422,
2,583.98,94.6597,67.5414,85.0631,
2,583.05,94.6693,67.5248,85.1076,
2,582.11,94.6852,67.5223,85.115,
2,581.18,94.6998,67.5328,85.1084,
2,580.25,94.6998,67.541,85.1228,
2,579.32,94.7309,67.5927,85.1655,
2,578.39,94.7956,67.5789,85.1893,
2,577.45,94.8388,67.5251,85.212,
2,576.52,94.8452,67.5382,85.2369,
2,575.59,94.8632,67.5693,85.2562,
2,574.66,94.8677,67.5918,85.2873,
2,573.73,94.9266,67.613,85.3169,
2,572.79,94.9957,67.6135,85.3193,
2,571.86,95.0322,67.6171,85.3397,
2,570.93,95.0911,67.6344,85.3691,
2,570,95.1423,67.6707,85.3828,
2,569.07,95.1556,67.6747,85.4025,
2,568.14,95.1481,67.6691,85.4105,
2,567.2,95.0821,67.6718,85.3747,
2,566.27,95.0673,67.6846,85.3711,
2,565.34,95.1109,67.6755,85.3909,
2,564.41,95.1266,67.6808,85.4045,
2,563.48,95.1299,67.6784,85.3487,
2,562.54,95.1381,67.6695,85.3308,
2,561.61,95.1067,67.6791,85.3738,
2,560.68,95.0375,67.7104,85.3814,
2,559.75,94.983,67.7169,85.3577,
2,558.82,94.9831,67.6857,85.3556,
2,557.89,94.9574,67.6707,85.3449,
2,556.95,94.9055,67.6768,85.3592,
2,556.02,94.8914,67.6603,85.4133,
2,555.09,94.9243,67.6535,85.437,
2,554.16,94.917,67.6462,85.4234,
2,553.23,94.9256,67.6353,85.3979,
2,552.29,94.9694,67.6234,85.3704,
2,551.36,94.9897,67.6087,85.3902,
2,550.43,94.9679,67.5827,85.4153,
2,549.5,94.992,67.576,85.4272,
2,548.57,95.0065,67.5585,85.4549,
2,547.64,95.0415,67.5483,85.4894,
2,546.7,95.1207,67.5303,85.4861,
2,545.77,95.1677,67.534,85.4913,
2,544.84,95.1432,67.5446,85.5406,
2,543.91,95.1453,67.512,85.5681,
2,542.98,95.205,67.4514,85.5487,
2,542.04,95.2488,67.4544,85.572,
2,541.11,95.2698,67.496,85.6156,
2,540.18,95.2397,67.4836,85.6548,
2,539.25,95.2313,67.4311,85.6743,
2,538.32,95.257,67.4273,85.6717,
2,537.39,95.2538,67.4216,85.6808,
2,536.45,95.256,67.3984,85.7014,
2,535.52,95.2719,67.4075,85.6993,
2,534.59,95.286,67.4356,85.6931,
2,533.66,95.2736,67.4039,85.7133,
2,532.73,95.2582,67.3706,85.7436,
2,531.79,95.2632,67.365,85.7383,
2,530.86,95.3116,67.3692,85.7631,
2,529.93,95.3472,67.3679,85.7733,
2,529,95.3494,67.3658,85.7647,
2,528.07,95.2918,67.3518,85.7575,
2,527.14,95.2495,67.3516,85.7692,
2,526.2,95.2783,67.3509,85.7894,
2,525.27,95.3058,67.3506,85.7943,
2,524.34,95.29,67.3447,85.7632,
2,523.41,95.2921,67.3416,85.7528,
2,522.48,95.3136,67.3784,85.7692,
2,521.54,95.3224,67.4209,85.7768,
2,520.61,95.317,67.4264,85.7824,
2,519.68,95.3202,67.4295,85.8103,
2,518.75,95.3227,67.4282,85.7975,
2,517.82,95.3212,67.4296,85.7787,
2,516.88,95.3158,67.4477,85.797,
2,515.95,95.3232,67.4984,85.8172,
2,515.02,95.2857,67.5232,85.8359,
2,514.09,95.262,67.5202,85.876,
2,513.16,95.2519,67.5027,85.8592,
2,512.23,95.2335,67.513,85.8129,
2,511.29,95.1911,67.5189,85.7808,
2,510.36,95.1821,67.5428,85.7728,
2,509.43,95.1529,67.5843,85.7824,
2,508.5,95.1376,67.6077,85.818,
2,507.57,95.1759,67.6056,85.8352,
2,506.63,95.226,67.6204,85.8565,
2,505.7,95.2279,67.6412,85.8625,
2,504.77,95.2022,67.6557,85.8575,
2,503.84,95.2197,67.6588,85.8637,
2,502.91,95.2461,67.6724,85.8921,
2,501.98,95.1808,67.7107,85.8987,
2,501.04,95.1204,67.7442,85.8842,
2,500.11,95.1401,67.743,85.8711,
2,499.18,95.1985,67.7569,85.8988,
2,498.25,95.176,67.7749,85.9117,
2,497.32,95.1679,67.8055,85.8903,
2,496.38,95.1638,67.8218,85.8719,
2,495.45,95.1652,67.8049,85.8993,
2,494.52,95.1985,67.7844,85.9256,
2,493.59,95.2457,67.8045,85.9544,
2,492.66,95.2689,67.8428,85.9396,
2,491.73,95.2839,67.8762,85.9149,
2,490.79,95.2716,67.8722,85.9384,
2,489.86,95.2643,67.8714,85.9419,
2,488.93,95.272,67.8902,85.9481,
2,488,95.2805,67.9198,86.0124,
2,487.07,95.2921,67.9449,85.9966,
2,486.13,95.3109,67.9638,85.9477,
2,485.2,95.3002,67.9796,85.9595,
2,484.27,95.2788,68.0017,85.9799,
2,483.34,95.2257,68.0251,85.9965,
2,482.41,95.2031,68.0415,86.0263,
2,481.48,95.2071,68.0235,86.0082,
2,480.54,95.1999,68.0193,85.9893,
2,479.61,95.1621,68.0377,85.9684,
2,478.68,95.1737,68.048,85.9685,
2,477.75,95.1838,68.0664,85.9802,
2,476.82,95.1794,68.1121,86.0024,
2,475.88,95.1331,68.1104,85.9759,
2,474.95,95.1055,68.1118,85.9752,
2,474.02,95.0927,68.1103,85.9982,
2,473.09,95.0728,68.1139,85.9752,
2,472.16,95.0557,68.1147,85.9308,
2,471.22,95.0224,68.1271,85.9201,
2,470.29,95.0193,68.1301,85.9248,
2,469.36,95.01,68.1207,85.9339,
2,468.43,94.9454,68.1146,85.8947,
2,467.5,94.9129,68.1448,85.8322,
2,466.57,94.8666,68.1594,85.7776,
2,465.63,94.817,68.1604,85.7829,
2,464.7,94.809,68.169,85.7898,
2,463.77,94.8501,68.1866,85.7774,
2,462.84,94.8554,68.2022,85.7563,
2,461.91,94.9029,68.2275,85.7802,
2,460.97,94.9812,68.2368,85.814,
2,460.04,95.0169,68.2499,85.8475,
2,459.11,95.0032,68.2722,85.8682,
2,458.18,95.0271,68.2911,85.8804,
2,457.25,95.0997,68.2986,85.9045,
2,456.32,95.1706,68.3268,85.943,
2,455.38,95.1917,68.3451,85.9498,
2,454.45,95.2011,68.3802,85.9509,
2,453.52,95.2195,68.4083,85.9581,
2,452.59,95.2406,68.4297,85.9702,
2,451.66,95.2737,68.4318,85.9763,
2,450.72,95.3749,68.4618,86.0039,
2,449.79,95.4313,68.5118,86.0395,
2,448.86,95.4493,68.5518,86.0865,
2,447.93,95.4511,68.5714,86.0962,
2,447,95.4681,68.6002,86.0748,
2,446.07,95.4813,68.6255,86.0765,
2,445.13,95.4686,68.6465,86.1377,
2,444.2,95.4874,68.6456,86.1665,
2,443.27,95.5371,68.6546,86.1747,
2,442.34,95.5786,68.6783,86.1654,
2,441.41,95.5842,68.7099,86.1869,
2,440.47,95.5747,68.7203,86.2034,
2,439.54,95.5909,68.7473,86.1943,
2,438.61,95.5719,68.7719,86.1842,
2,437.68,95.5435,68.781,86.2018,
2,436.75,95.5643,68.7808,86.2186,
2,435.82,95.5988,68.7885,86.2586,
2,434.88,95.5918,68.7963,86.284,
2,433.95,95.5858,68.8343,86.2859,
2,433.02,95.5813,68.8299,86.2795,
2,432.09,95.6125,68.8317,86.2741,
2,431.16,95.6198,68.8712,86.2427,
2,430.22,95.6273,68.8983,86.2407,
2,429.29,95.6283,68.8986,86.2601,
2,428.36,95.6659,68.9289,86.2989,
2,427.43,95.6575,68.948,86.3158,
2,426.5,95.6594,68.9608,86.3261,
2,425.57,95.6663,68.9551,86.2921,
2,424.63,95.6429,68.9659,86.2969,
2,423.7,95.6581,68.9889,86.3326,
2,422.77,95.6917,68.9916,86.3426,
2,421.84,95.6863,68.992,86.3259,
2,420.91,95.6765,69.0233,86.343,
2,419.97,95.6749,69.0262,86.3395,
2,419.04,95.6789,69.0338,86.3284,
2,418.11,95.6587,69.0686,86.3021,
2,417.18,95.6521,69.1009,86.2827,
2,416.25,95.6627,69.098,86.2933,
2,415.31,95.6557,69.1169,86.3301,
2,414.38,95.608,69.1224,86.3333,
2,413.45,95.5792,69.1072,86.3499,
2,412.52,95.5623,69.1077,86.3424,
2,411.59,95.5581,69.1395,86.3223,
2,410.66,95.5609,69.1658,86.2829,
2,409.72,95.5789,69.2097,86.2652,
2,408.79,95.5489,69.2335,86.2632,
2,407.86,95.5064,69.2662,86.256,
2,406.93,95.4935,69.2805,86.2499,
2,406,95.5013,69.2627,86.2679,
2,405.06,95.506,69.2407,86.2498,
2,404.13,95.5102,69.2677,86.2632,
2,403.2,95.4934,69.2705,86.2651,
2,402.27,95.4754,69.2456,86.245,
2,401.34,95.448,69.241,86.2466,
2,400.41,95.426,69.2753,86.2612,
2,399.47,95.4218,69.2727,86.2444,
2,398.54,95.3771,69.249,86.2481,
2,397.61,95.3295,69.2324,86.2168,
2,396.68,95.3409,69.2475,86.1848,
2,395.75,95.343,69.2376,86.1762,
2,394.81,95.3823,69.2241,86.185,
2,393.88,95.4122,69.2245,86.1809,
2,392.95,95.4269,69.2434,86.2005,
2,392.02,95.3904,69.2265,86.1966,
2,391.09,95.3931,69.2163,86.2132,
2,390.16,95.4093,69.2183,86.2118,
2,389.22,95.4047,69.2364,86.2064,
2,388.29,95.4057,69.2259,86.1897,
2,387.36,95.3952,69.2273,86.1835,
2,386.43,95.3779,69.2399,86.1598,
2,385.5,95.3765,69.2404,86.1628,
2,384.56,95.3184,69.2239,86.1836,
2,383.63,95.2747,69.2432,86.196,
2,382.7,95.2927,69.2412,86.1616,
2,381.77,95.2986,69.2394,86.1223,
2,380.84,95.2394,69.2379,86.0763,
2,379.91,95.2143,69.2518,86.0788,
2,378.97,95.2549,69.2428,86.0489,
2,378.04,95.2994,69.2114,86.0419,
2,377.11,95.2917,69.1828,86.0267,
2,376.18,95.302,69.189,86.0009,
2,375.25,95.316,69.1673,85.9801,
2,374.31,95.3457,69.1717,86.0055,
2,373.38,95.3837,69.1397,85.9962,
2,372.45,95.3964,69.0865,85.9798,
2,371.52,95.3804,69.0622,85.9341,
2,370.59,95.4336,69.1044,85.9248,
2,369.66,95.5603,69.1748,85.9722,
2,368.72,95.5579,69.257,86.121,
2,367.79,95.3877,69.2299,86.1583,
2,366.86,95.316,69.1492,86.0656,
2,365.93,95.426,69.1599,85.998,
2,365,95.4305,69.2708,86.1298,
2,364.06,95.2122,69.2102,86.1461,
2,363.13,95.2477,69.1387,86.0543,
2,362.2,95.4036,69.2081,86.1199,
2,361.27,95.3328,69.2408,86.2341,
2,360.34,95.3096,69.1594,86.1562,
2,359.4,95.4006,69.2288,86.1993,
2,358.47,95.3327,69.2491,86.2017,
2,357.54,95.3757,69.2643,86.2065,
2,356.61,95.392,69.2907,86.2342,
2,355.68,95.3777,69.3512,86.2762,
2,354.75,95.3165,69.3941,86.326,
2,353.81,95.2499,69.4026,86.3409,
2,352.88,95.2414,69.4417,86.3467,
2,351.95,95.2349,69.5969,86.4984,
2,351.02,95.3125,69.739,86.5922,
2,350.09,95.5405,69.8379,86.6059,
2,349.15,95.5857,69.7823,86.5112,
2,348.22,95.4756,69.65,86.407,
2,347.29,95.3974,69.4909,86.2174,
2,346.36,95.3485,69.4276,86.142,
2,345.43,95.3188,69.3537,86.0723,
2,344.5,95.3734,69.3585,86.0727,
2,343.56,95.431,69.348,86.0099,
2,342.63,95.4895,69.383,86.0425,
2,341.7,95.4832,69.372,86.0645,
2,340.77,95.4431,69.4197,86.1744,
2,339.84,95.4744,69.4804,86.2115,
2,338.9,95.4963,69.563,86.2745,
2,337.97,95.5195,69.5735,86.2164,
2,337.04,95.5824,69.6132,86.2625,
2,336.11,95.6588,69.6138,86.2715,
2,335.18,95.6936,69.6757,86.373,
2,334.25,95.7436,69.6741,86.3513,
2,333.31,95.6733,69.6985,86.4391,
2,332.38,95.5855,69.6698,86.3825,
2,331.45,95.4867,69.6558,86.3506,
2,330.52,95.5967,69.6589,86.2857,
2,329.59,95.6082,69.7864,86.4023,
2,328.65,95.6388,69.878,86.4505,
2,327.72,95.5041,69.8955,86.5214,
2,326.79,95.5836,69.8748,86.3966,
2,325.86,95.556,69.8818,86.3289,
2,324.93,95.6228,69.9442,86.3327,
2,324,95.3793,69.9112,86.3477,
2,323.06,95.477,69.9186,86.277,
2,322.13,95.4316,69.9247,86.2891,
2,321.2,95.5945,70.0947,86.4353,
2,320.27,95.399,70.0573,86.3969,
2,319.34,95.5712,70.1665,86.4507,
2,318.4,95.523,70.2038,86.4855,
2,317.47,95.5806,70.3456,86.6376,
2,316.54,95.4874,70.282,86.5294,
2,315.61,95.6419,70.4293,86.6543,
2,314.68,95.5434,70.4344,86.626,
2,313.74,95.5073,70.5303,86.7304,
2,312.81,95.5508,70.57,86.682,
2,311.88,95.4802,70.6341,86.7436,
2,310.95,95.5002,70.6522,86.713,
2,310.02,95.4611,70.7263,86.7428,
2,309.09,95.4533,70.7744,86.7245,
2,308.15,95.3833,70.7684,86.7162,
2,307.22,95.395,70.8324,86.752,
2,306.29,95.4065,70.853,86.7356,
2,305.36,95.4271,70.8938,86.77,
2,304.43,95.4521,70.9527,86.8251,
2,303.49,95.4349,70.9849,86.8496,
2,302.56,95.4677,71.0461,86.8903,
2,301.63,95.4566,71.0824,86.8731,
2,300.7,95.5184,71.1609,86.9077,
2,299.77,95.4828,71.1943,86.8636,
2,298.84,95.4503,71.2505,86.9147,
2,297.9,95.486,71.2607,86.9801,
2,296.97,95.5387,71.3489,87.0283,
2,296.04,95.5713,71.4222,87.0384,
2,295.11,95.5867,71.4594,87.0819,
2,294.18,95.6212,71.5243,87.0957,
2,293.24,95.625,71.5898,87.0938,
2,292.31,95.564,71.6268,87.1058,
2,291.38,95.5311,71.6881,87.1887,
2,290.45,95.4963,71.7559,87.2094,
2,289.52,95.4872,71.8656,87.2124,
2,288.59,95.4748,71.9357,87.1785,
2,287.65,95.4649,71.9751,87.1775,
2,286.72,95.4651,72.0134,87.1972,
2,285.79,95.4688,72.0923,87.2637,
2,284.86,95.4469,72.1701,87.329,
2,283.93,95.4673,72.2646,87.4072,
2,282.99,95.5036,72.3623,87.4234,
2,282.06,95.5618,72.4687,87.4722,
2,281.13,95.6064,72.5514,87.5211,
2,280.2,95.6701,72.6329,87.6135,
2,279.27,95.705,72.7159,87.6828,
2,278.34,95.7671,72.841,87.751,
2,277.4,95.8327,72.9295,87.8187,
2,276.47,95.8654,73.0177,87.9234,
2,275.54,95.8981,73.0944,87.9866,
2,274.61,95.9483,73.2008,88.0568,
2,273.68,95.9666,73.2696,88.0953,
2,272.74,96.0432,73.3365,88.1481,
2,271.81,96.1558,73.4527,88.1887,
2,270.88,96.2193,73.565,88.2476,
2,269.95,96.2816,73.6328,88.2782,
2,269.02,96.3176,73.7419,88.3491,
2,268.09,96.3112,73.7991,88.3935,
2,267.15,96.3101,73.8435,88.46,
2,266.22,96.2864,73.8633,88.5205,
2,265.29,96.2594,73.9466,88.5859,
2,264.36,96.2825,74.0658,88.6067,
2,263.43,96.3536,74.1144,88.6322,
2,262.49,96.34,74.105,88.6613,
2,261.56,96.3159,74.1908,88.7126,
2,260.63,96.2201,74.2846,88.7574,
2,259.7,96.193,74.3739,88.87,
2,258.77,96.247,74.4499,88.8892,
2,257.83,96.2922,74.5429,88.8975,
2,256.9,96.3592,74.6347,88.9219,
2,255.97,96.4219,74.7023,88.9632,
2,255.04,96.3801,74.7198,89.0246,
2,254.11,96.4225,74.8231,89.1265,
2,253.18,96.5403,74.8868,89.152,
2,252.24,96.56,74.8967,89.1804,
2,251.31,96.5576,74.9699,89.2154,
2,250.38,96.5369,75.0976,89.2934,
2,249.45,96.4582,75.1686,89.3387,
2,248.52,96.4524,75.2631,89.3105,
2,247.58,96.4137,75.2931,89.2418,
2,246.65,96.3214,75.3346,89.2178,
2,245.72,96.2182,75.4133,89.223,
2,244.79,96.118,75.4867,89.289,
2,243.86,96.0246,75.5097,89.2603,
2,242.93,95.9797,75.5772,89.1694,
2,241.99,95.979,75.6185,89.1199,
2,241.06,96.0809,75.6633,89.2009,
2,240.13,96.152,75.7433,89.2489,
2,239.2,96.1537,75.8037,89.2438,
2,238.27,96.1519,75.853,89.268,
2,237.33,96.1343,75.9098,89.3652,
2,236.4,96.1695,75.9671,89.4368,
2,235.47,96.2612,76.0428,89.4803,
2,234.54,96.329,76.0915,89.4915,
2,233.61,96.475,76.1373,89.5964,
2,232.68,96.5709,76.2175,89.7193,
2,231.74,96.549,76.3595,89.7692,
2,230.81,96.5449,76.4511,89.8105,
2,229.88,96.6528,76.5281,89.9074,
2,228.95,96.7115,76.5697,89.9342,
2,228.02,96.728,76.591,89.9712,
2,227.08,96.6716,76.7165,90.0321,
2,226.15,96.6646,76.8912,90.0652,
2,225.22,96.6686,76.9682,90.074,
2,224.29,96.7334,77.0131,90.1989,
2,223.36,96.7246,77.0578,90.3472,
2,222.43,96.7126,77.07,90.4504,
2,221.49,96.6831,77.1339,90.445,
2,220.56,96.7129,77.2896,90.4389,
2,219.63,96.7947,77.3795,90.4347,
2,218.7,96.8271,77.4201,90.4049,
2,217.77,96.7804,77.3922,90.3831,
2,216.83,96.7365,77.3854,90.4672,
2,215.9,96.8168,77.4901,90.4753,
2,214.97,96.9354,77.6149,90.4848,
2,214.04,96.9688,77.6533,90.6104,
2,213.11,96.988,77.7127,90.6995,
2,212.18,97.0085,77.8172,90.6299,
2,211.24,97.0155,77.9885,90.6386,
2,210.31,97.0048,78.037,90.7697,
2,209.38,97.0132,78.0144,90.9308,
2,208.45,97.0794,78.0144,90.9796,
2,207.52,97.1011,78.0786,90.9498,
2,206.58,97.1526,78.1816,90.9851,
2,205.65,97.1954,78.2622,91.0898,
2,204.72,97.1285,78.3199,91.1213,
2,203.79,97.1275,78.3887,91.1778,
