nm,T%,
594.00,  103.8,
593.00,  104.2,
592.00,  103.8,
591.00,  103.9,
590.00,  103.8,
589.00,  103.9,
588.00,  103.9,
587.00,  103.1,
586.00,  103.4,
585.00,  103.1,
584.00,  103.2,
583.00,  103.4,
582.00,  103.4,
581.00,  103.4,
580.00,  103.1,
579.00,  103.4,
578.00,  103.2,
577.00,  103.5,
576.00,  103.0,
575.00,  103.6,
574.00,  103.2,
573.00,  103.3,
572.00,  103.5,
571.00,  104.0,
570.00,  104.0,
569.00,  103.7,
568.00,  104.0,
567.00,  104.4,
566.00,  104.0,
565.00,  104.0,
564.00,  104.9,
563.00,  104.5,
562.00,  105.1,
561.00,  104.5,
560.00,  105.0,
559.00,  105.2,
558.00,  105.2,
557.00,  105.2,
556.00,  105.2,
555.00,  105.3,
554.00,  105.5,
553.00,  105.7,
552.00,  105.6,
551.00,  105.2,
550.00,  105.4,
549.00,  105.4,
548.00,  105.2,
547.00,  105.6,
546.00,  104.9,
545.00,  104.4,
544.00,  105.0,
543.00,  105.0,
542.00,  104.9,
541.00,  104.8,
540.00,  104.6,
539.00,  104.6,
538.00,  104.8,
537.00,  105.0,
536.00,  105.1,
535.00,  104.9,
534.00,  105.2,
533.00,  105.5,
532.00,  105.7,
531.00,  106.0,
530.00,  106.4,
529.00,  106.7,
528.00,  106.7,
527.00,  107.3,
526.00,  107.7,
525.00,  107.3,
524.00,  107.5,
523.00,  107.9,
522.00,  108.3,
521.00,  108.2,
520.00,  108.3,
519.00,  108.6,
518.00,  108.5,
517.00,  108.0,
516.00,  108.1,
515.00,  108.3,
514.00,  107.8,
513.00,  107.6,
512.00,  107.7,
511.00,  107.1,
510.00,  106.9,
509.00,  106.8,
508.00,  106.4,
507.00,  106.5,
506.00,  105.8,
505.00,  105.8,
504.00,  105.5,
503.00,  105.3,
502.00,  105.7,
501.00,  105.3,
500.00,  104.9,
499.00,  105.1,
498.00,  105.0,
497.00,  105.1,
496.00,  105.1,
495.00,  105.3,
494.00,  105.0,
493.00,  104.9,
492.00,  105.1,
491.00,  105.5,
490.00,  105.4,
489.00,  105.7,
488.00,  105.5,
487.00,  105.3,
486.00,  105.4,
485.00,  105.6,
484.00,  105.6,
483.00,  105.8,
482.00,  105.9,
481.00,  105.8,
480.00,  106.1,
479.00,  105.9,
478.00,  106.5,
477.00,  106.1,
476.00,  106.0,
475.00,  106.3,
474.00,  106.3,
473.00,  106.5,
472.00,  106.7,
471.00,  107.0,
470.00,  106.8,
469.00,  107.1,
468.00,  107.1,
467.00,  107.8,
466.00,  107.5,
465.00,  107.9,
464.00,  108.4,
463.00,  108.4,
462.00,  108.8,
461.00,  109.1,
460.00,  109.6,
459.00,  109.8,
458.00,  110.2,
457.00,  110.8,
456.00,  111.4,
455.00,  111.7,
454.00,  112.3,
453.00,  112.7,
452.00,  114.3,
451.00,  114.7,
450.00,  115.4,
449.00,  116.5,
448.00,  117.5,
447.00,  119.1,
446.00,  120.5,
445.00,  121.7,
444.00,  123.5,
443.00,  125.3,
442.00,  127.4,
441.00,  129.3,
440.00,  131.6,
439.00,  133.3,
438.00,  134.9,
437.00,  136.7,
436.00,  138.6,
435.00,  140.8,
434.00,  142.2,
433.00,  143.7,
432.00,  145.6,
431.00,  146.7,
430.00,  147.8,
429.00,  148.8,
428.00,  150.1,
427.00,  151.6,
426.00,  152.4,
425.00,  154.1,
424.00,  154.9,
423.00,  155.5,
422.00,  156.4,
421.00,  156.0,
420.00,  156.2,
419.00,  155.1,
418.00,  153.0,
417.00,  151.0,
416.00,  148.9,
415.00,  146.2,
414.00,  143.8,
413.00,  141.1,
412.00,  139.8,
411.00,  137.9,
410.00,  135.8,
409.00,  133.9,
408.00,  133.5,
407.00,  131.9,
406.00,  131.0,
405.00,  130.1,
404.00,  128.9,
403.00,  127.6,
402.00,  126.5,
401.00,  125.3,
400.00,  124.4,
399.00,  123.2,
398.00,  121.7,
397.00,  120.7,
396.00,  119.5,
395.00,  118.8,
394.00,  116.9,
393.00,  116.4,
392.00,  115.1,
391.00,  114.3,
390.00,  114.1,
389.00,  113.4,
388.00,  112.4,
387.00,  112.0,
386.00,  111.6,
385.00,  111.3,
384.00,  111.8,
383.00,  111.7,
382.00,  111.5,
381.00,  111.2,
380.00,  111.1,
379.00,  110.5,
378.00,  110.9,
377.00,  110.5,
376.00,  110.7,
375.00,  110.8,
374.00,  110.1,
373.00,  110.0,
372.00,  110.3,
371.00,  109.8,
370.00,  110.5,
369.00,  110.3,
368.00,  109.6,
367.00,  110.4,
366.00,  110.3,
365.00,  109.5,
364.00,  109.3,
363.00,  109.2,
362.00,  109.2,
361.00,  108.5,
360.00,  109.2,
359.00,  109.3,
358.00,  107.9,
357.00,  108.9,
356.00,  108.7,
355.00,  108.8,
354.00,  108.5,
353.00,  109.2,
352.00,  107.9,
351.00,  109.4,
350.00,  109.1,
349.00,  108.0,
348.00,  108.7,
347.00,  108.1,
346.00,  109.0,
345.00,  108.5,
344.00,  108.1,
343.00,  109.0,
342.00,  108.4,
341.00,  108.3,
340.00,  108.2,
339.00,  108.6,
338.00,  109.1,
337.00,  109.8,
336.00,  108.0,
335.00,  109.7,
334.00,  109.2,
333.00,  109.3,
332.00,  110.2,
331.00,  110.8,
330.00,  111.4,
329.00,  111.2,
328.00,  112.1,
327.00,  113.0,
326.00,  114.0,
325.00,  113.9,
324.00,  114.9,
323.00,  116.5,
322.00,  117.0,
321.00,  117.1,
320.00,  119.2,
319.00,  120.1,
318.00,  121.2,
317.00,  122.4,
316.00,  124.4,
315.00,  126.3,
314.00,  127.8,
313.00,  130.4,
312.00,  133.6,
311.00,  135.5,
310.00,  138.4,
309.00,  141.2,
308.00,  144.1,
307.00,  148.4,
306.00,  152.1,
305.00,  157.0,
304.00,  162.4,
303.00,  165.7,
302.00,  170.9,
301.00,  176.9,
300.00,  182.5,
