nm,T%,
340.00,  102.7,
339.00,  102.9,
338.00,  102.5,
337.00,  103.0,
336.00,  102.8,
335.00,  103.8,
334.00,  103.3,
333.00,  103.2,
332.00,  103.5,
331.00,  103.2,
330.00,  104.3,
329.00,  104.5,
328.00,  104.6,
327.00,  104.7,
326.00,  104.9,
325.00,  105.6,
324.00,  106.2,
323.00,  106.7,
322.00,  106.8,
321.00,  106.6,
320.00,  107.5,
319.00,  108.3,
318.00,  107.8,
317.00,  109.0,
316.00,  110.0,
315.00,  110.6,
314.00,  111.7,
313.00,  112.1,
312.00,  113.8,
311.00,  114.5,
310.00,  115.8,
309.00,  116.5,
308.00,  118.0,
307.00,  119.8,
306.00,  121.9,
305.00,  122.9,
304.00,  124.8,
303.00,  126.6,
302.00,  128.4,
301.00,  129.8,
300.00,  132.7,
