Chan	Prompt	Decay
242	0	37
243	0	31
244	0	35
245	3	43
246	1	36
247	2	28
248	0	25
249	1	37
250	0	26
251	0	28
252	2	32
253	3	32
254	2	26
255	0	29
256	1	25
257	1	26
258	1	35
259	0	27
260	1	24
261	1	20
262	1	29
263	0	18
264	0	16
265	0	20
266	0	21
267	0	21
268	1	15
269	1	21
270	1	18
271	0	29
272	0	23
273	1	25
274	1	20
275	2	31
276	1	19
277	1	15
278	0	21
279	0	20
280	0	21
281	1	18
282	0	15
283	1	19
284	2	21
285	2	21
286	0	19
287	1	16
288	1	13
289	1	9
290	0	20
291	2	12
292	1	19
293	0	27
294	1	10
295	0	14
296	0	18
297	0	19
298	0	16
299	0	21
300	1	15
301	0	11
302	1	16
303	0	9
304	0	17
305	1	14
306	1	18
307	0	11
308	0	12
309	2	14
310	0	13
311	2	16
312	0	14
313	2	7
314	1	15
315	1	16
316	1	9
317	1	11
318	1	11
319	0	8
320	0	16
321	1	13
322	2	10
323	3	10
324	1	11
325	0	19
326	2	10
327	1	11
328	1	15
329	2	13
330	1	12
331	4	12
332	1	9
333	4	11
334	1	13
335	2	12
336	1	6
337	1	16
338	2	9
339	0	10
340	2	10
341	2	8
342	1	9
343	4	14
344	2	10
345	1	9
346	1	7
347	0	11
348	0	9
349	0	8
350	0	14
351	1	9
352	2	6
353	0	8
354	2	7
355	0	10
356	0	8
357	1	9
358	1	8
359	2	9
360	3	7
361	1	7
362	4	10
363	1	9
364	1	5
365	0	18
366	0	13
367	0	9
368	3	9
369	2	14
370	2	6
371	1	4
372	0	7
373	1	7
374	1	6
375	0	6
376	0	5
377	1	3
378	0	8
379	1	8
380	2	6
381	0	9
382	2	5
383	1	5
384	1	7
385	2	9
386	1	8
387	1	3
388	1	8
389	0	8
390	1	6
391	0	7
392	1	5
393	0	10
394	1	7
395	1	3
396	1	4
397	0	7
398	0	5
399	1	9
400	1	5
401	1	5
402	1	8
403	1	5
404	0	8
405	1	11
406	1	2
407	1	6
408	1	5
409	0	2
410	0	6
411	2	2
412	1	7
413	1	8
414	1	11
415	0	5
416	1	9
417	0	1
418	2	8
419	0	2
420	0	5
421	0	5
422	0	9
423	0	2
424	1	3
425	1	4
426	1	7
427	0	6
428	1	5
429	0	5
430	1	4
431	0	4
432	0	4
433	0	4
434	1	6
435	0	5
436	0	5
437	0	2
438	0	5
439	0	6
440	1	2
441	0	3
442	0	4
443	1	5
444	0	7
445	0	4
446	0	7
447	0	3
448	0	5
449	0	5
450	0	1
451	0	8
452	0	4
453	0	2
454	1	6
455	1	5
456	0	5
457	1	4
458	0	2
459	0	2
460	0	3
461	0	3
462	0	2
463	0	0
464	0	3
465	0	3
466	0	3
467	0	4
468	0	2
469	0	3
470	1	5
471	0	0
472	0	3
473	0	4
474	0	5
475	2	6
476	0	2
477	0	6
478	1	3
479	0	3
480	0	8
481	1	1
482	0	7
483	0	2
484	0	6
485	0	0
486	0	2
487	0	3
488	1	0
489	0	4
490	1	5
491	0	2
492	0	3
493	0	4
494	0	2
495	0	5
496	2	2
497	0	1
498	0	4
499	0	4
500	0	3
501	0	4
502	0	0
503	0	2
504	0	3
505	0	1
506	0	3
507	0	4
508	0	2
509	0	1
510	1	2
511	0	4
512	0	1
513	1	4
514	0	1
515	0	1
516	0	1
517	2	2
518	0	1
519	0	1
520	0	2
521	1	4
522	0	3
523	0	3
524	0	3
525	0	3
526	0	1
527	1	3
528	0	2
529	0	0
530	0	2
531	1	1
532	0	1
533	0	2
534	0	2
535	1	3
536	1	2
537	1	1
538	0	0
539	0	5
540	0	1
541	1	1
542	0	6
543	0	2
544	1	2
545	0	3
546	0	1
547	0	3
548	0	3
549	0	1
550	0	0
551	0	1
552	0	2
553	2	0
554	0	1
555	1	0
556	0	0
557	0	2
558	0	0
559	0	3
560	0	1
561	1	4
562	0	2
563	0	0
564	0	0
565	0	1
566	0	3
567	0	0
568	0	2
569	0	3
570	1	1
571	0	2
572	3	4
573	0	0
574	0	0
575	1	0
576	0	1
577	0	1
578	0	1
579	0	2
580	2	0
581	0	2
582	0	3
583	0	0
584	0	1
585	0	1
586	1	0
587	0	0
588	0	3
589	1	0
590	2	1
591	0	0
592	0	1
593	0	1
594	0	1
595	0	1
596	1	1
597	0	0
598	0	1
599	0	0
600	1	2
601	2	0
602	1	1
603	1	1
604	0	1
605	1	0
606	1	1
607	0	1
608	1	2
609	0	1
610	1	2
611	0	4
612	0	1
613	2	1
614	2	1
615	0	0
616	0	0
617	1	3
618	0	2
619	0	0
620	1	0
621	1	1
622	1	3
623	0	2
624	0	3
625	0	0
626	0	0
627	1	2
628	0	2
629	0	0
630	0	0
631	0	1
632	1	0
633	0	4
634	1	1
635	0	3
636	0	0
637	0	1
638	1	0
639	0	0
640	0	4
641	1	1
642	0	1
643	1	1
644	0	1
645	0	1
646	0	0
647	0	0
648	0	1
649	0	0
650	0	1
651	1	1
652	0	1
653	0	1
654	0	2
655	0	0
656	1	1
657	1	0
658	0	0
659	1	0
660	1	0
661	1	1
662	0	2
663	1	1
664	0	1
665	2	1
666	2	1
667	2	0
668	1	0
669	1	0
670	1	0
671	1	0
672	0	0
673	0	0
674	2	0
675	0	1
676	1	2
677	2	0
678	0	0
679	0	0
680	0	0
681	0	0
682	2	2
683	3	1
684	2	0
685	1	0
686	2	1
687	2	0
688	1	0
689	0	0
690	0	2
691	0	3
692	1	1
693	1	2
694	1	0
695	1	4
696	0	0
697	2	3
698	3	0
699	0	1
700	0	0
701	0	1
702	1	0
703	0	1
704	0	0
705	0	0
706	0	1
707	1	2
708	1	2
709	1	0
710	1	0
711	1	1
712	1	0
713	0	0
714	1	1
715	1	0
716	0	2
717	0	1
718	1	1
719	1	1
720	1	0
721	0	3
722	1	1
723	0	1
724	0	2
725	0	1
726	2	1
727	2	0
728	0	1
729	2	1
730	1	1
731	0	0
732	1	2
733	0	0
734	0	1
735	0	1
736	3	1
737	0	1
738	0	0
739	0	0
740	0	1
741	2	0
742	1	0
743	2	1
744	1	1
745	0	1
746	1	0
747	0	0
748	0	2
749	0	1
750	1	1
751	1	0
752	2	4
753	2	0
754	0	0
755	0	1
756	1	0
757	1	4
758	1	1
759	1	1
760	2	1
761	2	0
762	0	0
763	0	0
764	0	1
765	0	3
766	0	1
767	1	2
768	2	1
769	0	0
770	4	0
771	0	0
772	0	0
773	2	2
774	1	1
775	1	1
776	2	1
777	1	0
778	0	0
779	0	0
780	3	1
781	0	0
782	0	1
783	2	2
784	0	0
785	0	0
786	0	0
787	1	0
788	1	0
789	0	2
790	0	0
791	1	1
792	1	2
793	1	1
794	0	0
795	2	1
796	0	0
797	1	2
798	1	0
799	0	0
800	3	0
801	0	1
802	1	0
803	0	1
804	0	1
805	0	0
806	3	0
807	1	1
808	2	0
809	1	1
810	1	0
811	0	0
812	1	0
813	1	1
814	3	0
815	1	0
816	1	2
817	1	0
818	2	0
819	0	0
820	0	0
821	3	0
822	1	0
823	0	0
824	1	0
825	2	2
826	1	1
827	2	0
828	0	0
829	1	1
830	4	0
831	0	0
832	1	0
833	1	0
834	0	0
835	0	2
836	2	0
837	0	2
838	1	0
839	2	1
840	0	0
841	1	1
842	3	0
843	2	1
844	2	0
845	1	0
846	0	1
847	1	0
848	2	0
849	4	1
850	3	0
851	2	0
852	0	1
853	0	2
854	1	0
855	0	2
856	3	0
857	0	2
858	1	0
859	4	2
860	3	0
861	0	0
862	1	0
863	0	0
864	2	1
865	2	0
866	1	1
867	2	1
868	2	0
869	2	0
870	3	1
871	0	1
872	0	0
873	1	1
874	2	1
875	1	0
876	2	0
877	3	1
878	0	0
879	0	1
880	2	0
881	4	0
882	0	0
883	1	1
884	0	0
885	3	2
886	2	0
887	1	0
888	0	1
889	2	0
890	0	1
891	0	1
892	5	1
893	4	0
894	2	2
895	1	0
896	2	1
897	1	0
898	0	1
899	1	0
900	1	0
901	0	0
902	1	2
903	1	0
904	3	2
905	3	1
906	1	0
907	1	2
908	3	0
909	1	1
910	3	0
911	0	0
912	1	0
913	1	2
914	3	1
915	1	0
916	1	0
917	2	0
918	1	1
919	3	0
920	1	1
921	1	0
922	2	0
923	3	0
924	0	1
925	0	0
926	1	1
927	3	0
928	1	0
929	3	0
930	1	0
931	3	0
932	1	0
933	2	0
934	0	0
935	0	1
936	2	1
937	2	0
938	3	1
939	1	0
940	0	2
941	3	0
942	0	0
943	2	0
944	4	1
945	0	1
946	2	0
947	3	0
948	2	0
949	1	0
950	1	1
951	2	1
952	1	0
953	3	0
954	1	1
955	1	1
956	1	0
957	2	0
958	1	0
959	1	0
960	0	0
961	3	0
962	2	0
963	2	1
964	1	0
965	4	0
966	0	0
967	1	1
968	0	1
969	1	0
970	2	0
971	1	0
972	2	0
973	1	0
974	2	0
975	0	0
976	1	0
977	2	0
978	0	0
979	0	0
980	0	1
981	0	0
982	0	0
983	1	0
984	1	0
985	0	0
986	0	0
987	0	0
988	2	0
989	0	0
990	1	0
991	2	0
992	1	0
993	0	1
994	2	0
995	2	0
996	1	0
997	1	0
998	0	2
999	2	1
1000	2	2
1001	1	1
1002	1	1
1003	3	2
1004	7	0
1005	1	0
1006	2	0
1007	1	1
1008	3	0
1009	2	0
1010	2	0
1011	2	0
1012	1	1
1013	0	0
1014	1	0
1015	1	1
1016	1	0
1017	0	1
1018	1	1
1019	3	0
1020	3	0
1021	0	1
1022	2	0
1023	2	1
1024	3	1
1025	0	0
1026	0	0
1027	1	0
1028	3	0
1029	1	0
1030	2	0
1031	1	0
1032	4	0
1033	0	1
1034	3	1
1035	1	0
1036	0	0
1037	1	0
1038	0	0
1039	6	2
1040	4	1
1041	2	0
1042	4	0
1043	5	1
1044	2	0
1045	1	0
1046	0	0
1047	0	1
1048	2	2
1049	0	0
1050	3	1
1051	0	1
1052	0	1
1053	2	1
1054	1	1
1055	2	0
1056	2	0
1057	4	1
1058	1	1
1059	1	0
1060	1	0
1061	1	0
1062	0	2
1063	2	0
1064	3	1
1065	1	1
1066	0	0
1067	3	0
1068	2	0
1069	1	0
1070	4	1
1071	0	0
1072	1	1
1073	2	0
1074	6	0
1075	0	0
1076	1	1
1077	2	0
1078	3	1
1079	1	0
1080	2	0
1081	1	1
1082	4	0
1083	4	2
1084	1	1
1085	3	1
1086	1	1
1087	6	0
1088	4	1
1089	2	0
1090	2	2
1091	5	1
1092	1	1
1093	2	0
1094	3	1
1095	1	0
1096	1	0
1097	2	1
1098	1	1
1099	4	1
1100	3	0
1101	0	0
1102	1	0
1103	2	3
1104	2	0
1105	0	0
1106	4	0
1107	1	1
1108	1	0
1109	4	1
1110	1	0
1111	3	0
1112	2	0
1113	0	0
1114	1	0
1115	1	3
1116	2	0
1117	0	0
1118	2	0
1119	1	0
1120	2	0
1121	4	0
1122	1	0
1123	3	1
1124	4	0
1125	2	0
1126	2	1
1127	0	1
1128	0	1
1129	0	1
1130	1	0
1131	2	0
1132	1	0
1133	2	0
1134	2	1
1135	4	0
1136	5	0
1137	0	0
1138	6	0
1139	2	1
1140	2	0
1141	0	1
1142	2	0
1143	3	0
1144	0	0
1145	1	1
1146	3	0
1147	1	0
1148	2	1
1149	3	1
1150	3	0
1151	3	0
1152	3	0
1153	0	0
1154	1	1
1155	3	0
1156	2	0
1157	2	0
1158	3	0
1159	3	0
1160	2	1
1161	2	0
1162	1	0
1163	2	0
1164	1	0
1165	1	0
1166	2	0
1167	4	0
1168	1	0
1169	1	1
1170	2	0
1171	4	0
1172	1	0
1173	5	1
1174	2	0
1175	1	2
1176	1	0
1177	1	0
1178	1	3
1179	2	0
1180	1	1
1181	1	0
1182	2	3
1183	2	1
1184	4	0
1185	2	1
1186	0	1
1187	4	0
1188	2	1
1189	2	1
1190	1	1
1191	4	0
1192	1	1
1193	1	0
1194	1	1
1195	1	0
1196	3	2
1197	4	0
1198	1	1
1199	1	0
1200	3	0
1201	1	1
1202	3	0
1203	3	0
1204	2	0
1205	1	1
1206	4	1
1207	2	0
1208	0	1
1209	2	0
1210	0	1
1211	5	1
1212	1	1
1213	1	0
1214	2	0
1215	4	0
1216	2	1
1217	1	0
1218	1	0
1219	2	0
1220	2	0
1221	4	1
1222	1	0
1223	3	0
1224	1	0
1225	1	0
1226	2	0
1227	2	0
1228	1	1
1229	1	0
1230	2	0
1231	2	0
1232	1	1
1233	1	0
1234	2	0
1235	3	1
1236	1	2
1237	2	1
1238	2	2
1239	0	0
1240	3	1
1241	2	0
1242	0	0
1243	1	0
1244	0	1
1245	3	1
1246	2	0
1247	1	0
1248	3	0
1249	3	0
1250	1	0
1251	2	0
1252	2	1
1253	1	2
1254	2	0
1255	0	0
1256	2	2
1257	2	0
1258	1	1
1259	2	0
1260	0	0
1261	1	0
1262	2	0
1263	1	0
1264	3	0
1265	3	0
1266	4	1
1267	2	0
1268	1	0
1269	1	0
1270	1	0
1271	1	1
1272	1	1
1273	2	0
1274	3	0
1275	2	2
1276	0	0
1277	3	0
1278	2	0
1279	3	0
1280	3	0
1281	4	0
1282	4	0
1283	1	0
1284	4	0
1285	2	0
1286	2	0
1287	4	1
1288	4	1
1289	2	0
1290	3	0
1291	0	0
1292	0	0
1293	3	0
1294	2	2
1295	3	0
1296	0	1
1297	2	2
1298	3	1
1299	2	1
1300	0	1
1301	3	0
1302	3	0
1303	1	0
1304	2	1
1305	0	0
1306	4	1
1307	1	1
1308	4	0
1309	1	0
1310	3	0
1311	1	2
1312	3	0
1313	2	1
1314	2	0
1315	1	0
1316	3	0
1317	2	2
1318	2	0
1319	1	0
1320	1	0
1321	1	0
1322	3	0
1323	2	0
1324	0	1
1325	2	0
1326	0	0
1327	2	1
1328	2	0
1329	2	3
1330	1	0
1331	0	1
1332	1	0
1333	3	0
1334	3	1
1335	3	0
1336	2	0
1337	3	0
1338	2	0
1339	1	1
1340	0	1
1341	0	1
1342	3	1
1343	2	0
1344	1	2
1345	1	0
1346	4	0
1347	0	1
1348	1	0
1349	3	1
1350	3	0
1351	2	0
1352	2	0
1353	1	0
1354	0	1
1355	4	0
1356	1	0
1357	3	1
1358	2	2
1359	1	0
1360	2	1
1361	2	0
1362	5	1
1363	1	0
1364	2	0
1365	0	0
1366	0	2
1367	1	2
1368	3	1
1369	0	1
1370	2	0
1371	2	0
1372	0	1
1373	1	0
1374	2	0
1375	2	0
1376	1	4
1377	4	0
1378	0	0
1379	1	0
1380	2	0
1381	3	0
1382	2	2
1383	3	1
1384	2	0
1385	2	0
1386	3	0
1387	2	0
1388	2	0
1389	1	1
1390	3	0
1391	0	0
1392	3	0
1393	7	1
1394	0	1
1395	3	0
1396	5	0
1397	3	0
1398	1	0
1399	4	0
1400	4	0
1401	1	0
1402	3	1
1403	4	1
1404	2	0
1405	1	0
1406	2	0
1407	1	0
1408	0	0
1409	2	0
1410	7	1
1411	4	0
1412	1	1
1413	4	2
1414	4	1
1415	3	0
1416	3	0
1417	1	0
1418	0	0
1419	1	1
1420	3	0
1421	1	1
1422	2	0
1423	1	0
1424	1	0
1425	4	0
1426	3	0
1427	0	0
1428	2	1
1429	2	1
1430	6	2
1431	2	0
1432	1	0
1433	0	0
1434	1	1
1435	4	1
1436	2	0
1437	0	1
1438	0	0
1439	2	1
1440	1	0
1441	2	0
1442	3	1
1443	4	1
1444	4	1
1445	2	1
1446	2	1
1447	0	0
1448	1	1
1449	2	1
1450	2	1
1451	3	1
1452	2	2
1453	2	1
1454	1	0
1455	3	1
1456	1	1
1457	2	0
1458	1	0
1459	2	0
1460	5	0
1461	2	0
1462	3	0
1463	3	1
1464	1	0
1465	1	1
1466	2	0
1467	2	0
1468	4	0
1469	4	1
1470	1	1
1471	1	0
1472	1	2
1473	4	1
1474	2	0
1475	1	1
1476	2	0
1477	1	1
1478	2	0
1479	1	0
1480	1	1
1481	1	1
1482	3	0
1483	1	0
1484	0	1
1485	0	1
1486	6	0
1487	0	2
1488	2	2
1489	0	0
1490	1	0
1491	4	0
1492	6	0
1493	2	0
1494	2	0
1495	2	1
1496	2	1
1497	1	2
1498	2	0
1499	2	1
1500	2	0
1501	3	0
1502	1	0
1503	0	1
1504	1	2
1505	2	1
1506	2	0
1507	1	2
1508	0	0
1509	0	1
1510	4	0
1511	4	0
1512	1	0
1513	0	0
1514	3	2
1515	0	0
1516	1	0
1517	2	0
1518	2	0
1519	0	0
1520	2	0
1521	2	0
1522	2	0
1523	3	1
1524	3	1
1525	1	1
1526	4	0
1527	4	1
1528	4	0
1529	3	1
1530	3	1
1531	2	0
1532	2	0
1533	0	0
1534	1	1
1535	0	0
1536	0	0
1537	0	0
1538	2	0
1539	0	0
1540	2	0
1541	0	1
1542	3	0
1543	1	0
1544	0	0
1545	0	0
1546	1	1
1547	1	1
1548	0	1
1549	1	1
1550	0	0
1551	1	0
1552	0	0
1553	3	0
1554	1	1
1555	1	2
1556	4	0
1557	2	0
1558	1	2
1559	7	0
1560	2	0
1561	0	0
1562	1	0
1563	0	1
1564	0	2
1565	4	0
1566	0	0
1567	1	1
1568	0	0
1569	2	1
1570	1	2
1571	2	1
1572	2	1
1573	1	0
1574	1	1
1575	3	0
1576	1	1
1577	4	1
1578	0	0
1579	3	1
1580	2	1
1581	1	0
1582	2	0
1583	3	0
1584	2	0
1585	0	0
1586	2	3
1587	2	0
1588	1	1
1589	0	0
1590	2	0
1591	0	0
1592	1	0
1593	0	1
1594	1	0
1595	2	1
1596	2	0
1597	1	0
1598	1	0
1599	2	2
1600	0	0
1601	0	0
1602	0	0
1603	1	0
1604	2	1
1605	0	0
1606	0	0
1607	1	0
1608	1	0
1609	2	1
1610	2	0
1611	2	1
1612	3	0
1613	0	1
1614	0	0
1615	2	0
1616	1	1
1617	0	0
1618	0	1
1619	3	0
1620	2	1
1621	1	1
1622	1	0
1623	2	1
1624	2	0
1625	0	1
1626	1	1
1627	0	0
1628	2	0
1629	1	0
1630	1	2
1631	0	0
1632	1	0
1633	1	1
1634	1	0
1635	2	0
1636	1	0
1637	2	0
1638	0	1
1639	1	0
1640	2	1
1641	0	2
1642	2	0
1643	0	1
1644	1	1
1645	3	0
1646	1	0
1647	2	0
1648	3	0
1649	1	0
1650	2	2
1651	0	1
1652	2	0
1653	1	0
1654	2	0
1655	0	1
1656	3	0
1657	1	0
1658	3	0
1659	3	0
1660	0	1
1661	1	0
1662	2	1
1663	0	0
1664	0	0
1665	2	1
1666	1	1
1667	2	0
1668	1	0
1669	0	1
1670	4	1
1671	0	1
1672	2	1
1673	0	0
1674	2	1
1675	2	0
1676	1	0
1677	2	0
1678	2	0
1679	0	0
1680	1	0
1681	1	0
1682	1	0
1683	1	0
1684	1	0
1685	0	0
1686	2	1
1687	1	0
1688	2	0
1689	2	1
1690	2	1
1691	2	0
1692	2	0
1693	0	0
1694	3	2
1695	1	0
1696	0	0
1697	0	0
1698	1	0
1699	1	0
1700	0	1
1701	3	0
1702	1	1
1703	0	0
1704	0	1
1705	1	0
1706	2	0
1707	2	0
1708	1	1
1709	0	0
1710	2	0
1711	1	0
1712	3	0
1713	0	0
1714	2	0
1715	2	0
1716	1	0
1717	0	1
1718	3	0
1719	3	2
1720	0	1
1721	2	0
1722	1	0
1723	2	0
1724	1	1
1725	1	0
1726	2	1
1727	4	0
1728	2	0
1729	0	0
1730	1	0
1731	2	1
1732	1	1
1733	0	0
1734	1	0
1735	2	0
1736	1	0
1737	1	0
1738	0	1
1739	3	0
1740	2	0
1741	2	0
1742	2	1
1743	0	1
1744	0	1
1745	0	2
1746	0	0
1747	1	0
1748	2	1
1749	5	0
1750	3	1
1751	2	0
1752	5	0
1753	0	1
1754	1	1
1755	0	1
1756	2	0
1757	1	0
1758	2	0
1759	2	0
1760	0	0
1761	0	2
1762	1	0
1763	0	0
1764	2	2
1765	1	0
1766	1	0
1767	1	0
1768	1	1
1769	0	0
1770	1	1
1771	1	0
1772	1	1
1773	1	2
1774	1	1
1775	1	0
1776	0	0
1777	1	0
1778	0	0
1779	2	1
1780	0	0
1781	0	0
1782	0	0
1783	1	1
1784	1	0
1785	1	0
1786	2	0
1787	0	0
1788	1	0
1789	1	0
1790	2	2
1791	0	0
1792	1	1
1793	3	0
1794	2	3
1795	0	0
1796	0	0
1797	1	0
1798	1	0
1799	1	0
1800	0	0
1801	0	0
1802	1	0
1803	0	1
1804	0	0
1805	0	0
1806	2	0
1807	2	0
1808	2	0
1809	0	1
1810	0	0
1811	0	0
1812	2	0
1813	1	0
1814	2	2
1815	1	0
1816	2	0
1817	0	1
1818	0	0
1819	2	1
1820	0	0
1821	2	0
1822	0	0
1823	1	0
1824	1	0
1825	0	1
1826	0	0
1827	0	0
1828	1	1
1829	1	0
1830	1	0
1831	0	0
1832	0	0
1833	1	1
1834	0	0
1835	1	2
1836	2	1
1837	0	0
1838	1	0
1839	0	0
1840	0	1
1841	0	0
1842	2	0
1843	1	0
1844	1	0
1845	0	0
1846	2	0
1847	0	0
1848	0	0
1849	0	1
1850	0	2
1851	0	0
1852	0	0
1853	1	0
1854	2	0
1855	3	2
1856	0	0
1857	1	0
1858	1	1
1859	1	1
1860	0	0
1861	1	0
1862	0	0
1863	1	0
1864	0	0
1865	0	0
1866	1	0
1867	2	2
1868	0	1
1869	0	1
1870	1	0
1871	1	0
1872	1	1
1873	0	0
1874	0	0
1875	3	0
1876	1	0
1877	0	0
1878	2	0
1879	1	0
1880	0	1
1881	1	0
1882	1	0
1883	0	2
1884	1	0
1885	1	0
1886	1	0
1887	2	0
1888	1	0
1889	1	1
1890	0	0
1891	0	0
1892	1	0
1893	2	0
1894	0	0
1895	1	0
1896	1	0
1897	0	0
1898	1	1
1899	1	0
1900	1	0
1901	2	0
1902	0	2
1903	1	0
1904	0	0
1905	1	0
1906	1	0
1907	1	0
1908	0	1
1909	1	1
1910	0	1
1911	1	2
1912	1	0
1913	0	1
1914	0	0
1915	1	0
1916	2	0
1917	1	0
1918	1	0
1919	0	1
1920	1	0
1921	0	1
1922	0	0
1923	0	1
1924	0	2
1925	3	0
1926	0	0
1927	0	1
1928	2	1
1929	0	0
1930	0	0
1931	0	0
1932	0	0
1933	0	0
1934	0	0
1935	1	0
1936	1	0
1937	0	0
1938	1	0
1939	1	0
1940	0	0
1941	0	0
1942	1	0
1943	1	0
1944	1	0
1945	1	0
1946	0	0
1947	0	2
1948	2	0
1949	0	0
1950	0	2
1951	1	0
1952	1	0
1953	0	1
1954	2	0
1955	2	0
1956	1	1
1957	0	0
1958	1	0
1959	0	0
1960	0	0
1961	1	1
1962	1	0
1963	0	0
1964	1	0
1965	0	0
1966	0	0
1967	0	0
1968	0	0
1969	1	0
1970	1	0
1971	2	0
1972	1	0
1973	0	0
1974	1	0
1975	0	1
1976	0	0
1977	0	0
1978	1	0
1979	0	1
1980	1	0
1981	0	0
1982	0	0
1983	0	1
1984	2	1
1985	1	0
1986	2	1
1987	0	2
1988	0	1
1989	1	1
1990	1	0
1991	0	1
1992	0	1
1993	1	0
1994	0	0
1995	1	0
1996	2	0
1997	0	0
1998	0	0
1999	0	0
2000	1	0
2001	2	1
2002	2	0
2003	0	0
2004	0	0
2005	1	0
2006	0	0
2007	0	0
2008	2	0
2009	3	0
2010	0	1
2011	1	0
2012	0	1
2013	0	2
2014	0	0
2015	0	0
2016	2	0
2017	1	1
2018	1	0
2019	0	1
2020	1	0
2021	3	1
2022	3	0
2023	0	1
2024	0	0
2025	0	0
2026	1	0
2027	0	0
2028	1	0
2029	3	1
2030	0	1
2031	0	0
2032	0	0
2033	2	0
2034	2	1
2035	0	0
2036	1	0
2037	0	0
2038	1	1
2039	0	2
2040	2	0
2041	0	1
2042	1	0
2043	0	1
2044	0	1
2045	1	0
2046	1	1
2047	0	1
2048	0	0
2049	1	0
2050	1	0
2051	0	1
2052	0	0
2053	1	0
2054	2	0
2055	1	0
2056	0	1
2057	1	0
2058	0	0
2059	2	1
2060	1	1
2061	0	1
2062	1	0
2063	0	0
2064	1	0
2065	0	1
2066	0	1
2067	1	0
2068	0	0
2069	0	0
2070	1	0
2071	0	0
2072	0	0
2073	1	0
2074	0	0
2075	0	0
2076	0	0
2077	0	0
2078	1	0
2079	0	1
2080	1	0
2081	0	0
2082	1	0
2083	2	1
2084	0	0
2085	2	2
2086	0	0
2087	1	0
2088	0	0
2089	1	0
2090	0	1
2091	1	0
2092	0	1
2093	1	0
2094	0	0
2095	1	0
2096	1	0
2097	0	0
2098	1	1
2099	2	0
2100	3	1
2101	0	0
2102	0	0
2103	0	1
2104	2	0
2105	0	1
2106	3	0
2107	0	1
2108	1	0
2109	0	0
2110	2	0
2111	2	0
2112	0	0
2113	2	1
2114	0	0
2115	3	1
2116	1	0
2117	0	0
2118	0	0
2119	0	0
2120	1	1
2121	2	1
2122	0	0
2123	1	0
2124	0	0
2125	1	1
2126	1	0
2127	1	1
2128	2	0
2129	0	0
2130	1	0
2131	1	1
2132	0	0
2133	1	0
2134	2	0
