Chan	Prompt	Decay
243	0	29
244	0	31
245	3	26
246	1	32
247	2	37
248	0	34
249	1	37
250	0	28
251	0	35
252	2	31
253	3	44
254	2	20
255	0	32
256	1	36
257	1	29
258	1	28
259	0	25
260	1	36
261	1	21
262	1	32
263	0	21
264	0	30
265	0	30
266	0	28
267	0	28
268	1	25
269	1	26
270	1	24
271	0	28
272	0	20
273	1	29
274	1	27
275	2	23
276	1	34
277	1	23
278	0	28
279	0	26
280	0	23
281	1	26
282	0	23
283	1	32
284	2	28
285	2	29
286	0	20
287	1	22
288	1	23
289	1	22
290	0	19
291	2	21
292	1	21
293	0	26
294	1	23
295	0	20
296	0	22
297	0	17
298	0	14
299	0	18
300	1	18
301	0	17
302	1	24
303	0	17
304	0	18
305	1	18
306	1	15
307	0	24
308	0	13
309	2	14
310	0	19
311	2	18
312	0	16
313	2	20
314	1	19
315	1	13
316	1	16
317	1	11
318	1	7
319	0	16
320	0	14
321	1	10
322	2	25
323	3	16
324	1	12
325	0	12
326	2	13
327	1	11
328	1	16
329	2	13
330	1	8
331	4	11
332	1	15
333	4	15
334	1	16
335	2	9
336	1	15
337	1	16
338	2	11
339	0	11
340	2	20
341	2	13
342	1	7
343	4	12
344	2	15
345	1	12
346	1	9
347	0	13
348	0	7
349	0	15
350	0	17
351	1	15
352	2	9
353	0	15
354	2	16
355	0	6
356	0	6
357	1	4
358	1	7
359	2	11
360	3	8
361	1	9
362	4	14
363	1	12
364	1	14
365	0	9
366	0	10
367	0	8
368	3	5
369	2	9
370	2	15
371	1	12
372	0	13
373	1	14
374	1	7
375	0	12
376	0	4
377	1	12
378	0	8
379	1	14
380	2	12
381	0	6
382	2	7
383	1	13
384	1	9
385	2	11
386	1	6
387	1	13
388	1	10
389	0	2
390	1	10
391	0	5
392	1	9
393	0	7
394	1	4
395	1	4
396	1	11
397	0	7
398	0	9
399	1	5
400	1	4
401	1	6
402	1	6
403	1	10
404	0	5
405	1	2
406	1	3
407	1	7
408	1	7
409	0	12
410	0	8
411	2	9
412	1	5
413	1	9
414	1	7
415	0	9
416	1	6
417	0	9
418	2	7
419	0	6
420	0	7
421	0	4
422	0	5
423	0	11
424	1	4
425	1	8
426	1	5
427	0	6
428	1	4
429	0	5
430	1	6
431	0	4
432	0	5
433	0	2
434	1	9
435	0	4
436	0	1
437	0	4
438	0	5
439	0	6
440	1	6
441	0	0
442	0	8
443	1	2
444	0	6
445	0	3
446	0	6
447	0	6
448	0	2
449	0	7
450	0	6
451	0	3
452	0	1
453	0	5
454	1	4
455	1	3
456	0	8
457	1	4
458	0	3
459	0	4
460	0	5
461	0	5
462	0	1
463	0	2
464	0	1
465	0	2
466	0	4
467	0	5
468	0	1
469	0	8
470	1	3
471	0	5
472	0	4
473	0	9
474	0	4
475	2	6
476	0	4
477	0	3
478	1	1
479	0	2
480	0	3
481	1	5
482	0	5
483	0	6
484	0	6
485	0	2
486	0	4
487	0	3
488	1	1
489	0	7
490	1	6
491	0	6
492	0	3
493	0	5
494	0	6
495	0	4
496	2	8
497	0	4
498	0	4
499	0	1
500	0	5
501	0	3
502	0	1
503	0	2
504	0	5
505	0	3
506	0	2
507	0	5
508	0	3
509	0	1
510	1	2
511	0	3
512	0	1
513	1	4
514	0	2
515	0	1
516	0	2
517	2	6
518	0	6
519	0	3
520	0	6
521	1	0
522	0	2
523	0	2
524	0	2
525	0	2
526	0	1
527	1	1
528	0	3
529	0	3
530	0	0
531	1	3
532	0	2
533	0	5
534	0	1
535	1	1
536	1	3
537	1	2
538	0	1
539	0	2
540	0	2
541	1	1
542	0	4
543	0	4
544	1	1
545	0	1
546	0	2
547	0	4
548	0	0
549	0	3
550	0	2
551	0	5
552	0	3
553	2	1
554	0	2
555	1	2
556	0	1
557	0	1
558	0	2
559	0	3
560	0	1
561	1	5
562	0	2
563	0	0
564	0	2
565	0	1
566	0	0
567	0	8
568	0	3
569	0	4
570	1	2
571	0	1
572	3	1
573	0	1
574	0	1
575	1	2
576	0	1
577	0	4
578	0	1
579	0	2
580	2	1
581	0	2
582	0	1
583	0	1
584	0	4
585	0	1
586	1	1
587	0	3
588	0	1
589	1	0
590	2	2
591	0	0
592	0	3
593	0	1
594	0	1
595	0	2
596	1	2
597	0	0
598	0	1
599	0	3
600	1	0
601	2	2
602	1	0
603	1	2
604	0	1
605	1	0
606	1	1
607	0	1
608	1	2
609	0	1
610	1	2
611	0	3
612	0	1
613	2	3
614	2	2
615	0	2
616	0	3
617	1	1
618	0	2
619	0	0
620	1	0
621	1	2
622	1	3
623	0	3
624	0	1
625	0	2
626	0	2
627	1	1
628	0	0
629	0	0
630	0	3
631	0	1
632	1	3
633	0	2
634	1	0
635	0	1
636	0	2
637	0	1
638	1	0
639	0	0
640	0	0
641	1	2
642	0	0
643	1	3
644	0	5
645	0	1
646	0	0
647	0	0
648	0	2
649	0	1
650	0	2
651	1	0
652	0	1
653	0	0
654	0	0
655	0	0
656	1	0
657	1	2
658	0	1
659	1	0
660	1	2
661	1	0
662	0	2
663	1	1
664	0	1
665	2	1
666	2	2
667	2	3
668	1	0
669	1	0
670	1	3
671	1	0
672	0	1
673	0	1
674	2	0
675	0	1
676	1	1
677	2	1
678	0	1
679	0	0
680	0	0
681	0	2
682	2	1
683	3	2
684	2	2
685	1	1
686	2	1
687	2	0
688	1	0
689	0	0
690	0	2
691	0	2
692	1	0
693	1	0
694	1	0
695	1	1
696	0	1
697	2	1
698	3	2
699	0	0
700	0	2
701	0	3
702	1	1
703	0	1
704	0	0
705	0	0
706	0	1
707	1	2
708	1	2
709	1	0
710	1	0
711	1	0
712	1	2
713	0	0
714	1	1
715	1	2
716	0	3
717	0	0
718	1	0
719	1	0
720	1	1
721	0	1
722	1	2
723	0	0
724	0	0
725	0	0
726	2	3
727	2	0
728	0	1
729	2	2
730	1	2
731	0	1
732	1	1
733	0	0
734	0	1
735	0	1
736	3	1
737	0	0
738	0	3
739	0	0
740	0	1
741	2	1
742	1	0
743	2	2
744	1	1
745	0	0
746	1	2
747	0	2
748	0	1
749	0	1
750	1	0
751	1	0
752	2	0
753	2	1
754	0	1
755	0	1
756	1	0
757	1	1
758	1	0
759	1	1
760	2	4
761	2	1
762	0	0
763	0	1
764	0	0
765	0	1
766	0	0
767	1	0
768	2	0
769	0	0
770	4	1
771	0	0
772	0	1
773	2	1
774	1	1
775	1	0
776	2	2
777	1	3
778	0	1
779	0	0
780	3	0
781	0	1
782	0	2
783	2	1
784	0	1
785	0	2
786	0	0
787	1	1
788	1	0
789	0	2
790	0	0
791	1	0
792	1	0
793	1	1
794	0	0
795	2	0
796	0	0
797	1	0
798	1	0
799	0	1
800	3	1
801	0	0
802	1	2
803	0	0
804	0	2
805	0	1
806	3	0
807	1	1
808	2	1
809	1	1
810	1	0
811	0	0
812	1	0
813	1	0
814	3	1
815	1	2
816	1	1
817	1	1
818	2	1
819	0	0
820	0	0
821	3	1
822	1	1
823	0	0
824	1	1
825	2	0
826	1	0
827	2	0
828	0	0
829	1	1
830	4	1
831	0	1
832	1	0
833	1	0
834	0	0
835	0	0
836	2	0
837	0	0
838	1	0
839	2	0
840	0	1
841	1	0
842	3	2
843	2	0
844	2	0
845	1	1
846	0	0
847	1	0
848	2	2
849	4	1
850	3	0
851	2	0
852	0	1
853	0	0
854	1	0
855	0	0
856	3	0
857	0	1
858	1	0
859	4	0
860	3	2
861	0	1
862	1	0
863	0	0
864	2	0
865	2	0
866	1	0
867	2	2
868	2	0
869	2	1
870	3	0
871	0	0
872	0	0
873	1	0
874	2	1
875	1	0
876	2	0
877	3	0
878	0	0
879	0	1
880	2	0
881	4	1
882	0	1
883	1	0
884	0	0
885	3	2
886	2	0
887	1	0
888	0	0
889	2	0
890	0	0
891	0	2
892	5	0
893	4	2
894	2	0
895	1	0
896	2	0
897	1	0
898	0	2
899	1	0
900	1	0
901	0	0
902	1	1
903	1	0
904	3	0
905	3	1
906	1	0
907	1	0
908	3	0
909	1	2
910	3	1
911	0	0
912	1	0
913	1	0
914	3	2
915	1	0
916	1	1
917	2	0
918	1	0
919	3	1
920	1	0
921	1	0
922	2	1
923	3	1
924	0	0
925	0	1
926	1	1
927	3	0
928	1	0
929	3	0
930	1	1
931	3	0
932	1	1
933	2	0
934	0	0
935	0	0
936	2	0
937	2	1
938	3	0
939	1	0
940	0	1
941	3	0
942	0	0
943	2	1
944	4	1
945	0	0
946	2	1
947	3	0
948	2	0
949	1	1
950	1	0
951	2	0
952	1	0
953	3	1
954	1	0
955	1	0
956	1	1
957	2	0
958	1	1
959	1	1
960	0	2
961	3	1
962	2	0
963	2	0
964	1	0
965	4	0
966	0	0
967	1	0
968	0	0
969	1	0
970	2	0
971	1	2
972	2	0
973	1	0
974	2	0
975	0	0
976	1	0
977	2	1
978	0	1
979	0	0
980	0	0
981	0	0
982	0	1
983	1	1
984	1	0
985	0	0
986	0	2
987	0	0
988	2	1
989	0	0
990	1	0
991	2	0
992	1	0
993	0	0
994	2	0
995	2	1
996	1	0
997	1	0
998	0	0
999	2	0
1000	2	0
1001	1	1
1002	1	1
1003	3	0
1004	7	1
1005	1	0
1006	2	0
1007	1	0
1008	3	0
1009	2	1
1010	2	0
1011	2	1
1012	1	1
1013	0	0
1014	1	1
1015	1	1
1016	1	0
1017	0	0
1018	1	0
1019	3	0
1020	3	0
1021	0	0
1022	2	0
1023	2	0
1024	3	0
1025	0	0
1026	0	1
1027	1	0
1028	3	0
1029	1	2
1030	2	0
1031	1	1
1032	4	2
1033	0	1
1034	3	1
1035	1	0
1036	0	0
1037	1	0
1038	0	0
1039	6	0
1040	4	0
1041	2	0
1042	4	1
1043	5	0
1044	2	0
1045	1	0
1046	0	2
1047	0	0
1048	2	1
1049	0	1
1050	3	2
1051	0	0
1052	0	0
1053	2	0
1054	1	0
1055	2	0
1056	2	0
1057	4	0
1058	1	0
1059	1	0
1060	1	0
1061	1	0
1062	0	0
1063	2	0
1064	3	1
1065	1	0
1066	0	1
1067	3	0
1068	2	0
1069	1	1
1070	4	2
1071	0	0
1072	1	0
1073	2	1
1074	6	2
1075	0	0
1076	1	1
1077	2	0
1078	3	0
1079	1	1
1080	2	0
1081	1	0
1082	4	1
1083	4	1
1084	1	2
1085	3	0
1086	1	0
1087	6	0
1088	4	1
1089	2	0
1090	2	2
1091	5	0
1092	1	1
1093	2	2
1094	3	0
1095	1	1
1096	1	0
1097	2	0
1098	1	0
1099	4	1
1100	3	0
1101	0	0
1102	1	0
1103	2	1
1104	2	1
1105	0	0
1106	4	0
1107	1	0
1108	1	0
1109	4	2
1110	1	0
1111	3	0
1112	2	0
1113	0	0
1114	1	1
1115	1	2
1116	2	0
1117	0	0
1118	2	0
1119	1	0
1120	2	0
1121	4	1
1122	1	1
1123	3	1
1124	4	0
1125	2	0
1126	2	0
1127	0	0
1128	0	0
1129	0	1
1130	1	0
1131	2	0
1132	1	0
1133	2	3
1134	2	0
1135	4	1
1136	5	1
1137	0	0
1138	6	1
1139	2	1
1140	2	2
1141	0	1
1142	2	0
1143	3	1
1144	0	1
1145	1	0
1146	3	0
1147	1	1
1148	2	1
1149	3	1
1150	3	0
1151	3	0
1152	3	0
1153	0	0
1154	1	2
1155	3	0
1156	2	1
1157	2	1
1158	3	0
1159	3	0
1160	2	0
1161	2	0
1162	1	2
1163	2	0
1164	1	0
1165	1	0
1166	2	0
1167	4	0
1168	1	2
1169	1	0
1170	2	0
1171	4	0
1172	1	0
1173	5	1
1174	2	2
1175	1	2
1176	1	2
1177	1	1
1178	1	0
1179	2	0
1180	1	0
1181	1	1
1182	2	0
1183	2	0
1184	4	0
1185	2	1
1186	0	1
1187	4	1
1188	2	1
1189	2	0
1190	1	1
1191	4	1
1192	1	0
1193	1	1
1194	1	1
1195	1	0
1196	3	1
1197	4	1
1198	1	0
1199	1	0
1200	3	0
1201	1	0
1202	3	0
1203	3	0
1204	2	1
1205	1	0
1206	4	0
1207	2	2
1208	0	0
1209	2	1
1210	0	1
1211	5	0
1212	1	1
1213	1	0
1214	2	0
1215	4	2
1216	2	0
1217	1	0
1218	1	0
1219	2	0
1220	2	1
1221	4	1
1222	1	0
1223	3	1
1224	1	0
1225	1	0
1226	2	0
1227	2	0
1228	1	0
1229	1	0
1230	2	0
1231	2	1
1232	1	0
1233	1	0
1234	2	1
1235	3	2
1236	1	0
1237	2	1
1238	2	0
1239	0	0
1240	3	0
1241	2	0
1242	0	1
1243	1	0
1244	0	1
1245	3	0
1246	2	1
1247	1	0
1248	3	2
1249	3	1
1250	1	0
1251	2	0
1252	2	0
1253	1	0
1254	2	1
1255	0	0
1256	2	1
1257	2	1
1258	1	1
1259	2	0
1260	0	0
1261	1	1
1262	2	0
1263	1	1
1264	3	1
1265	3	0
1266	4	1
1267	2	0
1268	1	0
1269	1	0
1270	1	0
1271	1	0
1272	1	0
1273	2	0
1274	3	0
1275	2	0
1276	0	1
1277	3	0
1278	2	1
1279	3	2
1280	3	1
1281	4	0
1282	4	0
1283	1	0
1284	4	1
1285	2	0
1286	2	0
1287	4	1
1288	4	1
1289	2	0
1290	3	2
1291	0	0
1292	0	0
1293	3	0
1294	2	2
1295	3	2
1296	0	1
1297	2	0
1298	3	0
1299	2	0
1300	0	1
1301	3	1
1302	3	0
1303	1	0
1304	2	0
1305	0	0
1306	4	2
1307	1	0
1308	4	3
1309	1	1
1310	3	0
1311	1	0
1312	3	0
1313	2	0
1314	2	0
1315	1	1
1316	3	0
1317	2	1
1318	2	0
1319	1	0
1320	1	0
1321	1	0
1322	3	1
1323	2	0
1324	0	1
1325	2	0
1326	0	1
1327	2	0
1328	2	0
1329	2	0
1330	1	0
1331	0	0
1332	1	0
1333	3	0
1334	3	0
1335	3	0
1336	2	1
1337	3	1
1338	2	0
1339	1	0
1340	0	0
1341	0	3
1342	3	0
1343	2	0
1344	1	0
1345	1	0
1346	4	0
1347	0	0
1348	1	0
1349	3	1
1350	3	0
1351	2	0
1352	2	0
1353	1	0
1354	0	0
1355	4	0
1356	1	0
1357	3	1
1358	2	0
1359	1	0
1360	2	1
1361	2	0
1362	5	0
1363	1	0
1364	2	0
1365	0	1
1366	0	1
1367	1	0
1368	3	0
1369	0	0
1370	2	0
1371	2	0
1372	0	0
1373	1	0
1374	2	0
1375	2	0
1376	1	0
1377	4	0
1378	0	0
1379	1	0
1380	2	0
1381	3	0
1382	2	0
1383	3	1
1384	2	0
1385	2	0
1386	3	0
1387	2	0
1388	2	0
1389	1	1
1390	3	0
1391	0	1
1392	3	0
1393	7	1
1394	0	1
1395	3	1
1396	5	0
1397	3	0
1398	1	0
1399	4	0
1400	4	2
1401	1	1
1402	3	0
1403	4	1
1404	2	0
1405	1	0
1406	2	0
1407	1	1
1408	0	1
1409	2	0
1410	7	3
1411	4	2
1412	1	0
1413	4	1
1414	4	0
1415	3	0
1416	3	0
1417	1	0
1418	0	0
1419	1	0
1420	3	1
1421	1	0
1422	2	1
1423	1	0
1424	1	1
1425	4	0
1426	3	0
1427	0	0
1428	2	2
1429	2	0
1430	6	1
1431	2	0
1432	1	0
1433	0	0
1434	1	0
1435	4	0
1436	2	0
1437	0	0
1438	0	0
1439	2	3
1440	1	0
1441	2	0
1442	3	0
1443	4	1
1444	4	0
1445	2	0
1446	2	1
1447	0	1
1448	1	1
1449	2	0
1450	2	1
1451	3	1
1452	2	1
1453	2	0
1454	1	0
1455	3	0
1456	1	1
1457	2	0
1458	1	1
1459	2	0
1460	5	0
1461	2	0
1462	3	0
1463	3	0
1464	1	0
1465	1	0
1466	2	0
1467	2	0
1468	4	0
1469	4	0
1470	1	1
1471	1	1
1472	1	1
1473	4	0
1474	2	1
1475	1	1
1476	2	0
1477	1	0
1478	2	1
1479	1	1
1480	1	0
1481	1	0
1482	3	0
1483	1	0
1484	0	0
1485	0	0
1486	6	1
1487	0	1
1488	2	0
1489	0	0
1490	1	1
1491	4	0
1492	6	1
1493	2	0
1494	2	0
1495	2	1
1496	2	2
1497	1	1
1498	2	0
1499	2	0
1500	2	0
1501	3	1
1502	1	0
1503	0	1
1504	1	0
1505	2	0
1506	2	0
1507	1	0
1508	0	1
1509	0	1
1510	4	0
1511	4	1
1512	1	2
1513	0	0
1514	3	1
1515	0	0
1516	1	0
1517	2	1
1518	2	0
1519	0	0
1520	2	1
1521	2	1
1522	2	1
1523	3	0
1524	3	0
1525	1	1
1526	4	1
1527	4	1
1528	4	0
1529	3	0
1530	3	0
1531	2	0
1532	2	2
1533	0	2
1534	1	0
1535	0	0
1536	0	0
1537	0	0
1538	2	0
1539	0	2
1540	2	0
1541	0	1
1542	3	0
1543	1	1
1544	0	1
1545	0	1
1546	1	0
1547	1	0
1548	0	0
1549	1	2
1550	0	0
1551	1	0
1552	0	0
1553	3	1
1554	1	2
1555	1	0
1556	4	0
1557	2	1
1558	1	0
1559	7	0
1560	2	0
1561	0	0
1562	1	0
1563	0	0
1564	0	0
1565	4	2
1566	0	0
1567	1	0
1568	0	0
1569	2	0
1570	1	0
1571	2	2
1572	2	0
1573	1	2
1574	1	1
1575	3	1
1576	1	0
1577	4	1
1578	0	0
1579	3	0
1580	2	0
1581	1	0
1582	2	1
1583	3	0
1584	2	0
1585	0	0
1586	2	0
1587	2	3
1588	1	1
1589	0	1
1590	2	0
1591	0	1
1592	1	2
1593	0	0
1594	1	1
1595	2	0
1596	2	0
1597	1	1
1598	1	0
1599	2	0
1600	0	0
1601	0	2
1602	0	0
1603	1	0
1604	2	0
1605	0	2
1606	0	0
1607	1	0
1608	1	0
1609	2	0
1610	2	0
1611	2	0
1612	3	0
1613	0	0
1614	0	1
1615	2	1
1616	1	1
1617	0	0
1618	0	1
1619	3	3
1620	2	0
1621	1	0
1622	1	0
1623	2	0
1624	2	1
1625	0	0
1626	1	0
1627	0	1
1628	2	0
1629	1	2
1630	1	0
1631	0	0
1632	1	1
1633	1	1
1634	1	0
1635	2	0
1636	1	0
1637	2	0
1638	0	1
1639	1	0
1640	2	3
1641	0	0
1642	2	0
1643	0	0
1644	1	0
1645	3	1
1646	1	1
1647	2	0
1648	3	0
1649	1	0
1650	2	0
1651	0	2
1652	2	1
1653	1	1
1654	2	0
1655	0	0
1656	3	1
1657	1	0
1658	3	0
1659	3	0
1660	0	0
1661	1	0
1662	2	1
1663	0	0
1664	0	0
1665	2	0
1666	1	1
1667	2	0
1668	1	0
1669	0	2
1670	4	1
1671	0	0
1672	2	0
1673	0	0
1674	2	1
1675	2	1
1676	1	0
1677	2	0
1678	2	0
1679	0	0
1680	1	0
1681	1	0
1682	1	0
1683	1	0
1684	1	1
1685	0	0
1686	2	0
1687	1	1
1688	2	1
1689	2	0
1690	2	0
1691	2	0
1692	2	0
1693	0	1
1694	3	0
1695	1	0
1696	0	1
1697	0	0
1698	1	0
1699	1	0
1700	0	0
1701	3	0
1702	1	0
1703	0	1
1704	0	1
1705	1	0
1706	2	0
1707	2	0
1708	1	0
1709	0	0
1710	2	1
1711	1	1
1712	3	0
1713	0	1
1714	2	0
1715	2	0
1716	1	1
1717	0	0
1718	3	1
1719	3	1
1720	0	0
1721	2	1
1722	1	1
1723	2	1
1724	1	1
1725	1	0
1726	2	1
1727	4	0
1728	2	0
1729	0	1
1730	1	0
1731	2	1
1732	1	0
1733	0	1
1734	1	1
1735	2	0
1736	1	0
1737	1	0
1738	0	1
1739	3	0
1740	2	2
1741	2	0
1742	2	1
1743	0	1
1744	0	0
1745	0	0
1746	0	0
1747	1	0
1748	2	0
1749	5	2
1750	3	0
1751	2	0
1752	5	1
1753	0	0
1754	1	1
1755	0	0
1756	2	0
1757	1	0
1758	2	0
1759	2	0
1760	0	0
1761	0	0
1762	1	0
1763	0	0
1764	2	0
1765	1	0
1766	1	1
1767	1	0
1768	1	2
1769	0	0
1770	1	0
1771	1	1
1772	1	1
1773	1	4
1774	1	0
1775	1	0
1776	0	0
1777	1	0
1778	0	1
1779	2	0
1780	0	0
1781	0	0
1782	0	0
1783	1	0
1784	1	0
1785	1	0
1786	2	2
1787	0	0
1788	1	0
1789	1	0
1790	2	1
1791	0	0
1792	1	0
1793	3	0
1794	2	1
1795	0	0
1796	0	1
1797	1	2
1798	1	0
1799	1	0
1800	0	0
1801	0	0
1802	1	0
1803	0	0
1804	0	1
1805	0	0
1806	2	0
1807	2	0
1808	2	1
1809	0	0
1810	0	0
1811	0	0
1812	2	0
1813	1	0
1814	2	1
1815	1	1
1816	2	0
1817	0	1
1818	0	0
1819	2	0
1820	0	1
1821	2	0
1822	0	1
1823	1	0
1824	1	0
1825	0	0
1826	0	1
1827	0	3
1828	1	0
1829	1	0
1830	1	0
1831	0	0
1832	0	0
1833	1	0
1834	0	0
1835	1	0
1836	2	0
1837	0	0
1838	1	0
1839	0	0
1840	0	0
1841	0	1
1842	2	1
1843	1	0
1844	1	0
1845	0	1
1846	2	0
1847	0	0
1848	0	0
1849	0	1
1850	0	0
1851	0	1
1852	0	0
1853	1	0
1854	2	0
1855	3	0
1856	0	1
1857	1	0
1858	1	1
1859	1	0
1860	0	0
1861	1	0
1862	0	1
1863	1	1
1864	0	0
1865	0	0
1866	1	0
1867	2	0
1868	0	0
1869	0	0
1870	1	1
1871	1	0
1872	1	0
1873	0	1
1874	0	0
1875	3	1
1876	1	1
1877	0	0
1878	2	0
1879	1	1
1880	0	0
1881	1	0
1882	1	0
1883	0	1
1884	1	1
1885	1	1
1886	1	2
1887	2	1
1888	1	0
1889	1	0
1890	0	0
1891	0	0
1892	1	2
1893	2	0
1894	0	0
1895	1	0
1896	1	0
1897	0	0
1898	1	0
1899	1	0
1900	1	0
1901	2	1
1902	0	0
1903	1	1
1904	0	0
1905	1	1
1906	1	0
1907	1	1
1908	0	0
1909	1	0
1910	0	0
1911	1	1
1912	1	1
1913	0	1
1914	0	1
1915	1	0
1916	2	0
1917	1	1
1918	1	1
1919	0	1
1920	1	0
1921	0	1
1922	0	0
1923	0	1
1924	0	1
1925	3	0
1926	0	0
1927	0	0
1928	2	0
1929	0	0
1930	0	0
1931	0	0
1932	0	1
1933	0	0
1934	0	0
1935	1	1
1936	1	0
1937	0	1
1938	1	0
1939	1	0
1940	0	1
1941	0	0
1942	1	0
1943	1	1
1944	1	1
1945	1	2
1946	0	0
1947	0	1
1948	2	0
1949	0	1
1950	0	0
1951	1	1
1952	1	0
1953	0	0
1954	2	0
1955	2	1
1956	1	1
1957	0	0
1958	1	0
1959	0	0
1960	0	0
1961	1	0
1962	1	0
1963	0	0
1964	1	0
1965	0	0
1966	0	0
1967	0	0
1968	0	0
1969	1	0
1970	1	0
1971	2	1
1972	1	0
1973	0	0
1974	1	0
1975	0	0
1976	0	1
1977	0	1
1978	1	1
1979	0	0
1980	1	0
1981	0	0
1982	0	0
1983	0	0
1984	2	0
1985	1	0
1986	2	0
1987	0	0
1988	0	0
1989	1	0
1990	1	0
1991	0	1
1992	0	0
1993	1	0
1994	0	0
1995	1	0
1996	2	0
1997	0	1
1998	0	0
1999	0	0
2000	1	0
2001	2	0
2002	2	0
2003	0	1
2004	0	2
2005	1	1
2006	0	0
2007	0	0
2008	2	0
2009	3	2
2010	0	0
2011	1	0
2012	0	0
2013	0	0
2014	0	0
2015	0	1
2016	2	0
2017	1	0
2018	1	2
2019	0	0
2020	1	0
2021	3	0
2022	3	0
2023	0	1
2024	0	0
2025	0	0
2026	1	0
2027	0	0
2028	1	0
2029	3	0
2030	0	0
2031	0	0
2032	0	1
2033	2	0
2034	2	0
2035	0	1
2036	1	1
2037	0	1
2038	1	0
2039	0	0
2040	2	1
2041	0	0
2042	1	3
2043	0	1
2044	0	2
2045	1	1
2046	1	0
2047	0	0
2048	0	0
2049	1	0
2050	1	0
2051	0	0
2052	0	0
2053	1	0
2054	2	2
2055	1	1
2056	0	0
2057	1	0
2058	0	1
2059	2	0
2060	1	0
2061	0	0
2062	1	1
2063	0	0
2064	1	0
2065	0	0
2066	0	0
2067	1	0
2068	0	0
2069	0	0
2070	1	0
2071	0	1
2072	0	0
2073	1	0
2074	0	0
2075	0	0
2076	0	2
2077	0	0
2078	1	0
2079	0	0
2080	1	0
2081	0	0
2082	1	2
2083	2	1
2084	0	0
2085	2	0
2086	0	1
2087	1	0
2088	0	1
2089	1	0
2090	0	0
2091	1	0
2092	0	1
2093	1	0
2094	0	0
2095	1	0
2096	1	0
2097	0	2
2098	1	0
2099	2	0
2100	3	0
2101	0	0
2102	0	2
2103	0	0
2104	2	1
2105	0	0
2106	3	0
2107	0	0
2108	1	0
2109	0	1
2110	2	0
2111	2	0
2112	0	0
2113	2	2
2114	0	0
2115	3	1
2116	1	0
2117	0	0
2118	0	0
2119	0	1
2120	1	0
2121	2	2
2122	0	2
2123	1	0
2124	0	0
2125	1	0
2126	1	1
2127	1	0
2128	2	0
2129	0	0
2130	1	0
2131	1	0
2132	0	1
2133	1	1
2134	2	0
2135	0	0
