Chan	Prompt	Decay
1	0	1
2	0	0
3	1	0
4	0	0
5	0	0
6	0	0
7	0	0
8	0	1
9	0	1
10	0	0
11	0	0
12	0	0
13	0	0
14	0	0
15	0	0
16	0	0
17	0	0
18	0	0
19	0	0
20	0	0
21	0	0
22	0	0
23	0	0
24	0	0
25	0	0
26	1	0
27	0	0
28	0	1
29	0	0
30	0	0
31	0	0
32	0	0
33	0	0
34	0	0
35	0	1
36	0	0
37	0	0
38	0	0
39	0	1
40	0	0
41	0	0
42	1	0
43	0	1
44	0	1
45	0	1
46	0	0
47	0	0
48	0	0
49	0	1
50	0	0
51	0	0
52	0	1
53	0	1
54	0	0
55	0	0
56	0	0
57	0	0
58	0	1
59	0	0
60	0	0
61	0	0
62	0	0
63	0	0
64	0	0
65	0	0
66	0	0
67	0	0
68	0	1
69	0	1
70	0	0
71	0	0
72	0	0
73	0	0
74	0	0
75	0	0
76	0	1
77	0	0
78	0	1
79	0	0
80	0	0
81	0	0
82	0	0
83	0	0
84	0	0
85	0	2
86	0	1
87	0	0
88	0	0
89	0	0
90	0	0
91	1	0
92	0	0
93	0	0
94	0	0
95	0	1
96	1	1
97	5	0
98	7	0
99	23	0
100	46	1
101	72	1
102	126	0
103	223	2
104	396	4
105	815	17
106	1486	21
107	2731	49
108	4335	64
109	6630	108
110	9312	147
111	11683	182
112	12891	255
113	13615	273
114	13118	342
115	11184	297
116	9416	306
117	6861	305
118	4782	320
119	3333	277
120	2047	225
121	1283	194
122	805	148
123	425	123
124	265	97
125	138	65
126	89	47
127	64	36
128	46	44
129	36	31
130	30	25
131	20	25
132	22	24
133	13	16
134	13	24
135	16	21
136	14	14
137	10	26
138	9	25
139	10	19
140	9	23
141	5	19
142	4	11
143	0	17
144	2	15
145	3	13
146	1	13
147	0	11
148	1	10
149	1	9
150	1	5
151	1	11
152	2	10
153	1	13
154	0	8
155	0	11
156	0	10
157	0	14
158	1	6
159	1	8
160	0	15
161	0	7
162	0	14
163	0	10
164	0	1
165	0	7
166	0	5
167	0	7
168	0	4
169	1	9
170	1	6
171	0	9
172	0	11
173	0	5
174	0	2
175	2	9
176	0	6
177	0	2
178	0	3
179	0	5
180	0	7
181	0	9
182	0	4
183	0	1
184	0	7
185	0	8
186	0	3
187	0	4
188	0	2
189	1	5
190	0	7
191	0	3
192	1	2
193	0	0
194	0	4
195	0	2
196	0	2
197	0	6
198	0	2
199	0	4
200	0	6
201	0	2
202	0	2
203	0	5
204	1	4
205	0	6
206	0	3
207	2	0
208	1	6
209	0	3
210	0	0
211	1	4
212	0	3
213	0	0
214	0	3
215	0	3
216	0	4
217	0	4
218	0	2
219	0	3
220	0	4
221	0	0
222	0	2
223	1	1
224	0	1
225	0	2
226	0	1
227	0	3
228	0	3
229	0	2
230	0	2
231	0	2
232	0	0
233	0	4
234	0	0
235	0	4
236	0	1
237	0	2
238	0	2
239	0	2
240	1	2
241	2	3
242	0	1
243	0	1
244	0	0
245	3	0
246	1	0
247	2	1
248	0	2
249	1	2
250	0	1
251	0	2
252	2	0
253	3	1
254	2	1
255	0	1
256	1	1
257	1	2
258	1	3
259	0	0
260	1	3
261	1	1
262	1	1
263	0	0
264	0	2
265	0	0
266	0	2
267	0	1
268	1	2
269	1	0
270	1	2
271	0	1
272	0	2
273	1	0
274	1	2
275	2	2
276	1	1
277	1	0
278	0	3
279	0	2
280	0	2
281	1	0
282	0	3
283	1	2
284	2	0
285	2	2
286	0	2
287	1	2
288	1	0
289	1	1
290	0	3
291	2	1
292	1	4
293	0	1
294	1	0
295	0	1
296	0	1
297	0	2
298	0	1
299	0	1
300	1	2
301	0	1
302	1	2
303	0	2
304	0	0
305	1	1
306	1	2
307	0	0
308	0	1
309	2	0
310	0	0
311	2	2
312	0	0
313	2	0
314	1	0
315	1	2
316	1	2
317	1	2
318	1	2
319	0	1
320	0	0
321	1	1
322	2	1
323	3	1
324	1	1
325	0	0
326	2	0
327	1	0
328	1	0
329	2	2
330	1	0
331	4	1
332	1	1
333	4	3
334	1	1
335	2	3
336	1	1
337	1	0
338	2	0
339	0	0
340	2	0
341	2	2
342	1	4
343	4	0
344	2	0
345	1	2
346	1	1
347	0	0
348	0	1
349	0	0
350	0	0
351	1	1
352	2	1
353	0	1
354	2	1
355	0	0
356	0	1
357	1	0
358	1	0
359	2	2
