Chan	Prompt	Decay
243	0	21
244	0	12
245	3	18
246	1	10
247	2	20
248	0	14
249	1	28
250	0	10
251	0	17
252	2	12
253	3	17
254	2	18
255	0	15
256	1	13
257	1	16
258	1	16
259	0	16
260	1	13
261	1	10
262	1	19
263	0	16
264	0	19
265	0	10
266	0	16
267	0	14
268	1	11
269	1	9
270	1	14
271	0	11
272	0	18
273	1	10
274	1	13
275	2	17
276	1	8
277	1	20
278	0	13
279	0	9
280	0	6
281	1	16
282	0	10
283	1	9
284	2	8
285	2	9
286	0	14
287	1	11
288	1	11
289	1	10
290	0	12
291	2	10
292	1	6
293	0	7
294	1	10
295	0	9
296	0	11
297	0	10
298	0	9
299	0	12
300	1	5
301	0	12
302	1	5
303	0	7
304	0	8
305	1	6
306	1	9
307	0	9
308	0	15
309	2	5
310	0	9
311	2	10
312	0	6
313	2	5
314	1	10
315	1	5
316	1	6
317	1	7
318	1	8
319	0	10
320	0	11
321	1	10
322	2	7
323	3	10
324	1	3
325	0	9
326	2	12
327	1	8
328	1	12
329	2	8
330	1	11
331	4	8
332	1	2
333	4	5
334	1	11
335	2	6
336	1	4
337	1	10
338	2	7
339	0	7
340	2	3
341	2	5
342	1	5
343	4	5
344	2	7
345	1	6
346	1	6
347	0	7
348	0	7
349	0	6
350	0	5
351	1	2
352	2	7
353	0	6
354	2	5
355	0	5
356	0	5
357	1	7
358	1	6
359	2	5
360	3	3
361	1	4
362	4	5
363	1	3
364	1	3
365	0	2
366	0	2
367	0	6
368	3	8
369	2	5
370	2	6
371	1	4
372	0	4
373	1	3
374	1	5
375	0	3
376	0	4
377	1	4
378	0	4
379	1	4
380	2	2
381	0	4
382	2	4
383	1	4
384	1	3
385	2	5
386	1	4
387	1	1
388	1	3
389	0	2
390	1	5
391	0	5
392	1	5
393	0	5
394	1	7
395	1	4
396	1	5
397	0	3
398	0	7
399	1	5
400	1	3
401	1	0
402	1	3
403	1	7
404	0	3
405	1	4
406	1	6
407	1	2
408	1	2
409	0	1
410	0	0
411	2	2
412	1	2
413	1	4
414	1	2
415	0	5
416	1	6
417	0	4
418	2	3
419	0	1
420	0	3
421	0	2
422	0	0
423	0	2
424	1	1
425	1	8
426	1	3
427	0	0
428	1	2
429	0	2
430	1	5
431	0	4
432	0	3
433	0	4
434	1	3
435	0	3
436	0	4
437	0	2
438	0	2
439	0	3
440	1	5
441	0	2
442	0	3
443	1	1
444	0	0
445	0	4
446	0	2
447	0	2
448	0	2
449	0	2
450	0	3
451	0	3
452	0	3
453	0	0
454	1	7
455	1	4
456	0	1
457	1	1
458	0	2
459	0	3
460	0	2
461	0	0
462	0	5
463	0	1
464	0	0
465	0	0
466	0	3
467	0	6
468	0	1
469	0	4
470	1	2
471	0	3
472	0	2
473	0	3
474	0	4
475	2	1
476	0	2
477	0	4
478	1	3
479	0	4
480	0	1
481	1	1
482	0	2
483	0	2
484	0	2
485	0	1
486	0	1
487	0	3
488	1	2
489	0	2
490	1	0
491	0	3
492	0	2
493	0	1
494	0	1
495	0	2
496	2	0
497	0	2
498	0	1
499	0	0
500	0	2
501	0	2
502	0	0
503	0	1
504	0	0
505	0	2
506	0	2
507	0	1
508	0	2
509	0	1
510	1	0
511	0	3
512	0	1
513	1	2
514	0	4
515	0	1
516	0	1
517	2	0
518	0	0
519	0	0
520	0	0
521	1	0
522	0	1
523	0	1
524	0	3
525	0	1
526	0	4
527	1	0
528	0	2
529	0	3
530	0	2
531	1	0
532	0	0
533	0	2
534	0	0
535	1	1
536	1	3
537	1	0
538	0	0
539	0	1
540	0	0
541	1	0
542	0	2
543	0	1
544	1	1
545	0	1
546	0	1
547	0	0
548	0	0
549	0	1
550	0	3
551	0	0
552	0	2
553	2	2
554	0	1
555	1	0
556	0	0
557	0	0
558	0	1
559	0	0
560	0	1
561	1	1
562	0	2
563	0	1
564	0	0
565	0	0
566	0	1
567	0	0
568	0	0
569	0	1
570	1	1
571	0	1
572	3	0
573	0	1
574	0	3
575	1	0
576	0	0
577	0	0
578	0	1
579	0	1
580	2	0
581	0	2
582	0	1
583	0	0
584	0	1
585	0	2
586	1	0
587	0	1
588	0	0
589	1	1
590	2	0
591	0	0
592	0	1
593	0	1
594	0	1
595	0	0
596	1	0
597	0	1
598	0	1
599	0	1
600	1	1
601	2	0
602	1	1
603	1	0
604	0	1
605	1	1
606	1	0
607	0	1
608	1	1
609	0	3
610	1	1
611	0	0
612	0	0
613	2	0
614	2	0
615	0	0
616	0	1
617	1	0
618	0	0
619	0	1
620	1	1
621	1	2
622	1	1
623	0	2
624	0	2
625	0	0
626	0	1
627	1	1
628	0	0
629	0	0
630	0	0
631	0	1
632	1	1
633	0	0
634	1	0
635	0	1
636	0	0
637	0	0
638	1	0
639	0	1
640	0	0
641	1	1
642	0	0
643	1	0
644	0	1
645	0	0
646	0	0
647	0	0
648	0	1
649	0	0
650	0	0
651	1	0
652	0	1
653	0	0
654	0	2
655	0	2
656	1	0
657	1	0
658	0	0
659	1	2
660	1	0
661	1	0
662	0	1
663	1	0
664	0	0
665	2	0
666	2	1
667	2	1
668	1	1
669	1	0
670	1	0
671	1	1
672	0	1
673	0	1
674	2	0
675	0	1
676	1	2
677	2	0
678	0	2
679	0	0
680	0	0
681	0	1
682	2	1
683	3	0
684	2	2
685	1	0
686	2	2
687	2	1
688	1	1
689	0	2
690	0	1
691	0	0
692	1	1
693	1	1
694	1	0
695	1	0
696	0	0
697	2	0
698	3	0
699	0	1
700	0	0
701	0	0
702	1	0
703	0	0
704	0	0
705	0	1
706	0	1
707	1	0
708	1	0
709	1	0
710	1	0
711	1	0
712	1	0
713	0	0
714	1	0
715	1	0
716	0	1
717	0	0
718	1	1
719	1	1
720	1	1
721	0	1
722	1	0
723	0	0
724	0	0
725	0	0
726	2	0
727	2	2
728	0	0
729	2	1
730	1	0
731	0	0
732	1	0
733	0	0
734	0	1
735	0	0
736	3	0
737	0	0
738	0	0
739	0	1
740	0	2
741	2	0
742	1	0
743	2	0
744	1	1
745	0	1
746	1	1
747	0	0
748	0	0
749	0	2
750	1	0
751	1	1
752	2	0
753	2	1
754	0	0
755	0	1
756	1	0
757	1	0
758	1	0
759	1	1
760	2	2
761	2	0
762	0	0
763	0	0
764	0	0
765	0	0
766	0	1
767	1	1
768	2	0
769	0	0
770	4	1
771	0	0
772	0	0
773	2	1
774	1	0
775	1	0
776	2	1
777	1	0
778	0	0
779	0	0
780	3	0
781	0	1
782	0	0
783	2	0
784	0	1
785	0	2
786	0	0
787	1	0
788	1	0
789	0	0
790	0	1
791	1	0
792	1	0
793	1	1
794	0	0
795	2	0
796	0	0
797	1	1
798	1	0
799	0	0
800	3	0
801	0	2
802	1	0
803	0	2
804	0	0
805	0	1
806	3	0
807	1	0
808	2	1
809	1	0
810	1	3
811	0	1
812	1	0
813	1	1
814	3	0
815	1	3
816	1	1
817	1	0
818	2	0
819	0	0
820	0	0
821	3	0
822	1	0
823	0	1
824	1	1
825	2	0
826	1	0
827	2	0
828	0	0
829	1	0
830	4	0
831	0	0
832	1	0
833	1	0
834	0	1
835	0	2
836	2	1
837	0	1
838	1	0
839	2	0
840	0	0
841	1	0
842	3	0
843	2	1
844	2	0
845	1	1
846	0	0
847	1	0
848	2	0
849	4	0
850	3	0
851	2	0
852	0	0
853	0	0
854	1	1
855	0	0
856	3	0
857	0	0
858	1	0
859	4	1
860	3	1
861	0	0
862	1	0
863	0	1
864	2	0
865	2	1
866	1	1
867	2	0
868	2	0
869	2	2
870	3	0
871	0	0
872	0	0
873	1	0
874	2	1
875	1	0
876	2	0
877	3	0
878	0	0
879	0	0
880	2	0
881	4	0
882	0	0
883	1	1
884	0	0
885	3	0
886	2	1
887	1	0
888	0	0
889	2	0
890	0	0
891	0	0
892	5	0
893	4	0
894	2	0
895	1	2
896	2	0
897	1	0
898	0	0
899	1	0
900	1	0
901	0	0
902	1	0
903	1	0
904	3	0
905	3	1
906	1	2
907	1	0
908	3	0
909	1	0
910	3	2
911	0	0
912	1	0
913	1	0
914	3	1
915	1	1
916	1	0
917	2	0
918	1	0
919	3	0
920	1	1
921	1	0
922	2	0
923	3	0
924	0	1
925	0	0
926	1	0
927	3	1
928	1	0
929	3	0
930	1	0
931	3	1
932	1	0
933	2	0
934	0	0
935	0	0
936	2	0
937	2	0
938	3	0
939	1	0
940	0	2
941	3	0
942	0	1
943	2	0
944	4	0
945	0	2
946	2	1
947	3	1
948	2	0
949	1	0
950	1	0
951	2	1
952	1	1
953	3	0
954	1	0
955	1	1
956	1	0
957	2	1
958	1	1
959	1	1
960	0	0
961	3	0
962	2	0
963	2	1
964	1	0
965	4	0
966	0	0
967	1	0
968	0	1
969	1	0
970	2	0
971	1	0
972	2	0
973	1	0
974	2	0
975	0	0
976	1	1
977	2	0
978	0	0
979	0	0
980	0	0
981	0	0
982	0	1
983	1	0
984	1	0
985	0	0
986	0	0
987	0	1
988	2	0
989	0	0
990	1	1
991	2	1
992	1	2
993	0	0
994	2	0
995	2	0
996	1	1
997	1	0
998	0	1
999	2	1
1000	2	0
1001	1	0
1002	1	0
1003	3	0
1004	7	0
1005	1	0
1006	2	0
1007	1	0
1008	3	0
1009	2	0
1010	2	0
1011	2	0
1012	1	0
1013	0	2
1014	1	1
1015	1	0
1016	1	0
1017	0	0
1018	1	0
1019	3	2
1020	3	0
1021	0	0
1022	2	0
1023	2	0
1024	3	1
1025	0	3
1026	0	1
1027	1	1
1028	3	0
1029	1	0
1030	2	0
1031	1	0
1032	4	0
1033	0	0
1034	3	0
1035	1	0
1036	0	0
1037	1	0
1038	0	1
1039	6	1
1040	4	1
1041	2	1
1042	4	0
1043	5	0
1044	2	1
1045	1	1
1046	0	0
1047	0	1
1048	2	0
1049	0	0
1050	3	1
1051	0	1
1052	0	0
1053	2	1
1054	1	0
1055	2	0
1056	2	0
1057	4	1
1058	1	0
1059	1	0
1060	1	0
1061	1	0
1062	0	0
1063	2	0
1064	3	0
1065	1	0
1066	0	1
1067	3	3
1068	2	0
1069	1	0
1070	4	0
1071	0	1
1072	1	1
1073	2	0
1074	6	1
1075	0	2
1076	1	1
1077	2	0
1078	3	0
1079	1	0
1080	2	2
1081	1	0
1082	4	0
1083	4	1
1084	1	0
1085	3	0
1086	1	0
1087	6	0
1088	4	0
1089	2	0
1090	2	0
1091	5	0
1092	1	1
1093	2	0
1094	3	0
1095	1	0
1096	1	0
1097	2	0
1098	1	0
1099	4	0
1100	3	0
1101	0	0
1102	1	2
1103	2	0
1104	2	1
1105	0	0
1106	4	0
1107	1	0
1108	1	1
1109	4	1
1110	1	1
1111	3	1
1112	2	0
1113	0	0
1114	1	0
1115	1	0
1116	2	1
1117	0	0
1118	2	0
1119	1	0
1120	2	0
1121	4	0
1122	1	1
1123	3	0
1124	4	1
1125	2	0
1126	2	0
1127	0	0
1128	0	0
1129	0	0
1130	1	0
1131	2	1
1132	1	0
1133	2	1
1134	2	1
1135	4	0
1136	5	1
1137	0	0
1138	6	1
1139	2	0
1140	2	0
1141	0	0
1142	2	0
1143	3	0
1144	0	1
1145	1	1
1146	3	1
1147	1	1
1148	2	1
1149	3	0
1150	3	0
1151	3	0
1152	3	1
1153	0	1
1154	1	0
1155	3	1
1156	2	1
1157	2	0
1158	3	0
1159	3	0
1160	2	1
1161	2	0
1162	1	1
1163	2	1
1164	1	0
1165	1	1
1166	2	0
1167	4	2
1168	1	0
1169	1	0
1170	2	0
1171	4	0
1172	1	0
1173	5	1
1174	2	0
1175	1	0
1176	1	0
1177	1	0
1178	1	0
1179	2	1
1180	1	0
1181	1	0
1182	2	0
1183	2	0
1184	4	0
1185	2	0
1186	0	0
1187	4	0
1188	2	0
1189	2	0
1190	1	1
1191	4	0
1192	1	1
1193	1	1
1194	1	0
1195	1	0
1196	3	1
1197	4	1
1198	1	2
1199	1	2
1200	3	0
1201	1	0
1202	3	2
1203	3	1
1204	2	0
1205	1	1
1206	4	0
1207	2	1
1208	0	0
1209	2	2
1210	0	0
1211	5	0
1212	1	0
1213	1	1
1214	2	1
1215	4	1
1216	2	0
1217	1	0
1218	1	0
1219	2	0
1220	2	0
1221	4	1
1222	1	2
1223	3	1
1224	1	0
1225	1	1
1226	2	0
1227	2	0
1228	1	1
1229	1	0
1230	2	0
1231	2	3
1232	1	1
1233	1	0
1234	2	1
1235	3	0
1236	1	1
1237	2	0
1238	2	0
1239	0	0
1240	3	0
1241	2	1
1242	0	0
1243	1	0
1244	0	0
1245	3	1
1246	2	0
1247	1	0
1248	3	0
1249	3	0
1250	1	0
1251	2	0
1252	2	0
1253	1	0
1254	2	1
1255	0	0
1256	2	0
1257	2	2
1258	1	1
1259	2	0
1260	0	1
1261	1	0
1262	2	1
1263	1	0
1264	3	0
1265	3	0
1266	4	0
1267	2	0
1268	1	0
1269	1	0
1270	1	0
1271	1	1
1272	1	0
1273	2	2
1274	3	0
1275	2	0
1276	0	0
1277	3	0
1278	2	0
1279	3	0
1280	3	1
1281	4	0
1282	4	0
1283	1	2
1284	4	0
1285	2	1
1286	2	1
1287	4	0
1288	4	0
1289	2	1
1290	3	2
1291	0	1
1292	0	0
1293	3	2
1294	2	0
1295	3	0
1296	0	1
1297	2	0
1298	3	1
1299	2	0
1300	0	1
1301	3	0
1302	3	0
1303	1	1
1304	2	1
1305	0	1
1306	4	1
1307	1	0
1308	4	0
1309	1	0
1310	3	1
1311	1	1
1312	3	0
1313	2	0
1314	2	0
1315	1	0
1316	3	1
1317	2	0
1318	2	0
1319	1	0
1320	1	0
1321	1	0
1322	3	0
1323	2	0
1324	0	0
1325	2	1
1326	0	0
1327	2	0
1328	2	1
1329	2	1
1330	1	0
1331	0	0
1332	1	0
1333	3	0
1334	3	2
1335	3	1
1336	2	0
1337	3	0
1338	2	0
1339	1	0
1340	0	0
1341	0	0
1342	3	0
1343	2	0
1344	1	1
1345	1	1
1346	4	0
1347	0	0
1348	1	0
1349	3	1
1350	3	0
1351	2	1
1352	2	0
1353	1	0
1354	0	1
1355	4	0
1356	1	0
1357	3	0
1358	2	0
1359	1	0
1360	2	0
1361	2	1
1362	5	1
1363	1	0
1364	2	0
1365	0	0
1366	0	0
1367	1	1
1368	3	0
1369	0	0
1370	2	0
1371	2	0
1372	0	0
1373	1	0
1374	2	1
1375	2	0
1376	1	0
1377	4	0
1378	0	0
1379	1	0
1380	2	0
1381	3	0
1382	2	0
1383	3	0
1384	2	0
1385	2	1
1386	3	0
1387	2	1
1388	2	0
1389	1	2
1390	3	1
1391	0	1
1392	3	1
1393	7	0
1394	0	0
1395	3	0
1396	5	0
1397	3	0
1398	1	0
1399	4	0
1400	4	0
1401	1	2
1402	3	1
1403	4	0
1404	2	0
1405	1	1
1406	2	0
1407	1	1
1408	0	0
1409	2	1
1410	7	0
1411	4	1
1412	1	0
1413	4	1
1414	4	0
1415	3	0
1416	3	0
1417	1	1
1418	0	0
1419	1	0
1420	3	0
1421	1	0
1422	2	0
1423	1	0
1424	1	0
1425	4	1
1426	3	1
1427	0	0
1428	2	1
1429	2	1
1430	6	0
1431	2	0
1432	1	0
1433	0	0
1434	1	3
1435	4	2
1436	2	0
1437	0	0
1438	0	0
1439	2	0
1440	1	0
1441	2	1
1442	3	0
1443	4	0
1444	4	1
1445	2	0
1446	2	0
1447	0	1
1448	1	0
1449	2	0
1450	2	3
1451	3	1
1452	2	3
1453	2	0
1454	1	0
1455	3	0
1456	1	1
1457	2	0
1458	1	1
1459	2	0
1460	5	0
1461	2	0
1462	3	0
1463	3	1
1464	1	0
1465	1	0
1466	2	0
1467	2	0
1468	4	1
1469	4	0
1470	1	0
1471	1	0
1472	1	0
1473	4	1
1474	2	0
1475	1	0
1476	2	1
1477	1	1
1478	2	1
1479	1	0
1480	1	0
1481	1	1
1482	3	0
1483	1	1
1484	0	0
1485	0	0
1486	6	1
1487	0	0
1488	2	0
1489	0	1
1490	1	0
1491	4	0
1492	6	1
1493	2	0
1494	2	0
1495	2	1
1496	2	1
1497	1	0
1498	2	1
1499	2	1
1500	2	0
1501	3	1
1502	1	0
1503	0	0
1504	1	0
1505	2	0
1506	2	0
1507	1	0
1508	0	0
1509	0	0
1510	4	0
1511	4	1
1512	1	0
1513	0	1
1514	3	0
1515	0	0
1516	1	0
1517	2	2
1518	2	2
1519	0	0
1520	2	1
1521	2	0
1522	2	0
1523	3	0
1524	3	0
1525	1	0
1526	4	1
1527	4	0
1528	4	0
1529	3	1
1530	3	0
1531	2	0
1532	2	0
1533	0	1
1534	1	0
1535	0	1
1536	0	1
1537	0	1
1538	2	2
1539	0	0
1540	2	0
1541	0	0
1542	3	0
1543	1	0
1544	0	1
1545	0	0
1546	1	0
1547	1	0
1548	0	0
1549	1	2
1550	0	0
1551	1	0
1552	0	0
1553	3	0
1554	1	0
1555	1	0
1556	4	0
1557	2	0
1558	1	0
1559	7	0
1560	2	0
1561	0	0
1562	1	1
1563	0	0
1564	0	0
1565	4	0
1566	0	0
1567	1	0
1568	0	0
1569	2	0
1570	1	0
1571	2	1
1572	2	0
1573	1	1
1574	1	0
1575	3	0
1576	1	2
1577	4	0
1578	0	0
1579	3	0
1580	2	0
1581	1	0
1582	2	0
1583	3	0
1584	2	0
1585	0	1
1586	2	0
1587	2	1
1588	1	0
1589	0	0
1590	2	0
1591	0	0
1592	1	0
1593	0	0
1594	1	0
1595	2	1
1596	2	0
1597	1	1
1598	1	0
1599	2	0
1600	0	0
1601	0	0
1602	0	0
1603	1	0
1604	2	0
1605	0	0
1606	0	0
1607	1	1
1608	1	0
1609	2	0
1610	2	1
1611	2	0
1612	3	1
1613	0	0
1614	0	0
1615	2	0
1616	1	0
1617	0	0
1618	0	0
1619	3	1
1620	2	0
1621	1	0
1622	1	1
1623	2	0
1624	2	0
1625	0	0
1626	1	0
1627	0	0
1628	2	1
1629	1	0
1630	1	0
1631	0	0
1632	1	0
1633	1	0
1634	1	0
1635	2	0
1636	1	0
1637	2	1
1638	0	0
1639	1	0
1640	2	0
1641	0	0
1642	2	0
1643	0	1
1644	1	1
1645	3	0
1646	1	1
1647	2	0
1648	3	0
1649	1	1
1650	2	1
1651	0	0
1652	2	0
1653	1	1
1654	2	1
1655	0	0
1656	3	1
1657	1	0
1658	3	0
1659	3	1
1660	0	0
1661	1	0
1662	2	1
1663	0	0
1664	0	1
1665	2	1
1666	1	0
1667	2	1
1668	1	0
1669	0	0
1670	4	2
1671	0	0
1672	2	0
1673	0	0
1674	2	0
1675	2	1
1676	1	1
1677	2	0
1678	2	0
1679	0	1
1680	1	0
1681	1	0
1682	1	0
1683	1	0
1684	1	0
1685	0	0
1686	2	0
1687	1	0
1688	2	1
1689	2	0
1690	2	1
1691	2	0
1692	2	1
1693	0	0
1694	3	0
1695	1	0
1696	0	0
1697	0	0
1698	1	0
1699	1	0
1700	0	0
1701	3	1
1702	1	0
1703	0	1
1704	0	0
1705	1	0
1706	2	0
1707	2	1
1708	1	0
1709	0	0
1710	2	0
1711	1	0
1712	3	0
1713	0	0
1714	2	0
1715	2	1
1716	1	0
1717	0	0
1718	3	0
1719	3	1
1720	0	0
1721	2	0
1722	1	0
1723	2	0
1724	1	0
1725	1	0
1726	2	2
1727	4	0
1728	2	1
1729	0	0
1730	1	1
1731	2	0
1732	1	0
1733	0	0
1734	1	0
1735	2	0
1736	1	0
1737	1	0
1738	0	0
1739	3	1
1740	2	0
1741	2	0
1742	2	0
1743	0	0
1744	0	0
1745	0	0
1746	0	0
1747	1	0
1748	2	0
1749	5	2
1750	3	0
1751	2	0
1752	5	1
1753	0	0
1754	1	0
1755	0	0
1756	2	0
1757	1	0
1758	2	1
1759	2	0
1760	0	0
1761	0	1
1762	1	1
1763	0	0
1764	2	0
1765	1	0
1766	1	0
1767	1	1
1768	1	0
1769	0	0
1770	1	0
1771	1	0
1772	1	0
1773	1	0
1774	1	0
1775	1	0
1776	0	0
1777	1	1
1778	0	1
1779	2	0
1780	0	1
1781	0	0
1782	0	0
1783	1	1
1784	1	0
1785	1	1
1786	2	1
1787	0	0
1788	1	1
1789	1	0
1790	2	0
1791	0	0
1792	1	0
1793	3	0
1794	2	0
1795	0	0
1796	0	0
1797	1	0
1798	1	0
1799	1	0
1800	0	4
1801	0	0
1802	1	0
1803	0	0
1804	0	0
1805	0	0
1806	2	0
1807	2	1
1808	2	0
1809	0	0
1810	0	1
1811	0	1
1812	2	0
1813	1	0
1814	2	0
1815	1	0
1816	2	0
1817	0	1
1818	0	0
1819	2	0
1820	0	0
1821	2	0
1822	0	0
1823	1	3
1824	1	0
1825	0	1
1826	0	0
1827	0	0
1828	1	0
1829	1	0
1830	1	0
1831	0	0
1832	0	0
1833	1	0
1834	0	2
1835	1	1
1836	2	0
1837	0	1
1838	1	0
1839	0	1
1840	0	0
1841	0	0
1842	2	0
1843	1	0
1844	1	0
1845	0	1
1846	2	0
1847	0	1
1848	0	0
1849	0	0
1850	0	0
1851	0	0
1852	0	0
1853	1	0
1854	2	1
1855	3	0
1856	0	1
1857	1	0
1858	1	0
1859	1	0
1860	0	1
1861	1	1
1862	0	0
1863	1	0
1864	0	0
1865	0	0
1866	1	0
1867	2	0
1868	0	0
1869	0	0
1870	1	1
1871	1	0
1872	1	0
1873	0	0
1874	0	1
1875	3	0
1876	1	1
1877	0	0
1878	2	0
1879	1	0
1880	0	0
1881	1	0
1882	1	1
1883	0	1
1884	1	1
1885	1	1
1886	1	0
1887	2	1
1888	1	2
1889	1	0
1890	0	0
1891	0	0
1892	1	0
1893	2	0
1894	0	1
1895	1	1
1896	1	1
1897	0	0
1898	1	1
1899	1	0
1900	1	1
1901	2	0
1902	0	0
1903	1	1
1904	0	0
1905	1	1
1906	1	0
1907	1	0
1908	0	0
1909	1	0
1910	0	1
1911	1	0
1912	1	0
1913	0	0
1914	0	0
1915	1	0
1916	2	0
1917	1	1
1918	1	0
1919	0	0
1920	1	1
1921	0	0
1922	0	0
1923	0	1
1924	0	1
1925	3	0
1926	0	1
1927	0	0
1928	2	0
1929	0	0
1930	0	0
1931	0	0
1932	0	0
1933	0	1
1934	0	0
1935	1	0
1936	1	0
1937	0	0
1938	1	0
1939	1	0
1940	0	0
1941	0	0
1942	1	0
1943	1	1
1944	1	0
1945	1	1
1946	0	0
1947	0	1
1948	2	1
1949	0	0
1950	0	1
1951	1	0
1952	1	0
1953	0	1
1954	2	0
1955	2	0
1956	1	0
1957	0	0
1958	1	0
1959	0	1
1960	0	1
1961	1	0
1962	1	0
1963	0	1
1964	1	0
1965	0	0
1966	0	0
1967	0	0
1968	0	1
1969	1	0
1970	1	0
1971	2	0
1972	1	0
1973	0	0
1974	1	1
1975	0	0
1976	0	1
1977	0	0
1978	1	1
1979	0	0
1980	1	0
1981	0	0
1982	0	1
1983	0	2
1984	2	1
1985	1	0
1986	2	1
1987	0	1
1988	0	0
1989	1	0
1990	1	0
1991	0	1
1992	0	0
1993	1	0
1994	0	1
1995	1	0
1996	2	0
1997	0	1
1998	0	1
1999	0	1
2000	1	0
2001	2	2
2002	2	0
2003	0	0
2004	0	1
2005	1	0
2006	0	0
2007	0	0
2008	2	0
2009	3	0
2010	0	0
2011	1	0
2012	0	0
2013	0	0
2014	0	0
2015	0	0
2016	2	1
2017	1	0
2018	1	0
2019	0	1
2020	1	0
2021	3	1
2022	3	1
2023	0	0
2024	0	0
2025	0	0
2026	1	0
2027	0	1
2028	1	0
2029	3	0
2030	0	0
2031	0	0
2032	0	0
2033	2	0
2034	2	1
2035	0	0
2036	1	0
2037	0	0
2038	1	0
2039	0	1
2040	2	0
2041	0	0
2042	1	0
2043	0	0
2044	0	0
2045	1	0
2046	1	0
2047	0	0
2048	0	0
2049	1	0
2050	1	1
2051	0	0
2052	0	1
2053	1	0
2054	2	0
2055	1	0
2056	0	0
2057	1	0
2058	0	1
2059	2	0
2060	1	1
2061	0	1
2062	1	1
2063	0	0
2064	1	0
2065	0	0
2066	0	0
2067	1	0
2068	0	0
2069	0	0
2070	1	0
2071	0	0
2072	0	0
2073	1	0
2074	0	0
2075	0	0
2076	0	0
2077	0	0
2078	1	0
2079	0	1
2080	1	0
2081	0	1
2082	1	0
2083	2	0
2084	0	0
2085	2	1
2086	0	0
2087	1	0
2088	0	0
2089	1	1
2090	0	1
2091	1	0
2092	0	0
2093	1	0
2094	0	0
2095	1	1
2096	1	0
2097	0	1
2098	1	0
2099	2	0
2100	3	0
2101	0	1
2102	0	2
2103	0	0
2104	2	0
2105	0	0
2106	3	0
2107	0	0
2108	1	0
2109	0	0
2110	2	0
2111	2	0
2112	0	0
2113	2	0
2114	0	0
2115	3	0
2116	1	2
2117	0	0
2118	0	1
2119	0	0
2120	1	0
2121	2	0
2122	0	0
2123	1	1
2124	0	0
2125	1	0
2126	1	0
2127	1	0
2128	2	0
2129	0	0
2130	1	0
2131	1	0
2132	0	0
2133	1	1
2134	2	1
2135	0	0
