Labels,MOF90 DMSO Ar 420 nm 400 us Delta OD,
116680.0000,-4.92759887E-3,
116720.0000,-4.15419135E-3,
116760.0000,-5.14161820E-3,
1.168E005,3.09060648E-4,
116840.0000,-3.38465301E-3,
116880.0000,-2.59754481E-3,
116920.0000,-1.82349584E-3,
116960.0000,-2.99378647E-3,
1.17E05,-7.25179678E-3,
117040.0000,-2.78238975E-3,
117080.0000,-2.98115378E-3,
117120.0000,3.10336211E-4,
117160.0000,-3.58258444E-3,
1.172E005,-3.18039046E-3,
117240.0000,-1.04618631E-3,
117280.0000,-4.54517594E-3,
117320.0000,-4.69839812E-4,
117360.0000,-2.41381256E-3,
1.174E005,-3.18698725E-3,
117440.0000,-5.70367696E-3,
117480.0000,-3.75371962E-3,
117520.0000,-2.59751570E-3,
117560.0000,-1.82659237E-3,
1.176E005,-4.95152967E-3,
117640.0000,-1.63168518E-3,
117680.0000,-2.99593247E-3,
117720.0000,-3.38010234E-3,
117760.0000,-3.96136288E-3,
1.178E005,-3.76598840E-3,
117840.0000,-2.60524172E-3,
117880.0000,-3.76098743E-3,
117920.0000,-1.82659260E-3,
117960.0000,-3.38921160E-3,
1.18E05,-2.79653026E-3,
118040.0000,-2.59945192E-3,
118080.0000,-2.40821787E-3,
118120.0000,-1.42973207E-3,
118160.0000,-3.76598793E-3,
1.182E005,-3.97154037E-3,
118240.0000,-3.96901416E-3,
118280.0000,-3.96133400E-3,
118320.0000,-5.30616846E-3,
118360.0000,-8.58637795E-4,
1.184E005,-3.38688795E-3,
118440.0000,-3.94868432E-3,
118480.0000,-2.41195597E-3,
118520.0000,-3.57307354E-3,
118560.0000,-2.41381256E-3,
1.186E005,-3.97409778E-3,
118640.0000,-3.56356753E-3,
118680.0000,-4.72921925E-3,
118720.0000,-5.51448669E-3,
118760.0000,-2.01828685E-3,
1.188E005,-3.78821022E-3,
118840.0000,-2.60918750E-3,
118880.0000,-1.82184833E-3,
118920.0000,-3.39383655E-3,
118960.0000,-2.59751617E-3,
1.19E05,-4.66823054E-4,
119040.0000,-3.77334631E-3,
119080.0000,-3.76841961E-3,
119120.0000,-4.54239734E-3,
119160.0000,-1.63771841E-3,
1.192E005,1.17341908E-4,
119240.0000,-3.96898529E-3,
119280.0000,-4.53119259E-3,
119320.0000,-4.73789033E-3,
119360.0000,-2.02329783E-3,
1.194E005,-2.60332949E-3,
119440.0000,-2.67815165E-4,
119480.0000,-1.44254835E-3,
119520.0000,-4.94550914E-3,
119560.0000,-2.59174686E-3,
1.196E005,-3.57070100E-3,
119640.0000,-1.43683609E-3,
119680.0000,-1.82343798E-3,
119720.0000,-2.60141888E-3,
119760.0000,-2.99596135E-3,
1.198E005,-3.75613989E-3,
119840.0000,-3.18698725E-3,
119880.0000,-3.96391097E-3,
119920.0000,-1.81870209E-3,
119960.0000,-2.02161632E-3,
1.2E05,-3.19360197E-3,
120040.0000,-1.43683632E-3,
120080.0000,-4.74374183E-3,
120120.0000,-3.57782491E-3,
120160.0000,-2.72265112E-4,
1.202E005,-6.58371660E-4,
120240.0000,-2.78841052E-3,
120280.0000,-2.60330038E-3,
120320.0000,-3.57779604E-3,
120360.0000,-3.76844825E-3,
1.204E005,-2.75920465E-4,
120440.0000,-2.41010031E-3,
120480.0000,-1.83297624E-3,
120520.0000,-1.82981044E-3,
120560.0000,-5.72367292E-3,
1.206E005,-2.21316493E-3,
120640.0000,-4.16471204E-3,
120680.0000,-2.41195573E-3,
120720.0000,-4.93060565E-3,
120760.0000,-4.16207174E-3,
1.208E005,-4.74951696E-3,
120840.0000,-4.74078581E-3,
120880.0000,-3.95624386E-3,
120920.0000,-1.44394324E-3,
120960.0000,-4.93358681E-3,
1.21E05,-4.92167845E-3,
121040.0000,-8.57476669E-4,
121080.0000,-3.95878777E-3,
121120.0000,-6.47240318E-3,
121160.0000,-3.00017162E-3,
1.212E005,-3.77825345E-3,
121240.0000,-3.18261608E-3,
121280.0000,-8.55128688E-4,
121320.0000,-4.16471204E-3,
121360.0000,-3.18478630E-3,
1.214E005,-3.38004413E-3,
121440.0000,-3.96391097E-3,
121480.0000,-1.04615756E-3,
121520.0000,-2.60335812E-3,
121560.0000,-5.13232825E-3,
1.216E005,-2.99805123E-3,
121640.0000,-2.99381558E-3,
121680.0000,-4.55079833E-3,
121720.0000,-2.01320252E-3,
121760.0000,-1.05744333E-3,
1.218E005,-1.83463399E-3,
121840.0000,-2.97694816E-3,
121880.0000,-3.76839051E-3,
121920.0000,-2.98536685E-3,
121960.0000,-3.58974026E-3,
1.22E05,1.14415699E-4,
122040.0000,-5.90620469E-3,
122080.0000,-2.20787665E-3,
122120.0000,-2.40266719E-3,
122160.0000,-4.33066906E-3,
1.222E005,-4.53676144E-3,
122240.0000,-3.38921160E-3,
122280.0000,-3.75613989E-3,
122320.0000,-1.82343798E-3,
122360.0000,-3.38697480E-3,
1.224E005,-2.78037717E-3,
122440.0000,-3.95875890E-3,
122480.0000,-3.18916119E-3,
122520.0000,-3.38465301E-3,
122560.0000,-3.57310264E-3,
1.226E005,-1.63617893E-3,
122640.0000,-3.38924048E-3,
122680.0000,-5.12928469E-3,
122720.0000,-1.82821508E-3,
122760.0000,-3.58020375E-3,
1.228E005,-2.21496006E-3,
122840.0000,-3.38691683E-3,
122880.0000,-3.58496793E-3,
122920.0000,-4.35237633E-3,
122960.0000,-2.41378346E-3,
1.23E05,-2.61305319E-3,
123040.0000,-3.76850623E-3,
123080.0000,-1.23944436E-3,
123120.0000,-4.14367951E-3,
123160.0000,-1.81392150E-3,
1.232E005,-2.99384422E-3,
123240.0000,-3.78075382E-3,
123280.0000,-4.36055614E-3,
123320.0000,-2.98958714E-3,
123360.0000,-5.14158932E-3,
1.234E005,-2.20620376E-3,
123440.0000,-4.93054790E-3,
123480.0000,-1.25410117E-3,
123520.0000,-3.16724973E-3,
123560.0000,-2.61113397E-3,
1.236E005,-3.37775750E-3,
123640.0000,-2.98750470E-3,
123680.0000,-4.69839812E-4,
123720.0000,-5.71366120E-3,
123760.0000,-7.77363311E-5,
1.238E005,-4.18329425E-3,
123840.0000,-1.24604383E-3,
123880.0000,-4.55358485E-3,
123920.0000,-3.78325675E-3,
123960.0000,-1.83297647E-3,
1.24E05,-2.22029630E-3,
124040.0000,-8.51628778E-4,
124080.0000,-2.01487634E-3,
124120.0000,5.01846371E-4,
124160.0000,-3.38465255E-3,
1.242E005,-4.54798574E-3,
124240.0000,-3.57779604E-3,
124280.0000,-1.62864744E-3,
124320.0000,-4.94254613E-3,
124360.0000,-3.77581338E-3,
1.244E005,-4.36325930E-3,
124440.0000,-4.15153103E-3,
124480.0000,-4.14102850E-3,
124520.0000,-3.56835965E-3,
124560.0000,-4.92462283E-3,
1.246E005,-3.38465301E-3,
124640.0000,-1.24610181E-3,
124680.0000,-3.95627273E-3,
124720.0000,-2.41378392E-3,
124760.0000,-1.24476780E-3,
1.248E005,-4.55361325E-3,
124840.0000,-1.82981044E-3,
124880.0000,-2.22381391E-3,
124920.0000,-6.26251521E-3,
124960.0000,-2.98325927E-3,
1.25E05,-3.17822443E-3,
125040.0000,-5.51775750E-3,
125080.0000,-8.52871453E-4,
125120.0000,-3.57782491E-3,
125160.0000,-4.35231812E-3,
1.252E005,-3.00229480E-3,
125240.0000,-4.17002989E-3,
125280.0000,-4.94847447E-3,
125320.0000,-3.77584249E-3,
125360.0000,-2.41192686E-3,
1.254E005,-3.55887064E-3,
125440.0000,-4.93654143E-3,
125480.0000,-2.61113397E-3,
125520.0000,-3.19578173E-3,
125560.0000,-2.01493432E-3,
1.256E005,-3.78812314E-3,
125640.0000,-2.79650115E-3,
125680.0000,-2.40451586E-3,
125720.0000,-2.98750494E-3,
125760.0000,-2.41564238E-3,
1.258E005,-3.18258745E-3,
125840.0000,-3.76352970E-3,
125880.0000,-2.41561350E-3,
125920.0000,-1.43255829E-3,
125960.0000,-2.79653026E-3,
1.26E05,-5.31878835E-3,
126040.0000,-1.05235504E-3,
126080.0000,-1.83617685E-3,
126120.0000,-3.79071967E-3,
126160.0000,-4.92159184E-3,
1.262E005,-3.76598793E-3,
126240.0000,-2.21322314E-3,
126280.0000,-3.56123247E-3,
126320.0000,-4.54236893E-3,
126360.0000,-3.77091090E-3,
1.264E005,-3.56599153E-3,
126440.0000,-2.01993622E-3,
126480.0000,-4.54514707E-3,
126520.0000,-4.63901146E-4,
126560.0000,-2.41750269E-3,
1.266E005,-3.18258745E-3,
126640.0000,-2.99808010E-3,
126680.0000,-2.41007167E-3,
126720.0000,-3.18695861E-3,
126760.0000,-3.57307354E-3,
1.268E005,-2.97697680E-3,
126840.0000,-3.78078315E-3,
126880.0000,-2.20441655E-3,
126920.0000,-2.21675681E-3,
126960.0000,-1.04494451E-3,
1.27E05,-3.19578173E-3,
127040.0000,-1.04867364E-3,
127080.0000,-2.99808034E-3,
127120.0000,-2.61503248E-3,
127160.0000,-5.13232779E-3,
1.272E005,-3.57541931E-3,
127240.0000,-4.72633401E-3,
127280.0000,-3.37319006E-3,
127320.0000,-2.01655203E-3,
127360.0000,-1.63920131E-3,
1.274E005,-2.61110486E-3,
127440.0000,-4.36049886E-3,
127480.0000,-1.63469894E-3,
127520.0000,-3.00226547E-3,
127560.0000,-4.35237633E-3,
1.276E005,-3.56830191E-3,
127640.0000,-4.33876226E-3,
127680.0000,-4.93651303E-3,
127720.0000,-2.98958714E-3,
127760.0000,-2.98750494E-3,
1.278E005,-2.98747630E-3,
127840.0000,-3.37321917E-3,
127880.0000,-2.60141888E-3,
127920.0000,-4.74371295E-3,
127960.0000,-1.63165608E-3,
1.28E05,-2.02840916E-3,
128040.0000,-6.66899199E-4,
128080.0000,-4.64912737E-4,
128120.0000,-2.40821787E-3,
128160.0000,-3.00017162E-3,
1.282E005,-3.17600230E-3,
128240.0000,-2.21672771E-3,
128280.0000,-4.56766831E-3,
128320.0000,-2.21852562E-3,
128360.0000,-4.53670323E-3,
1.284E005,-2.99802213E-3,
128440.0000,-3.38691683E-3,
128480.0000,-5.12011442E-3,
128520.0000,-5.90617582E-3,
128560.0000,-1.82179059E-3,
1.286E005,-4.15679673E-3,
128640.0000,-4.92465170E-3,
128680.0000,-4.74081514E-3,
128720.0000,-2.21142964E-3,
128760.0000,-2.40081991E-3,
1.288E005,-8.57447798E-4,
128840.0000,-8.57447798E-4,
128880.0000,-2.40084901E-3,
128920.0000,-3.58020375E-3,
128960.0000,-1.83617685E-3,
1.29E05,-3.96646140E-3,
129040.0000,-3.18255858E-3,
129080.0000,-3.77088180E-3,
129120.0000,-3.37321917E-3,
129160.0000,-1.82821532E-3,
1.292E005,-8.58608924E-4,
129240.0000,-3.76841915E-3,
129280.0000,-1.82026019E-3,
129320.0000,-1.44533953E-3,
129360.0000,-2.20969599E-3,
1.294E005,-1.43683632E-3,
129440.0000,-1.82502903E-3,
129480.0000,-4.89796046E-3,
129520.0000,-2.61305319E-3,
129560.0000,-3.57782491E-3,
1.296E005,-2.02666526E-3,
129640.0000,-1.44106767E-3,
129680.0000,-4.15682560E-3,
129720.0000,-4.93651303E-3,
129760.0000,-1.82978157E-3,
1.298E005,-3.37321917E-3,
129840.0000,-5.71363280E-3,
129880.0000,8.90379073E-4,
129920.0000,-4.54514707E-3,
129960.0000,-8.59799795E-4,
1.3E05,-2.79849954E-3,
130040.0000,-7.77941605E-5,
130080.0000,-4.95150033E-3,
130120.0000,-2.01828685E-3,
130160.0000,-2.21498916E-3,
1.302E005,-2.99167167E-3,
130240.0000,-1.63620804E-3,
130280.0000,-2.21325201E-3,
130320.0000,-3.38688795E-3,
130360.0000,-3.37778660E-3,
1.304E005,-2.20617466E-3,
130440.0000,-4.55079833E-3,
130480.0000,-4.14365064E-3,
130520.0000,-4.73207794E-3,
130560.0000,-1.24346418E-3,
1.306E005,-2.80261738E-3,
130640.0000,1.12264985E-4,
130680.0000,-2.21675681E-3,
130720.0000,-1.23941537E-3,
130760.0000,-4.68881655E-4,
1.308E005,-2.02669413E-3,
130840.0000,-3.17603117E-3,
130880.0000,-2.02500960E-3,
130920.0000,-4.17000148E-3,
130960.0000,-2.40084901E-3,
1.31E05,-3.38004413E-3,
131040.0000,-1.81867334E-3,
131080.0000,-3.16727860E-3,
131120.0000,-1.24340609E-3,
131160.0000,-2.59754481E-3,
1.312E005,-2.99384422E-3,
131240.0000,-3.38007323E-3,
131280.0000,-3.38462391E-3,
131320.0000,-1.43258728E-3,
131360.0000,-2.40457337E-3,
1.314E005,-4.74078581E-3,
131440.0000,-3.19799245E-3,
131480.0000,-2.01993622E-3,
131520.0000,-3.00229434E-3,
131560.0000,-4.55358485E-3,
1.316E005,-5.13848010E-3,
131640.0000,-2.20441679E-3,
131680.0000,-1.43538963E-3,
131720.0000,-4.74371295E-3,
131760.0000,-4.14630445E-3,
1.318E005,-1.05363259E-3,
131840.0000,-3.38010234E-3,
131880.0000,-2.22203974E-3,
131920.0000,-3.56830191E-3,
131960.0000,-1.82821508E-3,
1.32E05,-3.76844825E-3,
132040.0000,-2.79245200E-3,
132080.0000,-2.01828685E-3,
132120.0000,-2.60332949E-3,
132160.0000,-3.96643300E-3,
1.322E005,-1.25011045E-3,
132240.0000,-3.37550184E-3,
132280.0000,-1.04491552E-3,
132320.0000,-4.67837468E-4,
132360.0000,-4.35507158E-3,
1.324E005,-3.38230422E-3,
132440.0000,-2.98536662E-3,
132480.0000,-3.56830191E-3,
132520.0000,-2.98955850E-3,
132560.0000,-2.39715981E-3,
1.326E005,-5.50803822E-3,
132640.0000,-1.44679495E-3,
132680.0000,-2.79447576E-3,
132720.0000,-5.13235666E-3,
132760.0000,-2.59945192E-3,
1.328E005,-1.43822632E-3,
132840.0000,-1.82502880E-3,
132880.0000,-3.57541908E-3,
132920.0000,-3.57782491E-3,
132960.0000,-3.94612132E-3,
1.33E05,-3.95116396E-3,
133040.0000,-4.55079833E-3,
133080.0000,-4.15676739E-3,
133120.0000,-6.65793777E-4,
133160.0000,-5.32507151E-3,
1.332E005,-2.02840893E-3,
133240.0000,-1.83140719E-3,
133280.0000,-1.24740775E-3,
133320.0000,-2.19912292E-3,
133360.0000,-2.97694816E-3,
1.334E005,-1.05863845E-3,
133440.0000,-4.15679626E-3,
133480.0000,-3.38694546E-3,
133520.0000,-1.82662124E-3,
133560.0000,-4.16207127E-3,
1.336E005,-1.43825519E-3,
133640.0000,-2.02669413E-3,
133680.0000,-2.02329783E-3,
133720.0000,-1.63623714E-3,
133760.0000,-2.42125709E-3,
1.338E005,-3.95624433E-3,
133840.0000,-1.25002360E-3,
133880.0000,-8.60963017E-4,
133920.0000,-1.43255829E-3,
133960.0000,-8.53941659E-4,
1.34E05,-3.36410920E-3,
134040.0000,-5.32194227E-3,
134080.0000,1.14473703E-4,
134120.0000,-8.56316590E-4,
134160.0000,-2.98750494E-3,
1.342E005,-7.69549952E-5,
134240.0000,-2.40630819E-3,
134280.0000,-3.57072963E-3,
134320.0000,-3.96388164E-3,
134360.0000,-2.78841052E-3,
1.344E005,-5.32191386E-3,
134440.0000,-1.23944413E-3,
134480.0000,-8.62127286E-4,
134520.0000,-3.37093859E-3,
134560.0000,-2.59558135E-3,
1.346E005,-3.97921959E-3,
134640.0000,-3.19142407E-3,
134680.0000,-2.60527083E-3,
134720.0000,-3.56356753E-3,
134760.0000,-1.43964647E-3,
1.348E005,-3.00232344E-3,
134840.0000,5.01846371E-4,
134880.0000,-3.57304467E-3,
134920.0000,-1.24874408E-3,
134960.0000,-2.41933553E-3,
1.35E05,-1.43541861E-3,
135040.0000,-4.64854907E-4,
135080.0000,-2.41189776E-3,
135120.0000,-1.82818610E-3,
135160.0000,-2.01326027E-3,
1.352E005,6.98871852E-4,
135240.0000,-1.63319148E-3,
135280.0000,-2.42125709E-3,
135320.0000,1.15140989E-4,
135360.0000,-3.00020096E-3,
1.354E005,-2.78639211E-3,
135440.0000,-1.63768954E-3,
135480.0000,-3.77337565E-3,
135520.0000,-2.40821787E-3,
135560.0000,-2.99378647E-3,
1.356E005,-1.82981044E-3,
135640.0000,-6.09872025E-3,
135680.0000,-3.37321963E-3,
135720.0000,-2.98750494E-3,
135760.0000,-8.26422765E-5,
1.358E005,-2.61110510E-3,
135840.0000,-3.56126134E-3,
135880.0000,-3.19139520E-3,
135920.0000,-1.43683632E-3,
135960.0000,-2.99805123E-3,
1.36E05,-1.82181958E-3,
136040.0000,-6.59412704E-4,
136080.0000,-4.34962520E-3,
136120.0000,-1.43828394E-3,
136160.0000,-3.58493859E-3,
1.362E005,-2.80258851E-3,
136240.0000,-1.82818633E-3,
136280.0000,-3.58496793E-3,
136320.0000,-2.99593247E-3,
136360.0000,-2.22026743E-3,
1.364E005,-1.43261626E-3,
136440.0000,-2.59174686E-3,
136480.0000,-1.82181958E-3,
136520.0000,-1.82181934E-3,
136560.0000,-3.76595883E-3,
1.366E005,-2.59945192E-3,
136640.0000,-4.74661356E-3,
136680.0000,-1.63615029E-3,
136720.0000,-2.80052866E-3,
136760.0000,6.96985808E-4,
1.368E005,-3.39147961E-3,
136840.0000,-4.53390367E-3,
136880.0000,-2.61695497E-3,
136920.0000,-6.64747087E-4,
136960.0000,-1.81864458E-3,
1.37E05,-2.78843916E-3,
137040.0000,-3.96640366E-3,
137080.0000,-3.38239130E-3,
137120.0000,-3.39150871E-3,
137160.0000,-2.41192686E-3,
1.372E005,-3.16943508E-3,
137240.0000,-2.79045920E-3,
137280.0000,-1.24737888E-3,
137320.0000,-2.40087789E-3,
137360.0000,-3.77584249E-3,
1.374E005,-1.82659237E-3,
137440.0000,-1.43397332E-3,
137480.0000,-1.63322035E-3,
137520.0000,-2.42119911E-3,
137560.0000,-1.63623714E-3,
1.376E005,-2.41936464E-3,
137640.0000,-5.10477927E-3,
137680.0000,-4.68823593E-4,
137720.0000,-5.89599321E-3,
137760.0000,-4.35234746E-3,
1.378E005,-2.60915863E-3,
137840.0000,-4.68852639E-4,
137880.0000,-1.62264658E-3,
137920.0000,-4.74368408E-3,
137960.0000,-3.18919029E-3,
1.38E05,-4.93350020E-3,
138040.0000,-1.43683632E-3,
138080.0000,-1.63768930E-3,
138120.0000,-7.21373144E-5,
138160.0000,-2.79849954E-3,
1.382E005,-2.99802213E-3,
138240.0000,-2.02332647E-3,
138280.0000,-2.80462136E-3,
138320.0000,-3.75616900E-3,
138360.0000,-2.21669860E-3,
1.384E005,-2.59558158E-3,
138440.0000,-1.82662148E-3,
138480.0000,-3.57070100E-3,
138520.0000,-2.72322941E-4,
138560.0000,-4.55361325E-3,
1.386E005,-4.35231812E-3,
138640.0000,-1.43541861E-3,
138680.0000,-2.78443354E-3,
138720.0000,-2.59754481E-3,
138760.0000,-2.60527083E-3,
1.388E005,-2.60724267E-3,
138840.0000,-2.59174709E-3,
138880.0000,-5.11702476E-3,
138920.0000,-4.16471204E-3,
138960.0000,-4.74951696E-3,
1.39E05,-2.78846826E-3,
139040.0000,-2.02167407E-3,
139080.0000,-1.83460489E-3,
139120.0000,-1.04867364E-3,
139160.0000,-3.56830191E-3,
1.392E005,-2.78639211E-3,
139240.0000,-1.43967511E-3,
139280.0000,-2.81277020E-3,
139320.0000,-3.18919029E-3,
139360.0000,-2.59364862E-3,
1.394E005,-2.79447599E-3,
139440.0000,-2.40084901E-3,
139480.0000,-7.53365530E-5,
139520.0000,-1.64377328E-3,
139560.0000,-2.80459248E-3,
1.396E005,1.07888045E-4,
139640.0000,-2.02838005E-3,
139680.0000,-6.70134672E-4,
139720.0000,-2.41192686E-3,
139760.0000,-4.67866485E-4,
1.398E005,-2.22032564E-3,
139840.0000,-2.98750470E-3,
139880.0000,-1.43970421E-3,
139920.0000,-2.60721380E-3,
139960.0000,-2.40269606E-3,
1.4E05,-3.37321963E-3,
140040.0000,-4.36325930E-3,
140080.0000,-2.02161632E-3,
140120.0000,-2.79245200E-3,
140160.0000,-2.22914526E-3,
1.402E005,3.09031573E-4,
140240.0000,-3.00017209E-3,
140280.0000,-3.17603117E-3,
140320.0000,-3.56362527E-3,
140360.0000,-2.40636617E-3,
1.404E005,-2.20966712E-3,
140440.0000,-1.82978157E-3,
140480.0000,-2.61893752E-3,
140520.0000,-3.97412712E-3,
140560.0000,-2.79242336E-3,
1.406E005,-4.36872989E-3,
140640.0000,-2.21849699E-3,
140680.0000,-1.63168495E-3,
140720.0000,-1.63771841E-3,
140760.0000,-3.96388164E-3,
1.408E005,-1.62717444E-3,
140840.0000,-2.22203997E-3,
140880.0000,-2.01660953E-3,
140920.0000,-3.37775750E-3,
140960.0000,-1.43258728E-3,
1.41E05,-3.37547320E-3,
141040.0000,-2.02329806E-3,
141080.0000,-1.24874408E-3,
141120.0000,-2.02332693E-3,
141160.0000,-2.21319403E-3,
1.412E005,-2.60330061E-3,
141240.0000,-2.41192686E-3,
141280.0000,-6.62627805E-4,
141320.0000,-2.80253054E-3,
141360.0000,-2.61116284E-3,
1.414E005,-2.80261762E-3,
141440.0000,5.04604133E-4,
141480.0000,-1.82502880E-3,
141520.0000,-2.01655203E-3,
141560.0000,-2.79852864E-3,
1.416E005,-1.43822632E-3,
141640.0000,-6.57302735E-4,
141680.0000,-2.41010054E-3,
141720.0000,-5.33139473E-3,
141760.0000,-1.24610181E-3,
1.418E005,-1.24476780E-3,
141840.0000,-2.21319403E-3,
141880.0000,-2.99593247E-3,
141920.0000,-2.03683274E-3,
141960.0000,-2.60144775E-3,
1.42E05,-2.41384166E-3,
142040.0000,-3.19578173E-3,
142080.0000,-3.57064325E-3,
142120.0000,-6.59412530E-4,
142160.0000,-1.04861578E-3,
1.422E005,-3.75614013E-3,
142240.0000,5.02950978E-4,
142280.0000,-1.24340632E-3,
142320.0000,-3.57547728E-3,
142360.0000,-2.21846811E-3,
1.424E005,-1.05363259E-3,
142440.0000,-3.97412665E-3,
142480.0000,-1.63171394E-3,
142520.0000,-2.79653026E-3,
142560.0000,-6.58342848E-4,
1.426E005,-3.38465301E-3,
142640.0000,-1.63165608E-3,
142680.0000,-1.24743686E-3,
142720.0000,-3.77828279E-3,
142760.0000,-8.53941659E-4,
1.428E005,-4.53962106E-3,
142840.0000,-4.53678984E-3,
142880.0000,-2.02840916E-3,
142920.0000,-1.05863845E-3,
142960.0000,-2.60138977E-3,
1.43E05,-1.24871521E-3,
143040.0000,-3.59452143E-3,
143080.0000,-1.82500016E-3,
143120.0000,-2.20969575E-3,
143160.0000,-2.61110510E-3,
1.432E005,-2.03006761E-3,
143240.0000,-3.18919029E-3,
143280.0000,-4.15946171E-3,
143320.0000,-3.18478630E-3,
143360.0000,-2.21496006E-3,
1.434E005,-4.93654190E-3,
143440.0000,-2.21319403E-3,
143480.0000,1.15865623E-4,
143520.0000,-4.34693461E-3,
143560.0000,-2.98323040E-3,
1.436E005,-1.05741422E-3,
143640.0000,-1.43967534E-3,
143680.0000,-2.40269606E-3,
143720.0000,-2.01996532E-3,
143760.0000,-1.63018017E-3,
1.438E005,-3.16719199E-3,
143840.0000,-2.01655203E-3,
143880.0000,-2.78034830E-3,
143920.0000,-3.18478630E-3,
143960.0000,-2.98536662E-3,
1.44E05,-3.18258768E-3,
144040.0000,-3.37550184E-3,
144080.0000,-7.61743649E-5,
144120.0000,-3.37550184E-3,
144160.0000,-2.01661000E-3,
1.442E005,-3.58020328E-3,
144240.0000,-1.63171394E-3,
144280.0000,-2.59171799E-3,
144320.0000,-6.62569888E-4,
144360.0000,-2.59174686E-3,
1.444E005,-2.60529993E-3,
144440.0000,-1.43967534E-3,
144480.0000,-3.18039069E-3,
144520.0000,-4.54801507E-3,
144560.0000,-3.58255557E-3,
1.446E005,-3.57541908E-3,
144640.0000,-1.23944436E-3,
144680.0000,-8.55157501E-4,
144720.0000,-2.21672771E-3,
144760.0000,-2.02500960E-3,
1.448E005,-2.80058687E-3,
144840.0000,-3.19581060E-3,
144880.0000,-2.60724290E-3,
144920.0000,-2.22558924E-3,
144960.0000,-2.60527083E-3,
1.45E05,-2.01490568E-3,
145040.0000,-1.05244189E-3,
145080.0000,-2.40636617E-3,
145120.0000,-4.74087242E-3,
145160.0000,-1.44968077E-3,
1.452E005,-4.15946171E-3,
145240.0000,-8.49377888E-4,
145280.0000,-8.53970647E-4,
145320.0000,-1.23808743E-3,
145360.0000,-6.62627805E-4,
1.454E005,-3.78075382E-3,
145440.0000,-6.46874076E-3,
145480.0000,-2.79852864E-3,
145520.0000,-2.80258851E-3,
145560.0000,-1.62417360E-3,
1.456E005,-3.95116350E-3,
145640.0000,3.09698662E-4,
145680.0000,-2.99167121E-3,
145720.0000,-3.78322741E-3,
145760.0000,1.14444701E-4,
1.458E005,-3.00229434E-3,
145840.0000,-2.41010031E-3,
145880.0000,-1.43400230E-3,
145920.0000,-1.64071436E-3,
145960.0000,-3.19142407E-3,
1.46E05,-1.43967511E-3,
146040.0000,-2.59561045E-3,
146080.0000,-2.80055776E-3,
146120.0000,-2.98115332E-3,
146160.0000,-2.01828685E-3,
1.462E005,-3.19354399E-3,
146240.0000,-7.94459775E-5,
146280.0000,-2.02164543E-3,
146320.0000,-1.43819733E-3,
146360.0000,-1.62714522E-3,
1.464E005,-8.56316590E-4,
146440.0000,-6.62569888E-4,
146480.0000,-8.63263500E-4,
146520.0000,-1.83143606E-3,
146560.0000,-4.14893078E-3,
1.466E005,-2.59950967E-3,
146640.0000,-4.55355551E-3,
146680.0000,-2.79849954E-3,
146720.0000,-2.41195573E-3,
146760.0000,-3.76598840E-3,
1.468E005,-2.76821898E-4,
146840.0000,-2.80052866E-3,
146880.0000,-8.52842641E-4,
146920.0000,-3.18472856E-3,
146960.0000,-3.58732417E-3,
1.47E05,-2.79441802E-3,
147040.0000,-2.02840893E-3,
147080.0000,-1.04246382E-3,
147120.0000,-2.98958714E-3,
147160.0000,8.91892472E-4,
1.472E005,-1.04618655E-3,
147240.0000,-3.57307377E-3,
147280.0000,-3.95116350E-3,
147320.0000,-2.80055776E-3,
147360.0000,-8.60905217E-4,
1.474E005,-1.82662148E-3,
147440.0000,-2.21669860E-3,
147480.0000,-3.77581338E-3,
147520.0000,-2.00660806E-3,
147560.0000,-4.35779756E-3,
1.476E005,-4.16471250E-3,
147640.0000,-6.61555096E-4,
147680.0000,-3.37321963E-3,
147720.0000,-2.98961625E-3,
147760.0000,-1.82343798E-3,
1.478E005,-1.43825496E-3,
147840.0000,-5.12312027E-3,
147880.0000,-2.99805123E-3,
147920.0000,-4.64883895E-4,
147960.0000,-3.18478607E-3,
1.48E05,-2.98958714E-3,
148040.0000,-1.24607270E-3,
148080.0000,-3.18698725E-3,
148120.0000,-1.82502903E-3,
148160.0000,-4.54801507E-3,
1.482E005,-4.15946171E-3,
148240.0000,-1.44109677E-3,
148280.0000,-4.33605211E-3,
148320.0000,-1.62867643E-3,
148360.0000,-2.98121152E-3,
1.484E005,-3.18921939E-3,
148440.0000,-1.04618631E-3,
148480.0000,-1.24343520E-3,
148520.0000,-1.63322035E-3,
148560.0000,-3.38239130E-3,
1.486E005,-3.75371962E-3,
148640.0000,-2.73221172E-4,
148680.0000,-3.76352970E-3,
148720.0000,-3.94612132E-3,
148760.0000,-2.99593247E-3,
1.488E005,-4.16471204E-3,
148840.0000,-4.35234699E-3,
148880.0000,-1.63469894E-3,
148920.0000,-4.15679673E-3,
148960.0000,-7.86341916E-5,
1.49E05,-4.95747384E-3,
149040.0000,-3.19139473E-3,
149080.0000,-2.02332647E-3,
149120.0000,-1.82662124E-3,
149160.0000,-1.24740798E-3,
1.492E005,-3.56120360E-3,
149240.0000,-2.03172746E-3,
149280.0000,-1.44536851E-3,
149320.0000,-3.96901416E-3,
149360.0000,-1.63469894E-3,
1.494E005,-3.19360197E-3,
149440.0000,-2.60721380E-3,
149480.0000,-1.82659237E-3,
149520.0000,-1.43677846E-3,
