tubo_420,led_420,tubo_420_corr,led_420_corr,tubo_420_integral,led_420_integral,lambda
-11.5,-10.25,-0.568763619331388,-7.53170208953118,30.3216042942641,11.5679189611068,322.96
-14.25,-12.25,-0.705133401931571,-9.00591432642428,30.6671854138624,11.9812780244059,323.33
-10.75,-13.5,-0.532565071106136,-9.93649647618625,29.9930741121262,12.6925107685015,323.69
-13.5,-11.5,-0.668183223070513,-8.45658343695591,29.5370171720414,13.2664256094008,324.06
-11.75,-11,-0.580012536875866,-8.06728683508803,29.8780153957835,13.7527383798,324.42
-13.25,-11,-0.650948741652065,-8.02895267331496,30.4127315803469,14.1063421994266,324.79
-7.75,-10.25,-0.378584216346787,-7.4390926198281,31.2182653401728,14.7850439247254,325.16
-12.75,-10,-0.619767992033387,-7.22194634974479,32.3406318245201,16.2201366195995,325.52
-11.75,-12.5,-0.569752550448235,-9.00520748428822,32.8177874141309,17.0796602107671,325.89
-12,-11.25,-0.579187120576628,-8.06724917946017,32.9266809695649,17.2444510941038,326.25
-13,-14,-0.625695195279858,-10.0111231244777,32.6040309362692,17.270604801063,326.62
-13.5,-14,-0.645902695340572,-9.95168597265473,31.4982989723221,17.6076235078116,326.98
-14.75,-12.5,-0.703531077024245,-8.85801840321083,30.8592609445801,17.8919461988614,327.35
-11.25,-9.75,-0.534827357397376,-6.88653892572622,31.5245172259152,18.1766161281816,327.71
-11.5,-13,-0.545630759160781,-9.16388554515995,32.0758720404252,19.0873211618324,328.08
-12.25,-12,-0.579545044012799,-8.43466139857694,31.9617751861847,19.6109265278447,328.44
-10.75,-12.5,-0.50707003044498,-8.76001381499634,32.0184987800372,19.8533559883152,328.81
-13.75,-12.75,-0.646832368822222,-8.9111659330729,31.8691783221742,21.0105342765881,329.18
-12.75,-13.25,-0.597860403120427,-9.23083064985937,31.5258117330392,21.852207323312,329.54
-10.75,-9.75,-0.503050968157105,-6.77865357755887,32.0930935248596,22.5714874324686,329.91
-12.25,-12,-0.570638318168704,-8.30503348191887,33.0335394382156,23.2823230208597,330.27
-11.25,-10.75,-0.522486935380758,-7.41765579372302,33.7239247341554,23.4980818843385,330.64
-13,-10,-0.602753116442596,-6.88860704505823,34.9902113228443,24.3672752064144,331
-11,-9.75,-0.506362820786932,-6.66820649711622,36.6148366603333,25.4938084459765,331.37
-12.75,-12.75,-0.584139456537491,-8.6786433542713,37.4433992063679,26.8862292001635,331.73
-12.25,-13,-0.557638963719265,-8.7921618536262,37.3777884914222,28.25609142058,332.1
-15.25,-12.75,-0.690717214748854,-8.5797754262949,37.3551368201129,29.0304174863385,332.46
-12,-10.75,-0.541642554684038,-7.20900447781851,38.0149040445698,30.1980270065089,332.83
-11.25,-11.5,-0.506147267434759,-7.68701119812027,39.0314619495733,31.2723485363347,333.19
-14.5,-11,-0.650776154934127,-7.33485636694228,40.0215833503231,31.8779865498646,333.56
-13.5,-12.5,-0.603612526073376,-8.30366437984539,40.7256116282103,32.196635152269,333.92
-12.75,-12.75,-0.566844352725247,-8.42168752620367,40.9796993050366,32.892619169377,334.29
-10.25,-10.25,-0.454251724551209,-6.74888276476081,41.8795892770097,33.9981616892712,334.65
-12.75,-11,-0.561242555286957,-7.19396619886027,43.3340944072533,35.0727902124716,335.02
-11.75,-12.25,-0.516114045244192,-7.99427712633557,44.2258842074896,35.717060948112,335.38
-12.25,-11.75,-0.535553515318629,-7.63202793841825,44.9333539688245,35.5499050725411,335.74
-10.75,-11.25,-0.468464543306264,-7.28376765007746,45.9668307668603,36.2988837090134,336.11
-12.5,-11.5,-0.543198980914532,-7.42475407055749,47.0590920353654,38.3947290004793,336.47
-13,-12,-0.563507517129508,-7.72810309206183,47.9895409371734,41.1784205971269,336.84
-9.75,-10.5,-0.420307605378898,-6.72492168606237,49.1884334241733,42.948872000175,337.2
-13,-12,-0.557609277479456,-7.64721294828968,50.4551979006194,43.599108780521,337.57
-13,-13,-0.555373044036132,-8.2512566542511,51.0463260640045,45.1769316872021,337.93
-11.75,-8.25,-0.50069055170347,-5.22300903783072,52.699974317133,47.1484070563954,338.3
-11.5,-10.5,-0.487332851015488,-6.61077606594923,54.997592472638,48.4750981780352,338.66
-10.25,-11.75,-0.433046537268197,-7.37537099012874,56.3908844998906,49.4132799403699,339.02
-12.75,-9,-0.536844735231296,-5.63010276948452,58.2458548980645,50.8572151475283,339.39
-10.75,-9,-0.451438518848725,-5.61523526435092,60.7896092172994,52.4009523245695,339.75
-12,-10.75,-0.50235809174753,-6.6861469830207,62.9478161348601,53.1188546979155,340.12
-14,-10.5,-0.583516411834056,-6.50204001757948,64.674896390694,54.4107744213982,340.48
-11,-11.75,-0.456087699512039,-7.23817102342483,66.2113125622723,55.6190965716884,340.85
-11.75,-10.25,-0.485667808270172,-6.29449098621281,67.7930358169506,56.7342999120317,341.21
-11.75,-12.5,-0.483744401482992,-7.64580816933605,69.2032173620593,59.3376404387443,341.57
-13.5,-10.5,-0.553147389402869,-6.39192538865537,70.6101632746679,61.8866980989509,341.94
-11.25,-12.5,-0.459270415122312,-7.58160685281277,72.0057094263308,63.4118196748446,342.3
-13,-12.5,-0.529493543131055,-7.56419347330078,72.9336435339692,64.6574281215844,342.67
-12,-11.5,-0.486743273645245,-6.93029708666324,74.1097096945039,65.623029139344,343.03
-12,-10.25,-0.484399509237794,-6.14726043866057,75.8805536213007,66.0305224536064,343.39
-14,-11,-0.562267545175898,-6.56361297633905,77.858524806433,66.9122560947171,343.76
-12.25,-10.75,-0.489507745163398,-6.38215345880676,79.6840434937448,69.0944274596919,344.12
-13,-8.25,-0.517420029034763,-4.87853170232777,82.2873162917313,71.3443249603372,344.49
-14.25,-12.5,-0.564866274660776,-7.36166573492741,84.4084964607974,73.8444620838854,344.85
-13.25,-13.25,-0.522666672105931,-7.76533341414526,85.316885802613,76.4129522580918,345.21
-12.75,-11,-0.500557061659794,-6.4161039612191,86.65832752232,78.3592449056901,345.58
-8.5,-12,-0.331432414371729,-6.95172526278854,88.3048907353033,80.747085587205,345.94
-12.75,-12,-0.494742167432679,-6.91807534964688,89.74029185686,83.6252926142761,346.3
-12.5,-11.25,-0.48179444631382,-6.44228002499622,91.4351276010747,86.1527719684568,346.67
-14,-10.75,-0.537133167430974,-6.12770286926356,93.4157746669051,88.3131765092553,347.03
-12.75,-8.75,-0.487860070653948,-4.97425954392261,96.0126562264997,89.9412511005337,347.39
-7.75,-11,-0.295070495395035,-6.22231606879116,98.6404838621437,91.1905559837703,347.76
-10,-10.5,-0.379539011447248,-5.92080857857707,100.799399786022,92.5933062899745,348.12
-11.5,-10.75,-0.434598788351322,-6.03579435250655,103.098452645839,93.980867325792,348.49
-11,-12.25,-0.413678572798137,-6.84450002266009,104.947079786682,95.3984838131852,348.85
-10,-11.5,-0.374321799177484,-6.39555531166102,106.644273216393,96.8824875230924,349.21
-10.5,-11.25,-0.391504302452289,-6.23210930434255,108.652611409749,98.4755813536458,349.58
-12,-11,-0.446797864091583,-6.08496138715203,110.736780892088,100.088664802508,349.94
-10.75,-12.25,-0.398976897846488,-6.75477166586612,112.6010980743,102.169716266011,350.3
-12.25,-7.75,-0.453657722840668,-4.26411807124873,115.30285105124,104.075861379265,350.67
-14,-12.25,-0.516905591916253,-6.71977269491129,117.945944496572,105.702854526476,351.03
-14,-10.75,-0.514337410251103,-5.86764514959931,119.91522246071,107.452284206201,351.39
-14.25,-10,-0.521939812433866,-5.44177849555109,122.420923880293,109.435316479624,351.75
-12,-10.25,-0.437669814746106,-5.55423836332559,125.131167221462,111.830897212696,352.12
-11.25,-10.25,-0.408845201635886,-5.53433631674736,127.728947709017,113.654687830231,352.48
-13,-9.75,-0.47113776748524,-5.24982083769267,130.454249449051,115.086357696786,352.84
-9.75,-9.75,-0.351968243154926,-5.22924246973033,133.386604700794,116.795887847813,353.21
-13.75,-12.25,-0.494577655525919,-6.54640969496126,135.694801039163,118.578389738021,353.57
-13,-8.75,-0.46607078362862,-4.66070783628621,138.241447815291,120.645457751974,353.93
-10,-10.5,-0.356838949221249,-5.56668760785148,141.281399988882,123.119708435293,354.3
-11.75,-11.75,-0.417641261203847,-6.20495588074287,143.590268365565,125.308590869831,354.66
-10.5,-10.5,-0.371719377479695,-5.52268789398404,145.917282513785,127.169704273898,355.02
-12.25,-11.75,-0.431726191630618,-6.1524128999722,148.266030605642,129.365810717075,355.38
-11.5,-10.25,-0.40383178646145,-5.34763583065721,150.755237682354,132.023531977392,355.75
-10.25,-10.75,-0.35857366847556,-5.58725242307563,153.414197543745,134.33882066565,356.11
-11.75,-8.75,-0.409559939397219,-4.53130145716072,156.415683733718,136.11340056039,356.47
-11,-9.5,-0.381695790940789,-4.89760313570778,159.706488516097,138.00072607664,356.83
-13.5,-11.75,-0.46673873947309,-6.03549989032927,162.439044060416,140.170013421447,357.2
-9.5,-13,-0.32680774229346,-6.64427169294373,164.363807209466,142.445389422099,357.56
-9.75,-10,-0.333739383529754,-5.08555251092959,166.687214149577,145.154607665052,357.92
-12.25,-11,-0.417636270932176,-5.5717305416491,169.460754264945,147.174737625236,358.28
-12.5,-11.25,-0.424216840732561,-5.67238518465253,172.057672898773,149.198947439284,358.65
-11,-9,-0.371057197673388,-4.51051346782196,175.029776964825,151.230797848702,359.01
-9.5,-11.5,-0.319296520362218,-5.7425359150859,177.972083615808,152.898478389244,359.37
-11.25,-10.25,-0.375941906880442,-5.08894060615303,180.671116760405,154.782910227232,359.73
-11,-11.75,-0.365510627999688,-5.80070113526777,183.41966690283,156.407452163084,360.1
-9.75,-10,-0.321899245012014,-4.90513135256403,186.170793044097,158.098593608095,360.46
-12.5,-8.5,-0.410509353286856,-4.14731735206378,189.616006266024,160.159255559871,360.82
-13.5,-8.5,-0.441197261463981,-4.12717861517628,193.387625529367,162.327362947383,361.18
-8.25,-10.75,-0.26818870918332,-5.1919476513758,196.720165958712,165.160715361966,361.54
-11.5,-11,-0.371626320170045,-5.2812485748389,199.646755264585,168.233051734172,361.91
-10,-10,-0.321200335043609,-4.77211926350504,202.670236736417,171.020756708934,362.27
-7.75,-9.25,-0.247208564972758,-4.38367999085333,206.070362905236,173.911117774738,362.63
-8.75,-11,-0.277553717422294,-5.18402371805885,209.297155094856,176.505784529072,362.99
-10.75,-12.25,-0.338747276265314,-5.7350701656081,211.956029302791,178.463232862422,363.35
-7.25,-11.75,-0.227093145967816,-5.46813447039746,214.565771827822,180.831699176,363.72
-5.25,-11.5,-0.16361977548843,-5.32487759140579,217.276922903581,183.825679712272,364.08
-1.25,-8,-0.0387342067286057,-3.68306971408,220.737467068706,187.158826752385,364.44
2,-10.25,0.0615691914674323,-4.68805415030591,224.465142970805,190.205067752814,364.8
5.75,-9,0.175930797857614,-4.09121060359569,228.021065591022,192.770347607506,365.16
0.75,-10.25,0.0228169092960106,-4.63291910658044,231.699215641753,196.045804237052,365.53
-2,-10.75,-0.0604528254828547,-4.82758992070226,234.968338169789,199.188017096961,365.89
-7,-8.5,-0.210208922125649,-3.7923405542668,238.590169581511,201.90554228101,366.25
-8,-8,-0.238958077781074,-3.55023429846167,242.748156246286,205.418158504935,366.61
-8,-10.5,-0.237630346264681,-4.63379175216128,246.552399299659,209.442832718478,366.97
-10.25,-11.5,-0.302701887845652,-5.04573460436794,249.728198116263,213.046805313536,367.33
-12.5,-9,-0.366913226505395,-3.92492320010343,253.201387616445,216.509766382667,367.69
-11,-12.5,-0.320888834856933,-5.41760370537679,256.61018294911,220.020593217352,368.06
-9.75,-11.75,-0.282374370521401,-5.0558458721927,259.451522407231,223.660013939609,368.42
-10.5,-9.75,-0.302589093035048,-4.17449442636107,262.814633654251,227.433376311431,368.78
-10.5,-7,-0.300487913316057,-2.97626123665428,267.050836339911,231.202139169063,369.14
-11.25,-9.75,-0.320067161676124,-4.12124573891543,271.309069366012,235.58950375195,369.5
-10.5,-10.75,-0.297209133257037,-4.52081375484854,274.918256226183,240.458579633639,369.86
-5,-11,-0.1406611988327,-4.59761175613168,278.327035250837,245.450226899616,370.22
-9.75,-10,-0.272671240238413,-4.15499032744249,281.988068202862,250.928640382242,370.59
-12,-10.75,-0.333581933147004,-4.43981668164702,285.61608950095,255.98763636218,370.95
-9.5,-10.75,-0.262141642980883,-4.40713318575379,289.137876690261,261.245686263023,371.31
-11,-8,-0.301905377171232,-3.26214641307097,293.153951284086,267.351432238797,371.67
-10.75,-9.25,-0.293224534864722,-3.74859804039684,297.446276530674,273.611405588569,372.03
-10.25,-11.5,-0.278289701204363,-4.63880812042395,301.160069751887,280.278762413381,372.39
-10.25,-9,-0.276566062137772,-3.60788619039658,304.932627841813,287.518853655494,372.75
-6.5,-8.5,-0.17469230348324,-3.39402189624581,309.227662037607,295.578319282288,373.11
-11.25,-10.5,-0.300558870551465,-4.16774967164698,313.287219462989,304.534138614196,373.47
-11,-11,-0.292295298419301,-4.34267300508675,317.04969315206,314.218321587818,373.84
-11.25,-11.75,-0.297494625932162,-4.61636105256003,320.521722834385,324.352881122772,374.2
-13.75,-11.75,-0.36159134599328,-4.59080129666273,323.889204525961,335.726305464093,374.56
-11.25,-10.25,-0.294151489278505,-3.98178396915411,327.522874484281,348.689545648657,374.92
-10.5,-9.75,-0.273164286897364,-3.76855220291058,331.501554953689,362.538804852005,375.28
-9,-12,-0.232861217607684,-4.61286983451411,335.21484525136,377.018923706041,375.64
-10,-11.5,-0.257476613381384,-4.39917185148765,338.662941188341,392.810093124106,376
-8.75,-8.75,-0.223940058883253,-3.32710944626547,342.6507223801,410.653104452391,376.36
-9.75,-10.75,-0.248477794473673,-4.07030291899731,346.776294415218,430.058688494417,376.72
-10.5,-11.5,-0.266116311936051,-4.33027359286418,350.480203400476,451.047511901698,377.08
-8.25,-10.25,-0.208175898137506,-3.84269276908366,354.279374540412,474.120818674133,377.44
-10,-7.75,-0.251329453219642,-2.89387913278617,358.681497245294,499.153590287354,377.8
-8.25,-9.75,-0.206449821184812,-3.62493712002423,363.174743214493,526.639157992267,378.16
-10.25,-10.5,-0.255713819079862,-3.89183958794717,367.248511684238,556.998234389435,378.52
-7.75,-10.25,-0.19264996709414,-3.7855274640065,371.254498101223,590.763675288331,378.88
-9,-8.25,-0.222763109235051,-3.03382139243927,375.620518052035,627.737113625927,379.24
-8.5,-9.25,-0.209619034703715,-3.3891346451256,380.15268887849,668.199609809895,379.6
-9.5,-9.75,-0.233525801295081,-3.56082951147687,384.463182186661,713.105434559333,379.96
-10.25,-12,-0.250900244872927,-4.36409067040297,388.363859855929,762.181357323086,380.32
-11,-8.75,-0.268433825455683,-3.17239975538534,392.427343914469,815.627991138689,380.68
-0.75,-10,-0.018239315024992,-3.61312145256983,396.927522750857,876.250076321857,381.05
-7.75,-8,-0.187857620354466,-2.88106064764822,401.428098808776,940.805396972159,381.41
-11,-9,-0.265575005986507,-3.22828838445936,406.089970647015,1011.13780766457,381.77
-7.75,-10.5,-0.186581831073079,-3.75571169643875,410.384154936475,1088.65251922299,382.13
-5.5,-9,-0.131981961591829,-3.20870431298575,414.686230427667,1173.74166077505,382.49
-5.25,-10,-0.125615399685758,-3.55483035845411,419.072341972525,1265.53294435573,382.85
-7.25,-8,-0.173108359663513,-2.83795379783336,423.61383462546,1366.72245061607,383.21
-7.25,-8.25,-0.172639420904596,-2.91871178593386,428.422162970567,1477.31486133585,383.57
-7.5,-6.5,-0.177961817111061,-2.29147025461099,433.45968029554,1595.54217270773,383.93
-5.75,-9.25,-0.136193740365145,-3.25511498711228,438.219581627219,1720.1877243859,384.28
-6,-9.5,-0.141295295454528,-3.3238036168827,442.681570659755,1859.00255656465,384.64
-8.25,-8.75,-0.193508296830217,-3.0492216470216,447.229700786842,2006.73343256248,385
-2,-7.25,-0.0467157400479172,-2.51597628543782,452.116784284849,2163.62263864133,385.36
-7,-10,-0.162968863634017,-3.4589309832526,456.831455753352,2332.41881961311,385.72
-2.75,-9.25,-0.0637024240338742,-3.18346659327725,461.265447184275,2514.94015838346,386.08
-2,-6.75,-0.0460480472503659,-2.30898065498263,466.182083644785,2710.59029777063,386.44
-6.25,-8.25,-0.143077865835676,-2.80596134598881,471.256938200869,2917.9667043944,386.8
-5,-8.75,-0.113823430657825,-2.95940919710346,476.058278660975,3139.21236053545,387.16
-3.25,-8.25,-0.0734695868536226,-2.77085298990805,480.874030522347,3374.13306013081,387.52
-0.25,-7.75,-0.00561482224849742,-2.5860267041651,485.846268922468,3623.12800492408,387.88
-3,-9,-0.0669775509132628,-2.98528512641971,490.728111716966,3889.28630438766,388.24
-0.75,-9,-0.0166663747489646,-2.97137652667255,495.447773477724,4173.61765048725,388.6
1.5,-8,0.0331341210773253,-2.62548464155568,500.318217333838,4476.67041226127,388.96
1,-6.25,0.021923234519076,-2.03572891962848,505.581299076623,4798.22219932464,389.32
5.5,-6,0.119665398974875,-1.93951192104733,511.132155253735,5139.17396365389,389.68
3,-9.75,0.0648912963597157,-3.13332259565484,516.22168797863,5495.48440303888,390.04
7,-6.5,0.15046458580771,-2.07579714297983,521.253646802024,5869.64953656898,390.4
6,-7.25,0.128281043530656,-2.3029501624313,526.634027939086,6263.65486978848,390.76
9.5,-7,0.201744302393383,-2.20856920514862,531.810418469837,6667.34018048086,391.11
8.75,-7,0.184916909740027,-2.19786955576718,537.178510259799,7097.9330331507,391.47
11,-4.75,0.230967577100259,-1.48179198814971,542.851514372613,7542.50540674016,391.83
13.5,-6,0.281069217514585,-1.85594911882647,548.667790960655,8008.22497370223,392.19
13.75,-5,0.284472160859337,-1.53688855736992,554.460592881339,8490.14003753594,392.55
16,-6,0.328510831923678,-1.83027463500335,560.263843976941,8988.43105881539,392.91
18.5,-6.25,0.378212474632783,-1.8983637722881,565.914941373989,9506.8062685733,393.27
20.25,-2.75,0.412069990141538,-0.831407528610086,571.985228847436,10042.3354075496,393.63
24.75,-3.25,0.499761287944706,-0.975003263060957,578.442993626472,10595.9833543071,393.99
28.5,-3,0.57145815610295,-0.893708996010628,584.874257680913,11166.9928759916,394.35
34,-5.25,0.677307718942326,-1.55382359051475,590.8902035619,11737.769013992,394.7
35.25,-3,0.698873913188264,-0.883682516371787,597.08191526447,12336.0837988873,395.06
38.75,-3,0.764955017888594,-0.879874527488448,603.556351465224,12945.0767244141,395.42
43.75,1.25,0.861516947365968,0.365705153167594,610.555196378897,13582.0041739076,395.78
52.75,-0.5,1.03709001043624,-0.146049236405374,617.861913806539,14245.5284337333,396.14
54.75,2.75,1.07365587638693,0.801214822300486,625.351211186929,14919.5428067141,396.5
59.75,0.75,1.16976878547788,0.218151740029347,632.993138869135,15605.8933591876,396.86
68,1.5,1.32702712069282,0.434908047958151,640.272895200192,16286.9574093041,397.21
71.25,5,1.38601162071034,1.44506474740727,648.275618564485,17003.1108480842,397.57
85.25,2.75,1.65786075847524,0.794550778255415,656.429057767216,17735.761246243,397.93
92.75,6,1.80428519518037,1.73411468893731,664.703563837102,18469.9082185537,398.29
107.75,5.25,2.09255642712497,1.51479722798838,673.280239307588,19210.9479933522,398.65
117.25,7.5,2.27086241195242,2.15811475031725,682.034660695568,19970.9336460033,399.01
123.75,10,2.38941067035017,2.8686719736383,691.098415583458,20714.4187909327,399.36
139.5,11,2.68229562729818,3.14239241948706,700.834202049874,21477.3126048345,399.72
145.75,12.75,2.79409614685419,3.63143493332874,710.890014851071,22230.7762054617,400.08
159.5,15.25,3.12806776466976,4.44345317936967,721.491939063133,22979.1263429051,400.44
179.5,17.25,3.50570079781694,5.00535394451539,732.670575151607,23741.1098295486,400.8
