630,430,77977.7174
645,430,824883.58938
650,430,926234.57952
655,430,852656.03706
660,430,708265.45876
665,430,544893.7681
670,430,396739.53566
675,430,295176.82275
680,430,237444.64388
685,430,206744.53793
690,430,194107.74919
695,430,197897.64354
700,430,226190.65287
705,430,260306.31763
710,430,288273.70147
715,430,297757.86217
720,430,269804.57126
725,430,210628.19505
730,430,151253.49077
735,430,103484.02389
740,430,71552.24408
745,430,49355.43742
750,430,34965.98446
630,435,43198.96304
635,435,96991.37213
640,435,239641.80607
645,435,423477.00297
650,435,500086.78414
655,435,470926.93485
660,435,395933.61135
665,435,305148.42726
670,435,225985.96361
675,435,172695.14316
680,435,139957.02838
685,435,120879.90183
690,435,110458.80217
695,435,109141.23401
700,435,118293.30195
705,435,132919.10674
710,435,144134.29376
715,435,147699.38551
720,435,134829.64482
725,435,107544.22537
730,435,79713.71909
735,435,57442.74749
740,435,41968.38942
745,435,31177.32643
750,435,23545.20746
630,440,27011.37354
635,440,48967.76381
640,440,110424.44744
645,440,197525.00002
650,440,241312.77011
655,440,237085.638
660,440,206031.30498
665,440,163776.29279
670,440,128155.05375
675,440,101883.26349
680,440,84814.74776
685,440,73041.49393
690,440,66030.25747
695,440,62596.77152
700,440,64437.70098
705,440,68726.71659
710,440,73164.14986
715,440,74009.88704
720,440,68084.28671
725,440,56570.75295
730,440,44257.9579
735,440,33937.44182
740,440,26576.18417
745,440,21153.5737
750,440,16903.38303
630,445,21833.17676
635,445,32535.51949
640,445,64331.04512
645,445,111041.66133
650,445,135586.61873
655,445,134733.00117
660,445,118001.75263
665,445,97619.19406
670,445,79751.26094
675,445,66043.05536
680,445,56671.04909
685,445,49170.59489
690,445,44166.73661
695,445,41454.73892
700,445,42002.56464
705,445,43091.74628
710,445,44604.6594
715,445,44553.528
720,445,41014.30225
725,445,35007.28262
730,445,28392.01792
735,445,22666.8434
740,445,18310.76567
745,445,15260.57134
750,445,12675.46223
630,450,19810.78462
635,450,26775.79862
640,450,48814.93194
645,450,79417.09689
650,450,94577.00127
655,450,91103.97906
660,450,79294.6403
665,450,65278.36984
670,450,54198.71924
675,450,45533.5834
680,450,39635.2551
685,450,35318.47425
690,450,31908.87863
695,450,29744.36013
700,450,29903.09493
705,450,31074.57793
710,450,31874.50625
715,450,31504.40902
720,450,29321.22548
725,450,24607.77784
730,450,19981.24066
735,450,16241.68906
740,450,13638.02185
745,450,11097.79505
750,450,9331.48116
630,455,18702.56827
635,455,24631.27938
640,455,43048.98058
645,455,70011.84992
650,455,81133.69921
655,455,75879.81808
660,455,64466.76573
665,455,51918.64918
670,455,41582.25626
675,455,34993.6659
680,455,30757.03286
685,455,27322.98465
690,455,25087.38526
695,455,23797.25775
700,455,24445.22528
705,455,25443.015
710,455,26415.13207
715,455,26265.8461
720,455,23996.18057
725,455,19960.41237
730,455,15980.21455
735,455,12632.72666
740,455,10522.22743
745,455,9231.08537
750,455,7561.47584
630,460,18326.07309
635,460,23764.71469
640,460,41023.27835
645,460,65503.34905
650,460,74540.2402
655,460,68847.65808
660,460,57296.26014
